Date,AC PACIFIC QUALITY
1998-12-31,1000.0
1999-01-01,999.9999999999999
1999-01-04,981.5853402062442
1999-01-05,978.1196516565608
1999-01-06,994.8490895344611
1999-01-07,1023.3717481008692
1999-01-08,1024.7489578820198
1999-01-11,1034.0874187321358
1999-01-12,1019.9426636597135
1999-01-13,984.6684013293002
1999-01-14,990.4183828309328
1999-01-15,1001.6307637746507
1999-01-18,1007.282827847501
1999-01-19,1008.8090279271113
1999-01-20,1024.7399869934588
1999-01-21,1027.7559896621733
1999-01-22,1007.0356035078349
1999-01-25,1000.9796486606964
1999-01-26,1008.1006362573117
1999-01-27,1016.3040231681207
1999-01-28,1007.6213312055429
1999-01-29,1026.0175122937162
1999-02-01,1036.2473538861693
1999-02-02,1043.182981290509
1999-02-03,1035.5077970251511
1999-02-04,1038.0601710985727
1999-02-05,1026.2128510419543
1999-02-08,1032.318031920738
1999-02-09,1017.5828239198789
1999-02-10,1006.6513142842049
1999-02-11,1014.6902686978616
1999-02-12,1024.7366305505411
1999-02-15,1020.9899463281159
1999-02-16,1014.9366812553228
1999-02-17,1007.704216885876
1999-02-18,1002.1156784438125
1999-02-19,1010.9367187566074
1999-02-22,1032.1609832315746
1999-02-23,1038.0811115027414
1999-02-24,1039.8998697267514
1999-02-25,1037.1902370961902
1999-02-26,1048.130243476622
1999-03-01,1047.1573473122926
1999-03-02,1030.4647267488417
1999-03-03,1034.514974055743
1999-03-04,1035.5983371162529
1999-03-05,1071.9309161314056
1999-03-08,1077.4288693629915
1999-03-09,1094.829769015159
1999-03-10,1115.6392771503422
1999-03-11,1126.3347098687304
1999-03-12,1124.8589584272809
1999-03-15,1144.111432378851
1999-03-16,1161.3284079293476
1999-03-17,1157.4837228613424
1999-03-18,1140.603861414682
1999-03-19,1178.6132104496824
1999-03-22,1178.4867850120293
1999-03-23,1168.560668377459
1999-03-24,1141.9529539616767
1999-03-25,1163.7002284862863
1999-03-26,1177.0358009477595
1999-03-29,1178.6313074295676
1999-03-30,1174.9628130867623
1999-03-31,1180.006724425964
1999-04-01,1201.4027253456757
1999-04-02,1203.8633510716943
1999-04-05,1203.65841807311
1999-04-06,1218.9077686999274
1999-04-07,1222.407713492681
1999-04-08,1228.661604265648
1999-04-09,1228.81866610678
1999-04-12,1204.289381017526
1999-04-13,1229.6215646827106
1999-04-14,1248.210961421095
1999-04-15,1252.7123501339256
1999-04-16,1276.7795069056206
1999-04-19,1299.8797287787504
1999-04-20,1280.5159450015587
1999-04-21,1265.9945205924244
1999-04-22,1289.0627331635014
1999-04-23,1296.396156495531
1999-04-26,1311.4099549201912
1999-04-27,1306.6067749133997
1999-04-28,1305.1126759417878
1999-04-29,1305.6127796100554
1999-04-30,1300.226211201117
1999-05-03,1295.7596328509956
1999-05-04,1294.006338736845
1999-05-05,1283.9655532758734
1999-05-06,1302.1241663815622
1999-05-07,1271.0900751065662
1999-05-10,1275.7671744392949
1999-05-11,1268.0133693079586
1999-05-12,1286.552614149262
1999-05-13,1286.0891961752989
1999-05-14,1267.6094809901344
1999-05-17,1242.2463543968488
1999-05-18,1257.668864428172
1999-05-19,1228.5746674262557
1999-05-20,1238.4953558340878
1999-05-21,1253.9321009661403
1999-05-24,1259.376152773621
1999-05-25,1247.5983737909564
1999-05-26,1265.0138404904765
1999-05-27,1264.7408091310203
1999-05-28,1262.413342148445
1999-05-31,1255.9986443917307
1999-06-01,1276.46309557642
1999-06-02,1297.0152758569766
1999-06-03,1290.9056295389812
1999-06-04,1298.787182687819
1999-06-07,1323.5030194790615
1999-06-08,1328.413702043515
1999-06-09,1337.1926287410267
1999-06-10,1344.318971492599
1999-06-11,1356.2852920603661
1999-06-14,1345.1099053084838
1999-06-15,1352.5320710072065
1999-06-16,1373.1897534570844
1999-06-17,1393.138575830886
1999-06-18,1376.7237785924633
1999-06-21,1402.3472757694121
1999-06-22,1422.4753229825956
1999-06-23,1405.7714058206082
1999-06-24,1398.2529063376437
1999-06-25,1378.1564315868204
1999-06-28,1401.0183641202254
1999-06-29,1417.1466707375885
1999-06-30,1410.2059709686678
1999-07-01,1451.2791073105507
1999-07-02,1477.7507925228597
1999-07-05,1481.2439284124716
1999-07-06,1468.4728056758847
1999-07-07,1460.1093475654911
1999-07-08,1463.2145503698612
1999-07-09,1458.3134454056647
1999-07-12,1477.005677737654
1999-07-13,1470.799406482829
1999-07-14,1469.4194292673951
1999-07-15,1483.038657997445
1999-07-16,1461.9593273814228
1999-07-19,1487.6924994809447
1999-07-20,1462.91913002742
1999-07-21,1434.6744683818624
1999-07-22,1412.3448408655265
1999-07-23,1402.29796695155
1999-07-26,1371.0178245039024
1999-07-27,1372.4314733126473
1999-07-28,1396.2678878356942
1999-07-29,1403.220354426226
1999-07-30,1415.512477766585
1999-08-02,1412.3232718238742
1999-08-03,1422.3387889392864
1999-08-04,1399.4244438063213
1999-08-05,1374.9706537712404
1999-08-06,1359.484699336861
1999-08-09,1362.4358726872422
1999-08-10,1358.8399137381894
1999-08-11,1349.798901567391
1999-08-12,1366.7303583795874
1999-08-13,1382.3257846795857
1999-08-16,1420.4049853705792
1999-08-17,1433.9557459127368
1999-08-18,1453.9958008290168
1999-08-19,1438.609277961463
1999-08-20,1442.4462691239387
1999-08-23,1443.039564290004
1999-08-24,1449.7178763003267
1999-08-25,1455.4894127145726
1999-08-26,1443.4007169337472
1999-08-27,1435.6654226909882
1999-08-30,1457.0404374138027
1999-08-31,1413.943054646274
1999-09-01,1444.8573340705184
1999-09-02,1430.5062331941715
1999-09-03,1427.87962128377
1999-09-06,1451.8977723107453
1999-09-07,1436.6218914559745
1999-09-08,1438.7770941916829
1999-09-09,1478.707712907327
1999-09-10,1489.1496413297418
1999-09-13,1529.9364282784397
1999-09-14,1528.6629478170448
1999-09-15,1530.3250268451116
1999-09-16,1501.1287421387347
1999-09-17,1493.7310395449251
1999-09-20,1503.7195147384148
1999-09-21,1528.4492143317277
1999-09-22,1484.0870133358533
1999-09-23,1492.959037605427
1999-09-24,1456.0368478713872
1999-09-27,1436.8683181769588
1999-09-28,1454.0492591661405
1999-09-29,1427.0442428592057
1999-09-30,1439.8913866931707
1999-10-01,1466.6133997247694
1999-10-04,1458.0572539507202
1999-10-05,1457.7755567661372
1999-10-06,1457.4137004934769
1999-10-07,1463.1339265901706
1999-10-08,1475.7312020460158
1999-10-11,1481.1177505257037
1999-10-12,1468.067531082171
1999-10-13,1433.8050998130332
1999-10-14,1436.2723393038195
1999-10-15,1410.6801635011907
1999-10-18,1388.26915394737
1999-10-19,1393.4940600422442
1999-10-20,1427.378332254795
1999-10-21,1428.149634519323
1999-10-22,1458.9926254210773
1999-10-25,1484.9530574909456
1999-10-26,1496.6916756726598
1999-10-27,1494.2198644710802
1999-10-28,1494.8433143574364
1999-10-29,1538.4970090471045
1999-11-01,1547.6096678969118
1999-11-02,1550.7776234637956
1999-11-03,1543.1246033989976
1999-11-04,1571.3421571738704
1999-11-05,1561.2354507806433
1999-11-08,1563.267762002687
1999-11-09,1563.6360485125958
1999-11-10,1575.3710201569831
1999-11-11,1579.5427604670294
1999-11-12,1612.5020500642404
1999-11-15,1630.8512576343653
1999-11-16,1631.749656461165
1999-11-17,1625.9561348518866
1999-11-18,1646.0686067871595
1999-11-19,1666.4594086700529
1999-11-22,1678.342805676023
1999-11-23,1693.4429164896635
1999-11-24,1689.2812693362334
1999-11-25,1671.7126847698871
1999-11-26,1724.5745144852444
1999-11-29,1749.5779152096002
1999-11-30,1714.8709461069936
1999-12-01,1700.518668148219
1999-12-02,1710.400291506653
1999-12-03,1728.5531720204785
1999-12-06,1700.8706537649496
1999-12-07,1706.4617921702993
1999-12-08,1688.796241671178
1999-12-09,1717.0105632274567
1999-12-10,1733.681565367909
1999-12-13,1728.157177635093
1999-12-14,1732.011502991741
1999-12-15,1734.3791238893534
1999-12-16,1716.9653594907827
1999-12-17,1763.7568939880814
1999-12-20,1779.4407938537597
1999-12-21,1781.8463021027735
1999-12-22,1822.7015808770518
1999-12-23,1806.831026521073
1999-12-24,1834.6350873499327
1999-12-27,1832.8664816124665
1999-12-28,1884.569392303497
1999-12-29,1913.4823819854896
1999-12-30,1927.651877334425
1999-12-31,1927.6656979835136
2000-01-03,1922.7980370170662
2000-01-04,1856.9112245712072
2000-01-05,1766.5447862674826
2000-01-06,1698.5187873406287
2000-01-07,1707.1740784055937
2000-01-10,1725.9041956473384
2000-01-11,1772.423142281424
2000-01-12,1759.522452141071
2000-01-13,1754.455157126798
