Date,AC ASIA PACIFIC ex JAPAN QUALITY
1998-12-31,1000.0000000000001
1999-01-01,1000.0000000000001
1999-01-04,997.243685890801
1999-01-05,995.0212916800378
1999-01-06,1023.179929035447
1999-01-07,1059.8761735750093
1999-01-08,1075.0892418150718
1999-01-11,1079.5866121356667
1999-01-12,1076.0137589049
1999-01-13,1040.3917211174671
1999-01-14,1030.4663387960545
1999-01-15,1046.7754111791894
1999-01-18,1058.6824695483688
1999-01-19,1054.7973645453137
1999-01-20,1060.9257909022106
1999-01-21,1054.8766749298238
1999-01-22,1036.4260118176937
1999-01-25,1020.5472150859092
1999-01-26,1024.6918113796498
1999-01-27,1043.5442227218282
1999-01-28,1031.9860115911074
1999-01-29,1043.2585573116446
1999-02-01,1052.1055653146377
1999-02-02,1039.8384049524273
1999-02-03,1043.4885986845927
1999-02-04,1045.933907256484
1999-02-05,1038.422830125011
1999-02-08,1043.410451311366
1999-02-09,1035.685090098463
1999-02-10,1023.4624167081175
1999-02-11,1033.7773624798444
1999-02-12,1049.0204928306773
1999-02-15,1047.1983565528312
1999-02-16,1046.2720145400206
1999-02-17,1043.3819762428375
1999-02-18,1043.2767210467937
1999-02-19,1054.4777560757832
1999-02-22,1071.9286850720343
1999-02-23,1072.6255652008126
1999-02-24,1082.5741783855408
1999-02-25,1067.6382682195172
1999-02-26,1074.6446565093836
1999-03-01,1103.4754964995361
1999-03-02,1098.97221697046
1999-03-03,1115.7830268297341
1999-03-04,1120.3323995055134
1999-03-05,1135.735587176692
1999-03-08,1149.5745682298932
1999-03-09,1159.7986035616022
1999-03-10,1156.7774464108131
1999-03-11,1159.935006565419
1999-03-12,1161.3551757399193
1999-03-15,1175.8785985657162
1999-03-16,1181.3709273697475
1999-03-17,1164.8804376482447
1999-03-18,1160.9686441809392
1999-03-19,1179.0240273775694
1999-03-22,1190.175879948532
1999-03-23,1191.3705199881438
1999-03-24,1171.8944111819872
1999-03-25,1182.0637591690472
1999-03-26,1192.4358464296952
1999-03-29,1184.150549925236
1999-03-30,1192.4684191748504
1999-03-31,1194.4432862419792
1999-04-01,1200.9493176822718
1999-04-02,1206.9994699996378
1999-04-05,1201.661075115935
1999-04-06,1197.8046847750447
1999-04-07,1210.9868650451049
1999-04-08,1210.787948943622
1999-04-09,1225.1169287545074
1999-04-12,1217.8921876787988
1999-04-13,1234.374115655721
1999-04-14,1235.0672007840963
1999-04-15,1241.7359959327484
1999-04-16,1288.1439307209864
1999-04-19,1318.3302638955142
1999-04-20,1300.363118322264
1999-04-21,1308.74341029445
1999-04-22,1335.1127832412042
1999-04-23,1334.8865144762947
1999-04-26,1340.3897697584991
1999-04-27,1346.0110931545219
1999-04-28,1333.5132979131783
1999-04-29,1331.3098776829045
1999-04-30,1344.9809552418933
1999-05-03,1348.4344308001655
1999-05-04,1365.372194258346
1999-05-05,1358.874428512559
1999-05-06,1354.2084102257982
1999-05-07,1322.4261317065996
1999-05-10,1337.377193249307
1999-05-11,1348.038407134012
1999-05-12,1356.7925991082554
1999-05-13,1373.7607869248739
1999-05-14,1363.4490862649627
1999-05-17,1345.8995784120928
1999-05-18,1351.8567306621464
1999-05-19,1336.825120380131
1999-05-20,1337.7839330623458
1999-05-21,1344.1734772597913
1999-05-24,1346.3400051201322
1999-05-25,1331.4378017881268
1999-05-26,1342.6339097553214
1999-05-27,1335.8136811053491
1999-05-28,1318.6640080493814
1999-05-31,1330.4193754955256
1999-06-01,1327.9190676147005
1999-06-02,1347.9779906987835
1999-06-03,1357.2490750687389
1999-06-04,1367.6574380098873
1999-06-07,1389.3298269378079
1999-06-08,1391.335620606046
1999-06-09,1396.19791981379
1999-06-10,1385.5545827135418
1999-06-11,1382.6329119304455
1999-06-14,1387.0022097284948
1999-06-15,1383.267645965536
1999-06-16,1417.7725681542624
1999-06-17,1443.9586565465079
1999-06-18,1435.16225526535
1999-06-21,1471.1840235118282
1999-06-22,1490.3509483822415
1999-06-23,1481.1895343851331
1999-06-24,1470.175827159393
1999-06-25,1444.910365758914
1999-06-28,1469.3738487666342
1999-06-29,1480.8179901854924
1999-06-30,1471.5445637335388
1999-07-01,1491.8545226737579
1999-07-02,1520.2588639153853
1999-07-05,1533.0064774137445
1999-07-06,1522.3860011476083
1999-07-07,1512.2272125118886
1999-07-08,1522.748494755608
1999-07-09,1516.7515313821445
1999-07-12,1533.8797261880916
1999-07-13,1514.58853045333
1999-07-14,1492.9346124714384
1999-07-15,1497.844620359443
1999-07-16,1472.6814022578606
1999-07-19,1496.2045481203754
1999-07-20,1478.4072040395495
1999-07-21,1457.4749923586141
1999-07-22,1449.3765314674479
1999-07-23,1435.3548998496933
1999-07-26,1393.3926898767995
1999-07-27,1389.6257724122593
1999-07-28,1409.8802193920258
1999-07-29,1398.6813323353254
1999-07-30,1398.0639094441535
1999-08-02,1394.884277601234
1999-08-03,1405.633186043585
1999-08-04,1397.226212324169
1999-08-05,1376.2086831830509
1999-08-06,1369.5286150389072
1999-08-09,1381.7124468244172
1999-08-10,1366.076034879313
1999-08-11,1358.22166541912
1999-08-12,1368.954566798101
1999-08-13,1380.1280784305384
1999-08-16,1412.7141726366192
1999-08-17,1414.0577732766287
1999-08-18,1427.75422182793
1999-08-19,1419.794821716455
1999-08-20,1427.3233328424028
1999-08-23,1449.0525851805512
1999-08-24,1457.189497936796
1999-08-25,1465.5242257587952
1999-08-26,1475.8875936547292
1999-08-27,1461.6179975961566
1999-08-30,1467.3553124418443
1999-08-31,1445.620794529386
1999-09-01,1452.4856027313097
1999-09-02,1426.601714771776
1999-09-03,1426.852772491207
1999-09-06,1447.756641766271
1999-09-07,1438.7729969540817
1999-09-08,1438.1568191853705
1999-09-09,1464.8261230787452
1999-09-10,1480.0886323337234
1999-09-13,1494.3697002299007
1999-09-14,1482.037490831397
1999-09-15,1458.953877590291
1999-09-16,1447.1754375880666
1999-09-17,1455.5558916150271
1999-09-20,1454.7984785810258
1999-09-21,1446.7589225519914
1999-09-22,1438.6681624410553
1999-09-23,1455.6160098134237
1999-09-24,1445.2105828167334
1999-09-27,1437.8432619060686
1999-09-28,1427.1385403874892
1999-09-29,1416.2652964094511
1999-09-30,1404.0957751925132
1999-10-01,1403.3872692518466
1999-10-04,1405.7703386419114
1999-10-05,1422.073869314108
1999-10-06,1420.3053139417234
1999-10-07,1440.9026603536438
1999-10-08,1449.7833034422008
1999-10-11,1452.5431065309965
1999-10-12,1443.0523792279353
1999-10-13,1424.2153447682053
1999-10-14,1424.4081604125624
1999-10-15,1385.057690685743
1999-10-18,1373.2000569037164
1999-10-19,1371.9959986748393
1999-10-20,1394.054759391652
1999-10-21,1387.4539816459924
1999-10-22,1407.0475774161685
1999-10-25,1415.4295580374853
1999-10-26,1426.1047129696155
1999-10-27,1424.5315612790087
1999-10-28,1423.6080546814917
1999-10-29,1432.0815020547132
1999-11-01,1432.0461746233902
1999-11-02,1443.3337902103399
1999-11-03,1442.688814246548
1999-11-04,1455.7471461412956
1999-11-05,1464.4022801591411
1999-11-08,1470.0771840530786
1999-11-09,1466.0011088381539
1999-11-10,1472.451304316275
1999-11-11,1489.0469153368826
1999-11-12,1513.4092125390907
1999-11-15,1521.206470816566
1999-11-16,1522.4023200898241
1999-11-17,1511.488623228196
1999-11-18,1529.393359852499
1999-11-19,1543.3699781466134
1999-11-22,1554.123504977652
1999-11-23,1563.5436253451921
1999-11-24,1567.6134485654966
1999-11-25,1563.5046529310246
1999-11-26,1571.8828511477577
1999-11-29,1589.9890931495718
1999-11-30,1586.2404614184022
1999-12-01,1591.0895666723877
1999-12-02,1612.3532319379758
1999-12-03,1625.769156505474
1999-12-06,1606.0689266264123
1999-12-07,1602.1555114156506
1999-12-08,1604.0391006838752
1999-12-09,1633.083954685263
1999-12-10,1627.964454899788
1999-12-13,1645.8961418433673
1999-12-14,1647.0842430769774
1999-12-15,1633.1235681258172
1999-12-16,1606.184055273893
1999-12-17,1630.130707023426
1999-12-20,1646.68324590676
1999-12-21,1652.4542481262179
1999-12-22,1675.7203549987719
1999-12-23,1671.8582543141797
1999-12-24,1680.7769166815663
1999-12-27,1693.258851360251
1999-12-28,1706.0036291440454
1999-12-29,1715.8693645010105
1999-12-30,1734.8996182197666
1999-12-31,1734.8996182197666
2000-01-03,1755.6913534004002
2000-01-04,1758.4604076538194
2000-01-05,1699.5947840965043
2000-01-06,1673.6836687870548
2000-01-07,1682.102592296752
2000-01-10,1718.1130410848714
2000-01-11,1682.8738179257653
2000-01-12,1706.6643205734172
2000-01-13,1701.0936688134427
2000-01-14,1734.2018337601155
2000-01-17,1747.934178191761
2000-01-18,1747.7678655228544
2000-01-19,1726.9309912912122
2000-01-20,1734.4680002607283
2000-01-21,1743.5767232840622
2000-01-24,1753.838591566154
2000-01-25,1739.2794998491177
2000-01-26,1765.4456834967598
2000-01-27,1811.65422405699
2000-01-28,1822.1358382118472
2000-01-31,1795.7750153982674
2000-02-01,1814.032072596664
2000-02-02,1839.0510961778457
2000-02-03,1823.0566348528514
2000-02-04,1839.6578917142476
2000-02-07,1852.5868799464736
2000-02-08,1829.032061225906
2000-02-09,1850.0706344125203
2000-02-10,1877.2927689634398
2000-02-11,1911.879190957118
2000-02-14,1912.9152950008545
2000-02-15,1898.4520045111858
2000-02-16,1917.5704588191552
2000-02-17,1940.0512519349259
2000-02-18,1932.739506216264
2000-02-21,1932.0144661909383
2000-02-22,1863.3988516850948
2000-02-23,1845.4131921690546
2000-02-24,1862.6970768406904
2000-02-25,1870.3689154736703
2000-02-28,1879.4475816528682
2000-02-29,1874.7308255867672
2000-03-01,1892.668130226614
2000-03-02,1888.4192639444668
2000-03-03,1879.862001558066
2000-03-06,1909.4846493252132
2000-03-07,1918.8810812082866
2000-03-08,1922.8083300948456
2000-03-09,1885.938992055865
2000-03-10,1894.997806191851
2000-03-13,1826.5917732275004
2000-03-14,1817.3951194754445
2000-03-15,1786.6714614758039
2000-03-16,1760.2238235069713
2000-03-17,1791.3874778141296
2000-03-20,1770.5109922919203
2000-03-21,1776.2106187817485
2000-03-22,1819.4339146650875
2000-03-23,1827.1639762083382
2000-03-24,1829.789849954167
2000-03-27,1868.6030356850822
2000-03-28,1888.6576053176514
2000-03-29,1916.472506540926
2000-03-30,1888.2016081588918
