Date,SWEDEN IMI ESG LEADERS
2014-11-25,1000.0
2014-11-26,996.9704424942616
2014-11-27,998.5301188292084
2014-11-28,992.9266943145883
2014-12-01,989.42374980742
2014-12-02,984.4504675644287
2014-12-03,1000.9810397517882
2014-12-04,986.1291593951032
2014-12-05,1004.8978411637273
2014-12-08,1002.6035174324796
2014-12-09,990.9961244384403
2014-12-10,988.8930921542759
2014-12-11,986.6162208868485
2014-12-12,964.6437677988339
2014-12-15,944.9495198577374
2014-12-16,942.2051411040156
2014-12-17,938.2542703513031
2014-12-18,966.5861151673842
2014-12-19,972.6194075573734
2014-12-22,971.3489603175256
2014-12-23,983.3596316550916
2014-12-24,978.6992419012639
2014-12-25,978.6992419012641
2014-12-26,975.9151441583572
2014-12-29,984.4417662905994
2014-12-30,986.7554116060597
2014-12-31,982.1284669458349
2015-01-01,982.1284669458349
2015-01-02,979.9300368956568
2015-01-05,979.1670320772022
2015-01-06,981.8511670608798
2015-01-07,957.676019859144
2015-01-08,973.4066306090407
2015-01-09,963.4137931117666
2015-01-12,964.1389478353566
2015-01-13,979.4396205751675
2015-01-14,954.3087490766247
2015-01-15,976.7219286885465
2015-01-16,990.428037434371
2015-01-19,987.0897157091666
2015-01-20,996.306281982726
2015-01-21,999.1916907428829
2015-01-22,1033.991612546402
2015-01-23,1044.4597347099855
2015-01-26,1053.1239536335486
2015-01-27,1044.7629840152085
2015-01-28,1069.088178768448
2015-01-29,1072.1685155235584
2015-01-30,1078.5496514738975
2015-02-02,1076.1919985102768
2015-02-03,1084.541663614578
2015-02-04,1074.0952918268733
2015-02-05,1078.0638362659222
2015-02-06,1083.504943371863
2015-02-09,1078.5484378699728
2015-02-10,1094.7114176792684
2015-02-11,1078.996168359634
2015-02-12,1087.256270276098
2015-02-13,1106.1365433826302
2015-02-16,1109.260795483754
2015-02-17,1108.082737275324
2015-02-18,1116.1859815390078
2015-02-19,1118.9780752856961
2015-02-20,1124.7482009902863
2015-02-23,1131.2482215506107
2015-02-24,1137.2806539158955
2015-02-25,1144.620512570222
2015-02-26,1156.3426913266321
2015-02-27,1166.6966753424672
2015-03-02,1166.3419054479093
2015-03-03,1156.4899571681315
2015-03-04,1157.4203437221865
2015-03-05,1167.6566100546836
2015-03-06,1160.5270506489412
2015-03-09,1157.6925223904798
2015-03-10,1152.06544101677
2015-03-11,1175.3606754266725
2015-03-12,1170.3732511999854
2015-03-13,1173.3417081075554
2015-03-16,1186.8740514309243
2015-03-17,1169.512531183016
2015-03-18,1172.3620275331264
2015-03-19,1188.1029686511847
2015-03-20,1182.1725182395378
2015-03-23,1177.5672407894879
2015-03-24,1185.6598730822802
2015-03-25,1176.625671335422
2015-03-26,1159.5176336361742
2015-03-27,1154.849440642659
2015-03-30,1176.351645351437
2015-03-31,1170.091262738646
2015-04-01,1170.039013308182
2015-04-02,1164.0880880667628
2015-04-03,1164.0880880667628
2015-04-06,1167.2016580339757
2015-04-07,1179.390735190066
2015-04-08,1174.960696949921
2015-04-09,1189.4827938657713
2015-04-10,1190.6691341238313
2015-04-13,1195.4382374705492
2015-04-14,1193.394023207232
2015-04-15,1203.667927440257
2015-04-16,1204.7519300222161
2015-04-17,1168.7667876966009
2015-04-20,1182.423632191817
2015-04-21,1202.9607138175297
2015-04-22,1205.0919789685759
2015-04-23,1203.0494821471373
2015-04-24,1208.8776831155294
2015-04-27,1228.6552923311385
2015-04-28,1195.7050725090983
2015-04-29,1172.0832842796945
2015-04-30,1163.8629800349424
2015-05-01,1159.5102483336366
2015-05-04,1170.9445638147351
2015-05-05,1141.8202890047055
2015-05-06,1134.475843429987
2015-05-07,1134.3150127716472
2015-05-08,1161.6513117280724
2015-05-11,1164.0779503481
2015-05-12,1137.8811767143281
2015-05-13,1151.2429085581848
2015-05-14,1145.180564973952
2015-05-15,1142.679078270153
2015-05-18,1156.4536916536347
2015-05-19,1171.70308467737
2015-05-20,1177.2101378525483
2015-05-21,1184.7932320390055
2015-05-22,1193.561386115472
2015-05-25,1195.1617182728194
2015-05-26,1189.629684384737
2015-05-27,1200.7239739302945
2015-05-28,1197.1425898427945
2015-05-29,1171.2385312404624
2015-06-01,1174.9609011615437
2015-06-02,1157.12406585954
2015-06-03,1165.5753578934052
2015-06-04,1162.391556364069
2015-06-05,1140.1001124578254
2015-06-08,1125.2220763149837
2015-06-09,1125.558308238783
2015-06-10,1144.0305524975222
2015-06-11,1150.7287346374055
2015-06-12,1149.4429358882912
2015-06-15,1123.755911211063
2015-06-16,1133.9570420926566
2015-06-17,1121.0976156453444
2015-06-18,1113.0543335433033
2015-06-19,1117.2610359010662
2015-06-22,1143.973768050631
2015-06-23,1159.057887356607
2015-06-24,1148.1126897940849
2015-06-25,1146.2700974664594
2015-06-26,1147.0006221633164
2015-06-29,1119.3428878399104
2015-06-30,1103.7608463599356
2015-07-01,1129.6571033845053
2015-07-02,1102.997910093344
2015-07-03,1098.5368197049545
2015-07-06,1082.6472905542346
2015-07-07,1073.8477284094865
2015-07-08,1080.164204735835
2015-07-09,1101.5260560282013
2015-07-10,1129.165742539443
2015-07-13,1153.431865805923
2015-07-14,1149.6730823404807
2015-07-15,1142.6393077124455
2015-07-16,1173.0051504278879
2015-07-17,1165.114825647361
2015-07-20,1180.4903795154619
2015-07-21,1169.9125770350377
2015-07-22,1152.849438427894
2015-07-23,1145.4724941700356
2015-07-24,1141.2658874817132
2015-07-27,1119.5267109801073
2015-07-28,1118.241311455695
2015-07-29,1123.9164426352418
2015-07-30,1131.7141729766586
2015-07-31,1136.1103689434472
2015-08-03,1139.012045844982
2015-08-04,1133.5435605086263
2015-08-05,1142.9602616187683
2015-08-06,1130.1743107878824
2015-08-07,1117.7053709504241
2015-08-10,1140.83674273668
2015-08-11,1122.443577872961
