Date,SWITZERLAND IMI ESG LEADERS
2014-11-25,1000.0
2014-11-26,1002.5089039799453
2014-11-27,1009.738965174819
2014-11-28,1008.0054799693622
2014-12-01,1006.8914308070232
2014-12-02,1007.437575659153
2014-12-03,1012.5521881414309
2014-12-04,1009.5435791878892
2014-12-05,1019.6833197559628
2014-12-08,1011.9607630455716
2014-12-09,1001.149655149155
2014-12-10,994.7162965499095
2014-12-11,1003.0666176011763
2014-12-12,986.0707096589922
2014-12-15,967.2265069791437
2014-12-16,976.042203416044
2014-12-17,972.2141525514965
2014-12-18,993.9597197209097
2014-12-19,973.3995998621467
2014-12-22,981.5233909264816
2014-12-23,979.2479496770262
2014-12-24,979.1456482132068
2014-12-25,979.145648213207
2014-12-26,978.987104558133
2014-12-29,979.1432911009606
2014-12-30,974.8168304415849
2014-12-31,974.9428734896603
2015-01-01,974.9428734896603
2015-01-02,975.2176478166888
2015-01-05,977.7848526364016
2015-01-06,971.6050601123526
2015-01-07,974.0397857556325
2015-01-08,996.502149575217
2015-01-09,989.8760397495334
2015-01-12,998.9895130822747
2015-01-13,1010.9022988030046
2015-01-14,1000.8108908746486
2015-01-15,1048.578094595146
2015-01-16,1071.155264495724
2015-01-19,1057.4789998131612
2015-01-20,1063.4285654474832
2015-01-21,1060.8223165070788
2015-01-22,1057.6848535717595
2015-01-23,1088.4754939011987
2015-01-26,1083.9934378977473
2015-01-27,1072.5422251852187
2015-01-28,1061.8541882786456
2015-01-29,1053.9001786552783
2015-01-30,1052.1153429554392
2015-02-02,1043.977214222281
2015-02-03,1038.8896558874326
2015-02-04,1057.8520767810232
2015-02-05,1052.4273933119584
2015-02-06,1062.105197336447
2015-02-09,1054.1578048508238
2015-02-10,1055.6688657130178
2015-02-11,1053.3130888973521
2015-02-12,1043.9101654694362
2015-02-13,1045.7412751618574
2015-02-16,1053.3826952826141
2015-02-17,1054.7038361004336
2015-02-18,1057.7038118308142
2015-02-19,1061.846176593191
2015-02-20,1070.6266589378652
2015-02-23,1074.7735403396434
2015-02-24,1073.9986257643086
2015-02-25,1071.5430242532345
2015-02-26,1085.4974485031048
2015-02-27,1092.403302290217
2015-03-02,1089.9556094476873
2015-03-03,1081.4255135828512
2015-03-04,1091.984082411601
2015-03-05,1091.6303306339105
2015-03-06,1102.9284112897078
2015-03-09,1096.9244696767598
2015-03-10,1093.4639669376181
2015-03-11,1110.3952366672959
2015-03-12,1117.5246685528941
2015-03-13,1130.1880612297714
2015-03-16,1125.723563249389
2015-03-17,1124.2234893442342
2015-03-18,1139.3940589039596
2015-03-19,1154.8086318119663
2015-03-20,1166.2752694131884
2015-03-23,1162.8708787913326
2015-03-24,1169.6444453635388
2015-03-25,1151.8596121546966
2015-03-26,1139.139401328895
2015-03-27,1141.759024585949
2015-03-30,1150.0347995551986
2015-03-31,1154.2942141129963
2015-04-01,1155.3247262620146
2015-04-02,1154.1388907943585
2015-04-03,1154.1388907943585
2015-04-06,1146.7271988832779
2015-04-07,1168.115250242231
2015-04-08,1167.155945958772
2015-04-09,1182.1026542851152
2015-04-10,1188.8061196760893
2015-04-13,1193.7096962037285
2015-04-14,1189.1009216908612
2015-04-15,1192.9546561362586
2015-04-16,1192.755793596995
2015-04-17,1172.8659862397712
2015-04-20,1185.5102430238278
2015-04-21,1192.266443879824
2015-04-22,1189.7023840822915
2015-04-23,1189.97565730163
2015-04-24,1178.343398103923
2015-04-27,1181.6682193043748
2015-04-28,1156.9900809701473
2015-04-29,1140.5726985404315
2015-04-30,1137.420432563445
