Date,EAFE IMI HIGH DIVIDEND YIELD
2010-12-14,1141.38854519863
2010-12-15,1139.5507899706622
2010-12-16,1145.6310340954365
2010-12-17,1141.842611982377
2010-12-20,1149.9280015767572
2010-12-21,1157.996835298843
2010-12-22,1161.0075006904403
2010-12-23,1164.3650875667402
2010-12-24,1162.9759405135064
2010-12-27,1155.0335932600367
2010-12-28,1158.3534819463948
2010-12-29,1162.248598286947
2010-12-30,1147.4779601374667
2010-12-31,1142.186614354412
2011-01-03,1148.0857279156044
2011-01-04,1158.6021880918245
2011-01-05,1161.3191996837547
2011-01-06,1168.3194148475102
2011-01-07,1166.7594690578521
2011-01-10,1160.4873139313304
2011-01-11,1164.752819490719
2011-01-12,1173.1933456170748
2011-01-13,1168.4236952241552
2011-01-14,1168.1335773013118
2011-01-17,1172.488342153568
2011-01-18,1179.5586575659836
2011-01-19,1169.5737639220656
2011-01-20,1161.4708711656922
2011-01-21,1166.3411870243249
2011-01-24,1172.2512302383634
2011-01-25,1163.503364579053
2011-01-26,1168.614300889127
2011-01-27,1167.2849323551957
2011-01-28,1160.7599267259206
2011-01-31,1158.3160271837648
2011-02-01,1175.0495551377462
2011-02-02,1178.0544721076217
2011-02-03,1182.603675148571
2011-02-04,1187.1578201208538
2011-02-07,1196.1975102924239
2011-02-08,1191.85351080057
2011-02-09,1186.9136025835696
2011-02-10,1186.4180935278262
2011-02-11,1184.8759667086008
2011-02-14,1186.8651572462377
2011-02-15,1187.718872763762
2011-02-16,1192.5915023529285
2011-02-17,1196.0941520765805
2011-02-18,1200.1086850100319
2011-02-21,1188.9008461862265
2011-02-22,1177.0321446552136
2011-02-23,1168.83850777669
2011-02-24,1161.5395483199638
2011-02-25,1172.346615893129
2011-02-28,1179.9631583987473
2011-03-01,1176.15612876578
2011-03-02,1167.5484968820715
2011-03-03,1169.3020792774214
2011-03-04,1166.502696441111
2011-03-07,1161.878371978808
2011-03-08,1167.015942221898
2011-03-09,1164.8963006901774
2011-03-10,1156.879687599082
2011-03-11,1146.821649655526
2011-03-14,1127.7640217172066
2011-03-15,1100.3548312597388
2011-03-16,1090.9386903677232
2011-03-17,1107.2253818501633
2011-03-18,1104.4026738904479
2011-03-21,1122.0284597612854
2011-03-22,1124.5051389412317
2011-03-23,1127.6582612269328
2011-03-24,1133.1108669810933
2011-03-25,1138.7537233326714
2011-03-28,1139.7237350110533
2011-03-29,1142.597888122421
2011-03-30,1151.5885192920884
2011-03-31,1142.7037195271216
2011-04-01,1153.8897496148807
2011-04-04,1156.342113473331
2011-04-05,1159.6381335114493
2011-04-06,1158.417271065956
2011-04-07,1157.148731161501
2011-04-08,1159.531899619663
2011-04-11,1158.8005107482625
2011-04-12,1143.8512168640502
2011-04-13,1151.2848544724884
2011-04-14,1148.3334216957442
2011-04-15,1152.6062599025015
2011-04-18,1139.6279484387403
2011-04-19,1140.1789857332474
2011-04-20,1156.477927917479
2011-04-21,1156.8591030789287
2011-04-22,1156.3266974369305
2011-04-25,1153.85283526681
2011-04-26,1158.5639280361606
2011-04-27,1165.4888277068717
2011-04-28,1168.8313815514898
2011-04-29,1170.5957606540142
2011-05-02,1171.4024138652276
2011-05-03,1169.2648624259873
2011-05-04,1157.7027638660138
2011-05-05,1160.3052558841548
2011-05-06,1169.6120977570793
2011-05-09,1169.990859787719
2011-05-10,1176.8669921816288
2011-05-11,1185.4829020380366
2011-05-12,1178.3901496874212
2011-05-13,1174.0477301607539
2011-05-16,1169.4025194926364
2011-05-17,1163.3656966054295
2011-05-18,1165.795498442874
2011-05-19,1173.9242776611547
2011-05-20,1174.238493438974
2011-05-23,1159.7045442685169
2011-05-24,1160.0742366647612
2011-05-25,1164.543846337624
2011-05-26,1166.182050355543
2011-05-27,1169.1808913534637
2011-05-30,1167.5880850386136
2011-05-31,1172.4150001220432
2011-06-01,1162.9370364298802
2011-06-02,1148.3256838638044
2011-06-03,1141.103311797847
2011-06-06,1135.5635598712252
2011-06-07,1135.6035723701652
2011-06-08,1128.1458647554996
2011-06-09,1137.1308887441207
2011-06-10,1125.5535364395093
2011-06-13,1127.8823319521082
2011-06-14,1132.9835814575154
2011-06-15,1124.7613390287436
2011-06-16,1120.7399129801843
2011-06-17,1120.444857391575
2011-06-20,1115.8333423814263
2011-06-21,1126.2892064023954
2011-06-22,1122.562075948656
2011-06-23,1115.7041488517318
2011-06-24,1115.0349970948066
2011-06-27,1111.321186727631
2011-06-28,1111.731965865916
2011-06-29,1128.8929450609887
2011-06-30,1139.9571424168462
2011-07-01,1144.052014756487
2011-07-04,1146.0152470372293
2011-07-05,1147.2975984693308
2011-07-06,1147.867036917177
2011-07-07,1151.1995044936846
2011-07-08,1149.8442741712486
2011-07-11,1141.9344753907628
2011-07-12,1133.2711872378964
2011-07-13,1136.399084045857
2011-07-14,1127.832203742906
2011-07-15,1127.1593713072814
2011-07-18,1116.4109505911476
2011-07-19,1122.3937506946277
2011-07-20,1135.315214722188
2011-07-21,1143.2061271349169
2011-07-22,1151.860696856103
2011-07-25,1149.5966196849295
2011-07-26,1147.5622138635256
2011-07-27,1141.224508805318
2011-07-28,1144.311941224207
2011-07-29,1138.026106415416
2011-08-01,1131.5050208316266
2011-08-02,1116.4907208034829
2011-08-03,1101.9936965778695
2011-08-04,1077.066996956097
2011-08-05,1054.1419545759315
2011-08-08,1022.0285703560112
2011-08-09,1022.9496834876247
2011-08-10,995.1934793792294
2011-08-11,1012.8679449045369
2011-08-12,1046.626192812352
2011-08-15,1050.4244358864114
2011-08-16,1051.4424039120368
2011-08-17,1059.2438043276732
2011-08-18,1027.3322400270765
2011-08-19,1012.3494765972947
2011-08-22,1027.696056712871
2011-08-23,1040.6422142513989
2011-08-24,1049.3646839132161
2011-08-25,1033.74558580387
2011-08-26,1027.8346793164033
2011-08-29,1036.5330179768591
2011-08-30,1043.5674630797391
2011-08-31,1068.9177190063137
2011-09-01,1080.9906370760025
2011-09-02,1061.9858790660105
2011-09-05,1029.0769886210253
2011-09-06,1027.1023006286887
2011-09-07,1050.0098783679625
2011-09-08,1058.7486934798999
2011-09-09,1044.902589371446
2011-09-12,1020.1593902947319
2011-09-13,1025.8142974777895
2011-09-14,1035.4527046848482
2011-09-15,1050.4245190960123
2011-09-16,1057.6122919425268
2011-09-19,1042.2342646399495
2011-09-20,1060.09314139317
2011-09-21,1047.2363314904298
2011-09-22,1012.6246729774384
2011-09-23,1016.4665592045171
2011-09-26,1033.1656602872501
2011-09-27,1065.577400794606
2011-09-28,1060.3586159134927
2011-09-29,1066.2898519209973
2011-09-30,1066.6750367854092
2011-10-03,1061.6911148909583
2011-10-04,1041.1425557329046
2011-10-05,1060.6515235756572
2011-10-06,1080.3663457827104
2011-10-07,1090.0216874825092
2011-10-10,1100.6418319996133
2011-10-11,1096.3846460231573
2011-10-12,1102.587185922011
2011-10-13,1098.9332200432104
2011-10-14,1103.634719457978
2011-10-17,1101.5392283492645
2011-10-18,1094.5063137763836
2011-10-19,1102.204733569433
2011-10-20,1094.0524490399953
2011-10-21,1111.1374406695602
2011-10-24,1119.7319688927219
2011-10-25,1108.0753280944245
2011-10-26,1113.2464735633835
2011-10-27,1132.125632205891
2011-10-28,1128.6090252564286
2011-10-31,1116.5208642590874
2011-11-01,1091.1066021964107
2011-11-02,1092.8621897281819
2011-11-03,1109.8523069362313
2011-11-04,1103.9295964978312
2011-11-07,1102.1496858910868
2011-11-08,1107.5489730848276
2011-11-09,1098.9105546339633
2011-11-10,1094.645402585266
2011-11-11,1113.525170618956
2011-11-14,1108.2662376244052
2011-11-15,1104.753281722107
2011-11-16,1106.8119746276589
2011-11-17,1098.545458841316
2011-11-18,1091.3565313067863
2011-11-21,1064.6365012302006
2011-11-22,1057.6456377028394
2011-11-23,1047.7902489692224
2011-11-24,1040.0142493053213
2011-11-25,1046.9987066751432
2011-11-28,1075.8473502158354
2011-11-29,1086.3085635541793
2011-11-30,1115.3246896383125
2011-12-01,1113.1057159766992
2011-12-02,1118.1279275434542
2011-12-05,1122.9014617838982
2011-12-06,1121.5249133908392
2011-12-07,1122.833974344674
2011-12-08,1116.539745148252
2011-12-09,1124.9213051638546
2011-12-12,1115.9964483077026
2011-12-13,1125.755978245355
2011-12-14,1111.9945057742527
2011-12-15,1121.90359272107
2011-12-16,1116.0129836272242
2011-12-19,1115.0579383520105
2011-12-20,1126.4381575764824
2011-12-21,1125.7579408552235
2011-12-22,1133.948578993507
2011-12-23,1144.9300736037358
2011-12-26,1145.500623792573
2011-12-27,1145.1680343382784
2011-12-28,1141.3189580082897
2011-12-29,1151.3651251666608
2011-12-30,1159.4379450650304
2012-01-02,1168.5369810591606
2012-01-03,1179.768750105531
2012-01-04,1178.7796971704772
2012-01-05,1168.8555203899646
2012-01-06,1172.8505337862623
2012-01-09,1164.8153163519496
2012-01-10,1177.5032423784105
2012-01-11,1172.3717482146849
2012-01-12,1163.8114209254827
2012-01-13,1161.1761104317927
2012-01-16,1167.9912266326219
2012-01-17,1175.547121072027
2012-01-18,1171.585993708195
2012-01-19,1171.8735594311893
2012-01-20,1167.4237367170108
2012-01-23,1167.8903154762531
2012-01-24,1166.972065732382
2012-01-25,1161.0863754249337
2012-01-26,1167.2740925252406
2012-01-27,1159.3520607694875
2012-01-30,1153.5517793695599
2012-01-31,1160.8641435002485
2012-02-01,1171.3779933420353
2012-02-02,1169.8069926347378
2012-02-03,1184.3627444819806
2012-02-06,1186.4703896535311
2012-02-07,1184.4903624900028
2012-02-08,1181.1867033215688
2012-02-09,1180.201204875736
2012-02-10,1173.910788089144
2012-02-13,1183.323211894171
2012-02-14,1184.0648229794124
2012-02-15,1189.7973022201406
2012-02-16,1189.6914313739878
2012-02-17,1192.1374570148425
2012-02-20,1195.0108287333017
2012-02-21,1193.2084098426617
2012-02-22,1186.4134039974244
2012-02-23,1184.1943679394808
2012-02-24,1183.1245995813058
2012-02-27,1184.3630028399157
2012-02-28,1184.0300501871598
2012-02-29,1186.1674252102864
2012-03-01,1193.887594320695
2012-03-02,1195.4485349269992
2012-03-05,1193.5304015803963
2012-03-06,1175.31966574207
2012-03-07,1177.3145038991222
2012-03-08,1185.2619624884799
2012-03-09,1192.70476821968
2012-03-12,1188.7742632612765
2012-03-13,1205.149077637464
2012-03-14,1207.9290230547904
2012-03-15,1208.9076648607215
2012-03-16,1210.4826613614048
2012-03-19,1210.7090595019433
2012-03-20,1204.8294924085856
2012-03-21,1205.4479240071926
2012-03-22,1198.1558714284993
2012-03-23,1195.533006673353
2012-03-26,1202.2265481043596
2012-03-27,1196.214550676751
2012-03-28,1188.9733497539462
2012-03-29,1179.827721126531
2012-03-30,1185.6558618600534
2012-04-02,1201.523977221582
2012-04-03,1189.9126159683938
2012-04-04,1175.096324619577
2012-04-05,1175.8589606673124
2012-04-06,1176.403248363864
2012-04-09,1176.2919416020486
2012-04-10,1157.7309438824732
2012-04-11,1160.1197071293284
2012-04-12,1164.771981645335
2012-04-13,1156.1629157884463
2012-04-16,1162.5285798032678
2012-04-17,1175.5332030907869
2012-04-18,1173.1287689700405
2012-04-19,1168.365222513728
2012-04-20,1175.818724480664
2012-04-23,1159.947450013816
2012-04-24,1166.1334128944134
2012-04-25,1170.6731390428374
2012-04-26,1171.1766446025754
2012-04-27,1176.4325220628098
2012-04-30,1173.365487588081
2012-05-01,1177.841485527248
2012-05-02,1176.0207185854144
2012-05-03,1179.011862024103
2012-05-04,1168.1426795426962
2012-05-07,1171.423898299863
2012-05-08,1161.9893086592888
2012-05-09,1160.0870941649139
2012-05-10,1163.1121252593075
2012-05-11,1166.628715663069
2012-05-14,1152.0065309898566
2012-05-15,1149.1700352113016
2012-05-16,1140.8092398734016
2012-05-17,1134.245710466132
2012-05-18,1124.4685039798449
2012-05-21,1125.0904922236346
2012-05-22,1142.4306351988103
2012-05-23,1124.5851871390769
2012-05-24,1135.4179960632898
2012-05-25,1141.780593226214
2012-05-28,1140.800135100094
2012-05-29,1141.3517419114685
2012-05-30,1131.3140460622103
2012-05-31,1131.9454264398116
2012-06-01,1118.4076697261714
2012-06-04,1111.9309748667038
2012-06-05,1114.676014807886
2012-06-06,1131.912030907937
2012-06-07,1137.585319140236
2012-06-08,1141.8726323540664
2012-06-11,1142.5764564774606
2012-06-12,1152.6443728663598
2012-06-13,1150.3612346238667
2012-06-14,1149.3193878807656
2012-06-15,1156.980834225601
2012-06-18,1160.321313965832
2012-06-19,1176.108954992267
2012-06-20,1181.1773276503263
2012-06-21,1180.398091025063
2012-06-22,1177.27303100029
2012-06-25,1167.987142314646
2012-06-26,1170.1101742634949
2012-06-27,1184.749398291127
2012-06-28,1185.8014710950065
2012-06-29,1202.0153981484289
2012-07-02,1217.9180289628935
2012-07-03,1227.1337578688988
2012-07-04,1229.6155418720302
2012-07-05,1230.0988699480117
2012-07-06,1225.5746566758112
2012-07-09,1224.041111379421
2012-07-10,1230.4046112228218
2012-07-11,1234.9192036087445
2012-07-12,1223.3897959171786
2012-07-13,1236.208879318496
2012-07-16,1240.774002070094
2012-07-17,1239.7095311363594
2012-07-18,1252.608045001971
2012-07-19,1262.118551106253
2012-07-20,1250.0781863968552
2012-07-23,1227.2271873712957
2012-07-24,1219.8783549325485
2012-07-25,1216.820934587006
2012-07-26,1234.1217265901282
2012-07-27,1245.363932235509
2012-07-30,1264.6849076125231
2012-07-31,1259.5452639690805
2012-08-01,1266.2661687969571
2012-08-02,1261.13522714271
2012-08-03,1276.1662261332644
2012-08-06,1279.454123062641
2012-08-07,1289.1733633107294
2012-08-08,1293.0812485751583
2012-08-09,1295.7999173201615
2012-08-10,1293.3800022201171
2012-08-13,1289.1198019950289
2012-08-14,1297.493249783426
2012-08-15,1299.294260874576
2012-08-16,1299.438227499878
2012-08-17,1302.726794880383
2012-08-20,1299.8398703574333
2012-08-21,1297.457328779726
2012-08-22,1283.4215235204795
2012-08-23,1276.3831515190047
2012-08-24,1280.251341017117
2012-08-27,1283.4680985359041
2012-08-28,1275.513944135225
2012-08-29,1274.4979534349175
2012-08-30,1269.1734232167921
2012-08-31,1268.7541605648678
2012-09-03,1277.7830075111658
2012-09-04,1266.966936070335
2012-09-05,1264.226339577441
2012-09-06,1282.1698580573916
2012-09-07,1277.380881134295
2012-09-10,1272.7065430460054
2012-09-11,1278.2992564895444
2012-09-12,1280.1785262969638
2012-09-13,1281.757703967135
2012-09-14,1282.785186684986
2012-09-17,1277.7133517355735
2012-09-18,1279.4880856039263
2012-09-19,1284.3337763229315
2012-09-20,1284.2977339856561
2012-09-21,1291.2563357086499
2012-09-24,1290.8738431503655
2012-09-25,1294.6514665085695
2012-09-26,1278.4653561578286
2012-09-27,1281.680237658512
2012-09-28,1265.7687886954457
2012-10-01,1275.626013365722
2012-10-02,1274.3521720180725
2012-10-03,1272.3293817950998
2012-10-04,1270.9489677717625
2012-10-05,1278.684948656377
2012-10-08,1270.9594211902102
2012-10-09,1266.5619637381972
2012-10-10,1259.011648093645
2012-10-11,1261.904191578591
2012-10-12,1257.9198434086215
2012-10-15,1263.4690601444163
2012-10-16,1275.6696247405396
2012-10-17,1278.6362599482034
2012-10-18,1282.125371953645
2012-10-19,1276.9660717506308
2012-10-22,1270.8929763200317
2012-10-23,1254.1163810295143
2012-10-24,1255.2015607940189
2012-10-25,1258.3302252829785
2012-10-26,1261.5435746230733
2012-10-29,1254.1675331140746
2012-10-30,1260.7835508982735
2012-10-31,1256.9369200777019
2012-11-01,1267.6173140001251
2012-11-02,1270.1564636062822
2012-11-05,1266.3306915663475
2012-11-06,1272.6324816272784
2012-11-07,1262.097374899397
2012-11-08,1259.2976424194992
2012-11-09,1258.3886256769156
2012-11-12,1254.212584708974
2012-11-13,1255.5306617410206
2012-11-14,1246.5298071881475
2012-11-15,1232.7406965405994
2012-11-16,1224.092329480753
2012-11-19,1243.0526260112892
2012-11-20,1243.7699004052165
2012-11-21,1247.2278489804212
2012-11-22,1251.1866124309477
2012-11-23,1256.244629768607
2012-11-26,1253.1363219434463
2012-11-27,1254.7774445794332
2012-11-28,1257.9553535164764
2012-11-29,1268.1218416524468
2012-11-30,1264.4241077584993
2012-12-03,1264.8203159091086
2012-12-04,1265.8976981893338
2012-12-05,1269.1521070428141
2012-12-06,1275.8735640463397
2012-12-07,1279.7239884546366
2012-12-10,1284.7736943283776
2012-12-11,1287.2017361291119
2012-12-12,1288.6233657613818
2012-12-13,1283.2749507874896
2012-12-14,1279.4248002857123
2012-12-17,1276.8993800598876
2012-12-18,1278.969467603334
2012-12-19,1279.755131756213
2012-12-20,1279.5064115436926
2012-12-21,1282.5666689862069
2012-12-24,1278.6823941911748
2012-12-25,1278.6185111968744
2012-12-26,1276.9690665235455
2012-12-27,1277.0585544786957
2012-12-28,1270.380504843816
2012-12-31,1274.0000531935013
2013-01-01,1274.1645753038795
2013-01-02,1289.8168729153585
2013-01-03,1301.2004726134257
2013-01-04,1307.5899260768563
2013-01-07,1301.311026642311
2013-01-08,1304.4414354365927
2013-01-09,1311.2804473603633
2013-01-10,1305.6492995722674
2013-01-11,1301.3857652470579
2013-01-14,1295.9759904118446
2013-01-15,1296.5606673820741
2013-01-16,1295.0421953866037
2013-01-17,1298.8419716930962
2013-01-18,1297.1966860715227
2013-01-21,1301.035730245435
2013-01-22,1301.7641078194035
2013-01-23,1305.1347062715174
2013-01-24,1306.733583536876
2013-01-25,1306.722390082648
2013-01-28,1304.9525081826494
2013-01-29,1314.021602373923
2013-01-30,1307.532018962207
2013-01-31,1302.1934212419753
2013-02-01,1297.1297618546391
2013-02-04,1287.0705825951472
2013-02-05,1291.7774911103159
2013-02-06,1287.6901996047368
2013-02-07,1287.1851940455604
2013-02-08,1299.368477842309
2013-02-11,1297.073236739299
2013-02-12,1299.1862384007668
2013-02-13,1303.5502764116018
2013-02-14,1302.7647832993457
2013-02-15,1298.3811747668362
2013-02-18,1300.085637801709
2013-02-19,1312.0575814334682
2013-02-20,1311.2376713529404
2013-02-21,1298.9487755925145
2013-02-22,1318.7104397259154
2013-02-25,1316.4271477783695
2013-02-26,1306.3566516716496
2013-02-27,1314.2041568008722
2013-02-28,1328.9303648596615
2013-03-01,1330.2372667418822
2013-03-04,1332.6772928471141
2013-03-05,1351.1865369982638
2013-03-06,1354.6224696262586
2013-03-07,1351.6423503275519
2013-03-08,1361.8539205966624
2013-03-11,1362.7202609655978
2013-03-12,1364.3147710668775
2013-03-13,1364.0833343856352
2013-03-14,1376.2031584180265
2013-03-15,1376.4888673596345
2013-03-18,1375.2490395624473
2013-03-19,1381.1841365534528
2013-03-20,1383.2475732093221
2013-03-21,1381.8863552214955
2013-03-22,1381.5735638545748
2013-03-25,1385.9740048711656
2013-03-26,1388.1106463892763
2013-03-27,1386.904289524179
2013-03-28,1389.7522604154497
2013-03-29,1389.186000668409
2013-04-01,1387.896052522
2013-04-02,1403.1974488874591
2013-04-03,1394.2141704955536
2013-04-04,1383.2264325295926
2013-04-05,1364.9835699585458
2013-04-08,1368.580550165268
2013-04-09,1373.847101539094
2013-04-10,1390.5099904480442
2013-04-11,1399.2169093057885
2013-04-12,1396.7602517764167
2013-04-15,1397.6810625854912
2013-04-16,1383.0038085026526
2013-04-17,1373.172955487221
2013-04-18,1374.358985864785
2013-04-19,1376.9743262618504
2013-04-22,1383.7643656891896
2013-04-23,1409.3397836922065
2013-04-24,1420.875428173565
2013-04-25,1432.630940723198
2013-04-26,1429.6819471140066
2013-04-29,1434.9448782528411
2013-04-30,1432.7202353949756
2013-05-01,1431.1086517837455
2013-05-02,1434.0166796242843
2013-05-03,1441.6396921421353
2013-05-06,1441.9029082474146
2013-05-07,1439.4289230953318
2013-05-08,1447.9742312597243
2013-05-09,1449.1883324487228
2013-05-10,1454.5062201129638
2013-05-13,1453.1841688365334
2013-05-14,1455.3508055058871
2013-05-15,1465.3489022956628
2013-05-16,1462.5670062721802
2013-05-17,1463.1391810924554
2013-05-20,1468.5778508649175
2013-05-21,1470.4607085405767
2013-05-22,1470.3830436433434
2013-05-23,1444.55345776742
2013-05-24,1443.460591445808
2013-05-27,1443.597984952842
2013-05-28,1458.527141705592
2013-05-29,1429.5633936088884
2013-05-30,1426.9877124216462
2013-05-31,1415.397374015554
2013-06-03,1402.9172095945153
2013-06-04,1405.4619921727326
2013-06-05,1383.2001371926406
2013-06-06,1366.943871718257
2013-06-07,1379.9762928920793
2013-06-10,1381.9672430705134
2013-06-11,1370.8746954489695
2013-06-12,1369.4598352220114
2013-06-13,1366.164480688995
2013-06-14,1369.6923491002956
2013-06-17,1383.2415747128362
2013-06-18,1375.9723793332619
2013-06-19,1378.6992141393735
2013-06-20,1339.1640138677963
2013-06-21,1330.589517685705
2013-06-24,1313.8878582816199
2013-06-25,1327.8823643513488
2013-06-26,1353.3772561138762
2013-06-27,1366.1294046747948
2013-06-28,1362.9934925372725
2013-07-01,1370.8513878512229
2013-07-02,1370.2377528598256
2013-07-03,1362.9842491132476
2013-07-04,1389.0838696260066
2013-07-05,1377.5423907087734
2013-07-08,1391.8660354713872
2013-07-09,1403.3357668257877
2013-07-10,1405.9267848445277
2013-07-11,1407.312317422827
2013-07-12,1406.2395667939263
2013-07-15,1410.7390873138836
2013-07-16,1401.3959888328718
2013-07-17,1408.0823695422325
2013-07-18,1415.9011871351652
2013-07-19,1415.0631957104267
2013-07-22,1418.3527991365188
2013-07-23,1412.3026945165313
2013-07-24,1415.858424576208
2013-07-25,1410.1393659943494
2013-07-26,1406.2387664680414
2013-07-29,1406.6589945885992
2013-07-30,1405.4614214017352
2013-07-31,1403.1764821550685
2013-08-01,1409.3441538717727
2013-08-02,1414.2404873052294
2013-08-05,1418.1522090555693
2013-08-06,1413.8298083851764
2013-08-07,1411.1362613850733
2013-08-08,1414.1615883516006
2013-08-09,1420.5161009380183
2013-08-12,1421.298709679275
2013-08-13,1428.953329262817
2013-08-14,1431.9423096124704
2013-08-15,1417.427221309973
2013-08-16,1416.832424343503
2013-08-19,1413.612456932961
2013-08-20,1404.3704633216298
2013-08-21,1397.888689403122
2013-08-22,1403.6202538033822
2013-08-23,1409.1910264337982
2013-08-26,1411.9109582428723
2013-08-27,1398.0292903058182
2013-08-28,1395.5353768983018
2013-08-29,1407.007675895309
2013-08-30,1398.6327096891737
2013-09-02,1422.545423422663
2013-09-03,1416.1806792072277
2013-09-04,1419.5456672292826
2013-09-05,1426.4861585091262
2013-09-06,1432.4818909183477
2013-09-09,1430.5486224390404
2013-09-10,1439.5933579238924
2013-09-11,1445.4048446813479
2013-09-12,1444.1883529787638
2013-09-13,1448.0331136598456
2013-09-16,1454.5577836712625
2013-09-17,1449.1973376829023
2013-09-18,1452.3495551952753
2013-09-19,1454.395845344746
2013-09-20,1453.2724976784314
2013-09-23,1451.1299273216225
2013-09-24,1454.3053160612355
2013-09-25,1455.111609890141
2013-09-26,1458.9814218828499
2013-09-27,1456.3542630699662
2013-09-30,1449.2851193624008
2013-10-01,1453.5444788778957
2013-10-02,1443.390456045722
2013-10-03,1440.4699990923277
2013-10-04,1439.2782592756453
2013-10-07,1434.3881188039836
2013-10-08,1427.0035932223232
2013-10-09,1419.657829202999
2013-10-10,1435.6202689982633
2013-10-11,1440.7349582322638
2013-10-14,1444.7181355955183
2013-10-15,1456.3149873559717
