Date,WORLD ex USA IMI HIGH DIVIDEND YIELD
2011-03-03,1175.3096198748744
2011-03-04,1173.0263728225984
2011-03-07,1168.261924575344
2011-03-08,1172.4984013731837
2011-03-09,1169.706678874792
2011-03-10,1161.5771474767482
2011-03-11,1151.8344995934847
2011-03-14,1133.1412057904042
2011-03-15,1105.716902503835
2011-03-16,1096.0613861595812
2011-03-17,1112.645165820645
2011-03-18,1110.7168111343603
2011-03-21,1128.4904118062263
2011-03-22,1130.4979652978302
2011-03-23,1133.47584129047
2011-03-24,1139.4547866079974
2011-03-25,1144.998905463831
2011-03-28,1145.9735640712795
2011-03-29,1149.1491521936066
2011-03-30,1158.6767766538783
2011-03-31,1150.457989377381
2011-04-01,1162.2137579503874
2011-04-04,1164.0202475849474
2011-04-05,1167.3272118279212
2011-04-06,1166.5410839327776
2011-04-07,1165.1066126176147
2011-04-08,1167.486355761431
2011-04-11,1166.5578220248697
2011-04-12,1149.6908165086102
2011-04-13,1156.9656732763447
2011-04-14,1154.6495684258073
2011-04-15,1159.557163031758
2011-04-18,1146.822575636875
2011-04-19,1147.9041824541969
2011-04-20,1164.4914059252203
2011-04-21,1165.133988114488
2011-04-22,1164.658301329168
2011-04-25,1162.226051769827
2011-04-26,1167.0394791587416
2011-04-27,1173.5448583660982
2011-04-28,1176.529680734889
2011-04-29,1179.0843503846258
2011-05-02,1179.6754619142346
2011-05-03,1176.963010595822
2011-05-04,1164.0673732087535
2011-05-05,1166.3610091698195
2011-05-06,1177.7988647519119
2011-05-09,1178.8297348218402
2011-05-10,1185.7326848155385
2011-05-11,1193.124034522701
2011-05-12,1185.714814672932
2011-05-13,1181.6043868737352
2011-05-16,1176.8619678201212
2011-05-17,1170.4833721771397
2011-05-18,1173.4233925818296
2011-05-19,1181.8585054861883
2011-05-20,1182.1168083709647
2011-05-23,1168.3139816928463
2011-05-24,1168.038089610802
2011-05-25,1172.5097096210498
2011-05-26,1173.8545116778807
2011-05-27,1176.4474630610196
2011-05-30,1175.3032543630238
2011-05-31,1181.4003792134986
2011-06-01,1169.8234429634113
2011-06-02,1154.8677319864628
2011-06-03,1148.0247144517155
2011-06-06,1142.0057019676026
2011-06-07,1141.7602627983385
2011-06-08,1135.1552807043206
2011-06-09,1144.6423742998852
2011-06-10,1134.495706606175
2011-06-13,1135.9298003725723
2011-06-14,1142.2324642688914
2011-06-15,1134.680022027363
2011-06-16,1130.0453786262453
2011-06-17,1129.3095486007703
2011-06-20,1125.4314933287733
2011-06-21,1137.0544557851701
2011-06-22,1132.9651128036212
2011-06-23,1127.112272759275
2011-06-24,1126.0325123285427
2011-06-27,1121.0355834219517
2011-06-28,1122.3024004543474
2011-06-29,1140.1293648229057
2011-06-30,1151.302830570664
2011-07-01,1155.4860292444093
2011-07-04,1157.8080070761482
2011-07-05,1159.0182212888847
2011-07-06,1161.0028276714972
2011-07-07,1164.048092886425
2011-07-08,1163.03791713201
2011-07-11,1155.907285875259
2011-07-12,1147.9188703624377
2011-07-13,1151.4928866582716
2011-07-14,1143.905889223474
2011-07-15,1143.453017455936
2011-07-18,1133.1007869496302
2011-07-19,1138.3633652789222
2011-07-20,1149.8195849365648
2011-07-21,1157.1915031466426
2011-07-22,1164.5309195104994
2011-07-25,1162.6099933258108
2011-07-26,1159.1481022190944
2011-07-27,1151.9599380563957
2011-07-28,1154.2079968691924
2011-07-29,1147.4671152649562
2011-08-01,1141.9854769551594
2011-08-02,1126.3295821757135
2011-08-03,1111.2575503579812
2011-08-04,1085.9471411440982
2011-08-05,1061.8144725792692
2011-08-08,1027.8092743575537
2011-08-09,1031.2881800929713
2011-08-10,1006.4257084720502
2011-08-11,1024.953088450711
2011-08-12,1055.8588146175457
2011-08-15,1059.094112660287
2011-08-16,1060.006272616509
2011-08-17,1066.388613002191
2011-08-18,1034.3209263615738
2011-08-19,1017.7889745928879
2011-08-22,1030.399732116106
2011-08-23,1043.902425836779
2011-08-24,1052.8227791019535
2011-08-25,1038.4339937161992
2011-08-26,1031.8941660967387
2011-08-29,1040.2854329703825
2011-08-30,1047.718436873666
2011-08-31,1073.4353066804001
2011-09-01,1083.8226814824468
2011-09-02,1065.1035597391242
2011-09-05,1034.1691581057069
2011-09-06,1031.2082850788354
2011-09-07,1054.0894671874373
2011-09-08,1062.6301088848531
2011-09-09,1048.6025458660326
2011-09-12,1025.8706409201068
2011-09-13,1031.9902722998183
2011-09-14,1041.4571550578692
2011-09-15,1056.0999178983518
2011-09-16,1062.3023642346207
2011-09-19,1048.9841319127581
2011-09-20,1064.996084621473
2011-09-21,1051.6750114162335
2011-09-22,1017.2550580123874
2011-09-23,1020.7393877834161
2011-09-26,1036.1523735054475
2011-09-27,1066.6644867130105
2011-09-28,1061.2675332553347
2011-09-29,1066.424834006179
2011-09-30,1066.4798284457765
2011-10-03,1058.5811465279035
2011-10-04,1037.5023596016788
2011-10-05,1057.7535204111955
2011-10-06,1078.1170745824018
2011-10-07,1087.170313942902
2011-10-10,1096.666562503997
2011-10-11,1094.1697224121144
2011-10-12,1101.3961285132768
2011-10-13,1097.1013948521015
2011-10-14,1102.0647798771395
2011-10-17,1100.2743976049771
2011-10-18,1095.1469636462955
2011-10-19,1100.505526229568
2011-10-20,1092.845245279768
2011-10-21,1108.5575216572288
2011-10-24,1118.2314545060844
2011-10-25,1106.3097873572785
2011-10-26,1111.317453447677
2011-10-27,1131.8866721381908
2011-10-28,1128.7128996486629
2011-10-31,1116.5959573129926
2011-11-01,1091.0185136141292
2011-11-02,1092.4232299082346
2011-11-03,1109.0197491497477
2011-11-04,1101.8053339079397
2011-11-07,1100.1914944952428
2011-11-08,1104.8536489027815
2011-11-09,1096.711893622521
2011-11-10,1091.4589404674464
2011-11-11,1109.7359485634524
2011-11-14,1105.513811102202
2011-11-15,1102.2579732491877
2011-11-16,1103.4895413303634
2011-11-17,1095.2672936946146
2011-11-18,1088.4676894301565
2011-11-21,1062.8826776962096
2011-11-22,1056.524631778242
2011-11-23,1046.943164413268
2011-11-24,1039.0975521726905
2011-11-25,1045.6044201839932
2011-11-28,1073.6882898129832
2011-11-29,1085.578525681977
2011-11-30,1115.8942256251532
2011-12-01,1113.7096481576218
2011-12-02,1120.2768457662746
2011-12-05,1125.3145842455128
2011-12-06,1123.4801041256972
2011-12-07,1125.963444715317
2011-12-08,1118.9279582411168
2011-12-09,1126.6354577565521
2011-12-12,1118.2015450852641
2011-12-13,1126.9833494463585
2011-12-14,1113.6887504284914
2011-12-15,1122.829719261023
2011-12-16,1118.1267008846933
2011-12-19,1116.644756438121
2011-12-20,1127.9889356972315
2011-12-21,1127.7838056707506
2011-12-22,1137.2481545252401
2011-12-23,1147.7620915171287
2011-12-26,1148.419452172513
2011-12-27,1147.9285183479192
2011-12-28,1144.3247000848337
2011-12-29,1154.7455735810433
2011-12-30,1163.2590313488993
2012-01-02,1172.0381082119334
2012-01-03,1183.5764818602624
2012-01-04,1183.866158295956
2012-01-05,1174.9584753157476
2012-01-06,1177.8553847621465
2012-01-09,1170.4408715408488
2012-01-10,1182.897742694128
2012-01-11,1178.8645498277249
2012-01-12,1170.6346938173133
2012-01-13,1168.147782168621
2012-01-16,1174.3680102804317
2012-01-17,1181.6256777129577
2012-01-18,1178.254801734799
2012-01-19,1178.9854212056387
2012-01-20,1174.653707559642
2012-01-23,1176.3964626491495
2012-01-24,1174.7909174411193
2012-01-25,1169.1031869236244
2012-01-26,1173.772512374296
2012-01-27,1166.9001191324878
2012-01-30,1161.3905339586756
2012-01-31,1167.7627262250533
2012-02-01,1178.42554124115
2012-02-02,1177.684168742045
2012-02-03,1192.2300707056368
2012-02-06,1195.018977614616
2012-02-07,1191.6671782158003
2012-02-08,1188.9754113602728
2012-02-09,1188.2010585239198
2012-02-10,1181.4497957278447
2012-02-13,1190.0634693797726
2012-02-14,1191.5973954044787
2012-02-15,1198.2858864430495
2012-02-16,1197.6756233783578
2012-02-17,1199.751887150444
2012-02-20,1203.135154206187
2012-02-21,1202.360350090407
2012-02-22,1196.238364769645
2012-02-23,1193.9961325380334
2012-02-24,1191.7884348310163
2012-02-27,1194.2424184113625
2012-02-28,1194.9788216666582
2012-02-29,1197.9438455692264
2012-03-01,1206.6297397936778
2012-03-02,1208.096070439616
2012-03-05,1205.3074295029066
2012-03-06,1185.9836916550025
2012-03-07,1187.9565797165837
2012-03-08,1196.836182330269
2012-03-09,1205.2640188171172
2012-03-12,1201.465867622657
2012-03-13,1218.5755709025732
2012-03-14,1221.279723295497
2012-03-15,1222.7418936879685
2012-03-16,1223.8805112793095
2012-03-19,1223.8022321954568
2012-03-20,1217.951394681838
2012-03-21,1218.3584383490027
2012-03-22,1210.9003406050133
2012-03-23,1208.222729745674
2012-03-26,1215.7476372609335
2012-03-27,1210.6778572592505
2012-03-28,1203.2481020895993
2012-03-29,1193.0709690780739
2012-03-30,1197.9985001782031
2012-04-02,1214.5525939927868
2012-04-03,1202.262392190419
2012-04-04,1188.7607599158132
2012-04-05,1190.077016198383
2012-04-06,1190.2508769389428
2012-04-09,1188.7812781367231
2012-04-10,1169.7417932593166
2012-04-11,1173.116993755461
2012-04-12,1179.0741103010923
2012-04-13,1169.8810860677445
2012-04-16,1175.7897489850805
2012-04-17,1190.2220391138928
2012-04-18,1187.4501799401542
2012-04-19,1182.6521149166254
2012-04-20,1189.753624164087
2012-04-23,1174.681332504517
2012-04-24,1180.1376611715518
2012-04-25,1185.4529628980497
2012-04-26,1185.7441391731463
2012-04-27,1190.7738516498061
2012-04-30,1187.366556989637
2012-05-01,1191.2247278738942
2012-05-02,1188.716087505012
2012-05-03,1190.3331992362869
2012-05-04,1178.4946321335626
2012-05-07,1181.32982199735
2012-05-08,1170.9954141672617
2012-05-09,1167.9945316593005
2012-05-10,1171.5996661552786
2012-05-11,1175.7208424623987
2012-05-14,1161.2599110414483
2012-05-15,1158.0931671511628
2012-05-16,1150.3423824837491
2012-05-17,1143.2883325237253
2012-05-18,1133.2841380752943
2012-05-21,1133.2112337522128
2012-05-22,1151.0066029088086
2012-05-23,1135.0357560283796
2012-05-24,1143.9684044977746
2012-05-25,1148.9278119791597
2012-05-28,1148.079754368711
2012-05-29,1150.3076602572733
2012-05-30,1140.3649347890512
2012-05-31,1141.338241435321
2012-06-01,1124.9572590005757
2012-06-04,1116.2489763577803
2012-06-05,1120.9850019749617
2012-06-06,1138.2400946239652
2012-06-07,1144.5271643600427
2012-06-08,1146.2367428246914
2012-06-11,1146.728880749189
2012-06-12,1157.12095365225
2012-06-13,1155.2040161567281
2012-06-14,1152.9697164856896
2012-06-15,1160.1471559093466
2012-06-18,1163.8148019469875
2012-06-19,1180.1997706069817
2012-06-20,1184.0904756022803
2012-06-21,1180.959869144909
2012-06-22,1177.533213758757
2012-06-25,1167.996776215521
2012-06-26,1170.5715888606167
2012-06-27,1184.1252982495757
2012-06-28,1184.3349658203283
2012-06-29,1199.399915918962
2012-07-02,1214.7231889415227
2012-07-03,1225.7901647664964
2012-07-04,1230.813757068418
2012-07-05,1232.3644833469173
2012-07-06,1227.541982411649
2012-07-09,1225.442418206582
2012-07-10,1230.750557194232
2012-07-11,1235.179480567803
2012-07-12,1224.2173792918722
2012-07-13,1236.9399960461287
2012-07-16,1241.0347080681256
2012-07-17,1240.969613555652
2012-07-18,1252.4277517445296
2012-07-19,1262.9578172402028
2012-07-20,1252.6450606084572
2012-07-23,1230.1265967728484
2012-07-24,1223.3346890445525
2012-07-25,1219.796675172238
2012-07-26,1235.123058658473
2012-07-27,1246.2360191858454
2012-07-30,1266.0166087122839
2012-07-31,1260.1022099729685
2012-08-01,1265.58055167262
2012-08-02,1261.6588896663366
2012-08-03,1274.2606886049139
2012-08-06,1276.6107839329431
2012-08-07,1286.797515097603
2012-08-08,1290.4009106417416
2012-08-09,1294.1589519415463
2012-08-10,1292.1106817449709
2012-08-13,1287.323044716493
2012-08-14,1296.3269335276902
2012-08-15,1299.443057788392
2012-08-16,1299.5581886674684
2012-08-17,1304.37198533391
2012-08-20,1301.3555708690428
2012-08-21,1298.4377695884004
2012-08-22,1284.2254194064944
2012-08-23,1276.5468740509555
2012-08-24,1280.8327735387566
2012-08-27,1284.0974540126833
2012-08-28,1276.9674152483647
2012-08-29,1276.5804637960418
2012-08-30,1270.4026929091156
2012-08-31,1269.1398518203298
2012-09-03,1277.3170108952665
2012-09-04,1267.3962196724428
2012-09-05,1264.4236830528428
2012-09-06,1282.5111990580617
2012-09-07,1278.1994323340996
2012-09-10,1274.9800714596947
2012-09-11,1279.8049342162114
2012-09-12,1279.9971799990628
2012-09-13,1281.8847006809926
2012-09-14,1282.2674590243678
2012-09-17,1277.6625432686849
2012-09-18,1280.1053485218263
2012-09-19,1284.2907144855583
2012-09-20,1285.4251305142452
2012-09-21,1290.8390305450164
2012-09-24,1291.220460358643
2012-09-25,1294.3362492902168
2012-09-26,1280.0215760442316
2012-09-27,1283.102325227721
2012-09-28,1268.9274673278567
2012-10-01,1278.7019654862306
2012-10-02,1276.5947853264938
2012-10-03,1274.7423673679991
2012-10-04,1273.1972608119559
2012-10-05,1280.6105161680991
2012-10-08,1274.7025603743093
2012-10-09,1270.296204136136
2012-10-10,1262.643873687088
2012-10-11,1265.1059895762344
2012-10-12,1260.657225823068
2012-10-15,1266.4575595945191
2012-10-16,1276.4674120936018
2012-10-17,1278.9346019292004
2012-10-18,1283.5804674780863
2012-10-19,1278.3483901570594
2012-10-22,1271.4517535090395
2012-10-23,1255.2276573817392
2012-10-24,1256.0204470550186
2012-10-25,1259.2799004301012
2012-10-26,1262.2824516483379
2012-10-29,1255.8327562326392
2012-10-30,1261.6657312546001
2012-10-31,1258.6987069472614
2012-11-01,1269.6553623485627
2012-11-02,1273.0880585448556
2012-11-05,1269.8623697537043
2012-11-06,1275.046381442362
2012-11-07,1264.6866945807426
2012-11-08,1261.4857156044418
2012-11-09,1260.6562577221337
2012-11-12,1256.9951198489077
2012-11-13,1258.3276621928246
2012-11-14,1247.7785593438568
2012-11-15,1234.042335135067
2012-11-16,1228.4932427133365
2012-11-19,1247.1856692869446
2012-11-20,1248.9881693658554
2012-11-21,1252.0064181072798
2012-11-22,1255.2488334656987
2012-11-23,1260.6084013655138
2012-11-26,1257.4679688121093
2012-11-27,1259.645316487144
2012-11-28,1263.138854795072
2012-11-29,1272.2196387047309
2012-11-30,1269.421933063187
2012-12-03,1268.7785414765294
2012-12-04,1269.0434380380643
2012-12-05,1272.5185796991807
2012-12-06,1280.23452538334
2012-12-07,1284.360423796468
2012-12-10,1289.6540620924984
2012-12-11,1292.0382218776012
2012-12-12,1293.7686470950453
2012-12-13,1288.982864810977
2012-12-14,1285.1273593717244
2012-12-17,1282.74069920167
2012-12-18,1285.3976448443436
2012-12-19,1287.0779213013395
2012-12-20,1286.3948955512828
2012-12-21,1288.1376248691715
2012-12-24,1284.7840346689345
2012-12-25,1284.7351612738091
2012-12-26,1282.623267300348
2012-12-27,1282.701095273232
2012-12-28,1276.2808782988004
2012-12-31,1280.0719554305924
2013-01-01,1280.211037577153
2013-01-02,1296.096594918796
2013-01-03,1307.6780083160133
2013-01-04,1314.8002876514481
2013-01-07,1308.1692912008464
2013-01-08,1310.7978487410876
2013-01-09,1318.1425200426886
2013-01-10,1311.4005309316385
2013-01-11,1306.5931052747949
2013-01-14,1301.9645973021218
2013-01-15,1303.5329351246198
2013-01-16,1302.3825480016471
2013-01-17,1306.2356961340752
2013-01-18,1305.302291001967
2013-01-21,1309.1286161483772
2013-01-22,1310.4217597274528
2013-01-23,1312.9311830085874
2013-01-24,1313.420032143815
2013-01-25,1312.9421971569386
2013-01-28,1312.0330720419347
2013-01-29,1320.4848498030494
2013-01-30,1313.2092381530963
2013-01-31,1307.859090795507
2013-02-01,1303.390779106384
2013-02-04,1294.2236129429675
2013-02-05,1298.5855734835145
2013-02-06,1295.5933940300617
2013-02-07,1296.12064398434
2013-02-08,1306.8226300093604
2013-02-11,1303.764673126049
2013-02-12,1305.2991478990612
2013-02-13,1309.8777141309656
2013-02-14,1309.3076483110046
2013-02-15,1304.3764997164924
2013-02-18,1305.8655649822183
2013-02-19,1319.0733516067855
2013-02-20,1318.340999573165
2013-02-21,1307.0999315903298
2013-02-22,1325.617505863036
2013-02-25,1322.6530516360117
2013-02-26,1313.7277941146165
2013-02-27,1321.2771279206613
2013-02-28,1335.0037078942835
2013-03-01,1336.5273184863472
2013-03-04,1338.1166889846847
2013-03-05,1355.256135206354
2013-03-06,1358.47274283396
2013-03-07,1354.3618112320294
2013-03-08,1364.0570153603182
2013-03-11,1365.5160070371758
2013-03-12,1366.9227212905398
2013-03-13,1365.6838303947443
2013-03-14,1376.8256543340965
2013-03-15,1377.340902149841
2013-03-18,1376.272336554048
2013-03-19,1381.6309951137634
2013-03-20,1383.3359937702144
2013-03-21,1380.2303978384089
2013-03-22,1379.4077960085883
2013-03-25,1383.3564294478176
2013-03-26,1387.1708716099865
2013-03-27,1385.2056392310067
2013-03-28,1387.504013935632
2013-03-29,1387.011979274674
2013-04-01,1385.7068486761432
2013-04-02,1400.75729488957
2013-04-03,1391.4090344948593
2013-04-04,1379.3281154562835
2013-04-05,1358.326899818958
2013-04-08,1361.9025435939743
2013-04-09,1367.731970270006
2013-04-10,1384.7090816233897
2013-04-11,1392.7217564333985
2013-04-12,1390.1354462800796
2013-04-15,1388.207577651605
2013-04-16,1375.1809487537612
2013-04-17,1364.8316842544286
2013-04-18,1366.0475497477937
2013-04-19,1368.6643877703445
2013-04-22,1374.70033119284
2013-04-23,1397.893096194898
2013-04-24,1409.2342486518364
2013-04-25,1421.678946746724
2013-04-26,1419.88860900978
2013-04-29,1424.9621368134494
2013-04-30,1424.415628875846
2013-05-01,1421.4516361688209
2013-05-02,1426.1258107822825
2013-05-03,1433.0689304792745
2013-05-06,1433.9445987872073
2013-05-07,1433.6447677901308
2013-05-08,1441.5493349104186
2013-05-09,1442.9573552649456
2013-05-10,1447.6182944371992
2013-05-13,1445.9401968429597
2013-05-14,1447.8207758537328
2013-05-15,1456.4360183371505
2013-05-16,1454.0837477360994
2013-05-17,1455.8646228623682
2013-05-20,1460.2040859075278
2013-05-21,1465.6788711215843
2013-05-22,1464.438927412022
2013-05-23,1440.0754315785173
2013-05-24,1438.835372062055
2013-05-27,1438.522663168909
2013-05-28,1452.3500799347116
2013-05-29,1424.7627603515673
2013-05-30,1420.7948245877585
2013-05-31,1409.7694116828295
2013-06-03,1397.617375157516
2013-06-04,1398.9863775692234
2013-06-05,1376.478492330862
2013-06-06,1360.2991850062665
2013-06-07,1373.3082494694129
2013-06-10,1377.1557487918926
2013-06-11,1365.3207039550805
2013-06-12,1361.9643294888645
2013-06-13,1362.0623633207344
2013-06-14,1363.5960719885848
2013-06-17,1376.7036512053626
2013-06-18,1370.7083728623745
2013-06-19,1371.8665792432666
2013-06-20,1333.2361209798269
2013-06-21,1324.3143618561164
2013-06-24,1308.035254993509
2013-06-25,1322.649099705848
2013-06-26,1346.665081351303
2013-06-27,1357.2303527206911
2013-06-28,1355.1739341984849
2013-07-01,1361.6403289505984
2013-07-02,1361.0428313810262
2013-07-03,1354.7983394708265
2013-07-04,1378.7273640203825
2013-07-05,1367.8946544940413
2013-07-08,1382.1508970606803
2013-07-09,1394.5749463122165
2013-07-10,1395.8354426998753
2013-07-11,1399.4924204913157
2013-07-12,1398.6547765355294
2013-07-15,1402.6504473193338
2013-07-16,1393.0185037322647
2013-07-17,1400.5994850759091
2013-07-18,1408.9742788483265
2013-07-19,1407.989372694179
2013-07-22,1411.1225592581534
2013-07-23,1406.0084325252456
2013-07-24,1409.3283548806724
2013-07-25,1402.9301927554668
2013-07-26,1398.2897318928392
2013-07-29,1400.074325800541
2013-07-30,1398.4785802649935
2013-07-31,1394.2499542269757
2013-08-01,1400.6401212374992
2013-08-02,1404.8077117072248
2013-08-05,1407.3034233523676
2013-08-06,1401.8108702532845
2013-08-07,1397.715351743787
2013-08-08,1401.0630631626561
2013-08-09,1407.1387753379872
2013-08-12,1409.3445409549975
2013-08-13,1418.0532955744943
2013-08-14,1420.1768458762067
2013-08-15,1407.75851575291
2013-08-16,1406.9128926626172
2013-08-19,1402.9514090714738
2013-08-20,1394.3392536007939
2013-08-21,1387.9507149293408
2013-08-22,1393.343410359063
2013-08-23,1398.6004668944086
2013-08-26,1401.4689500772938
2013-08-27,1388.0646460898313
2013-08-28,1386.7501294764559
2013-08-29,1399.4207344727984
2013-08-30,1391.68078989832
2013-09-02,1412.6592791997396
2013-09-03,1407.8773890401246
2013-09-04,1411.8564183790895
2013-09-05,1419.9320682645523
2013-09-06,1426.2539524814156
2013-09-09,1423.4265156658666
2013-09-10,1432.0236405224796
2013-09-11,1437.5439109549768
2013-09-12,1435.6864524378855
2013-09-13,1438.864508483735
2013-09-16,1445.546921174839
2013-09-17,1441.7348952703123
2013-09-18,1444.43412338881
2013-09-19,1445.328601810343
2013-09-20,1443.6469233067346
2013-09-23,1442.941496387512
2013-09-24,1446.4004058963264
2013-09-25,1446.6738469016643
2013-09-26,1450.4888149162923
2013-09-27,1447.7651243487057
2013-09-30,1441.0206562697695
2013-10-01,1445.5354580330054
2013-10-02,1435.0949240387977
2013-10-03,1431.23158008874
2013-10-04,1430.7314030710163
2013-10-07,1426.8559926791593
2013-10-08,1418.830648175297
2013-10-09,1412.792712390675
2013-10-10,1429.4308525426634
