Date,KOKUSAI IMI HIGH DIVIDEND YIELD
2010-05-26,1000.0
2010-05-27,1023.001828580523
2010-05-28,1016.2006888420315
2010-05-31,1020.6018579946183
2010-06-01,1013.0611348405412
2010-06-02,1027.4283516597682
2010-06-03,1037.2700198135624
2010-06-04,1024.5283474790217
2010-06-07,1022.2336411686198
2010-06-08,1020.9568875300622
2010-06-09,1021.1120806893522
2010-06-10,1035.7586769540271
2010-06-11,1042.3586546559693
2010-06-14,1038.6649672059168
2010-06-15,1047.2835157372708
2010-06-16,1049.3779513106049
2010-06-17,1048.4524572253831
2010-06-18,1046.3702091320667
2010-06-21,1050.0753543519088
2010-06-22,1045.9389818733243
2010-06-23,1040.2431002300461
2010-06-24,1025.5860898373196
2010-06-25,1020.8338680765723
2010-06-28,1025.8153732486128
2010-06-29,1010.8485358984113
2010-06-30,1003.4732691264217
2010-07-01,982.8163556984313
2010-07-02,976.3456415733159
2010-07-05,978.2910563937312
2010-07-06,988.3470769673428
2010-07-07,1003.6204826111831
2010-07-08,1013.1976696253532
2010-07-09,1020.9437018736778
2010-07-12,1026.5766940276749
2010-07-13,1035.5835290241507
2010-07-14,1033.5364383371175
2010-07-15,1023.7413021435626
2010-07-16,1004.6634150209313
2010-07-19,1000.7068834949271
2010-07-20,1006.9578648611116
2010-07-21,1010.298749705042
2010-07-22,1021.4144086932818
2010-07-23,1030.496006371416
2010-07-26,1032.8258426116333
2010-07-27,1033.4504010486112
2010-07-28,1027.81604555709
2010-07-29,1024.5456834086206
2010-07-30,1024.9659608387656
2010-08-02,1039.3293588165884
2010-08-03,1040.3616465693794
2010-08-04,1047.9361057707163
2010-08-05,1044.9162511596562
2010-08-06,1035.380893756066
2010-08-09,1048.68910289372
2010-08-10,1051.4261981712616
2010-08-11,1040.0151284888598
2010-08-12,1042.5477175545805
2010-08-13,1048.4095665778384
2010-08-16,1042.9294221502582
2010-08-17,1051.3920672541915
2010-08-18,1050.1087100211666
2010-08-19,1036.327167607738
2010-08-20,1039.656257715941
2010-08-23,1046.322945365927
2010-08-24,1032.2350411179282
2010-08-25,1033.4331581923589
2010-08-26,1029.181228256893
2010-08-27,1042.1123476369196
2010-08-30,1040.344852339235
2010-08-31,1038.790457762936
2010-09-01,1057.8990061281925
2010-09-02,1059.3906034226648
2010-09-03,1065.925436257798
2010-09-06,1067.9551316414281
2010-09-07,1070.473892359893
2010-09-08,1077.1964350911267
2010-09-09,1084.7604344190968
2010-09-10,1087.8106091784496
2010-09-13,1086.6601024318265
2010-09-14,1081.2990008301322
2010-09-15,1080.354622876016
2010-09-16,1073.6502896097709
2010-09-17,1074.8794047003134
2010-09-20,1086.04585599554
2010-09-21,1080.3539473131527
2010-09-22,1060.4818180817426
2010-09-23,1060.9525852968618
2010-09-24,1066.5338000754352
2010-09-27,1064.8360797404641
2010-09-28,1062.7578898533475
2010-09-29,1057.6294690812688
2010-09-30,1051.3998547871556
2010-10-01,1049.8131206268765
2010-10-04,1048.7513808233523
2010-10-05,1055.4943941996567
2010-10-06,1056.871257357604
2010-10-07,1054.7385915774287
2010-10-08,1055.9362982209045
2010-10-11,1060.2994215002088
2010-10-12,1060.689880419857
2010-10-13,1065.5574455755245
2010-10-14,1061.215157669787
2010-10-15,1064.89743138148
2010-10-18,1071.5566580982118
2010-10-19,1069.4730923649265
2010-10-20,1067.758066552242
2010-10-21,1067.2239242390237
2010-10-22,1067.966965905563
2010-10-25,1069.2759806575962
2010-10-26,1073.4359917179902
2010-10-27,1068.6568887156975
2010-10-28,1069.0855049721881
2010-10-29,1070.2407500353718
2010-11-01,1071.9014594330731
2010-11-02,1072.1196811988252
2010-11-03,1071.8445892685486
2010-11-04,1075.3771180763952
2010-11-05,1085.7629890647468
2010-11-08,1088.9430646058956
2010-11-09,1086.7134086839953
2010-11-10,1092.4919546083834
2010-11-11,1092.758652584019
2010-11-12,1084.2955712251508
2010-11-15,1093.3602544690727
2010-11-16,1076.5028199330036
2010-11-17,1079.0724988443837
2010-11-18,1090.8226592727294
2010-11-19,1086.0112603365483
2010-11-22,1084.6562587882229
2010-11-23,1077.6285581673221
2010-11-24,1088.049852936091
2010-11-25,1090.938999035681
2010-11-26,1092.588205439292
2010-11-29,1086.8204000180801
2010-11-30,1086.7991551331638
2010-12-01,1101.9304989500024
2010-12-02,1105.847341254283
2010-12-03,1093.657217003696
2010-12-06,1097.4161280416495
2010-12-07,1101.7584053750802
2010-12-08,1109.7130469049396
2010-12-09,1114.4425096789405
2010-12-10,1115.2190846801673
2010-12-13,1110.9607799120463
2010-12-14,1116.0187386571495
2010-12-15,1116.086092827419
2010-12-16,1127.6559869538671
2010-12-17,1127.1327926195636
2010-12-20,1132.1410565706549
2010-12-21,1135.8948441567668
2010-12-22,1140.4344515391492
2010-12-23,1144.2830580502705
2010-12-24,1141.8456848611195
2010-12-27,1135.1003795558863
2010-12-28,1139.1540847855063
2010-12-29,1141.3595177092611
2010-12-30,1126.7033285136195
2010-12-31,1119.0075093554262
2011-01-03,1126.7831323034586
2011-01-04,1133.3386982176928
2011-01-05,1142.4610888805303
2011-01-06,1148.2687990415723
2011-01-07,1149.8565625961207
2011-01-10,1146.0765201747777
2011-01-11,1149.704199826861
2011-01-12,1151.3323874684813
2011-01-13,1134.014260987031
2011-01-14,1134.0476165122807
2011-01-17,1139.7200346910263
2011-01-18,1139.4596155734878
2011-01-19,1128.2514320599291
2011-01-20,1125.8715448901262
2011-01-21,1122.736856985623
2011-01-24,1124.1900085914071
2011-01-25,1118.8897140427023
2011-01-26,1121.6754396985345
2011-01-27,1117.9944280660384
2011-01-28,1112.2596434963773
2011-01-31,1109.4285507896238
