Date,THAILAND IMI
1994-05-31,2107.640970264659
1994-06-30,1988.7754349427262
1994-07-29,2151.6070912003456
1994-08-31,2387.2745044500452
1994-09-30,2338.8791176643476
1994-10-31,2415.8501137522862
1994-11-30,2143.207101301571
1994-12-30,2136.6955679622174
1995-01-31,1919.0886514750057
1995-02-28,2038.982509669504
1995-03-31,1956.8103622959609
1995-04-28,1953.6491930586092
1995-05-31,2244.3412904264806
1995-06-30,2247.2684843707207
1995-07-31,2216.3228434460743
1995-08-31,2084.3443716859256
1995-09-29,2052.358435821584
1995-10-31,2007.8442368628066
1995-11-30,1882.9481712838838
1995-12-29,2017.8232084412136
1996-01-31,2223.4743815394017
1996-02-29,2091.4455703493554
1996-03-29,2048.6635435993
1996-04-30,2059.724374367254
1996-05-31,2084.755047836022
1996-06-28,1970.1021868573641
1996-07-31,1686.6958146563697
1996-08-30,1745.5115116266463
1996-09-30,1739.0830896714876
1996-10-31,1427.1940594474427
1996-11-29,1451.3359307214203
1996-12-31,1298.8157615438765
1997-01-01,1298.7560535954833
1997-01-02,1255.1524304472887
1997-01-03,1231.2740471563302
1997-01-06,1234.4962512642837
1997-01-07,1282.1354044389564
1997-01-08,1299.0035966365701
1997-01-09,1318.1434022874134
1997-01-10,1314.6742539575157
1997-01-13,1284.678952545215
1997-01-14,1258.8004875427434
1997-01-15,1294.4434159489688
1997-01-16,1284.4485370776981
1997-01-17,1298.1003307372434
1997-01-20,1311.2673853688775
1997-01-21,1331.1742277859269
1997-01-22,1336.5038204502052
1997-01-23,1319.0281633539444
1997-01-24,1319.2531745023819
1997-01-27,1305.5463643256192
1997-01-28,1306.0334058984593
1997-01-29,1261.1646505180372
1997-01-30,1266.168037511557
1997-01-31,1218.8420485794024
1997-02-03,1177.0831977425557
1997-02-04,1183.1093219772536
1997-02-05,1149.2217610029409
1997-02-06,1154.4464547140185
1997-02-07,1149.534091516952
1997-02-10,1136.640819612428
1997-02-11,1132.9399199419718
1997-02-12,1112.7813279404963
1997-02-13,1072.3792447402016
1997-02-14,1093.2963833758279
1997-02-17,1085.1478043968066
1997-02-18,1075.6875731360851
1997-02-19,1126.4031912188236
1997-02-20,1154.455485499524
1997-02-21,1154.9005338748132
1997-02-24,1147.3397772798644
1997-02-25,1144.812600703516
1997-02-26,1143.063625852204
1997-02-27,1122.0732461053976
1997-02-28,1123.4207659808437
1997-03-03,1093.5325365489534
1997-03-04,1065.2921594488457
1997-03-05,1057.5753802875367
1997-03-06,1047.0728788017873
1997-03-07,1071.6673628135168
1997-03-10,1092.1819200484524
1997-03-11,1118.1825012355657
1997-03-12,1119.3010848751314
1997-03-13,1112.3529755571133
1997-03-14,1077.2629110446521
1997-03-17,1064.7782921057874
1997-03-18,1078.1490215447686
1997-03-19,1088.0383283445526
1997-03-20,1090.5167109722395
1997-03-21,1089.8642901895803
1997-03-24,1107.8718575953837
1997-03-25,1101.030241170861
1997-03-26,1106.1361059166882
1997-03-27,1104.8110838543705
1997-03-28,1099.4545248172387
1997-03-31,1093.1386251502006
1997-04-01,1081.2036345196796
1997-04-02,1119.5867457047432
1997-04-03,1103.032429198371
1997-04-04,1115.5420790228022
1997-04-07,1112.7585767143
1997-04-08,1113.2552528019821
1997-04-09,1108.6042711536152
1997-04-10,1112.8763001885068
1997-04-11,1109.4608969164626
1997-04-14,1109.4608969164626
1997-04-15,1109.6736003092767
1997-04-16,1116.8202828622
1997-04-17,1101.3839334514219
1997-04-18,1098.816293114305
1997-04-21,1088.676678879377
1997-04-22,1083.6843380228638
1997-04-23,1081.225834995915
1997-04-24,1077.4676885423187
1997-04-25,1069.792831298385
1997-04-28,1048.6003168460766
1997-04-29,1025.5522937499825
1997-04-30,1029.202077141215
1997-05-01,1029.793346048037
1997-05-02,1026.2656759090103
1997-05-05,1026.8557098353663
1997-05-06,1003.303503749011
1997-05-07,977.1716341413775
1997-05-08,959.0479584728461
1997-05-09,949.6264316744962
1997-05-12,930.880972803153
1997-05-13,944.2621083651945
1997-05-14,897.6168576268116
1997-05-15,897.237076225087
1997-05-16,882.2100870691094
1997-05-19,924.0053221582135
1997-05-20,935.6887825240135
1997-05-21,962.9582456178063
1997-05-22,921.1369466423193
1997-05-23,921.6966550038197
1997-05-26,909.3211726263207
1997-05-27,896.7220622472593
1997-05-28,885.5428430248938
