Date,QATAR IMI
2002-05-31,247.74109517734615
2002-06-03,247.2919273854631
2002-06-04,247.62774867550286
2002-06-05,248.39052510392023
2002-06-06,249.61238216424277
2002-06-07,249.55753284797626
2002-06-10,249.89569830153764
2002-06-11,250.00389981999953
2002-06-12,252.02718614817053
2002-06-13,252.4316982789924
2002-06-14,252.4316982789924
2002-06-17,253.24266714189068
2002-06-18,253.15754266290025
2002-06-19,253.1143544694279
2002-06-20,252.8276716246463
2002-06-21,252.8276716246463
2002-06-24,252.7407322923796
2002-06-25,253.56394976468306
2002-06-26,254.44585430143752
2002-06-27,256.83702975478286
2002-06-28,256.8299751490819
2002-07-01,261.7232719050993
2002-07-02,264.75422993041946
2002-07-03,265.72636493527466
2002-07-04,266.4256936812884
2002-07-05,266.4183755003929
2002-07-08,271.30456287708137
2002-07-09,277.9124823720281
2002-07-10,283.9035899937575
2002-07-11,287.55306429145213
2002-07-12,287.55306429145213
2002-07-15,287.87933729791393
2002-07-16,285.3922587586328
2002-07-17,283.49359505623596
2002-07-18,279.33882495403714
2002-07-19,279.3311520752547
2002-07-22,278.91223629824975
2002-07-23,279.0825930381835
2002-07-24,277.54321590460677
2002-07-25,279.9517352179263
2002-07-26,279.9555801806405
2002-07-29,287.924063173786
2002-07-30,287.61474853647877
2002-07-31,287.57662630753424
2002-08-01,287.8727393032537
2002-08-02,287.88064680879694
2002-08-05,287.20201354352554
2002-08-06,287.0323080680917
2002-08-07,287.48578776523345
2002-08-08,287.6853502942487
2002-08-09,287.6932526524493
2002-08-12,286.3350486297906
2002-08-13,289.7555497482225
2002-08-14,288.2917581362777
2002-08-15,289.556256893502
2002-08-16,289.56023371372
2002-08-19,300.15219887429987
2002-08-20,304.6666021036865
2002-08-21,306.74592023249704
2002-08-22,308.44978395015727
2002-08-23,308.44131145155956
2002-08-26,307.7237411747841
2002-08-27,308.7109674326919
2002-08-28,308.73447010106526
2002-08-29,308.7387103767156
2002-08-30,308.7302299418869
2002-09-02,308.8724962163609
2002-09-03,308.8724962163609
2002-09-04,304.1647957323495
2002-09-05,304.65091558932704
2002-09-06,304.65091558932704
2002-09-09,303.2694309282888
2002-09-10,303.32425794540956
2002-09-11,297.2990181903051
2002-09-12,293.0964566875662
2002-09-13,293.1367149778644
2002-09-16,284.6124421991927
2002-09-17,284.90851769842345
2002-09-18,296.5820100510361
2002-09-19,294.043197179861
2002-09-20,294.043197179861
2002-09-23,294.6188353086743
2002-09-24,294.29073549024423
2002-09-25,291.59903742100636
2002-09-26,291.5483701209978
2002-09-27,291.5403623103484
2002-09-30,290.6398014769427
2002-10-01,288.78712382336397
2002-10-02,290.64778455166663
2002-10-03,290.9437969270764
2002-10-04,290.92781539469917
2002-10-07,290.534479678913
2002-10-08,290.33181882868166
2002-10-09,290.378496256845
2002-10-10,290.53048980718233
2002-10-11,290.53048980718233
2002-10-14,289.5442650753147
2002-10-15,290.64561440903447
2002-10-16,289.34886672238014
2002-10-17,289.534134487738
2002-10-18,289.52618221949416
2002-10-21,290.46845146360073
2002-10-22,290.7652597727791
2002-10-23,290.7185870151015
2002-10-24,291.3362415253056
2002-10-25,291.332240533195
2002-10-28,293.0987299471183
2002-10-29,293.0520879544674
2002-10-30,293.25475715450165
2002-10-31,294.2371696085099
2002-11-01,294.2452514930268
2002-11-04,295.462669810584
2002-11-05,295.6712165139286
2002-11-06,295.27502966068
2002-11-07,295.52337710710077
2002-11-08,295.49497193264966
2002-11-11,295.88818873732976
