Date,TAIWAN IMI
1996-09-30,1133.224127432239
1996-10-31,1117.471770491486
1996-11-29,1182.3410633339129
1996-12-31,1215.1831178087918
1997-01-01,1215.1831178087918
1997-01-02,1215.1831178087918
1997-01-03,1215.1831178087918
1997-01-06,1199.6520680627345
1997-01-07,1205.7201422471026
1997-01-08,1230.2415153775507
1997-01-09,1229.1472639121282
1997-01-10,1243.4999542016972
1997-01-13,1260.6716071033609
1997-01-14,1253.7551570822445
1997-01-15,1261.6349184378792
1997-01-16,1271.8709668050067
1997-01-17,1262.8486481020097
1997-01-20,1276.051307592649
1997-01-21,1272.9911716112417
1997-01-22,1277.9818540837405
1997-01-23,1267.935837342514
1997-01-24,1272.261714836653
1997-01-27,1256.7123007254477
1997-01-28,1255.2395934848546
1997-01-29,1256.2006598901683
1997-01-30,1269.1405776428892
1997-01-31,1280.5330035561547
1997-02-03,1291.7705090467543
1997-02-04,1291.7705090467543
1997-02-05,1288.9521006633795
1997-02-06,1288.9521006633795
1997-02-07,1288.4991788217426
1997-02-10,1288.967723977678
1997-02-11,1298.707972234572
1997-02-12,1300.8117394997385
1997-02-13,1321.3798511864434
1997-02-14,1314.8888943036454
1997-02-17,1344.9683989855823
1997-02-18,1334.7726894569157
1997-02-19,1340.902274851053
1997-02-20,1342.9280538300975
1997-02-21,1363.673829346841
1997-02-24,1386.346119487479
1997-02-25,1384.317074240125
1997-02-26,1357.223680266102
1997-02-27,1374.0140373001855
1997-02-28,1381.3216651361042
1997-03-03,1381.8536577598732
1997-03-04,1395.9357774031403
1997-03-05,1407.4246247919486
1997-03-06,1418.7908659866507
1997-03-07,1434.0614535248433
1997-03-10,1433.8493166501892
1997-03-11,1447.2098316308154
1997-03-12,1446.8140502674044
1997-03-13,1449.547544857316
1997-03-14,1452.0078704581279
1997-03-17,1477.3844317824055
1997-03-18,1491.3168107255835
1997-03-19,1476.0512535224111
1997-03-20,1485.8855384027413
1997-03-21,1437.8195294286827
1997-03-24,1384.3187823541905
1997-03-25,1369.110877678947
1997-03-26,1400.7337091479044
1997-03-27,1413.9040045419786
1997-03-28,1418.746402514358
1997-03-31,1398.3410161124775
1997-04-01,1426.2066253455396
1997-04-02,1433.1474120806502
1997-04-03,1460.855791722731
1997-04-04,1460.855791722731
1997-04-07,1486.5146593692066
1997-04-08,1474.7704912351135
1997-04-09,1507.7874847563644
1997-04-10,1496.6380689609352
1997-04-11,1496.6474661632424
1997-04-14,1504.33351078023
1997-04-15,1501.6297826153098
1997-04-16,1500.8987043118018
1997-04-17,1477.185983444321
1997-04-18,1448.940476852332
1997-04-21,1465.521937461242
1997-04-22,1466.191351377323
1997-04-23,1492.0714660462934
1997-04-24,1499.741462502631
1997-04-25,1505.4369678991625
1997-04-28,1504.2361262245981
1997-04-29,1492.8052284603002
1997-04-30,1475.1160106511184
1997-05-01,1475.1160106511184
1997-05-02,1422.4773851289474
1997-05-05,1432.8350367153955
1997-05-06,1438.6406677331013
1997-05-07,1461.3270144320836
1997-05-08,1450.6671520634966
1997-05-09,1430.6403120679545
1997-05-12,1380.389853648465
1997-05-13,1377.6716251612222
1997-05-14,1416.9649336389314
1997-05-15,1383.6411808104579
1997-05-16,1400.2036694242488
1997-05-19,1402.9278235666852
1997-05-20,1382.899082510138
1997-05-21,1386.1016972236612
1997-05-22,1408.8277848823261
1997-05-23,1406.922640710774
1997-05-26,1415.1680382346435
1997-05-27,1402.4384387265818
1997-05-28,1388.8787295915886
1997-05-29,1379.1106826379726
1997-05-30,1380.0049107107188
1997-06-02,1413.8785820926441
1997-06-03,1421.7196009624242
1997-06-04,1425.157719485339
1997-06-05,1416.8923507534148
1997-06-06,1435.8608058879136
1997-06-09,1443.6539183731393
1997-06-10,1445.9491276698739
1997-06-11,1423.5277415556473
1997-06-12,1421.3336428719258
1997-06-13,1427.945025233004
1997-06-16,1482.685293045006
1997-06-17,1488.4166085151546
1997-06-18,1493.5853994525414
1997-06-19,1478.5693457294856
1997-06-20,1519.467859668563
1997-06-23,1524.9109240983175
1997-06-24,1524.5154126034158
1997-06-25,1532.476572589927
1997-06-26,1518.8099569319772
1997-06-27,1539.1594093084002
1997-06-30,1548.0990511470202
1997-07-01,1548.0990511470202
1997-07-02,1539.5562807142946
1997-07-03,1543.357474620954
1997-07-04,1571.5793475336056
1997-07-07,1594.7916643649992
1997-07-08,1591.168856735913
1997-07-09,1599.3753276240566
1997-07-10,1615.0296527228095
1997-07-11,1605.755951435689
1997-07-14,1632.8668768385726
1997-07-15,1624.981322471021
1997-07-16,1620.832836686401
1997-07-17,1624.065972966218
1997-07-18,1642.9866039638796
1997-07-21,1669.9063857842848
1997-07-22,1620.2679911678983
1997-07-23,1588.3789620570933
1997-07-24,1630.9036669350548
1997-07-25,1658.2191769087908
1997-07-28,1677.3913752073038
1997-07-29,1660.7760585161411
1997-07-30,1650.604029576161
1997-07-31,1658.6861699909998
1997-08-01,1643.2567966426598
1997-08-04,1660.365299098643
1997-08-05,1638.1443573055276
1997-08-06,1626.3147797485387
1997-08-07,1605.3352297866911
1997-08-08,1633.22540670992
1997-08-11,1626.603692415556
1997-08-12,1613.1565073064446
1997-08-13,1571.393170939609
1997-08-14,1583.2917117295178
1997-08-15,1605.9386937462673
1997-08-18,1594.8268639926284
1997-08-19,1595.8031456781375
1997-08-20,1618.7493337588078
1997-08-21,1646.786175724689
1997-08-22,1645.9321735118879
1997-08-25,1643.7956696700285
1997-08-26,1661.4136899210193
1997-08-27,1650.1432635318224
1997-08-28,1616.2855081878602
1997-08-29,1614.5690489956692
1997-09-01,1567.6407864983175
1997-09-02,1511.5537101879509
1997-09-03,1558.0880306174704
1997-09-04,1508.2592628373293
1997-09-05,1531.9028271503357
1997-09-08,1508.695224248669
1997-09-09,1497.540499702241
1997-09-10,1508.5754442088428
1997-09-11,1503.5669536547632
1997-09-12,1510.5708981498249
1997-09-15,1473.661158056921
1997-09-16,1473.661158056921
1997-09-17,1499.7191857435014
1997-09-18,1507.6605337031651
1997-09-19,1524.847364722751
1997-09-22,1521.5196378604037
1997-09-23,1496.7621414129014
1997-09-24,1483.7662665375185
1997-09-25,1450.17383933958
1997-09-26,1437.9700522510473
1997-09-29,1456.2866572232992
1997-09-30,1473.6894317657259
1997-10-01,1433.7054257369036
1997-10-02,1402.2194679038796
1997-10-03,1407.1892670752616
1997-10-06,1384.8891189283522
1997-10-07,1356.0354064889486
1997-10-08,1367.069200165159
1997-10-09,1401.4964841502351
1997-10-10,1401.4964841502351
1997-10-13,1401.5825948385905
1997-10-14,1396.243506103978
1997-10-15,1368.5520329506962
1997-10-16,1322.6673996799682
1997-10-17,1265.3120166372519
1997-10-20,1129.625061998029
1997-10-21,1191.4008135087802
1997-10-22,1201.3132590402893
1997-10-23,1220.6148652316779
1997-10-24,1199.2224331009234
1997-10-27,1185.3439477836766
1997-10-28,1104.1816382881293
1997-10-29,1084.7209360217596
1997-10-30,1114.9347990990295
1997-10-31,1114.9347990990295
1997-11-03,1154.8464078970255
1997-11-04,1195.9296466095986
1997-11-05,1218.6833498924914
1997-11-06,1243.0126279512044
1997-11-07,1199.4894904337186
1997-11-10,1184.2189473924639
1997-11-11,1174.604333757683
1997-11-12,1174.604333757683
1997-11-13,1146.300942586473
1997-11-14,1130.913558118018
1997-11-17,1153.3732160404188
1997-11-18,1135.9428999800614
1997-11-19,1110.6939632994513
1997-11-20,1110.2969334115544
1997-11-21,1133.2355913092015
1997-11-24,1129.795589433902
1997-11-25,1127.8096981711726
1997-11-26,1122.5229306170813
1997-11-27,1143.0377912436345
1997-11-28,1140.7835956741965
1997-12-01,1087.313928672199
1997-12-02,1125.728712107148
1997-12-03,1158.4330669116882
1997-12-04,1192.407490588002
1997-12-05,1214.2851633854143
1997-12-08,1244.2361235688077
1997-12-09,1231.2397080908224
1997-12-10,1246.4942923982808
1997-12-11,1212.3984503732295
1997-12-12,1220.9195393448776
1997-12-15,1187.3189884453866
1997-12-16,1174.2725735827596
1997-12-17,1210.538302023095
1997-12-18,1209.3138640471861
1997-12-19,1180.7209734924668
1997-12-22,1172.2389443667291
1997-12-23,1164.774938906679
1997-12-24,1166.51971653242
1997-12-25,1166.5495395584198
1997-12-26,1174.5255172454863
1997-12-29,1165.0722463270445
1997-12-30,1179.1769557509276
1997-12-31,1182.1447977011549
1998-01-01,1182.1447977011549
1998-01-02,1182.1447977011549
1998-01-05,1138.5331324140413
1998-01-06,1112.2339203080116
1998-01-07,1073.3610241116469
1998-01-08,1067.8444888184124
1998-01-09,1069.4878158802394
1998-01-12,1007.9838353423362
1998-01-13,1030.741870456697
1998-01-14,1079.2789066005196
1998-01-15,1079.563637945078
1998-01-16,1088.6376065897473
1998-01-19,1102.614568459889
1998-01-20,1112.73092767544
1998-01-21,1141.8869688215282
1998-01-22,1131.8643648699085
1998-01-23,1124.1489635929515
1998-01-26,1121.293028285421
1998-01-27,1121.293028285421
1998-01-28,1121.293028285421
1998-01-29,1121.3130092193398
1998-01-30,1121.3130092193398
1998-02-02,1189.7138440973447
1998-02-03,1213.5108688238524
1998-02-04,1214.2274440361707
1998-02-05,1239.991404531659
1998-02-06,1227.2510259564706
1998-02-09,1236.2274150550104
1998-02-10,1230.8653990753933
1998-02-11,1256.3316601479414
1998-02-12,1263.3374687836886
1998-02-13,1250.9913066669285
1998-02-16,1249.8813355221027
1998-02-17,1257.1803407555396
1998-02-18,1266.799019087092
1998-02-19,1292.5675814146584
1998-02-20,1297.818020484596
1998-02-23,1312.3309877864542
1998-02-24,1303.907012948621
1998-02-25,1306.3217182977753
1998-02-26,1349.927860170457
1998-02-27,1351.3465563159205
1998-03-02,1364.7834154097347
1998-03-03,1354.2317644951038
1998-03-04,1321.6330501308307
1998-03-05,1285.1713903440957
1998-03-06,1294.8256337161267
