Date,PERU IMI
1995-05-31,202.19970820227775
1995-06-30,201.5994086606501
1995-07-31,216.21772968472402
1995-08-31,216.55135283461
1995-09-29,207.39848528072696
1995-10-31,194.1323974262023
1995-11-30,196.08830096656752
1995-12-29,207.10602389458577
1996-01-31,218.09648101048003
1996-02-29,214.3952619735965
1996-03-29,207.33520880289214
1996-04-30,222.76647947834707
1996-05-31,215.84592904128408
1996-06-28,223.83973412236278
1996-07-31,231.01556877617898
1996-08-30,236.97374559033005
1996-09-30,237.96608066233193
1996-10-31,221.89636912868318
1996-11-29,212.89131111227272
1996-12-31,210.60365957888698
1997-01-01,210.60365957888698
1997-01-02,212.7438809939858
1997-01-03,217.11134234865503
1997-01-06,217.95742542213887
1997-01-07,220.21567424687146
1997-01-08,223.1903351426841
1997-01-09,222.674790815452
1997-01-10,222.90429880572958
1997-01-13,222.74550953523703
1997-01-14,228.9048008280108
1997-01-15,227.8886992565929
1997-01-16,225.894228725572
1997-01-17,227.94365529094387
1997-01-20,226.47543913323236
1997-01-21,226.010979477012
1997-01-22,226.2514509400478
1997-01-23,227.5468006671775
1997-01-24,226.79932643100733
1997-01-27,225.0541071154554
1997-01-28,224.66943276029488
1997-01-29,224.7604494921813
1997-01-30,225.52874600678678
1997-01-31,227.10690498685088
1997-02-03,227.10884669121359
1997-02-04,232.05030435638787
1997-02-05,233.53119243218185
1997-02-06,231.4727182901506
1997-02-07,229.1621667335944
1997-02-10,227.71457702408438
1997-02-11,227.76298082514012
1997-02-12,228.79281430731837
1997-02-13,229.54826077856129
1997-02-14,231.19064131698227
1997-02-17,231.5402196026006
1997-02-18,233.85673559297612
1997-02-19,236.91068526130667
1997-02-20,235.91826619822382
1997-02-21,235.87606767328202
1997-02-24,237.16204738573003
1997-02-25,241.6517006846074
1997-02-26,243.00426937322294
1997-02-27,243.39544427979314
1997-02-28,243.025508443065
1997-03-03,243.12147297019746
1997-03-04,243.45480429023814
1997-03-05,245.4163022783454
1997-03-06,246.02602022142386
1997-03-07,248.71088884655967
1997-03-10,249.22533232560394
1997-03-11,250.44189026339276
1997-03-12,247.92259588441647
1997-03-13,245.29475000393688
1997-03-14,245.02934388592666
1997-03-17,243.61232213586024
1997-03-18,244.12725314119876
1997-03-19,241.96620182352254
1997-03-20,241.051631606461
1997-03-21,242.05905232406656
1997-03-24,242.47378743699136
1997-03-25,243.12697685452378
1997-03-26,245.77600779446328
1997-03-27,245.77600779446328
1997-03-28,245.77600779446328
1997-03-31,250.7486365480688
1997-04-01,248.98981313788147
1997-04-02,249.80524415938845
1997-04-03,249.68900827568984
1997-04-04,251.84045189246356
1997-04-07,259.1686923777479
1997-04-08,261.8258809714642
