Date,QATAR DOMESTIC IMI
2002-05-31,262.34690323494004
2002-06-03,261.45344520859317
2002-06-04,261.88884354600344
2002-06-05,262.327585553488
2002-06-06,263.8475353007404
2002-06-07,263.7895579809281
2002-06-10,264.2565292855888
2002-06-11,264.38508200837214
2002-06-12,266.80730016684186
2002-06-13,266.81772478567575
2002-06-14,266.81772478567575
2002-06-17,267.50748984226846
2002-06-18,267.21034350972985
2002-06-19,267.2641767854392
2002-06-20,267.0415908939827
2002-06-21,267.0415908939827
2002-06-24,266.55092974934763
2002-06-25,267.96082804968034
2002-06-26,268.6419094211453
2002-06-27,270.6230408248474
2002-06-28,270.6156075553986
2002-07-01,276.97508619920524
2002-07-02,279.970068294257
2002-07-03,280.7423131233607
2002-07-04,281.6548512451814
2002-07-05,281.6471147497893
2002-07-08,288.14441654766364
2002-07-09,296.7342091005392
2002-07-10,304.6203758924032
2002-07-11,308.55987900011
2002-07-12,308.55987900011
2002-07-15,308.2650433000681
2002-07-16,304.144945934124
2002-07-17,303.0907239425042
2002-07-18,297.7377624110777
2002-07-19,297.7295841502853
2002-07-22,297.1370854106669
2002-07-23,297.2507848121945
2002-07-24,295.21868633792445
2002-07-25,297.934413075279
2002-07-26,297.93850501887295
2002-07-29,308.45665699807876
2002-07-30,307.6543634558139
2002-07-31,306.65222607797796
2002-08-01,306.9903575961139
2002-08-02,306.99879023881664
2002-08-05,305.4969693786101
2002-08-06,304.5300999228703
2002-08-07,304.3602295525179
2002-08-08,304.37124234474203
2002-08-09,304.3796030436115
2002-08-12,302.9070830857429
2002-08-13,307.0641292212355
2002-08-14,306.14338958983717
2002-08-15,306.599114094007
2002-08-16,306.60332498403864
2002-08-19,315.8222267457574
2002-08-20,318.24830181825837
2002-08-21,319.07974009929865
2002-08-22,320.4665733699668
2002-08-23,320.4577707941999
2002-08-26,319.0715212031508
2002-08-27,320.6319887443081
2002-08-28,320.535584364956
2002-08-29,320.53998672156035
2002-08-30,320.5311821292756
2002-09-02,320.6474503704697
2002-09-03,320.6474503704697
2002-09-04,317.58954891119924
2002-09-05,318.12984118297265
2002-09-06,318.12984118297265
2002-09-09,316.4754199651887
2002-09-10,316.53607407059025
2002-09-11,311.8454417784103
2002-09-12,309.19557895439226
2002-09-13,309.2380485410845
2002-09-16,301.0023228706108
2002-09-17,301.31189055464125
2002-09-18,311.451904930318
2002-09-19,307.3758583046924
2002-09-20,307.3758583046924
2002-09-23,308.0697557517545
2002-09-24,307.6861692589016
2002-09-25,306.77737447092176
2002-09-26,306.72106088851336
2002-09-27,306.7126363372914
2002-09-30,305.68572828311585
2002-10-01,304.8937524866848
2002-10-02,305.6941246280023
2002-10-03,306.0625857526122
2002-10-04,306.0457737457046
2002-10-07,305.57323939452704
2002-10-08,305.3479943451851
2002-10-09,305.4001115304296
2002-10-10,305.5690429974906
2002-10-11,305.5690429974906
2002-10-14,304.8241083331263
2002-10-15,305.7034602552757
2002-10-16,304.26220509261776
2002-10-17,304.34140267226087
2002-10-18,304.3330437114909
2002-10-21,304.7457608671383
2002-10-22,304.8651997479338
2002-10-23,304.8087428058247
2002-10-24,305.7445881991197
2002-10-25,305.74038933364784
2002-10-28,308.0788713939879
2002-10-29,308.0267888505473
2002-10-30,308.24771136614936
2002-10-31,309.340088080177
2002-11-01,309.3485848002605
2002-11-04,310.70706195774324
2002-11-05,310.38974555134143
2002-11-06,309.949408272549
2002-11-07,310.28326544033416
2002-11-08,310.25344157201494
2002-11-11,310.11286262691624
2002-11-12,309.0121857044648
2002-11-13,309.14748122646864
2002-11-14,311.0320712799371
2002-11-15,311.0320712799371
2002-11-18,315.45160185655914
2002-11-19,315.3152961792463
2002-11-20,315.75473411412435
2002-11-21,316.14593575762865
2002-11-22,316.1155458762716
2002-11-25,314.93858524867363
2002-11-26,314.9169607921199
2002-11-27,314.63541607985104
2002-11-28,316.99212295534693
2002-11-29,316.9660072754198
2002-12-02,318.25561919522477
2002-12-03,321.54557098696165
2002-12-04,323.5303130445879
2002-12-05,323.5303130445879
2002-12-06,323.5303130445879
2002-12-09,325.49147003613325
2002-12-10,326.1047660354545
2002-12-11,325.4886731320611
2002-12-12,325.5475089841249
2002-12-13,325.5788030319536
2002-12-16,323.00603126691334
2002-12-17,322.8440510990391
2002-12-18,321.6005072729834
2002-12-19,322.3356123960088
2002-12-20,322.34446655374524
2002-12-23,322.3312094822176
2002-12-24,322.6477957271347
2002-12-25,327.5571845913894
2002-12-26,328.88719428878755
2002-12-27,328.860094157419
2002-12-30,332.3133325037003
2002-12-31,332.74028345367736
2003-01-01,332.74028345367736
2003-01-02,332.744853371457
2003-01-03,332.7494234147666
2003-01-06,339.0905716922871
2003-01-07,342.17751078282544
2003-01-08,343.254459995394
2003-01-09,342.74588059085715
2003-01-10,342.7694137182493
2003-01-13,345.45580903184225
2003-01-14,346.5686039576163
2003-01-15,347.6390115489485
2003-01-16,348.64995189273293
2003-01-17,348.62601503196066
2003-01-20,349.669391581608
2003-01-21,353.1980717555409
2003-01-22,353.97654669464947
2003-01-23,352.7556200767795
2003-01-24,352.74593191605675
2003-01-27,351.5848701191279
2003-01-28,355.4360884063331
2003-01-29,360.3290553754597
2003-01-30,361.2567965036156
2003-01-31,361.30641696354957
2003-02-03,364.84239418968593
2003-02-04,363.7755851151809
2003-02-05,363.5293262238258
2003-02-06,363.8594622086323
2003-02-07,363.8394765191778
2003-02-10,363.8594622086323
2003-02-11,363.8594622086323
2003-02-12,363.87945009383384
2003-02-13,363.8594622086323
2003-02-14,363.91943245292555
2003-02-17,360.7888984234886
2003-02-18,358.6166641890656
2003-02-19,351.64202906442404
2003-02-20,347.43924705691313
2003-02-21,347.43924705691313
2003-02-24,347.3307255294622
2003-02-25,345.9738750137038
2003-02-26,345.9285714911294
2003-02-27,345.95707973810005
2003-02-28,345.9095686032206
2003-03-03,349.3983390787705
2003-03-04,349.38874272784346
2003-03-05,351.8379149039656
2003-03-06,357.59239698598265
2003-03-07,357.6316928537833
2003-03-10,359.93468078980385
2003-03-11,359.6365500230787
2003-03-12,356.76291451443575
2003-03-13,359.75274342661504
2003-03-14,359.8021627275968
2003-03-17,358.7237846421519
2003-03-18,358.5327020369919
2003-03-19,358.74519889610883
2003-03-20,358.84107390275017
2003-03-21,358.86079044527236
