Date,MALAYSIA IMI
1994-05-31,838.7104050677056
1994-06-30,842.3756270349083
1994-07-29,874.7778421893497
1994-08-31,1000.0701195896548
1994-09-30,1034.2827300274782
1994-10-31,1002.8936849587886
1994-11-30,916.9974182433258
1994-12-30,877.5100550772962
1995-01-31,767.5932568196871
1995-02-28,880.8109539083013
1995-03-31,882.281583729864
1995-04-28,860.1470173913765
1995-05-31,949.0062491351558
1995-06-30,946.2764327585809
1995-07-31,979.2330170583837
1995-08-31,932.1048459233463
1995-09-29,902.2241608497799
1995-10-31,847.1817987931321
1995-11-30,844.3819644563978
1995-12-29,898.5071815558879
1996-01-31,951.3852671955204
1996-02-29,980.4573351416738
1996-03-29,1044.0160451949255
1996-04-30,1128.7723186754831
1996-05-31,1066.8559369674554
1996-06-28,1075.983269605968
1996-07-31,1016.1062170721065
1996-08-30,1078.045710868805
1996-09-30,1101.6733961460004
1996-10-31,1120.353659036967
1996-11-29,1154.7389542085443
1996-12-31,1158.1405378842123
1997-01-01,1158.647351349615
1997-01-02,1156.5677927259183
1997-01-03,1162.0012522974653
1997-01-06,1180.2474928388124
1997-01-07,1181.5986103926004
1997-01-08,1192.5939314657503
1997-01-09,1192.9288537620316
1997-01-10,1193.3773917896933
1997-01-13,1193.5300103845786
1997-01-14,1181.9742252310427
1997-01-15,1186.0836985164601
1997-01-16,1190.3269905083155
1997-01-17,1201.1554553448182
1997-01-20,1209.717830019266
1997-01-21,1199.8051345303627
1997-01-22,1207.2883043151894
1997-01-23,1217.4015880728305
1997-01-24,1221.703173653735
1997-01-27,1222.7084115779774
1997-01-28,1214.4077460743633
1997-01-29,1204.6342112159791
1997-01-30,1210.9531199885466
1997-01-31,1210.5519744883131
1997-02-03,1208.0888364652951
1997-02-04,1208.9661461295957
1997-02-05,1222.9675839144843
1997-02-06,1222.7972694618734
1997-02-07,1222.404985780769
1997-02-10,1225.9446261980709
1997-02-11,1225.133213447493
1997-02-12,1240.236217048798
1997-02-13,1250.036854397885
1997-02-14,1247.9730934090735
1997-02-17,1253.229569041434
1997-02-18,1250.1003759100029
1997-02-19,1263.2969797275377
1997-02-20,1273.738017654303
1997-02-21,1281.7365429415029
1997-02-24,1287.1842610276362
1997-02-25,1295.481449675461
1997-02-26,1288.4336644212715
1997-02-27,1282.6482295642552
1997-02-28,1293.7638188097314
1997-03-03,1283.0286197839641
