Date,HUNGARY IMI
1994-05-31,110.75431847470308
1994-06-30,98.62101117346225
1994-07-29,101.69930454038808
1994-08-31,113.20615418243995
1994-09-30,102.10160693834985
1994-10-31,106.06782234566519
1994-11-30,95.83269284778433
1994-12-30,90.70512747085445
1995-01-31,71.46046596640457
1995-02-28,70.59123076118817
1995-03-31,69.347515156382
1995-04-28,79.99719725566584
1995-05-31,81.77117691709576
1995-06-30,81.60753445170403
1995-07-31,83.3086882264612
1995-08-31,82.45693212896637
1995-09-29,83.03668101108107
1995-10-31,77.04409300807369
1995-11-30,74.538779374409
1995-12-29,75.43694868107454
1996-01-31,104.85120514345981
1996-02-29,106.4891922424574
1996-03-29,108.33658287715043
1996-04-30,109.8495485454538
1996-05-31,122.44192737253792
1996-06-28,131.47399471345483
1996-07-31,115.1488293417545
1996-08-30,136.91719813301495
1996-09-30,132.7663587881299
1996-10-31,134.40506519329787
1996-11-29,137.05369189309204
1996-12-31,149.9750629248742
1997-01-01,149.9750629248742
1997-01-02,150.97909962202033
1997-01-03,149.84991761786273
1997-01-06,157.13101339484913
1997-01-07,161.8150183604041
1997-01-08,168.29061044284506
1997-01-09,170.04063275622084
1997-01-10,168.0490094107309
1997-01-13,171.1163296121067
1997-01-14,171.31640098131965
1997-01-15,177.2858868802439
1997-01-16,183.35163133041357
1997-01-17,176.23221283547323
1997-01-20,178.79946067405118
1997-01-21,183.9061463693021
1997-01-22,185.36086471936486
1997-01-23,185.4876032229603
1997-01-24,189.57972194747805
1997-01-27,190.12850895474753
1997-01-28,190.646441267519
1997-01-29,182.7274290068059
1997-01-30,188.13869715469968
1997-01-31,192.26275324614642
1997-02-03,194.99118461196923
1997-02-04,199.80302298559022
1997-02-05,202.46665513138782
1997-02-06,200.84784005456427
1997-02-07,195.52341489497627
1997-02-10,190.6096078581529
1997-02-11,187.78667899408885
1997-02-12,192.08911946324955
1997-02-13,189.66714886130794
1997-02-14,188.47362402252008
1997-02-17,190.91862778994735
1997-02-18,191.78285103086398
1997-02-19,191.98935093412902
1997-02-20,189.84291339094207
1997-02-21,189.547242292535
1997-02-24,191.83007427432682
1997-02-25,191.89835063612915
1997-02-26,191.09142873150472
1997-02-27,189.69916096437586
1997-02-28,185.8355428532887
1997-03-03,187.0147945710162
1997-03-04,185.82962855504618
1997-03-05,183.35265364099394
1997-03-06,183.11579388712258
1997-03-07,180.24238347009722
1997-03-10,176.9945150975193
1997-03-11,173.82040527257547
1997-03-12,175.78215119938184
1997-03-13,172.4661579680427
1997-03-14,169.6247777252951
1997-03-17,172.88465611334817
1997-03-18,175.8079252773686
1997-03-19,173.67838082121887
1997-03-20,171.51443650147579
1997-03-21,172.43642098843648
