Date,INDIA IMI
1994-05-31,298.8453440911371
1994-06-30,314.66182417843913
1994-07-29,320.78829646523724
1994-08-31,345.1713399659201
1994-09-30,322.9600894077889
1994-10-31,314.5045223700673
1994-11-30,309.7439780598669
1994-12-30,293.60514219596865
1995-01-31,269.8943618074228
1995-02-28,252.4748745394132
1995-03-31,244.59582290773463
1995-04-28,232.0671025993073
1995-05-31,242.36856283997287
1995-06-30,231.56609126313623
1995-07-31,239.3336650741517
1995-08-31,227.57547415543306
1995-09-29,220.10870363955772
1995-10-31,213.44525470992437
1995-11-30,181.68097435312376
1995-12-29,189.03760248895
1996-01-31,172.89399441094022
1996-02-29,210.96879313612195
1996-03-29,212.48372811617676
1996-04-30,238.1445126287862
1996-05-31,227.28539764613828
1996-06-28,233.87132272165084
1996-07-31,212.4432757706444
1996-08-30,209.50880633881704
1996-09-30,185.6370520726723
1996-10-31,181.00056717801726
1996-11-29,164.4427757735597
1996-12-31,175.131734797726
1997-01-01,175.131734797726
1997-01-02,182.92480783650433
1997-01-03,184.4546040430022
1997-01-06,184.45200133116148
1997-01-07,184.62612535190277
1997-01-08,186.3214411903854
1997-01-09,190.5791647098478
1997-01-10,194.94607875157075
1997-01-13,196.446148490202
1997-01-14,197.27828573453598
1997-01-15,205.4544146837977
1997-01-16,196.21690837970198
1997-01-17,193.481911656103
1997-01-20,191.66819529571694
1997-01-21,189.74076088403382
1997-01-22,191.6460873593856
1997-01-23,191.78515513140192
1997-01-24,191.36665464589043
1997-01-27,196.63131882750113
1997-01-28,197.82474992850237
1997-01-29,194.89757974362598
1997-01-30,193.60022946468257
1997-01-31,188.18776009054437
1997-02-03,185.70951052027246
1997-02-04,187.5585942634811
1997-02-05,186.74950273956244
1997-02-06,188.52312809194396
1997-02-07,188.71106508284979
1997-02-10,190.23813554269884
1997-02-11,192.73880989474813
1997-02-12,192.48917627184883
1997-02-13,192.2888140590628
1997-02-14,193.2802254217267
1997-02-17,196.13168258520915
1997-02-18,193.71992498600844
1997-02-19,194.2765896934417
1997-02-20,192.46607066459728
1997-02-21,189.91993737113657
1997-02-24,186.54320800659517
1997-02-25,186.2387386608838
1997-02-26,186.7004598899924
1997-02-27,189.6582100846028
1997-02-28,201.6320937923065
1997-03-03,216.10634618312156
1997-03-04,218.4335729677753
1997-03-05,218.67915070825003
1997-03-06,215.64178853508017
1997-03-07,215.65983286637564
1997-03-10,212.81806158547755
1997-03-11,210.56280699718138
1997-03-12,212.37683577990137
1997-03-13,211.615146515616
1997-03-14,210.19520669029333
1997-03-17,212.54874792383615
1997-03-18,212.47902766882626
1997-03-19,207.83023539953894
1997-03-20,209.16938296260108
1997-03-21,208.88999652759915
1997-03-24,208.9336760417542
1997-03-25,210.23045373041492
1997-03-26,207.76857837106837
1997-03-27,207.74882033264186
1997-03-28,204.72459577330946
1997-03-31,188.83367836939883
1997-04-01,191.91861645628404
1997-04-02,198.56983866683967
1997-04-03,199.6941824106586
1997-04-04,198.70815680667656
1997-04-07,196.8233500837054
1997-04-08,196.8233500837054
1997-04-09,202.9246591564489
1997-04-10,199.75903801721222
1997-04-11,200.89584026372137
1997-04-14,199.2284212464018
1997-04-15,201.3820149780482
1997-04-16,201.4495173294375
1997-04-17,204.165891544118
1997-04-18,204.28003040731528
1997-04-21,209.4438472783179
1997-04-22,211.0366851689443
1997-04-23,212.69324290552572
1997-04-24,213.60162982180537
1997-04-25,214.16525027257123
1997-04-28,213.88751467557918
1997-04-29,211.699882662118
1997-04-30,213.65788224331575
1997-05-01,213.65788224331575
1997-05-02,212.42028263500825
1997-05-05,210.79318488338365
1997-05-06,211.1718005067305
1997-05-07,210.1572392047868
1997-05-08,210.21584902691495
1997-05-09,211.43079769105006
1997-05-12,211.23919378794358
