Date,SAUDI ARABIA DOMESTIC IMI
2002-05-31,274.318056467281
2002-06-03,276.3582007479454
2002-06-04,292.5772306539334
2002-06-05,292.7243249689678
2002-06-06,292.23951577086666
2002-06-07,292.2551010471597
2002-06-10,285.3546547988908
2002-06-11,279.4890751436492
2002-06-12,284.0306840353959
2002-06-13,287.4617675694764
2002-06-14,287.4617675694764
2002-06-17,283.22045067952786
2002-06-18,280.2826904802205
2002-06-19,282.36570237256
2002-06-20,284.43433146163613
2002-06-21,284.43433146163613
2002-06-24,285.7577161508305
2002-06-25,291.16370488216256
2002-06-26,291.6980794643382
2002-06-27,294.7889443483333
2002-06-28,294.7889443483333
2002-07-01,298.79805666180505
2002-07-02,299.427807648032
2002-07-03,297.9593959409144
2002-07-04,298.1271260278872
2002-07-05,298.13507566060093
2002-07-08,299.9797699187744
2002-07-09,299.92496716307255
2002-07-10,298.6874550125659
2002-07-11,298.8377839350371
2002-07-12,298.8377839350371
2002-07-15,293.6961063238929
2002-07-16,293.3788381041251
2002-07-17,291.8251401837414
2002-07-18,291.9598817497429
2002-07-19,291.9520967756942
2002-07-22,289.73034392411984
2002-07-23,286.772339350164
2002-07-24,285.89805590270475
2002-07-25,286.5005305072138
2002-07-26,286.4967108057165
2002-07-29,290.13351810986836
2002-07-30,290.81265071098653
2002-07-31,290.6533056842385
2002-08-01,290.44679815496977
2002-08-02,290.4545429898628
2002-08-05,286.2394947408601
2002-08-06,285.21072912122247
2002-08-07,285.7508828835762
2002-08-08,285.5105054175987
2002-08-09,285.5105054175987
2002-08-12,289.51275947755084
2002-08-13,289.3569151750771
2002-08-14,287.6284980927754
2002-08-15,288.9666068604464
2002-08-16,288.9704594916958
2002-08-19,287.42870190688404
2002-08-20,285.962370847256
2002-08-21,286.1581219288925
2002-08-22,286.7565292112188
2002-08-23,286.7565292112188
2002-08-26,288.59532240201185
2002-08-27,289.5238420596042
2002-08-28,290.1496518791888
2002-08-29,290.15134178115966
2002-08-30,290.1436050309855
2002-09-02,290.38930772863034
2002-09-03,290.2669972394097
2002-09-04,289.90139059450115
2002-09-05,290.0524105430552
2002-09-06,290.06014486150605
2002-09-09,285.2730757682896
2002-09-10,286.71363918831025
2002-09-11,287.22750672941703
2002-09-12,288.23049022164224
2002-09-13,288.2304902216423
2002-09-16,285.29630671743956
2002-09-17,291.4256115272673
2002-09-18,288.6067273578545
2002-09-19,288.3541992047502
2002-09-20,288.3541992047502
2002-09-23,288.44131832383243
2002-09-24,286.632967230262
2002-09-25,287.55394233713463
2002-09-26,287.7766564641974
2002-09-27,287.7766564641974
2002-09-30,288.89618675283936
2002-10-01,290.4681704072896
2002-10-02,289.84244843410517
2002-10-03,286.7755940180965
2002-10-04,286.77177059840426
2002-10-07,286.6592763206776
2002-10-08,287.3814609792873
2002-10-09,287.4124562994152
2002-10-10,287.7263334581773
2002-10-11,287.7263334581773
2002-10-14,287.12986604834464
2002-10-15,286.5883296593489
2002-10-16,287.163555946679
2002-10-17,287.6935938536419
2002-10-18,287.68975839931176
2002-10-21,288.35748085207086
2002-10-22,289.1113503933175
2002-10-23,287.31820937662457
2002-10-24,287.0960585011304
2002-10-25,287.11519721763227
2002-10-28,282.6493752804345
2002-10-29,281.93792530665166
2002-10-30,282.4915079815097
2002-10-31,283.17993537759463
2002-11-01,283.18371070736447
2002-11-04,279.97115819275433
2002-11-05,279.5503441905965
2002-11-06,278.89543960314785
2002-11-07,278.2779603810854
2002-11-08,278.2890907574755
2002-11-11,279.9058428942621
2002-11-12,277.5002729743708
2002-11-13,279.1009286312636
2002-11-14,279.5384717388918
2002-11-15,279.5384717388918
2002-11-18,275.8107541641483
2002-11-19,271.641404422122
2002-11-20,270.58349161825834
2002-11-21,270.73466743907034
2002-11-22,270.7527154543388
2002-11-25,265.2283345966653
2002-11-26,266.3827925057536
2002-11-27,269.50484084974073
2002-11-28,268.9078482137639
2002-11-29,268.9078482137639
2002-12-02,269.24288572681655
2002-12-03,269.3212098291974
2002-12-04,269.3212098291974
2002-12-05,269.31043827339096
2002-12-06,269.32120982919736
2002-12-09,269.32120982919736
2002-12-10,270.60382466186866
2002-12-11,269.1370803665044
2002-12-12,268.0106371668615
2002-12-13,268.0034907882473
2002-12-16,266.95690725123666
2002-12-17,271.86451231271195
2002-12-18,275.4162471312065
2002-12-19,274.8510396007467
2002-12-20,274.8547040858355
2002-12-23,276.4506842552559
2002-12-24,276.24302157282733
2002-12-25,274.564562801682
2002-12-26,276.7264120129225
2002-12-27,276.7079657990006
2002-12-30,276.93658437956253
2002-12-31,278.7704960599749
2003-01-01,278.7704960599749
2003-01-02,280.41744851008787
2003-01-03,280.41744851008787
2003-01-06,284.132032475817
2003-01-07,287.1979722197001
2003-01-08,288.00224556732576
2003-01-09,288.46941762223287
