Date,COLOMBIA IMI
1994-05-31,307.2141286081348
1994-06-30,319.5071916799168
1994-07-29,320.71671436865176
1994-08-31,291.8510347230001
1994-09-30,295.3420316547206
1994-10-31,279.7293286800479
1994-11-30,260.5095149051002
1994-12-30,268.5575256844592
1995-01-31,299.5427059556598
1995-02-28,280.2368622067204
1995-03-31,252.0973498166491
1995-04-28,238.6103063273795
1995-05-31,234.5242223673943
1995-06-30,257.16690900462595
1995-07-31,249.3706412488996
1995-08-31,230.59849539068378
1995-09-29,217.9590645119529
1995-10-31,202.82751180835686
1995-11-30,196.8597723646995
1995-12-29,201.92024822351615
1996-01-31,195.54692744823294
1996-02-29,208.54107617203346
1996-03-29,198.57976049957796
1996-04-30,214.7770463019636
1996-05-31,207.72120092885552
1996-06-28,200.96543598793033
1996-07-31,199.65930831197298
1996-08-30,199.14679246586246
1996-09-30,210.85351017803987
1996-10-31,217.11357681063168
1996-11-29,214.6348421657097
1996-12-31,213.3845222199688
1997-01-01,213.3845222199688
1997-01-02,212.64483934067806
1997-01-03,210.06835866183027
1997-01-06,210.06835866183027
1997-01-07,213.1113437439326
1997-01-08,217.82359079838838
1997-01-09,222.16085065133788
1997-01-10,228.0270875389973
1997-01-13,239.88617028703183
1997-01-14,249.94264374496197
1997-01-15,251.76368536319336
1997-01-16,251.28916753631347
1997-01-17,250.1814663876226
1997-01-20,247.74647123003604
1997-01-21,242.5393368909496
1997-01-22,233.61606345603016
1997-01-23,231.96186185416983
1997-01-24,230.34226696004916
1997-01-27,227.36249751235314
1997-01-28,226.3193278518612
1997-01-29,224.39091145207786
1997-01-30,225.79199083093417
1997-01-31,226.87654059695245
1997-02-03,225.8270613081586
1997-02-04,233.38082211809387
1997-02-05,240.11583629149393
1997-02-06,241.42030188511123
1997-02-07,237.66514426548375
1997-02-10,235.7934724758146
1997-02-11,236.44045238475158
1997-02-12,237.34323206157137
1997-02-13,238.49880868737011
1997-02-14,238.3607009785998
1997-02-17,239.27803535508815
1997-02-18,240.13525578345295
1997-02-19,240.65515244963345
1997-02-20,243.4169085386193
1997-02-21,245.50354823226456
1997-02-24,245.04270534787702
1997-02-25,245.3245174344405
1997-02-26,243.53223909434024
1997-02-27,245.54202449539326
1997-02-28,246.60920561316013
1997-03-03,246.54410014167527
1997-03-04,246.93432022606206
1997-03-05,249.18943311875165
1997-03-06,249.72988231909358
1997-03-07,251.28838245747266
1997-03-10,252.14151031984488
1997-03-11,250.3150620692236
1997-03-12,250.76911332419488
1997-03-13,253.00549330614433
1997-03-14,252.70204699295797
1997-03-17,252.59250711314803
1997-03-18,251.5022907961127
1997-03-19,251.7398782800689
1997-03-20,251.02084876217177
1997-03-21,250.67248393421278
1997-03-24,250.74346245727108
1997-03-25,250.67912992614052
1997-03-26,250.75536213830534
1997-03-27,250.98125675643897
1997-03-28,250.98125675643897
1997-03-31,251.144121168831
1997-04-01,251.17963909085793
1997-04-02,252.65992844439802
1997-04-03,253.2038784563831
1997-04-04,255.22162060279098
1997-04-07,257.77528449279487
1997-04-08,259.07816698286507
1997-04-09,261.0700967991021
1997-04-10,263.681668736106
1997-04-11,262.44632891058933
1997-04-14,263.20760366475986
1997-04-15,264.89572011578224
1997-04-16,265.68225296052367
1997-04-17,266.3596773220258
1997-04-18,264.84765851088866
1997-04-21,263.91791516923195
1997-04-22,263.856608749742
1997-04-23,261.39752817693966
1997-04-24,264.38513033175104
1997-04-25,265.1156461435319
1997-04-28,265.2112934173946
1997-04-29,265.7096912971656
1997-04-30,265.9491474264453
1997-05-01,265.9671690267213
1997-05-02,263.49313394551666
1997-05-05,264.7119447276531
1997-05-06,267.14809517988533
1997-05-07,269.72840946194543
1997-05-08,268.8029562306798
1997-05-09,269.58884148852906
1997-05-12,269.58884148852906
1997-05-13,269.71481926182184
1997-05-14,269.4894033988939
1997-05-15,269.49032623532304
1997-05-16,270.81791878432887
1997-05-19,272.5240883792617
1997-05-20,272.6879989440004
1997-05-21,274.22566554760004
1997-05-22,275.666227267751
1997-05-23,278.8699150865679
1997-05-26,281.4226668635783
1997-05-27,283.9843542606337
1997-05-28,283.5843954169484
1997-05-29,282.2099736118052
1997-05-30,277.4022632912229
1997-06-02,278.83419367427257
1997-06-03,278.8013529979545
