Date,INDONESIA IMI
1994-05-31,1215.9264364432743
1994-06-30,1120.614618669398
1994-07-29,1104.519062015935
1994-08-31,1231.585896377353
1994-09-30,1196.757617500703
1994-10-31,1236.6262725322838
1994-11-30,1129.5151612344819
1994-12-30,1087.8495408231165
1995-01-31,999.6495012463178
1995-02-28,1058.3611666473134
1995-03-31,994.7175423314236
1995-04-28,963.0359720632522
1995-05-31,1116.6767016875806
1995-06-30,1156.6459942799713
1995-07-31,1199.8921996555544
1995-08-31,1158.7081117387652
1995-09-29,1136.8280866065927
1995-10-31,1124.5173511054297
1995-11-30,1072.1399955042868
1995-12-29,1146.3072137173035
1996-01-31,1296.9150812264659
1996-02-29,1299.6549510290943
1996-03-29,1283.4611343515696
1996-04-30,1369.0536950825422
1996-05-31,1345.3238986630336
1996-06-28,1303.1768648429506
1996-07-31,1155.543579993028
1996-08-30,1181.9370431865118
1996-09-30,1239.907025736367
1996-10-31,1219.7970193205547
1996-11-29,1300.9052777548256
1996-12-31,1342.6730994091124
1997-01-01,1342.4120217781697
1997-01-02,1341.6425748988197
1997-01-03,1361.3393314132445
1997-01-06,1378.3281194330289
1997-01-07,1393.2506600753636
1997-01-08,1396.4439003652924
1997-01-09,1382.949167207488
1997-01-10,1384.8267112080816
1997-01-13,1376.8305512789875
1997-01-14,1372.3879736637498
1997-01-15,1369.5832986969394
1997-01-16,1378.9428437704296
1997-01-17,1390.5257119599796
1997-01-20,1410.529392634268
1997-01-21,1424.2792684979454
1997-01-22,1438.2915857133933
1997-01-23,1432.4546218352168
1997-01-24,1419.302372597324
1997-01-27,1432.3037562169784
1997-01-28,1443.10261462128
1997-01-29,1447.117781720558
1997-01-30,1434.1100572272642
1997-01-31,1444.9714116167434
1997-02-03,1436.6637922983512
1997-02-04,1420.043274946393
1997-02-05,1432.5574991962817
1997-02-06,1445.0216780855033
1997-02-07,1444.7177828850647
1997-02-10,1443.8068637281383
1997-02-11,1445.2648863120594
1997-02-12,1459.9494676275606
1997-02-13,1471.9427234295101
1997-02-14,1461.759186328282
1997-02-17,1453.2986425539948
1997-02-18,1437.9882674942864
1997-02-19,1435.6562172678023
1997-02-20,1443.4032157251356
1997-02-21,1437.3292543583611
1997-02-24,1433.7089637153215
1997-02-25,1440.9724608377628
1997-02-26,1468.1629376630508
1997-02-27,1460.0629879033604
1997-02-28,1446.7934686121005
1997-03-03,1435.482388327406
1997-03-04,1428.0641292611308
1997-03-05,1408.2758326746787
1997-03-06,1399.1114334138367
1997-03-07,1404.4969222253321
1997-03-10,1410.8411539086642
1997-03-11,1410.752777194695
1997-03-12,1397.5815967221438
1997-03-13,1370.6416729098153
1997-03-14,1361.6824100584304
1997-03-17,1365.519949323364
1997-03-18,1342.3130318971057
1997-03-19,1350.365267320994
1997-03-20,1353.052147762929
1997-03-21,1338.295347795111
1997-03-24,1324.380325702601
1997-03-25,1346.6292913246248
1997-03-26,1348.2922613832602
1997-03-27,1353.6617183940332
1997-03-28,1353.9436137956147
1997-03-31,1353.9436137956147
1997-04-01,1334.4352876509229
1997-04-02,1323.9570043495348
1997-04-03,1310.1817551695692
1997-04-04,1302.3023306387188
1997-04-07,1299.8720079476523
1997-04-08,1301.5475177718029
1997-04-09,1302.2050467616482
1997-04-10,1296.955335577201
1997-04-11,1300.0730956511466
1997-04-14,1296.09897938864
1997-04-15,1288.0367792145785
1997-04-16,1291.2586593500332
1997-04-17,1299.3511745062299
1997-04-18,1299.6206935218916
1997-04-21,1301.1927620439906
1997-04-22,1305.250650633503
1997-04-23,1316.111054363724
1997-04-24,1312.900798943727
1997-04-25,1309.7077177191445
