Date,GREECE IMI
1994-05-31,157.61958552393958
1994-06-30,158.8024868696069
1994-07-29,162.07003231053034
1994-08-31,167.5520988414288
1994-09-30,170.03180927562187
1994-10-31,167.94289316189852
1994-11-30,167.64622873458705
1994-12-30,172.1059129396631
1995-01-31,165.869972791374
1995-02-28,170.67674920953
1995-03-31,177.11511713192587
1995-04-28,178.65957970235934
1995-05-31,190.89700731010797
1995-06-30,200.7190868412811
1995-07-31,217.86222592347923
1995-08-31,207.09669187094207
1995-09-29,216.66045314892074
1995-10-31,210.8345048143772
1995-11-30,194.9683949272647
1995-12-29,201.13874697775674
1996-01-31,209.3709905346291
1996-02-29,217.3683253967156
1996-03-29,217.62880939460868
1996-04-30,200.26206680065783
1996-05-31,203.63034910448914
1996-06-28,205.97204769650327
1996-07-31,208.16086278180796
1996-08-30,218.09895547254732
1996-09-30,215.43329274880682
1996-10-31,216.91446073532956
1996-11-29,210.4731184648606
1996-12-31,210.30814966592803
1997-01-01,210.30814966592803
1997-01-02,217.04540181793234
1997-01-03,217.978746790496
1997-01-06,217.69523753785728
1997-01-07,222.45206264618932
1997-01-08,226.14988439354292
1997-01-09,231.34468887892277
1997-01-10,229.7001143243775
1997-01-13,232.7302508682492
1997-01-14,236.550357666454
1997-01-15,242.26198735332446
1997-01-16,240.20871945474656
1997-01-17,242.46476067799512
1997-01-20,246.47886000060296
1997-01-21,243.92474516313587
1997-01-22,236.47441965397437
1997-01-23,234.3338577445305
1997-01-24,238.36684280667686
1997-01-27,242.73026692165345
1997-01-28,245.6240430849817
1997-01-29,247.39397659731597
1997-01-30,250.20697290035014
1997-01-31,247.0322563834247
1997-02-03,244.14716867239446
1997-02-04,248.4242355172814
1997-02-05,251.91097211925532
1997-02-06,254.737020961744
1997-02-07,250.96125567501574
1997-02-10,257.58023812188264
1997-02-11,261.2276622353406
1997-02-12,261.57386560696784
1997-02-13,257.6692748894507
1997-02-14,258.0100105994881
1997-02-17,261.800241548377
1997-02-18,263.464865087599
1997-02-19,264.1513737818739
1997-02-20,267.69635340423963
1997-02-21,273.46128123919925
1997-02-24,279.29059592601544
1997-02-25,283.99628790403295
1997-02-26,289.59677472288973
1997-02-27,275.2841107917078
1997-02-28,265.9325681313142
1997-03-03,246.1552173509064
1997-03-04,248.01049895978508
1997-03-05,259.2254528763568
1997-03-06,263.970210745788
1997-03-07,261.1057314264943
1997-03-10,263.1651404176348
1997-03-11,261.78067623680994
1997-03-12,255.41151040944374
1997-03-13,258.33044097046974
1997-03-14,258.451335898907
