Date,UNITED ARAB EMIRATES DOMESTIC IMI
2002-05-31,130.9336341877689
2002-06-03,129.8877427008933
2002-06-04,129.37030710969478
2002-06-05,129.6933775076693
2002-06-06,130.91174082662698
2002-06-07,130.91174082662698
2002-06-10,129.88103895130857
2002-06-11,130.0638687646196
2002-06-12,130.0626886736008
2002-06-13,129.83828845391025
2002-06-14,129.74175481736847
2002-06-17,130.28816891161856
2002-06-18,131.15697164049445
2002-06-19,130.1835953034382
2002-06-20,130.12090496766587
2002-06-21,130.1244476969797
2002-06-24,128.27797287619364
2002-06-25,128.0053288279647
2002-06-26,128.4022761953
2002-06-27,127.79307794997185
2002-06-28,128.1774781008517
2002-07-01,129.12677406694846
2002-07-02,130.68347441024358
2002-07-03,130.77887060113665
2002-07-04,130.08168488316176
2002-07-05,130.08168488316176
2002-07-08,131.18349263449855
2002-07-09,131.22098706176607
2002-07-10,131.13609734972027
2002-07-11,130.8446951192974
2002-07-12,130.8941735364325
2002-07-15,131.2693766244425
2002-07-16,132.14513971238026
2002-07-17,132.51676880227907
2002-07-18,132.0744568388725
2002-07-19,132.07805285436035
2002-07-22,133.37911137258493
2002-07-23,133.33082179133186
2002-07-24,133.6239849641692
2002-07-25,134.68210934635187
2002-07-26,136.12027078666767
2002-07-29,137.13592008859175
2002-07-30,137.15391518096007
2002-07-31,136.90274981932654
2002-08-01,136.9979792787753
2002-08-02,137.9568265794831
2002-08-05,139.96786458657667
2002-08-06,140.78868247972287
2002-08-07,140.79634903834187
2002-08-08,140.79251565466583
2002-08-09,140.79251565466583
2002-08-12,143.80567622478844
2002-08-13,143.80567622478844
2002-08-14,146.05868538962696
2002-08-15,145.25785055967634
2002-08-16,144.96594730117647
2002-08-19,143.0350323651982
2002-08-20,143.08256296775943
2002-08-21,142.46415006667064
2002-08-22,146.49084672223026
2002-08-23,146.53633671477664
2002-08-26,147.2983398258316
2002-08-27,146.89328604166795
2002-08-28,147.30784995367205
2002-08-29,147.0079504508038
2002-08-30,147.0039479473202
2002-09-02,147.72861146522823
2002-09-03,147.867366022169
2002-09-04,150.4039993584279
2002-09-05,150.69412118173096
2002-09-06,146.63039364692116
2002-09-09,149.56165661876338
2002-09-10,148.2756156181852
2002-09-11,148.97734680102357
2002-09-12,147.69036443081083
2002-09-13,146.94280789851828
2002-09-16,144.51605332344715
2002-09-17,144.33808419414993
2002-09-18,147.47553206844722
2002-09-19,145.0090234903423
2002-09-20,144.7526226937259
2002-09-23,143.49534231297164
2002-09-24,143.38382569204745
2002-09-25,142.7090153809547
2002-09-26,139.59957630957987
2002-09-27,139.85406977733834
2002-09-30,139.95601769568268
2002-10-01,139.95792292196802
2002-10-02,138.73477379277196
2002-10-03,139.41910615435916
2002-10-04,139.57897179438214
2002-10-07,141.29919482776864
2002-10-08,141.00620001684123
2002-10-09,140.65595469716274
2002-10-10,140.74493805047777
2002-10-11,140.74493805047777
2002-10-14,140.11258048307008
2002-10-15,139.98628918753866
2002-10-16,139.93461377644
2002-10-17,139.4209456217974
2002-10-18,139.41904770530377
2002-10-21,140.41559978560483
2002-10-22,140.1912405745118
2002-10-23,140.10225722119674
2002-10-24,139.9654093974117
2002-10-25,139.91182967172162
2002-10-28,140.1182978011793
2002-10-29,140.00446885705344
2002-10-30,140.45408146912672
2002-10-31,140.50002730695934
2002-11-01,140.72103879717224
2002-11-04,141.6613624328627
2002-11-05,141.75034699751131
2002-11-06,141.89643011796957
2002-11-07,141.89449850307548
2002-11-08,141.85528494842805
2002-11-11,142.70431654906503
2002-11-12,142.79135610499227
2002-11-13,143.6653102177892
2002-11-14,143.93460554672345
2002-11-15,144.5574890199287
2002-11-18,145.42090822916222
2002-11-19,145.11474461456967
2002-11-20,144.81612582256406
2002-11-21,144.9654352185669
2002-11-22,144.96346185262828
2002-11-25,143.20065914002194
2002-11-26,143.59067267858404
2002-11-27,143.76863938521413
2002-11-28,143.7169131896885
2002-11-29,143.67574435903336
2002-12-02,145.514677748672
2002-12-03,145.51665861823022
2002-12-04,145.51665861823022
2002-12-05,145.51665861823022
2002-12-06,144.54679529521977
2002-12-09,143.9780467589213
2002-12-10,144.31772504609492
2002-12-11,145.10243112997958
2002-12-12,145.60912534403226
2002-12-13,146.1239613899975
2002-12-16,146.64129613900184
2002-12-17,146.8528298956696
2002-12-18,147.06514348511794
2002-12-19,147.06714554269567
2002-12-20,147.06914765478376
2002-12-23,146.72557812476123
2002-12-24,146.95600203872868
2002-12-25,145.33395767382368
2002-12-26,145.33791470817553
2002-12-27,145.33000085493794
2002-12-30,145.90272169512141
2002-12-31,146.02397468427716
2003-01-01,146.02397468427716
2003-01-02,146.4034108371899
2003-01-03,145.9873153876704
2003-01-06,145.48613695687064
2003-01-07,145.79659167741602
2003-01-08,145.61885376388074
2003-01-09,145.61290698176109
2003-01-10,145.66338235464974
2003-01-13,146.15097221685394
2003-01-14,146.15097221685394
2003-01-15,145.82379059974042
2003-01-16,145.9672850207267
2003-01-17,146.00350519450916
2003-01-20,146.5462688383092
2003-01-21,146.37485968974323
2003-01-22,146.3299161342382
2003-01-23,146.4690978880888
2003-01-24,146.48568110116466
2003-01-27,146.2709139923052
2003-01-28,146.41321007356734
2003-01-29,146.03753820001742
2003-01-30,146.34555378558207
2003-01-31,146.40433402054055
2003-02-03,146.34123414298222
2003-02-04,146.76772245216276
2003-02-05,146.71922928601225
2003-02-06,146.72322392864575
2003-02-07,146.67073611986171
2003-02-10,146.93483911534562
2003-02-11,146.93483911534562
2003-02-12,146.93083871134027
2003-02-13,146.93083871134027
2003-02-14,146.93483911534562
2003-02-17,146.80393172985845
2003-02-18,146.37001956919298
2003-02-19,146.37001956919298
2003-02-20,146.33181083125763
2003-02-21,146.58792943659867
2003-02-24,146.7152347310674
2003-02-25,146.76772375139032
2003-02-26,146.4870425812204
2003-02-27,146.09908668964513
2003-02-28,146.0951090395855
2003-03-03,146.57875068833914
2003-03-04,146.34656400461614
2003-03-05,147.01085118547323
2003-03-06,147.04362307843644
2003-03-07,147.05963872152194
2003-03-10,144.53512015802667
2003-03-11,144.54102284334056
2003-03-12,143.5408315144107
2003-03-13,144.24833349095823
2003-03-14,144.2463698599551
2003-03-17,143.58226000512246
2003-03-18,142.56773215978973
2003-03-19,141.31195170327618
2003-03-20,141.55056544511902
2003-03-21,141.34581012027553
2003-03-24,142.8998681117955
2003-03-25,142.95961849501296
2003-03-26,142.32171830699096
2003-03-27,146.65582305506862
2003-03-28,146.73904327499315
2003-03-31,145.90031435854667
2003-04-01,145.89832826641128
2003-04-02,145.67313682409483
2003-04-03,145.76431817062155
2003-04-04,146.1151683875723
2003-04-07,147.51602961727704
2003-04-08,148.3913971547202
2003-04-09,147.95934898547097
2003-04-10,148.29678695118642
2003-04-11,150.05847634533393
2003-04-14,148.85973586336831
2003-04-15,147.73870046633948
2003-04-16,149.21773751913946
2003-04-17,147.2073743413946
2003-04-18,149.51781779746835
2003-04-21,149.26887888254447
2003-04-22,149.40020340211572
2003-04-23,149.31369200602052
2003-04-24,149.49219262226956
2003-04-25,150.03619218473946
2003-04-28,149.7199648075217
2003-04-29,150.26854225330405
2003-04-30,150.5241133370843
2003-05-01,150.4368980438335
2003-05-02,150.30499401474356
2003-05-05,149.85378734554178
2003-05-06,150.06665812617612
2003-05-07,150.0457285403975
2003-05-08,150.05389940807197
2003-05-09,150.05389940807197
2003-05-12,149.72379355726548
2003-05-13,149.58575544353334
2003-05-14,149.58575544353334
2003-05-15,149.72175533415083
2003-05-16,149.72583183587523
2003-05-19,151.0400799331654
2003-05-20,150.43204464163264
2003-05-21,152.22622662662363
2003-05-22,152.13900895881065
2003-05-23,151.96871119053452
2003-05-26,152.3175913605522
2003-05-27,152.5137585469819
2003-05-28,152.71320751381262
2003-05-29,152.66858191334777
2003-05-30,152.84920740443016
2003-06-02,153.56602134749605
2003-06-03,153.24004061856996
2003-06-04,153.27894365048465
2003-06-05,153.46362125795628
2003-06-06,153.46210470548965
2003-06-09,152.96107228624686
2003-06-10,153.71314656372437
2003-06-11,153.50536846576486
2003-06-12,153.35222385240468
2003-06-13,153.17667324953703
2003-06-16,153.20270736749137
2003-06-17,153.6963123145234
2003-06-18,153.65867005757303
2003-06-19,153.4863948898066
2003-06-20,153.48913812074744
2003-06-23,153.5456556496172
2003-06-24,153.28130470549118
2003-06-25,153.1629605595982
2003-06-26,153.00467770654288
2003-06-27,153.00253842969923
2003-06-30,152.90346541794125
2003-07-01,152.93393103936134
2003-07-02,154.92445405111744
2003-07-03,154.88590653986228
2003-07-04,171.2501547406285
2003-07-07,156.30059931743037
2003-07-08,157.3298990119862
2003-07-09,157.461099219099
2003-07-10,157.46528546929753
2003-07-11,157.37592422255193
2003-07-14,158.23259271752232
2003-07-15,158.53695109642268
2003-07-16,158.78990451503392
2003-07-17,158.7316402832964
2003-07-18,158.73343016041014
2003-07-21,158.31583188746902
2003-07-22,157.93921586775727
2003-07-23,159.56158463668427
2003-07-24,159.82162732910777
2003-07-25,160.2651578140362
2003-07-28,161.57589728196186
2003-07-29,161.20747435571099
2003-07-30,161.1726942710631
2003-07-31,161.8492857206818
2003-08-01,161.84620113922549
2003-08-04,160.0339075646752
2003-08-05,159.8339691417227
2003-08-06,159.8773658629457
2003-08-07,159.79845089329248
2003-08-08,159.878605424852
2003-08-11,159.93888493455958
2003-08-12,160.36127157332433
2003-08-13,160.32181427938767
2003-08-14,160.59231822770525
2003-08-15,160.60162641101883
2003-08-18,160.96134269861926
2003-08-19,160.8663632587883
2003-08-20,161.2109890196
2003-08-21,161.23350279011603
2003-08-22,161.1387348172406
2003-08-25,161.17151336835002
2003-08-26,161.42958159306835
2003-08-27,161.89022995072423
2003-08-28,162.4565948680421
2003-08-29,162.46005408061953
2003-09-01,163.53238085287353
2003-09-02,164.18607767702235
2003-09-03,166.20687092158946
2003-09-04,166.98478992210647
2003-09-05,167.60335773829706
2003-09-08,170.15289882858184
2003-09-09,169.69135839482686
2003-09-10,169.2126206392454
2003-09-11,168.45415114303145
2003-09-12,168.10839389755202
2003-09-15,168.16758184858284
2003-09-16,167.5060918662087
2003-09-17,167.28784019052125
2003-09-18,166.99972982404478
2003-09-19,166.82821857961468
2003-09-22,167.3667739606084
2003-09-23,167.48739357585845
2003-09-24,167.64922273133627
2003-09-25,167.28016338382088
2003-09-26,167.83581897237573
2003-09-29,168.99742536503737
2003-09-30,167.9453552565507
2003-10-01,168.22397045596534
2003-10-02,167.93586084066945
2003-10-03,168.2103498085438
2003-10-06,167.4035196745972
2003-10-07,167.49537217835464
2003-10-08,167.30000132573954
2003-10-09,167.01419818703664
2003-10-10,167.29931329616477
2003-10-13,167.47540794261423
2003-10-14,166.5978387014537
2003-10-15,165.4961131675835
2003-10-16,165.20809971496527
2003-10-17,165.3245948684496
2003-10-20,165.884662438761
2003-10-21,165.7894953237976
2003-10-22,165.45209966123778
2003-10-23,165.41280831186126
2003-10-24,165.41992989254686
2003-10-27,165.54420755232096
2003-10-28,165.6257038506252
2003-10-29,165.41544245622973
2003-10-30,165.07765953698305
2003-10-31,164.92653575841507
2003-11-03,165.2152005588842
2003-11-04,165.5021255731406
2003-11-05,165.81141472842617
2003-11-06,166.5440724253583
2003-11-07,167.1049388016726
2003-11-10,167.41948332652512
2003-11-11,167.4086588276818
2003-11-12,167.57125537363675
2003-11-13,167.5215048181121
2003-11-14,167.93454142551477
2003-11-17,167.54669019587084
2003-11-18,167.50379091823143
2003-11-19,166.667941677303
2003-11-20,166.49227287656873
2003-11-21,166.49577464463835
2003-11-24,166.75835640924404
2003-11-25,166.76424504139342
2003-11-26,166.74620428908497
2003-11-27,166.76857007930576
2003-11-28,166.77125743163106
2003-12-01,167.36320650192064
2003-12-02,167.41153877944282
2003-12-03,167.3963567795495
2003-12-04,167.389340961359
2003-12-05,167.29409569483093
2003-12-08,169.02032525690686
2003-12-09,169.1149431872303
2003-12-10,168.29340542627355
2003-12-11,168.0528212627312
2003-12-12,168.59142350840418
2003-12-15,171.20927646351987
2003-12-16,171.0900215669326
2003-12-17,170.0937028492679
2003-12-18,170.42883420805296
2003-12-19,171.27885220664942
2003-12-22,168.40568533323247
2003-12-23,167.74218277609205
2003-12-24,168.02955299028795
2003-12-25,167.91679571804582
2003-12-26,167.9189266851764
2003-12-29,167.3830874078733
2003-12-30,168.0651251464777
2003-12-31,168.38642589147886
2004-01-01,168.38642589147886
2004-01-02,168.69768197415817
2004-01-05,169.84596694107285
2004-01-06,169.74783485408167
2004-01-07,170.97230632149314
2004-01-08,171.83414866436306
2004-01-09,171.92995538180887
2004-01-12,174.04030053930987
2004-01-13,175.4616587039894
2004-01-14,175.24280848056875
2004-01-15,175.4821047184791
2004-01-16,175.57984586604624
2004-01-19,172.87942451105215
2004-01-20,172.05173966998078
2004-01-21,171.37298975432938
2004-01-22,172.00381048762765
2004-01-23,172.74564439581064
2004-01-26,172.79966459692696
2004-01-27,173.0733009300433
2004-01-28,173.4619356948489
2004-01-29,174.59569976913858
2004-01-30,174.69712716811338
2004-02-02,174.7016760417362
2004-02-03,174.7016760417362
2004-02-04,175.68517182899487
2004-02-05,176.41083913701016
2004-02-06,176.30486574961236
2004-02-09,177.5737045605898
2004-02-10,178.57548814680428
2004-02-11,178.39639911606776
2004-02-12,177.68522935134595
2004-02-13,177.6898595781455
2004-02-16,177.1953607564426
2004-02-17,177.6354380837076
2004-02-18,178.80778850395993
2004-02-19,178.44221792355916
2004-02-20,178.8614542483048
2004-02-23,177.55697814210893
2004-02-24,176.54685474429695
2004-02-25,175.99969659416675
2004-02-26,175.61170835350586
2004-02-27,176.67385000186238
2004-03-01,176.27982338619074
2004-03-02,175.32354025929249
2004-03-03,175.88886349142243
2004-03-04,175.33998151769387
2004-03-05,175.04271664849244
2004-03-08,176.89790664524259
2004-03-09,177.48762194787258
2004-03-10,178.20790611580722
2004-03-11,178.0437713350299
2004-03-12,178.05431555906378
2004-03-15,178.24648924441107
2004-03-16,178.28101084251554
2004-03-17,179.28879883400302
2004-03-18,178.68396073884497
2004-03-19,179.39676766635404
2004-03-22,176.91031755699146
2004-03-23,176.21752302651424
2004-03-24,176.14575383953323
2004-03-25,175.93823502915478
2004-03-26,175.62269796836702
2004-03-29,176.7142546443732
2004-03-30,177.93104606169678
2004-03-31,181.28364883863605
2004-04-01,182.66846278951647
2004-04-02,184.67131353986449
2004-04-05,187.43649881161912
2004-04-06,186.81860329953585
2004-04-07,186.9336163366259
2004-04-08,186.35119721067068
2004-04-09,187.19899585049504
2004-04-12,188.63882318320447
2004-04-13,190.85683550953175
2004-04-14,196.18898670853187
2004-04-15,201.22876842989504
2004-04-16,202.50576808402835
2004-04-19,214.01112535942318
2004-04-20,215.2379647979737
2004-04-21,215.5642377257921
2004-04-22,213.44476997793578
2004-04-23,213.45037707501504
2004-04-26,210.25616042374205
2004-04-27,202.69598523345093
2004-04-28,200.98473823179668
2004-04-29,200.81312406826964
2004-04-30,200.6064412981812
2004-05-03,201.34505864421146
2004-05-04,200.01419562427952
2004-05-05,205.18480397261874
2004-05-06,207.74557393209886
2004-05-07,208.46866118019295
2004-05-10,206.50321190409775
2004-05-11,207.0816414044993
2004-05-12,208.1496281260354
2004-05-13,208.3039799591979
2004-05-14,208.51592673398358
2004-05-17,211.06330165085376
2004-05-18,213.03120310415042
2004-05-19,212.73321244240773
2004-05-20,213.39432204928124
2004-05-21,213.50589417032342
2004-05-24,213.90517490409428
2004-05-25,213.55376282975652
2004-05-26,212.4811160044641
2004-05-27,212.24281719857618
2004-05-28,213.19103967169687
2004-05-31,212.55519934734
2004-06-01,222.80213010610154
2004-06-02,222.64286912999358
2004-06-03,223.69720248523072
2004-06-04,224.76955666822545
2004-06-07,230.5288281761904
2004-06-08,232.0896211153353
2004-06-09,232.44575283165943
2004-06-10,234.32489586556497
2004-06-11,238.24626030763025
2004-06-14,265.2063880359497
2004-06-15,259.5536421365105
2004-06-16,250.32777479126133
2004-06-17,249.74665063453136
2004-06-18,249.48419412664907
2004-06-21,247.1203671500487
2004-06-22,250.2620582284626
2004-06-23,253.48131357505494
2004-06-24,252.87289139320936
2004-06-25,252.81461488787673
2004-06-28,259.20267332021183
2004-06-29,262.2574015760205
2004-06-30,267.6645491380141
2004-07-01,267.8193623047157
2004-07-02,267.44220020010044
2004-07-05,265.7921549033263
2004-07-06,273.0438528048578
2004-07-07,277.113541636673
2004-07-08,281.0564879410508
2004-07-09,281.04903533881924
2004-07-12,278.8074610382652
2004-07-13,278.7358126867566
2004-07-14,279.2133246405223
2004-07-15,279.45458425304486
2004-07-16,278.76227788362036
2004-07-19,276.042565368701
2004-07-20,275.38291926792624
2004-07-21,278.8793935780065
2004-07-22,279.7935326218085
2004-07-23,279.79245755011766
2004-07-26,278.0050424066243
2004-07-27,279.1508106590869
2004-07-28,277.47007429439316
2004-07-29,275.97769443998425
2004-07-30,273.23774736675495
2004-08-02,268.1855036042631
2004-08-03,268.5710521781684
2004-08-04,268.2806109844808
2004-08-05,268.39608347997876
2004-08-06,268.2658250752558
2004-08-09,270.9713887368858
2004-08-10,274.1269672330631
2004-08-11,274.64981113210507
2004-08-12,271.51152379619003
2004-08-13,270.9010852867416
2004-08-16,272.1224609643649
2004-08-17,271.0927898255414
2004-08-18,269.86770171420926
2004-08-19,268.7702865827635
2004-08-20,268.027307665793
2004-08-23,270.23964269052385
2004-08-24,272.39539896589383
2004-08-25,273.0619752522048
2004-08-26,274.91544061302005
2004-08-27,275.41652067337327
2004-08-30,277.6168733627226
2004-08-31,279.1920355773637
2004-09-01,281.00805633025993
2004-09-02,281.25495648377586
2004-09-03,281.1172459308575
2004-09-06,281.959741313392
2004-09-07,284.5346116623435
2004-09-08,287.7932152370151
2004-09-09,289.98424501481554
2004-09-10,290.5810597755812
2004-09-13,297.160032494071
2004-09-14,303.69685222614925
