Date,SAUDI ARABIA IMI
2014-08-29,1122.5479609666913
2014-09-01,1127.1208220870299
2014-09-02,1122.1568726577905
2014-09-03,1124.888354710637
2014-09-04,1123.921047977734
2014-09-05,1123.921047977734
2014-09-08,1129.5891004117589
2014-09-09,1129.5766896074244
2014-09-10,1126.5022110532213
2014-09-11,1117.9511264673058
2014-09-12,1117.9511264673058
2014-09-15,1106.5985631649205
2014-09-16,1113.328801671031
2014-09-17,1123.1114876540043
2014-09-18,1123.1785538392915
2014-09-19,1123.1785538392915
2014-09-22,1105.3445418934996
2014-09-23,1105.3445418934996
2014-09-24,1090.5862639053603
2014-09-25,1092.5217257244415
2014-09-26,1092.478036505871
2014-09-29,1089.2939548744318
2014-09-30,1096.9003747873498
2014-10-01,1097.047323136351
2014-10-02,1095.724388788918
2014-10-03,1095.7097855558234
2014-10-06,1095.6951827119724
2014-10-07,1095.7828056140393
2014-10-08,1095.9288749314849
2014-10-09,1095.8996579526806
2014-10-10,1095.8996579526806
2014-10-13,1051.0037327458135
2014-10-14,1025.5500120504282
2014-10-15,995.7910497547375
2014-10-16,958.8620198063808
2014-10-17,958.8492395803316
2014-10-20,992.387739647339
2014-10-21,1019.8234788183399
2014-10-22,1029.2360457045077
2014-10-23,1023.7622923430054
2014-10-24,1023.8578014662759
2014-10-27,1028.520577319138
2014-10-28,1027.1006838068374
2014-10-29,1018.8084490083046
2014-10-30,1012.7693107858241
2014-10-31,1012.7423162016762
2014-11-03,1022.401798619623
2014-11-04,982.3207165399562
2014-11-05,962.7094217769786
2014-11-06,966.8774451516374
2014-11-07,966.813020156291
2014-11-10,976.1570027206768
2014-11-11,969.5020461921656
2014-11-12,970.7114603170319
2014-11-13,960.0975513944342
2014-11-14,960.0847577699236
2014-11-17,925.0911786958519
2014-11-18,937.1435353886999
2014-11-19,939.1236752486072
2014-11-20,940.9171183359376
2014-11-21,940.8669621708316
2014-11-24,941.9005454344375
2014-11-25,921.8803261347703
2014-11-26,906.3393803025615
2014-11-27,907.346109114015
2014-11-28,907.1889636001202
2014-12-01,869.4560443779004
2014-12-02,871.5499816549044
2014-12-03,876.9446625202767
2014-12-04,894.5081389948315
2014-12-05,894.5200549662039
2014-12-08,873.5137302660054
2014-12-09,855.8014548469164
2014-12-10,831.2232624971741
2014-12-11,829.6733203494264
2014-12-12,829.6843729340899
2014-12-15,784.3677649252126
2014-12-16,731.7988918364667
2014-12-17,770.1501111188127
2014-12-18,838.3939186638488
2014-12-19,838.3045888375322
2014-12-22,863.6498855528611
2014-12-23,860.3379195564173
2014-12-24,872.5182321334448
2014-12-25,873.1655173360886
2014-12-26,873.2353193893035
2014-12-29,878.4920951196762
2014-12-30,844.4191339303127
2014-12-31,826.7782294437134
2015-01-01,835.9654710206983
2015-01-02,835.5090242992724
2015-01-05,807.3471809191964
2015-01-06,795.7275350686074
2015-01-07,807.2222647115623
2015-01-08,821.4342547822356
2015-01-09,821.4342547822356
2015-01-12,832.4737300019627
2015-01-13,836.5258084031965
2015-01-14,843.8590436551927
2015-01-15,839.0214743183028
2015-01-16,838.7756628811994
