Date,CHILE IMI
1994-05-31,295.84999946992156
1994-06-30,291.99537363476105
1994-07-29,287.210515851598
1994-08-31,327.6474608975198
1994-09-30,351.4938404435903
1994-10-31,392.3805394334939
1994-11-30,376.88420863849615
1994-12-30,369.08392412931295
1995-01-31,361.2658441127301
1995-02-28,350.595525069312
1995-03-31,352.6701887471842
1995-04-28,384.5793932663336
1995-05-31,438.4766843147634
1995-06-30,448.714166931028
1995-07-31,435.4718220202137
1995-08-31,411.5858584242932
1995-09-29,398.5199666228239
1995-10-31,384.95539961440437
1995-11-30,362.9482862618303
1995-12-29,385.59754222734364
1996-01-31,376.4290835328636
1996-02-29,370.9998259589485
1996-03-29,354.6868672693612
1996-04-30,373.6221508372485
1996-05-31,365.4405546384147
1996-06-28,375.5983687901565
1996-07-31,371.5407312875954
1996-08-30,357.0878487909411
1996-09-30,360.9578812989136
1996-10-31,352.6419753791226
1996-11-29,331.20832968029873
1996-12-31,316.4406045000066
1997-01-01,316.44538780775036
1997-01-02,317.5550424736384
1997-01-03,322.0331663922067
1997-01-06,328.23870831405117
1997-01-07,331.9266444443778
1997-01-08,336.0503094344548
1997-01-09,334.7001803221621
1997-01-10,333.8019937951035
1997-01-13,335.82584370665563
1997-01-14,340.45546594178654
1997-01-15,343.33432536418206
1997-01-16,341.40083610038266
1997-01-17,345.0824951114275
1997-01-20,347.6088252085981
1997-01-21,345.6109725835632
1997-01-22,339.9975792361801
1997-01-23,344.27298083631
1997-01-24,340.61721425482324
1997-01-27,336.5692372896387
1997-01-28,339.0452453798397
1997-01-29,339.48795374430404
1997-01-30,342.8425610510885
1997-01-31,343.40789840602145
1997-02-03,346.21201335886605
1997-02-04,345.76098970090806
1997-02-05,346.16070954283504
1997-02-06,346.49300607650366
1997-02-07,355.91750621735
1997-02-10,355.64297380798985
1997-02-11,353.5738173033538
1997-02-12,356.23024390356295
1997-02-13,360.13028174600294
1997-02-14,358.6546560127411
1997-02-17,357.54147398711484
1997-02-18,359.43973875865026
1997-02-19,359.99718685418355
1997-02-20,361.4774814578645
1997-02-21,361.0619039881715
1997-02-24,362.5644684873662
1997-02-25,368.8202676802481
1997-02-26,369.12254395769816
1997-02-27,366.73402860620547
1997-02-28,362.77310298138724
1997-03-03,358.5789900978203
1997-03-04,357.57207079895704
1997-03-05,357.14383065923704
1997-03-06,359.15213428786853
1997-03-07,362.7176464140805
1997-03-10,363.33353703222525
1997-03-11,364.86085203243493
1997-03-12,363.82095667593643
1997-03-13,361.1993799325251
1997-03-14,360.1807013799357
1997-03-17,357.2879537025021
1997-03-18,353.6326590838438
1997-03-19,351.51907484203696
1997-03-20,350.0568652995414
1997-03-21,350.797300661827
1997-03-24,350.8059206568247
1997-03-25,351.4140855777197
1997-03-26,351.8895828524602
1997-03-27,354.98074905522196
1997-03-28,354.93539840737446
1997-03-31,352.00254013037966
1997-04-01,351.40738178371214
1997-04-02,352.8749511744244
1997-04-03,357.99920416016744
1997-04-04,355.8172564259588
1997-04-07,356.93108410703616
1997-04-08,357.16183305031734
1997-04-09,356.7165036342092
1997-04-10,359.71373948422763
1997-04-11,356.98402294425165
1997-04-14,355.2803063966851
1997-04-15,353.71268788242105
1997-04-16,356.4144680793565
1997-04-17,356.6457744275323
1997-04-18,357.78536506588637
1997-04-21,355.54422605078037
1997-04-22,356.81719482184764
1997-04-23,356.51297454685323
1997-04-24,356.30025522274855
1997-04-25,355.0053973167929
1997-04-28,354.2458406849844
1997-04-29,355.5615455886385
1997-04-30,355.6993644257623
1997-05-01,355.6993644257623
1997-05-02,358.08008091106757
1997-05-05,358.6968470976811
1997-05-06,358.671147886146
1997-05-07,357.78168414414563
1997-05-08,359.6783836221431
1997-05-09,360.6062207092855
1997-05-12,360.00335650885256
1997-05-13,356.8967539510633
1997-05-14,356.2305701553262
1997-05-15,356.9590282706444
1997-05-16,358.70399239566376
1997-05-19,361.067686444377
1997-05-20,363.2786516120371
1997-05-21,363.4329050872617
1997-05-22,367.62276692655917
1997-05-23,370.41632823567227
1997-05-26,370.6714076649531
1997-05-27,373.38242559181884
1997-05-28,375.88779626304523
1997-05-29,376.17893820992623
1997-05-30,382.5978108741237
1997-06-02,389.8192445511721
1997-06-03,388.8442385559774
1997-06-04,388.3455271709286
1997-06-05,384.7502462203946
1997-06-06,384.67623580794793
1997-06-09,385.2382507725387
1997-06-10,388.12529099827054
1997-06-11,394.12546961460816
1997-06-12,399.95044668644783
1997-06-13,401.058411802973
1997-06-16,396.3970498402623
1997-06-17,393.0160851136823
1997-06-18,391.47702658160904
1997-06-19,393.18336482581486
1997-06-20,393.5187361222568
1997-06-23,390.13151210217217
1997-06-24,390.9172063476001
1997-06-25,389.8725426605556
1997-06-26,389.41595712216025
1997-06-27,391.2307966759976
1997-06-30,391.26444704374853
1997-07-01,394.6502346880912
1997-07-02,398.16474221565943
1997-07-03,401.808551785535
1997-07-04,402.2470490676158
1997-07-07,400.7685187172408
1997-07-08,401.5029539986001
1997-07-09,400.49791148871014
1997-07-10,401.72999526156985
1997-07-11,399.053883013915
1997-07-14,398.3785077975219
1997-07-15,391.96562414021207
1997-07-16,394.1611286661825
1997-07-17,391.9568520776433
1997-07-18,387.41268888038394
1997-07-21,382.6868683265186
1997-07-22,385.22375392344156
1997-07-23,389.27167992364156
1997-07-24,391.9789801610537
1997-07-25,394.5606518051695
1997-07-28,392.2658433720435
1997-07-29,392.39309690528347
1997-07-30,393.03612825320175
1997-07-31,392.3347105647896
1997-08-01,393.6546012170036
1997-08-04,395.01402381166423
1997-08-05,392.02345257222925
1997-08-06,395.2398911188388
1997-08-07,395.6175249555503
1997-08-08,394.4749808408817
1997-08-11,391.3685738966047
1997-08-12,388.9014437929596
1997-08-13,387.12067487462866
1997-08-14,389.2058728298433
1997-08-15,389.3645439187536
1997-08-18,387.0160597350958
1997-08-19,390.08978859989315
1997-08-20,393.25618051189906
1997-08-21,391.37154332511466
1997-08-22,386.7746199582042
1997-08-25,385.0177626101045
1997-08-26,384.3285945330274
1997-08-27,383.7314104851431
1997-08-28,380.60239551136146
1997-08-29,377.67530297630617
1997-09-01,377.0369684092103
1997-09-02,381.0242658311621
1997-09-03,388.27062020814236
1997-09-04,385.3313354020276
1997-09-05,383.96951567081874
1997-09-08,382.58561923168276
1997-09-09,383.4063336326008
1997-09-10,381.93691727149894
1997-09-11,381.93691727149894
1997-09-12,380.3912445170775
1997-09-15,377.7636066810984
1997-09-16,380.6532081240388
1997-09-17,381.46577319859193
1997-09-18,381.46577319859193
1997-09-19,381.46577319859193
1997-09-22,382.5019467554562
1997-09-23,380.7213722411135
1997-09-24,379.9890764721203
1997-09-25,376.309161623956
1997-09-26,377.0259438120932
1997-09-29,377.27276930080853
1997-09-30,378.1889590522473
1997-10-01,378.08516995135415
1997-10-02,375.61491175845754
1997-10-03,375.6926133207765
1997-10-06,373.63421069618363
1997-10-07,370.17111412768793
1997-10-08,366.9551321493279
1997-10-09,369.1856956551287
1997-10-10,366.8939597013146
1997-10-13,367.11197995149917
1997-10-14,365.16414993156997
1997-10-15,363.74690191634545
1997-10-16,363.99140401483373
1997-10-17,359.8646266762245
1997-10-20,359.27517200623123
1997-10-21,360.42737154715934
1997-10-22,360.77368381419757
1997-10-23,356.4848567201107
1997-10-24,352.17780188451195
1997-10-27,336.44050684837265
1997-10-28,333.9248648768416
1997-10-29,342.58927353430505
1997-10-30,339.24641641355106
1997-10-31,341.06136647566655
1997-11-03,346.32928536690406
1997-11-04,343.92139597457964
1997-11-05,345.6282382416128
1997-11-06,341.78315051608445
1997-11-07,334.7835404138578
1997-11-10,334.4489517104699
1997-11-11,334.0287424843206
1997-11-12,328.2225567065484
1997-11-13,327.1245762819951
1997-11-14,326.0008700482662
1997-11-17,328.3901128235536
1997-11-18,325.6291966555073
1997-11-19,324.3471003160387
1997-11-20,326.1828388215561
1997-11-21,328.13650130401464
1997-11-24,327.4994788183973
1997-11-25,325.45550007436486
1997-11-26,323.5478378808578
1997-11-27,322.363390694848
1997-11-28,321.2991071671417
1997-12-01,319.99183671597484
