Date,BRAZIL IMI
1994-05-31,128.93784553159662
1994-06-30,131.65556305406966
1994-07-29,153.83277271592385
1994-08-31,206.47078988455692
1994-09-30,222.66042178805287
1994-10-31,211.84567359136148
1994-11-30,210.21623823940973
1994-12-30,197.6192484053745
1995-01-31,185.18793311052085
1995-02-28,159.89686466230873
1995-03-31,136.96027661586243
1995-04-28,158.164419373874
1995-05-31,158.68741371012717
1995-06-30,153.06177970439188
1995-07-31,157.00129698794584
1995-08-31,163.65784893008453
1995-09-29,168.5664566805053
1995-10-31,153.23996984275763
1995-11-30,149.00425648591113
1995-12-29,148.23312609999311
1996-01-31,170.69113480112668
1996-02-29,164.87116109871013
1996-03-29,164.16903756576363
1996-04-30,165.22766013875417
1996-05-31,177.02460822844571
1996-06-28,183.31264509678584
1996-07-31,181.0964534174131
1996-08-30,185.70285382305752
1996-09-30,187.63119999201146
1996-10-31,192.8460185063833
1996-11-29,194.07002857227795
1996-12-31,203.69431018438365
1997-01-01,203.6625417483169
1997-01-02,202.5288074275212
1997-01-03,203.2723823109667
1997-01-06,205.51785133869888
1997-01-07,209.92205368594495
1997-01-08,212.6822485595143
1997-01-09,213.13382903886955
1997-01-10,213.67331671776847
1997-01-13,212.39748786676168
1997-01-14,217.19581546170127
1997-01-15,218.37006911581216
1997-01-16,218.620992117408
1997-01-17,221.26462032552755
1997-01-20,221.92672188353643
1997-01-21,224.2079253127381
1997-01-22,223.08044945606977
1997-01-23,225.4091084147488
1997-01-24,222.6194193050087
1997-01-27,222.09828890502305
1997-01-28,223.36897262123662
1997-01-29,220.64875889167325
1997-01-30,221.1679638079611
1997-01-31,225.63655641640057
1997-02-03,230.09091358158372
1997-02-04,230.21954097765337
1997-02-05,232.40064937804954
1997-02-06,232.78093494996392
1997-02-07,237.07837192917032
1997-02-10,237.02626004446614
1997-02-11,236.9870232814874
1997-02-12,246.31889380331685
1997-02-13,246.1434980183872
1997-02-14,245.75976097348826
1997-02-17,247.13550915586728
1997-02-18,249.35215445382508
1997-02-19,246.96093812479117
1997-02-20,244.93096366467475
1997-02-21,243.68059172544028
1997-02-24,246.24122017541134
1997-02-25,250.15245806214844
1997-02-26,247.0398150568545
1997-02-27,242.5472835874531
1997-02-28,243.3450570732917
1997-03-03,243.90251554850602
1997-03-04,244.61641879265977
1997-03-05,245.07325580429358
1997-03-06,246.18164913548117
1997-03-07,247.58832469124
1997-03-10,252.27510243551836
1997-03-11,253.349003639333
1997-03-12,248.80705851708942
1997-03-13,247.81166505146064
1997-03-14,250.543484270405
1997-03-17,246.89282127085372
1997-03-18,243.70073209779952
1997-03-19,241.49237104427485
1997-03-20,244.33438670382995
1997-03-21,243.82521085004345
1997-03-24,244.02821892788742
1997-03-25,245.18377351742365
1997-03-26,244.05884179253903
1997-03-27,244.05867105467394
1997-03-28,243.9935160123369
1997-03-31,239.30499125576392
1997-04-01,239.91265480912998
1997-04-02,240.3002164295556
1997-04-03,241.90867939473986
1997-04-04,248.4173954037176
1997-04-07,252.374023358477
1997-04-08,250.88679879853476
1997-04-09,252.15361779598055
1997-04-10,251.2626737338557
1997-04-11,247.7392829083313
1997-04-14,244.8794839294957
1997-04-15,246.0124711577445
1997-04-16,246.45797503830943
1997-04-17,243.21346709932004
1997-04-18,242.96027143732474
1997-04-21,242.97422950908162
1997-04-22,244.04009847356508
1997-04-23,246.59281023399282
