Date,UNITED ARAB EMIRATES IMI
2002-05-31,140.71500534935424
2002-06-03,139.1499741797624
2002-06-04,138.3806417767965
2002-06-05,138.86476954832762
2002-06-06,139.84482756875715
2002-06-07,139.84482756875715
2002-06-10,138.53286450674253
2002-06-11,138.7057949529245
2002-06-12,138.75132960609096
2002-06-13,138.47157807127795
2002-06-14,138.4249867647628
2002-06-17,139.43393385443312
2002-06-18,139.85325561306962
2002-06-19,138.650387775114
2002-06-20,138.59949744708769
2002-06-21,138.60327101831064
2002-06-24,136.18561901353928
2002-06-25,136.28822693261887
2002-06-26,136.82060418141234
2002-06-27,136.330561829451
2002-06-28,136.51507371968344
2002-07-01,137.73381159674
2002-07-02,139.94336610874
2002-07-03,139.98804966582776
2002-07-04,138.8530655743863
2002-07-05,138.8530655743863
2002-07-08,140.43351441754805
2002-07-09,140.49357639924906
2002-07-10,140.36590043654024
2002-07-11,139.89090108574578
2002-07-12,139.91514855256958
2002-07-15,140.33026478157828
2002-07-16,141.21600086567656
2002-07-17,141.62729640082532
2002-07-18,140.9697908860098
2002-07-19,140.97362909639116
2002-07-22,142.2416034195109
2002-07-23,142.64336117021497
2002-07-24,142.75798144647558
2002-07-25,144.0105041880291
2002-07-26,145.18561303323816
2002-07-29,146.70372320686442
2002-07-30,146.97698918163476
2002-07-31,146.50346847166406
2002-08-01,146.54797463707752
2002-08-02,147.72524282770453
2002-08-05,150.0766650349928
2002-08-06,151.44631142285292
2002-08-07,151.45455833591234
2002-08-08,151.45043476711558
2002-08-09,151.45043476711558
2002-08-12,155.49395440718334
2002-08-13,155.49395440718334
2002-08-14,156.8660128901575
2002-08-15,156.22756923891222
2002-08-16,155.64492495335395
2002-08-19,153.086111748801
2002-08-20,153.10827491881682
2002-08-21,152.07800793022787
2002-08-22,157.64084403221617
2002-08-23,157.66079949969253
2002-08-26,158.74529801082898
2002-08-27,158.30844126020503
2002-08-28,158.78499727043854
2002-08-29,158.39515505022763
2002-08-30,158.39084251367478
