Date,TURKEY IMI
1994-05-31,126.33804054068062
1994-06-30,172.33983158697586
1994-07-29,188.2143310835905
1994-08-31,206.0322075324775
1994-09-30,209.34326866636644
1994-10-31,205.86856215145568
1994-11-30,227.56888143708753
1994-12-30,211.85418663306987
1995-01-31,187.30504415391013
1995-02-28,207.2038694271679
1995-03-31,263.9271844476616
1995-04-28,301.4204001594531
1995-05-31,296.31815538242336
1995-06-30,297.58157726642327
1995-07-31,312.98038485014285
1995-08-31,249.3553035640116
1995-09-29,229.30967154340757
1995-10-31,256.38227091983674
1995-11-30,198.33566452477925
1995-12-29,184.82971535968983
1996-01-31,237.91622070168452
1996-02-29,272.26001069180575
1996-03-29,275.42767916459235
1996-04-30,255.05286152944538
1996-05-31,226.12562123647973
1996-06-28,255.7170571223341
1996-07-31,245.5058395645527
1996-08-30,232.0359294697293
1996-09-30,245.4130541348164
1996-10-31,248.9200616195168
1996-11-29,264.42280209842016
1996-12-31,250.50795584859438
1997-01-01,250.50795584859438
1997-01-02,256.7218144450333
1997-01-03,263.3457566462048
1997-01-06,267.6333503932309
1997-01-07,276.26300865439174
1997-01-08,289.9493628502528
1997-01-09,288.88718489268507
1997-01-10,288.98563304667715
1997-01-13,283.6063599097016
1997-01-14,290.28712077082605
1997-01-15,293.3732242590451
1997-01-16,292.9205050747322
1997-01-17,292.66931834513554
1997-01-20,292.4446297628776
1997-01-21,299.33721699933744
1997-01-22,305.07858818671696
1997-01-23,331.25456773641923
1997-01-24,367.6157982915149
1997-01-27,415.3816191287523
1997-01-28,372.45835434917467
1997-01-29,381.0464491571038
1997-01-30,391.5754167001856
1997-01-31,381.1149158782133
1997-02-03,373.28033494236223
1997-02-04,345.3244162836825
1997-02-05,351.53524316803265
1997-02-06,365.3513270581046
1997-02-07,360.71538892350173
1997-02-10,361.6269769672811
1997-02-11,361.0187405246483
1997-02-12,365.56885004661416
1997-02-13,368.67462395792484
1997-02-14,355.65671678871763
1997-02-17,354.795992773475
1997-02-18,365.4229317737395
1997-02-19,370.1233713551518
1997-02-20,375.24284416276186
1997-02-21,368.93796085363107
1997-02-24,374.726758135514
1997-02-25,377.78228409724665
1997-02-26,373.59346709583707
1997-02-27,367.2146551619458
1997-02-28,368.80537997477506
1997-03-03,348.48848024515456
1997-03-04,332.4939760146077
1997-03-05,316.23679126204394
1997-03-06,337.0982138062453
1997-03-07,327.20942156574444
1997-03-10,334.0208775255658
1997-03-11,338.024765551481
1997-03-12,329.2320838322525
1997-03-13,347.237660696655
1997-03-14,346.22552237007375
1997-03-17,365.10768936153914
1997-03-18,370.60951459750765
1997-03-19,380.7478800466632
1997-03-20,380.81418485097197
1997-03-21,374.45903782250093
1997-03-24,374.0474085141679
1997-03-25,357.70149680047376
1997-03-26,360.164796369707
1997-03-27,344.8470528268983
1997-03-28,356.00922974785925
1997-03-31,371.91248913962596
1997-04-01,362.83558336272915
1997-04-02,362.07790288756837
1997-04-03,357.9677303330178
1997-04-04,355.79057538365737
1997-04-07,343.35737065967555
1997-04-08,347.93655268255173
1997-04-09,340.24774371820854
1997-04-10,337.33232002022174
1997-04-11,332.77233983961895
1997-04-14,331.99754089879383
1997-04-15,339.40137190342284
1997-04-16,336.0252779209364
1997-04-17,339.58329311854396
1997-04-18,335.7207943528846
1997-04-21,338.0784550312678
1997-04-22,335.95884089314075
1997-04-23,335.95884089314075
1997-04-24,316.4561646569583
1997-04-25,319.19414323060437
1997-04-28,315.0745305390009
1997-04-29,312.98227622406887
1997-04-30,309.5660357467769
1997-05-01,316.5746095085862
1997-05-02,306.4793197570736
1997-05-05,296.4860176725129
1997-05-06,303.34331150418166
1997-05-07,318.1117304139372
1997-05-08,312.37128096889353
1997-05-09,306.6373774836693
1997-05-12,295.8468048743612
1997-05-13,298.69953117775594
1997-05-14,303.5774097777654
1997-05-15,317.9330295235667
1997-05-16,311.84109527496753
1997-05-19,311.18908433315255
1997-05-20,316.60650014903365
1997-05-21,314.0871572330928
1997-05-22,307.9584642772091
1997-05-23,301.4248038190239
1997-05-26,303.54574814622896
1997-05-27,311.0968682746062
1997-05-28,320.49293365028365
1997-05-29,314.7301612069775
1997-05-30,327.4727121785007
1997-06-02,338.17478130115
