Date,KUWAIT DOMESTIC IMI
2002-05-31,259.6194293097855
2002-06-03,267.26054057786183
2002-06-04,265.26220062870203
2002-06-05,266.29651100315266
2002-06-06,266.4716196738764
2002-06-07,266.51543283067906
2002-06-10,268.4086098852537
2002-06-11,267.56514950995995
2002-06-12,266.14170699802173
2002-06-13,266.2730053241185
2002-06-14,266.4044332635678
2002-06-17,266.5851276376891
2002-06-18,266.9705924406493
2002-06-19,266.73387448656274
2002-06-20,266.8657903493157
2002-06-21,267.2623219843073
2002-06-24,269.60312814799465
2002-06-25,267.982399534257
2002-06-26,267.92535427541065
2002-06-27,267.7922567323031
2002-06-28,267.7922567323031
2002-07-01,267.1154547009146
2002-07-02,268.23663848836014
2002-07-03,269.3342698624156
2002-07-04,269.28967809588215
2002-07-05,269.1114585868842
2002-07-08,272.00462063412806
2002-07-09,273.5719404838419
2002-07-10,273.8502297545413
2002-07-11,274.03203903570613
2002-07-12,274.03203903570613
2002-07-15,274.2393943186377
2002-07-16,273.21020079731767
2002-07-17,271.9086207006144
2002-07-18,271.86337800166257
2002-07-19,272.18039343494786
2002-07-22,272.70107822335257
2002-07-23,269.52152988790925
2002-07-24,265.4756778440655
2002-07-25,265.6523377527955
2002-07-26,265.1670877170465
2002-07-29,258.5268965151165
2002-07-30,258.93327798776284
2002-07-31,260.1223534658461
2002-08-01,260.2086152312136
2002-08-02,260.38131051260154
2002-08-05,261.516014958291
2002-08-06,256.77503876765536
2002-08-07,258.85816760907863
2002-08-08,258.85816760907863
2002-08-09,258.9866332009442
2002-08-12,255.23724454148154
2002-08-13,256.43969546460505
2002-08-14,257.1219612867142
2002-08-15,256.781120244412
2002-08-16,256.86624576081994
2002-08-19,256.1298172569494
2002-08-20,254.3677043920255
2002-08-21,255.39552672801585
2002-08-22,255.1419485118371
2002-08-23,255.05753430223848
2002-08-26,258.08982653117005
2002-08-27,262.471602717429
2002-08-28,262.623462100478
2002-08-29,262.623462100478
2002-08-30,262.5364574749685
2002-09-02,261.23284193774316
2002-09-03,261.13376295714613
2002-09-04,259.92538830844217
2002-09-05,259.92538830844217
2002-09-06,259.7529382249733
2002-09-09,254.0518281044608
2002-09-10,251.63272361650388
2002-09-11,253.59210944165775
2002-09-12,253.76002343565986
2002-09-13,253.76002343565986
2002-09-16,253.58662611674333
2002-09-17,255.99918312778345
2002-09-18,255.97587064046107
2002-09-19,256.1453630229411
2002-09-20,255.97587064046107
2002-09-23,255.05170591018998
2002-09-24,254.53349713853467
2002-09-25,254.09468420646607
2002-09-26,253.96862433336878
2002-09-27,253.88465388392808
2002-09-30,250.2376491879238
2002-10-01,242.19065770926974
2002-10-02,243.72976953396704
2002-10-03,243.89120670537557
2002-10-04,244.01242499896676
2002-10-07,246.15359188376422
2002-10-08,248.2890445314681
2002-10-09,250.92350479650682
2002-10-10,251.2142620442432
2002-10-11,251.0895693264846
2002-10-14,251.66547756183107
2002-10-15,250.88957948662383
2002-10-16,252.71382584323837
2002-10-17,252.33813631027027
2002-10-18,252.2131545686604
2002-10-21,256.9880122024883
2002-10-22,255.56247488702255
2002-10-23,256.0532441107902
2002-10-24,255.96866830761567
2002-10-25,257.3286213851258
2002-10-28,253.69685596438194
2002-10-29,254.51615780400792
2002-10-30,254.9540299063088
2002-10-31,255.20742135561107
2002-11-01,255.29199713733618
2002-11-04,258.86865315525813
2002-11-05,259.2015309230959
2002-11-06,258.415055355206
2002-11-07,259.01612044491736
2002-11-08,259.27457657707595
2002-11-11,264.25992829195843
2002-11-12,264.2413850806063
2002-11-13,264.22943430982997
2002-11-14,263.96630126321435
2002-11-15,264.01012037032973
2002-11-18,267.3585201203268
2002-11-19,268.7552785823455
2002-11-20,269.71076779561025
2002-11-21,269.6213263206324
2002-11-22,269.4872752800355
2002-11-25,272.9362995653157
2002-11-26,274.3648026449969
2002-11-27,273.10497361082736
2002-11-28,273.2859876778436
2002-11-29,273.2859876778436
2002-12-02,276.819781853173
2002-12-03,276.7698674521423
2002-12-04,278.1430804283072
2002-12-05,278.18914586064045
2002-12-06,278.1430804283072
2002-12-09,279.0687584323399
2002-12-10,277.50713920221267
2002-12-11,280.24563911368904
2002-12-12,280.385180510758
2002-12-13,281.0382153680448
2002-12-16,287.47029298658043
2002-12-17,288.357812047574
2002-12-18,290.91149537918125
2002-12-19,290.9599241282039
2002-12-20,291.0568300146746
2002-12-23,283.3227611867922
2002-12-24,286.03763169095856
2002-12-25,286.2732418803418
2002-12-26,286.3209223003751
2002-12-27,286.5595628423825
2002-12-30,285.0117046009082
2002-12-31,286.8519731287046
2003-01-01,286.8519731287046
2003-01-02,286.23056408843246
2003-01-03,286.42147992240837
2003-01-06,291.96599452485606
2003-01-07,293.779911776811
2003-01-08,293.72982739172545
2003-01-09,293.82785169587754
2003-01-10,294.0240967128727
2003-01-13,294.63557434661715
2003-01-14,295.37062456510046
2003-01-15,295.75610872375347
2003-01-16,295.75610872375347
2003-01-17,295.9044565462198
2003-01-20,296.7188750461025
2003-01-21,297.45353401666296
2003-01-22,298.13392790597055
