Date,WORLD GROWTH
1987-05-29,712.83552
1987-06-30,697.19281
1987-07-31,705.6665
1987-08-31,757.61073
1987-09-30,729.70516
1987-10-30,608.12603
1987-11-30,589.2869
1987-12-31,608.11267
1988-01-29,621.18955
1988-02-29,659.98425
1988-03-31,675.67542
1988-04-29,675.45452
1988-05-31,656.49543
1988-06-30,649.19687
1988-07-29,652.94532
1988-08-31,622.8072
1988-09-30,653.08453
1988-10-31,700.52535
1988-11-30,726.25025
1988-12-30,732.99732
1989-01-31,755.07066
1989-02-28,746.26769
1989-03-31,741.96509
1989-04-28,757.68308
1989-05-31,735.85184
1989-06-30,724.72566
1989-07-31,815.80467
1989-08-31,793.39391
1989-09-29,814.4418
1989-10-31,788.90724
1989-11-30,825.13933
1989-12-29,847.07025
1990-01-31,800.79302
1990-02-28,760.09049
1990-03-30,713.47754
1990-04-30,704.6211
1990-05-31,787.46436
1990-06-29,784.05605
1990-07-31,788.54742
1990-08-31,714.55019
1990-09-28,634.7399
1990-10-31,702.63598
1990-11-30,690.14367
1990-12-31,707.35459
1991-01-31,734.03192
1991-02-28,800.63217
1991-03-29,782.29485
1991-04-30,788.50914
1991-05-31,806.50231
1991-06-28,756.02989
1991-07-31,791.54904
1991-08-30,792.70117
1991-09-30,806.82145
1991-10-31,826.27807
1991-11-29,800.05705
1991-12-31,868.3023
1992-01-31,841.97798
1992-02-28,822.98821
1992-03-31,783.97314
1992-04-30,775.7577
1992-05-29,809.51193
1992-06-30,779.96084
1992-07-31,787.35583
1992-08-31,816.00114
1992-09-30,808.28431
1992-10-30,790.48502
1992-11-30,810.01676
1992-12-31,813.07157
1993-01-29,804.58367
1993-02-26,814.32168
1993-03-31,851.42323
1993-04-30,876.56456
1993-05-31,904.27683
1993-06-30,895.37717
1993-07-30,903.57163
1993-08-31,943.84584
1993-09-30,921.25605
1993-10-29,953.57707
1993-11-30,897.45938
1993-12-31,931.72598
1994-01-31,985.12395
1994-02-28,971.92722
1994-03-31,924.81512
1994-04-29,951.10535
1994-05-31,950.02164
1994-06-30,942.45096
1994-07-29,959.71457
1994-08-31,990.93951
1994-09-30,968.13381
1994-10-31,991.35303
1994-11-30,951.80454
1994-12-30,966.01867
1995-01-31,951.33718
1995-02-28,965.84652
1995-03-31,1012.93595
1995-04-28,1050.51316
1995-05-31,1058.84493
1995-06-30,1060.13167
1995-07-31,1112.03118
1995-08-31,1080.7405
1995-09-29,1118.57417
1995-10-31,1106.38433
1995-11-30,1141.55695
1995-12-29,1167.56012
1996-01-31,1188.25725
1996-02-29,1196.80332
1996-03-29,1214.20189
1996-04-30,1239.48706
1996-05-31,1246.73557
1996-06-28,1255.25373
1996-07-31,1208.49316
1996-08-30,1218.44206
1996-09-30,1273.91393
1996-10-31,1277.69579
1996-11-29,1342.45673
1996-12-31,1316.10027
1997-01-31,1334.42750271677
1997-02-28,1349.128630271459
1997-03-31,1317.5535298153786
1997-04-30,1378.023399877859
1997-05-30,1458.3927463098958
1997-06-30,1538.717498894021
1997-07-31,1609.8339808915987
1997-08-29,1489.9905057722547
1997-09-30,1575.7239147426924
1997-10-31,1474.9086729622811
1997-11-28,1512.2651336524204
1997-12-31,1525.9976102765788
1998-01-30,1585.6559786447212
1998-02-27,1697.588533310384
1998-03-31,1756.1630484379345
1998-04-30,1766.2570300629461
1998-05-29,1746.478386035539
1998-06-30,1821.0159683067711
1998-07-31,1817.8378974365162
1998-08-31,1604.7745633363977
1998-09-30,1640.6379289231731
1998-10-30,1783.1256344760131
1998-11-30,1897.8800546724822
1998-12-31,2036.2859482827766
1999-01-29,2107.825882190014
1999-02-26,2023.762696258878
1999-03-31,2098.2885915035954
1999-04-30,2094.58287143758
1999-05-31,2021.2664352562547
1999-06-30,2145.2686761116156
1999-07-30,2121.327386703605
1999-08-31,2147.211776538944
1999-09-30,2150.5405150144816
1999-10-29,2291.1116847195476
1999-11-30,2425.2499679447155
1999-12-31,2702.643320797504
2000-01-31,2533.007905383482
2000-02-29,2620.8285695616455
2000-03-31,2776.7873027593937
2000-04-28,2590.319727308322
2000-05-31,2436.5399731095617
2000-06-30,2585.249314756627
2000-07-31,2455.060487580675
2000-08-31,2541.940910117241
2000-09-29,2316.6478003513243
2000-10-31,2219.1696404234026
2000-11-30,2047.8823909083385
2000-12-29,2009.1304234455047
2001-01-01,2009.1304234455047
2001-01-02,1956.8301797253316
2001-01-03,2024.0330172084512
2001-01-04,2024.8437074366523
2001-01-05,1988.1562946008814
2001-01-08,1974.1824317795426
2001-01-09,1967.970363766004
2001-01-10,1975.8357614357813
2001-01-11,2011.1389202758473
2001-01-12,2015.0466061501945
2001-01-15,2013.7564949995092
2001-01-16,2009.8476536736964
2001-01-17,2029.0445544938493
2001-01-18,2068.247943172074
2001-01-19,2070.061742731012
2001-01-22,2066.1161910573524
2001-01-23,2079.0325638652166
2001-01-24,2073.24246014524
2001-01-25,2057.307276784117
2001-01-26,2057.065139140776
2001-01-29,2061.386758105024
2001-01-30,2067.944199194821
2001-01-31,2069.7534819699445
2001-02-01,2078.900734306444
2001-02-02,2035.1420942089512
2001-02-05,2031.776082342719
2001-02-06,2030.775549869493
2001-02-07,2003.9649931879298
2001-02-08,1974.6351330878751
2001-02-09,1935.3537221535357
2001-02-12,1962.6692891432808
2001-02-13,1937.577939837946
2001-02-14,1928.0797011137718
2001-02-15,1944.6825605190227
2001-02-16,1900.2497934417117
2001-02-19,1898.6636374788918
2001-02-20,1864.2154083620412
2001-02-21,1838.2839730842334
2001-02-22,1824.7013645164
2001-02-23,1810.85381194581
2001-02-26,1835.7361109174556
2001-02-27,1826.9725333504566
2001-02-28,1805.6434296492896
2001-03-01,1807.0597066108644
2001-03-02,1784.9570111023288
2001-03-05,1795.2145148840355
2001-03-06,1817.3946340812493
2001-03-07,1818.2867395827707
2001-03-08,1810.8653816131248
2001-03-09,1772.5460106063729
2001-03-12,1697.7622748604224
2001-03-13,1702.4488486619662
2001-03-14,1669.585421037766
2001-03-15,1679.0143583187448
2001-03-16,1639.512780508495
2001-03-19,1653.7572913014365
2001-03-20,1640.9309141878
2001-03-21,1625.7196310296756
2001-03-22,1599.360415035031
2001-03-23,1645.786682997377
2001-03-26,1678.075178186748
2001-03-27,1712.3940736863851
2001-03-28,1675.5958311608333
2001-03-29,1652.7548427923582
2001-03-30,1659.3656117983599
2001-04-02,1639.0652805619295
2001-04-03,1593.1917230337547
2001-04-04,1603.4989192047237
2001-04-05,1661.2277058657896
2001-04-06,1647.6570692777068
2001-04-09,1650.8740745485934
2001-04-10,1677.3363196710495
2001-04-11,1680.7272009325395
2001-04-12,1705.7898856208528
2001-04-13,1704.7416088625253
2001-04-16,1689.0206041340348
2001-04-17,1697.4692928848037
2001-04-18,1759.8551551633284
2001-04-19,1794.5281320395343
2001-04-20,1788.290348733643
2001-04-23,1757.0713845570485
2001-04-24,1735.8875741429122
2001-04-25,1757.3278930452873
2001-04-26,1768.3778229555141
2001-04-27,1786.533090792166
2001-04-30,1793.1319290198203
2001-05-01,1820.811563345246
2001-05-02,1828.9158524082322
2001-05-03,1801.530076334513
2001-05-04,1822.0080897935738
2001-05-07,1822.3289315303502
2001-05-08,1817.821772662202
2001-05-09,1799.2689934453235
2001-05-10,1804.7394171022079
2001-05-11,1789.2813399531635
2001-05-14,1772.1010285347957
2001-05-15,1781.4625389754117
2001-05-16,1812.0882294036815
2001-05-17,1826.0771486014937
2001-05-18,1824.4682341472053
2001-05-21,1849.757706710906
2001-05-22,1846.8374464320568
2001-05-23,1824.6141841688668
2001-05-24,1826.8892682886858
2001-05-25,1806.0307342748183
2001-05-28,1807.2484442656296
2001-05-29,1792.9267419792643
2001-05-30,1760.8033379990798
2001-05-31,1756.9371647684923
2001-06-01,1764.2533871612025
2001-06-04,1773.308811435329
2001-06-05,1793.8803139949873
2001-06-06,1781.4322256622618
2001-06-07,1795.177775200625
2001-06-08,1780.4670753138168
2001-06-11,1754.2531138245017
2001-06-12,1740.781890084097
2001-06-13,1730.8730507402045
2001-06-14,1714.856263426692
2001-06-15,1698.6080342665564
2001-06-18,1688.4053392147719
2001-06-19,1690.2053787564091
2001-06-20,1699.5098235317116
2001-06-21,1711.4615200993098
2001-06-22,1703.8489984714083
2001-06-25,1700.0735975196098
2001-06-26,1688.7922930450702
2001-06-27,1680.6911291288286
2001-06-28,1696.6329805945736
2001-06-29,1695.5017279152105
2001-07-02,1715.5176190720451
2001-07-03,1706.1249906061307
2001-07-04,1697.9412920616728
2001-07-05,1664.8536584327396
2001-07-06,1626.4040509917818
2001-07-09,1638.2739699393242
2001-07-10,1623.4095534748565
2001-07-11,1619.0856866602091
2001-07-12,1652.0602845875387
2001-07-13,1659.745230824413
2001-07-16,1644.306823988309
2001-07-17,1647.7052154004489
2001-07-18,1647.0789813006356
2001-07-19,1667.0672383834537
2001-07-20,1660.1308179648488
2001-07-23,1634.2782637915177
2001-07-24,1621.687428751411
2001-07-25,1632.7668084087263
2001-07-26,1639.7244980805715
2001-07-27,1648.0822853559584
2001-07-30,1650.4510344483947
2001-07-31,1670.3256151076864
2001-08-01,1681.3393145846783
2001-08-02,1695.245830781234
2001-08-03,1684.473519225832
2001-08-06,1668.9319182682664
2001-08-07,1673.2160099266675
2001-08-08,1645.4284184936118
2001-08-09,1636.587740545961
2001-08-10,1640.6665671569149
2001-08-13,1643.1824856759633
2001-08-14,1649.3216719616762
2001-08-15,1646.167085756098
2001-08-16,1640.4809958390629
2001-08-17,1614.477910100447
2001-08-20,1618.4981108214204
2001-08-21,1609.344368810706
2001-08-22,1621.848677437589
2001-08-23,1612.5795775190365
2001-08-24,1645.1445713679864
2001-08-27,1641.238231514133
2001-08-28,1615.9887368552738
2001-08-29,1600.5718946041272
2001-08-30,1567.0066878852792
2001-08-31,1567.2895737260492
2001-09-03,1556.4317804129591
2001-09-04,1559.5621678541781
2001-09-05,1551.9042455608815
2001-09-06,1517.4643748473475
2001-09-07,1498.7507700380854
2001-09-10,1497.7713553985875
2001-09-11,1472.8646572420773
2001-09-12,1471.9688270404529
2001-09-13,1479.0210672503479
2001-09-14,1466.1141155116704
2001-09-17,1432.2215968800385
2001-09-18,1422.677777488162
2001-09-19,1408.9483632901022
2001-09-20,1365.733135202125
2001-09-21,1327.7277727920969
2001-09-24,1381.275117166856
2001-09-25,1400.5548275250856
2001-09-26,1398.1586563566102
2001-09-27,1410.6071384059999
2001-09-28,1436.9958050228913
2001-10-01,1433.7392415968907
2001-10-02,1446.431997841521
2001-10-03,1465.3478289123218
2001-10-04,1479.6198476801978
2001-10-05,1491.4741702051099
2001-10-08,1489.15083355776
2001-10-09,1474.106157823187
2001-10-10,1500.6885595627116
2001-10-11,1523.0024129513015
2001-10-12,1524.835975252219
2001-10-15,1515.635040035348
2001-10-16,1525.758154435983
2001-10-17,1519.538350401988
2001-10-18,1506.4418791526955
2001-10-19,1506.635214579004
2001-10-22,1527.068707804333
2001-10-23,1533.4517214911423
2001-10-24,1542.165648635442
2001-10-25,1546.3618643892996
2001-10-26,1552.3844331136852
2001-10-29,1521.8810818736367
2001-10-30,1496.625825852948
2001-10-31,1498.1322005962313
2001-11-01,1529.0112206647134
2001-11-02,1534.0382063879642
2001-11-05,1557.698642268334
2001-11-06,1579.4160283007873
2001-11-07,1575.804235727979
2001-11-08,1585.0967884967085
2001-11-09,1580.9217319132244
2001-11-12,1567.6035567854447
2001-11-13,1590.0003523850332
2001-11-14,1599.3202778050654
2001-11-15,1609.322304523881
2001-11-16,1611.6176542384894
2001-11-19,1626.5976343996297
2001-11-20,1610.9825985266039
2001-11-21,1603.9919929152727
2001-11-22,1609.3215398832099
2001-11-23,1613.0449886850918
2001-11-26,1626.2885751406875
2001-11-27,1612.6142630388974
2001-11-28,1589.7727233433566
2001-11-29,1600.836317731131
2001-11-30,1611.8567994648695
2001-12-03,1598.3318921834366
2001-12-04,1612.778691111021
2001-12-05,1640.45878898977
2001-12-06,1638.580483149311
2001-12-07,1625.9563618195778
2001-12-10,1603.1497650009426
2001-12-11,1598.33801769695
2001-12-12,1601.6813190002006
2001-12-13,1581.6476924869175
2001-12-14,1583.49835843133
2001-12-17,1602.9369865584783
2001-12-18,1611.050941363393
2001-12-19,1613.643430629269
2001-12-20,1606.849044666942
2001-12-21,1613.5661902772426
2001-12-24,1607.112093105847
2001-12-25,1606.1867280132321
2001-12-26,1608.1315692536964
2001-12-27,1624.237898456532
2001-12-28,1628.0354805635093
2001-12-31,1619.7372643801139
2002-01-01,1619.7372643801139
2002-01-02,1621.7465362825837
2002-01-03,1631.6718522491
2002-01-04,1634.2608281812225
2002-01-07,1619.8225003802352
2002-01-08,1609.862015014008
2002-01-09,1604.4784971219349
2002-01-10,1603.7265241306372
2002-01-11,1599.6978022651788
2002-01-14,1589.1271229415363
2002-01-15,1594.9406772578952
2002-01-16,1576.0095473372664
2002-01-17,1587.749775868064
2002-01-18,1578.9914495485152
2002-01-21,1576.0688715155557
2002-01-22,1570.6014154798809
2002-01-23,1576.2407699363337
2002-01-24,1579.5134121399722
2002-01-25,1570.351304056341
2002-01-28,1572.6516565174495
2002-01-29,1542.7353625464916
2002-01-30,1546.017887456439
2002-01-31,1566.8019776901535
2002-02-01,1561.2380900057499
2002-02-04,1540.060828872406
2002-02-05,1533.1826366837954
2002-02-06,1527.400814363082
2002-02-07,1529.1087441724285
2002-02-08,1539.9112207912729
2002-02-11,1557.5918562099428
2002-02-12,1561.5858631491376
2002-02-13,1574.106065056137
2002-02-14,1577.5788272785578
2002-02-15,1565.266215068425
2002-02-18,1560.9491573043654
2002-02-19,1537.1738580740587
2002-02-20,1547.8201629441162
2002-02-21,1541.7095707804156
2002-02-22,1549.3161194788638
2002-02-25,1563.4920557264793
2002-02-26,1563.0427114880165
2002-02-27,1571.3014127143226
2002-02-28,1570.947309734904
2002-03-01,1597.1553839098963
2002-03-04,1623.3981353796473
2002-03-05,1609.725174142936
2002-03-06,1624.7164642613711
2002-03-07,1632.1250586648082
2002-03-08,1635.287362184288
2002-03-11,1636.8605956977422
2002-03-12,1627.4392075115368
2002-03-13,1619.2537869482087
2002-03-14,1623.8459351548254
2002-03-15,1637.8214812693172
2002-03-18,1633.3179983129212
2002-03-19,1643.1419238757378
2002-03-20,1621.0753165222932
2002-03-21,1617.5506852172189
2002-03-22,1614.5588254533516
2002-03-25,1595.9983569717256
2002-03-26,1600.0042374610684
2002-03-27,1602.6143774800473
2002-03-28,1609.654119044924
2002-03-29,1606.6037366685032
2002-04-01,1607.5025853784327
2002-04-02,1598.1664077595071
2002-04-03,1590.6475750160419
2002-04-04,1586.8566382621052
2002-04-05,1581.350316537259
2002-04-08,1573.615733920124
2002-04-09,1568.2012095958023
2002-04-10,1587.0620452961393
2002-04-11,1556.4045117086928
2002-04-12,1563.7612045600767
2002-04-15,1559.7463989918278
2002-04-16,1585.8356156028788
2002-04-17,1584.7602037825898
2002-04-18,1586.0425188558595
2002-04-19,1584.137346885785
2002-04-22,1570.4916684159293
2002-04-23,1562.4599171668347
2002-04-24,1557.08533736023
2002-04-25,1558.109364226415
2002-04-26,1542.9123649276228
2002-04-29,1533.2192481591142
2002-04-30,1540.7451573229673
2002-05-01,1555.0188544112577
2002-05-02,1548.7279034899275
2002-05-03,1540.85687568883
2002-05-06,1525.089749035566
2002-05-07,1510.3044227667785
2002-05-08,1549.4908717680366
2002-05-09,1533.683430342148
2002-05-10,1518.470546711896
2002-05-13,1534.7463384964838
2002-05-14,1549.6459127259657
2002-05-15,1552.1149456632118
2002-05-16,1561.0438693053668
2002-05-17,1577.8621175239946
2002-05-20,1564.2146688224996
2002-05-21,1551.730706258648
2002-05-22,1556.3229947229297
2002-05-23,1561.2728871901722
2002-05-24,1549.0812204666606
2002-05-27,1547.0817925140243
2002-05-28,1540.1654195721524
2002-05-29,1535.0486272771327
2002-05-30,1532.7622979268197
2002-05-31,1532.3885997732425
2002-06-03,1509.836684178057
2002-06-04,1503.3402526274997
2002-06-05,1508.647714288
2002-06-06,1491.7702245204214
2002-06-07,1480.3641641446377
2002-06-10,1485.0754404323131
2002-06-11,1470.6930708202312
2002-06-12,1469.250460862099
2002-06-13,1454.4036112128642
2002-06-14,1442.5772638283545
2002-06-17,1472.5267499800325
2002-06-18,1474.36926253017
2002-06-19,1453.9892374640779
2002-06-20,1439.4315391777866
2002-06-21,1418.466492575039
2002-06-24,1419.3598344955124
2002-06-25,1409.967746404388
2002-06-26,1415.7844589080282
2002-06-27,1435.2071334165462
2002-06-28,1443.7552327668197
2002-07-01,1424.9967217532778
2002-07-02,1396.028525045551
2002-07-03,1392.4420713131383
2002-07-04,1398.90000486729
2002-07-05,1443.5133793969976
2002-07-08,1436.8279401390557
2002-07-09,1414.0024091403725
2002-07-10,1366.5758212520598
2002-07-11,1356.5169675728687
2002-07-12,1355.9154618662399
2002-07-15,1338.2024191853309
2002-07-16,1322.8449755844936
2002-07-17,1342.8686796602317
2002-07-18,1327.01906194613
2002-07-19,1280.3765854848725
2002-07-22,1241.8702999297043
2002-07-23,1219.9676047377895
2002-07-24,1253.2647783330617
2002-07-25,1263.2317766163123
2002-07-26,1270.2967910515765
2002-07-29,1326.2352376205395
2002-07-30,1335.6522512364197
2002-07-31,1341.93183328466
2002-08-01,1302.6703463666408
2002-08-02,1290.624841420737
2002-08-05,1256.4566350640257
2002-08-06,1277.484094583387
2002-08-07,1300.112966612613
2002-08-08,1335.648406452924
2002-08-09,1346.6599928537485
2002-08-12,1335.2440100158412
2002-08-13,1320.837430813728
2002-08-14,1349.3691326613439
2002-08-15,1365.6808939737787
2002-08-16,1368.5634283452991
2002-08-19,1388.3903186580415
2002-08-20,1370.8416254919066
2002-08-21,1387.3591480729501
2002-08-22,1404.0516896543202
2002-08-23,1380.743526853295
2002-08-26,1382.8733270452426
2002-08-27,1375.7390114294749
2002-08-28,1348.4554680878894
2002-08-29,1340.4365997606762
2002-08-30,1341.507425394636
2002-09-02,1335.651813484589
2002-09-03,1292.4963859964662
2002-09-04,1304.3866483345205
2002-09-05,1292.8328847613861
2002-09-06,1310.701624860619
2002-09-09,1315.5912091882515
2002-09-10,1327.8085632888133
2002-09-11,1334.247200120958
2002-09-12,1304.82144525842
2002-09-13,1299.6027175508825
2002-09-16,1298.012399026624
2002-09-17,1282.999547293481
2002-09-18,1270.7192869624505
2002-09-19,1245.4983635630947
2002-09-20,1242.125129074739
2002-09-23,1220.4223540911296
2002-09-24,1205.2503972405295
2002-09-25,1227.7895481592516
2002-09-26,1253.0626587052834
2002-09-27,1229.7508728067555
2002-09-30,1208.3059254636337
2002-10-01,1238.4368917968475
2002-10-02,1235.464719862297
2002-10-03,1224.526809508873
2002-10-04,1203.111545836136
2002-10-07,1185.2962003263438
2002-10-08,1194.23525979204
2002-10-09,1177.8935889519485
2002-10-10,1199.5526923048658
2002-10-11,1241.1001761095852
2002-10-14,1250.9419176426884
2002-10-15,1301.517730935952
2002-10-16,1278.0954750719488
2002-10-17,1302.1283270511462
2002-10-18,1307.2693133928342
2002-10-21,1316.9616353808358
2002-10-22,1300.5200401006646
2002-10-23,1295.6877476136467
2002-10-24,1286.3061757084984
2002-10-25,1304.988012769863
2002-10-28,1303.043448739509
2002-10-29,1284.3382912070365
2002-10-30,1297.9461687949236
2002-10-31,1302.289524957753
2002-11-01,1311.646236997921
2002-11-04,1328.859796753707
2002-11-05,1339.944885047931
2002-11-06,1343.6023657497753
2002-11-07,1327.5219230661507
2002-11-08,1315.4857537046669
2002-11-11,1294.167232706256
2002-11-12,1301.5892524748065
2002-11-13,1299.0239040023916
2002-11-14,1321.1998527830183
2002-11-15,1327.1688281423485
2002-11-18,1319.7421406946337
2002-11-19,1314.8117963150478
2002-11-20,1326.5449317494665
2002-11-21,1351.3646652995
2002-11-22,1347.7144224741762
2002-11-25,1345.0596744811837
2002-11-26,1323.746364656543
2002-11-27,1349.8730180337125
2002-11-28,1355.6634172874406
2002-11-29,1349.6042048501604
2002-12-02,1345.9886591994418
2002-12-03,1333.4417756779296
2002-12-04,1333.7418312362117
2002-12-05,1318.9048187677279
2002-12-06,1325.4343438465999
2002-12-09,1305.5853092845557
2002-12-10,1314.8758751229577
2002-12-11,1317.3853326352883
2002-12-12,1311.8341534824165
2002-12-13,1300.3865323977325
2002-12-16,1319.6209252455174
2002-12-17,1310.4781723365843
2002-12-18,1292.6516140577733
2002-12-19,1288.3478163493492
2002-12-20,1299.167394279172
2002-12-23,1303.9572527541366
2002-12-24,1305.4426567937521
2002-12-25,1304.9538211961822
2002-12-26,1302.6700711880055
2002-12-27,1284.1839763565329
2002-12-30,1294.2219977168443
2002-12-31,1297.4166774129822
2003-01-01,1297.4166774129822
2003-01-02,1324.9989324111586
2003-01-03,1326.8273996848247
2003-01-06,1344.8394284983
2003-01-07,1335.3692873195318
2003-01-08,1316.9128951667021
2003-01-09,1337.6958500156359
2003-01-10,1338.1871430108122
2003-01-13,1337.4070967858918
2003-01-14,1343.8245723149291
2003-01-15,1328.4355065127984
2003-01-16,1324.40483586311
2003-01-17,1309.273012974808
2003-01-20,1303.0098730307689
2003-01-21,1291.3093628953975
2003-01-22,1278.1189918647788
2003-01-23,1285.6253533491772
2003-01-24,1262.5240641689868
2003-01-27,1236.658547398071
2003-01-28,1245.7342670897913
2003-01-29,1252.561181636411
2003-01-30,1241.5411296892044
2003-01-31,1250.6085401522873
2003-02-03,1260.2858731359759
2003-02-04,1245.1770736823764
2003-02-05,1246.0113814072488
2003-02-06,1234.9000010400848
2003-02-07,1224.8706838857224
2003-02-10,1226.9752134493237
2003-02-11,1226.2639514309935
2003-02-12,1214.8212427889764
2003-02-13,1211.1875634317812
2003-02-14,1229.5701309533977
2003-02-17,1234.4553265744375
2003-02-18,1251.7330045022147
2003-02-19,1242.7472305244241
2003-02-20,1237.5236168808754
2003-02-21,1250.1262361802064
2003-02-24,1235.3359395702869
2003-02-25,1228.7390664612976
2003-02-26,1221.2175218581851
2003-02-27,1228.2472178775856
2003-02-28,1237.0419652099285
2003-03-03,1236.6678550510421
2003-03-04,1221.3718075990196
2003-03-05,1225.7700667942934
2003-03-06,1216.7179744859156
2003-03-07,1217.9239929418632
2003-03-10,1194.4871643670447
2003-03-11,1187.6477524125617
2003-03-12,1183.626886748465
2003-03-13,1215.61933123964
2003-03-14,1226.795284182971
2003-03-17,1259.9789886911676
2003-03-18,1262.6233448497396
2003-03-19,1274.4394146499237
2003-03-20,1277.1322149244434
2003-03-21,1301.7872710979104
2003-03-24,1269.2257230804787
2003-03-25,1281.868104329567
2003-03-26,1279.1685308125768
2003-03-27,1274.9071166243941
2003-03-28,1268.9939044496882
2003-03-31,1247.7038974539018
2003-04-01,1258.482774828617
2003-04-02,1284.9788120134785
2003-04-03,1284.2135984110455
2003-04-04,1288.272359282455
2003-04-07,1298.3298285678718
2003-04-08,1295.1338673914481
2003-04-09,1282.7741378350538
2003-04-10,1283.6170852322261
2003-04-11,1278.2183793493919
2003-04-14,1295.4295649644052
2003-04-15,1306.7407141512767
2003-04-16,1292.97503840725
2003-04-17,1310.910443157021
2003-04-18,1311.1593500571614
2003-04-21,1306.4662264421568
2003-04-22,1325.7232714975305
2003-04-23,1331.7690580461199
2003-04-24,1327.049579768475
2003-04-25,1310.0592078304949
2003-04-28,1327.7817725070481
2003-04-29,1329.719224987144
2003-04-30,1336.6945859814855
2003-05-01,1340.3268738152733
2003-05-02,1350.536125064683
2003-05-05,1353.4638787084048
2003-05-06,1369.9564713380757
2003-05-07,1364.5404612099162
2003-05-08,1352.2456003930606
2003-05-09,1368.1977666366422
2003-05-12,1381.3652972781927
2003-05-13,1377.257956870367
2003-05-14,1375.382121492944
2003-05-15,1381.6357311959437
2003-05-16,1380.0450815167683
2003-05-19,1352.9236134452258
2003-05-20,1352.2930000764734
2003-05-21,1350.3804985564382
2003-05-22,1362.401676810409
2003-05-23,1362.9456849362602
2003-05-26,1364.334660532036
2003-05-27,1379.4838599885052
2003-05-28,1382.980669768373
2003-05-29,1385.6072022975466
2003-05-30,1391.7074960484758
2003-06-02,1400.4649534664914
2003-06-03,1402.437307948176
2003-06-04,1419.510490923172
2003-06-05,1428.6656809355013
2003-06-06,1429.2479399471574
2003-06-09,1418.5256947131452
