Date,NORDIC COUNTRIES GROWTH
1985-10-31,246.84992
1985-11-29,271.55008
1985-12-31,287.78055
1986-01-31,283.35535
1986-02-28,312.32228
1986-03-31,330.47735
1986-04-30,358.16079
1986-05-30,347.24486
1986-06-30,373.41315
1986-07-31,382.14119
1986-08-29,392.66763
1986-09-30,388.40671
1986-10-31,402.40424
1986-11-28,402.81074
1986-12-31,411.18214
1987-01-30,404.07271
1987-02-27,446.58022
1987-03-31,465.97469
1987-04-30,487.68843
1987-05-29,475.00029
1987-06-30,483.71286
1987-07-31,509.80723
1987-08-31,536.91623
1987-09-30,537.21287
1987-10-30,450.02103
1987-11-30,414.77648
1987-12-31,437.65929
1988-01-29,455.43315
1988-02-29,472.97348
1988-03-31,499.83666
1988-04-29,505.50543
1988-05-31,527.41016
1988-06-30,508.22399
1988-07-29,514.61982
1988-08-31,480.5678
1988-09-30,503.109
1988-10-31,557.13036
1988-11-30,589.10676
1988-12-30,613.48684
1989-01-31,641.99195
1989-02-28,652.58318
1989-03-31,675.33948
1989-04-28,697.92152
1989-05-31,676.39218
1989-06-30,725.03539
1989-07-31,782.50796
1989-08-31,749.43597
1989-09-29,747.59656
1989-10-31,713.05871
1989-11-30,733.69912
1989-12-29,819.18857
1990-01-31,848.83669
1990-02-28,835.26966
1990-03-30,828.87424
1990-04-30,795.58103
1990-05-31,882.9774
1990-06-29,891.10275
1990-07-31,942.86009
1990-08-31,845.42451
1990-09-28,697.3472
1990-10-31,751.27566
1990-11-30,711.98648
1990-12-31,695.92961
1991-01-31,746.25796
1991-02-28,810.0398
1991-03-29,763.24944
1991-04-30,732.80076
1991-05-31,767.81849
1991-06-28,728.65292
1991-07-31,779.07131
1991-08-30,784.67217
1991-09-30,766.64431
1991-10-31,765.56947
1991-11-29,705.02531
1991-12-31,752.176
1992-01-31,753.46948
1992-02-28,726.34525
1992-03-31,713.28652
1992-04-30,707.31267
1992-05-29,786.44663
1992-06-30,758.02063
1992-07-31,754.50056
1992-08-31,725.08056
1992-09-30,697.55206
1992-10-30,651.08069
1992-11-30,686.09855
1992-12-31,681.48353
1993-01-29,674.21885
1993-02-26,680.43452
1993-03-31,707.1907
1993-04-30,768.42612
1993-05-31,822.7131
1993-06-30,780.23942
1993-07-30,772.24386
1993-08-31,831.42771
1993-09-30,875.28758
1993-10-29,934.69757
1993-11-30,833.77711
1993-12-31,899.2352
1994-01-31,993.70132
1994-02-28,982.34775
1994-03-31,951.13755
1994-04-29,1004.65785
1994-05-31,988.193
1994-06-30,979.12427
1994-07-29,1055.0801
1994-08-31,1074.09929
1994-09-30,1073.70658
1994-10-31,1184.14344
1994-11-30,1126.81363
1994-12-30,1142.39921
1995-01-31,1138.55839
1995-02-28,1132.97748
1995-03-31,1163.61339
1995-04-28,1257.03156
1995-05-31,1304.72891
1995-06-30,1396.87013
1995-07-31,1484.29993
1995-08-31,1499.26035
1995-09-29,1617.94037
1995-10-31,1512.26467
1995-11-30,1532.97614
1995-12-29,1452.12969
1996-01-31,1470.65363
1996-02-29,1540.04089
1996-03-29,1557.38417
1996-04-30,1532.48974
1996-05-31,1622.63947
1996-06-28,1587.47663
1996-07-31,1534.54992
1996-08-30,1651.35565
1996-09-30,1696.988
1996-10-31,1792.12978
1996-11-29,1930.4713
1996-12-31,1974.07984
1997-01-31,2088.7225295045373
1997-02-28,2008.0925100367597
1997-03-31,2073.882260888862
1997-04-30,1947.654470094753
1997-05-30,2098.877933021766
1997-06-30,2282.7437416799175
1997-07-31,2453.3650794726473
1997-08-29,2290.393991997937
1997-09-30,2651.9570988548726
1997-10-31,2430.5754857131915
1997-11-28,2386.4949974764068
1997-12-31,2346.870140836359
1998-01-30,2393.2346509146514
1998-02-27,2678.9164250209865
1998-03-31,2852.889795576503
1998-04-30,3072.2554488935216
1998-05-29,3104.135038182285
1998-06-30,3189.4265548837475
1998-07-31,3280.1951556458093
1998-08-31,2758.0329781299615
1998-09-30,2661.5423408453935
1998-10-30,2931.2989545330915
1998-11-30,3152.416398195501
1998-12-31,3298.2783926638654
1999-01-29,3615.4940416021045
1999-02-26,3396.2809614497255
1999-03-31,3576.2125276183697
1999-04-30,3658.8461231770516
1999-05-31,3547.009723326526
1999-06-30,4076.232554457558
1999-07-30,4160.437109375131
1999-08-31,4062.4892007085723
1999-09-30,4190.90221649426
1999-10-29,5028.243746145595
1999-11-30,5930.162523797227
1999-12-31,7356.242166171542
2000-01-31,7497.347609820804
2000-02-29,8775.017478441452
2000-03-31,8739.877200846578
2000-04-28,9003.620349771383
2000-05-31,8265.654510723742
2000-06-30,8122.46672186223
2000-07-31,7483.438757171971
2000-08-31,7569.41447089437
2000-09-29,6543.692519242201
2000-10-31,6271.562388730331
2000-11-30,6011.039033240829
2000-12-29,6273.283240032563
2001-01-01,6273.283240032563
2001-01-02,6160.312202629148
2001-01-03,5700.184411224839
2001-01-04,6282.488856264513
2001-01-05,6318.784842770445
2001-01-08,6123.820940648651
2001-01-09,5694.159612169168
2001-01-10,5643.845393392951
2001-01-11,5989.68594724666
2001-01-12,6138.2138425593785
2001-01-15,6116.41240641415
2001-01-16,5832.496993240522
2001-01-17,6088.929416941553
2001-01-18,6216.62506984033
2001-01-19,6100.519077372479
2001-01-22,6016.761811601695
2001-01-23,5924.727441660664
2001-01-24,5922.472950813119
2001-01-25,5889.265685573537
2001-01-26,5675.394086404131
2001-01-29,5640.914358529473
2001-01-30,5533.636826624532
2001-01-31,5690.263580732391
2001-02-01,5541.381474109261
2001-02-02,5426.853802879741
2001-02-05,5334.845817967725
2001-02-06,5441.534874283511
2001-02-07,5232.8945222927405
2001-02-08,5080.948159274571
2001-02-09,4746.985478424212
2001-02-12,4878.700188504092
2001-02-13,4818.102074136583
2001-02-14,4521.3702606554625
2001-02-15,4777.823125172961
2001-02-16,4565.060330853935
2001-02-19,4500.452616350949
2001-02-20,4426.549635762455
2001-02-21,4316.097435052387
2001-02-22,4075.075648120307
2001-02-23,3895.2185906922905
2001-02-26,4038.762302089291
2001-02-27,4150.981264213082
2001-02-28,4112.806874950363
2001-03-01,4054.873674275348
2001-03-02,4213.424886
2001-03-05,4351.666711196787
2001-03-06,4520.167618726065
2001-03-07,4441.743014562398
2001-03-08,4319.416310020187
2001-03-09,4198.664653509147
2001-03-12,3781.615975
2001-03-13,3718.5497689311755
2001-03-14,3674.663243199541
2001-03-15,3884.6051955444527
2001-03-16,3691.1598924182726
2001-03-19,3767.614196252141
2001-03-20,3976.5389183036837
2001-03-21,3819.9593478423985
2001-03-22,3574.9574780588086
2001-03-23,3834.574010775163
2001-03-26,4019.8114798058728
2001-03-27,4001.6431553332613
2001-03-28,3866.246221040435
2001-03-29,3667.4752888488347
2001-03-30,3655.687037819305
2001-04-02,3621.072633527613
2001-04-03,3439.438639673902
2001-04-04,3433.971392138766
2001-04-05,3682.1536975052345
2001-04-06,3660.205321015234
2001-04-09,3699.559271230024
2001-04-10,3837.0717328902538
2001-04-11,3919.661397085364
2001-04-12,3920.7058191572837
2001-04-13,3920.7058191572837
2001-04-16,3887.276558625421
2001-04-17,3771.4836565181554
2001-04-18,4094.730408744645
2001-04-19,4242.150195243542
2001-04-20,4253.4344938742515
2001-04-23,4150.917257255207
2001-04-24,4125.888352794689
2001-04-25,4139.651719894072
2001-04-26,4224.505203767959
2001-04-27,4346.023109194612
2001-04-30,4481.813679025454
2001-05-01,4502.260496429514
2001-05-02,4521.778474804191
2001-05-03,4413.478860688818
2001-05-04,4439.131448216964
2001-05-07,4473.3308042281315
2001-05-08,4408.440493553606
2001-05-09,4311.4024749948585
2001-05-10,4455.957239197616
2001-05-11,4362.5411903856575
2001-05-14,4251.932434025027
2001-05-15,4271.687368345761
2001-05-16,4275.012930118718
2001-05-17,4453.023070190438
2001-05-18,4580.966651064816
2001-05-21,4645.413313684678
2001-05-22,4675.7942984504425
2001-05-23,4538.9063283937685
2001-05-24,4524.019483107198
2001-05-25,4440.279508417047
2001-05-28,4437.468148963508
2001-05-29,4363.812969214912
2001-05-30,4216.130668423068
2001-05-31,4129.9950925627745
2001-06-01,4114.102951552765
2001-06-04,4121.212956648695
2001-06-05,4240.322097027935
2001-06-06,4229.118916996499
2001-06-07,4196.253284300165
2001-06-08,4131.002583284448
2001-06-11,3995.4987008618946
2001-06-12,3510.956439448634
2001-06-13,3639.50237262404
2001-06-14,3495.917170940678
2001-06-15,3521.672234948082
2001-06-18,3525.5589571520377
2001-06-19,3557.8237110691957
2001-06-20,3452.6917706010013
2001-06-21,3513.6797020787803
2001-06-22,3521.617334419313
2001-06-25,3531.352738907557
2001-06-26,3471.4771799619416
2001-06-27,3487.7140586060636
2001-06-28,3482.786346270527
2001-06-29,3566.7081153720305
2001-07-02,3624.7566912765565
2001-07-03,3592.456274216292
2001-07-04,3507.1581897347173
2001-07-05,3349.4148706105866
2001-07-06,3220.9738348670007
2001-07-09,3202.0107683745346
2001-07-10,3195.3327864360595
2001-07-11,3131.1974919468203
2001-07-12,3224.3214576294936
2001-07-13,3193.0702019025516
2001-07-16,3167.1338730250877
2001-07-17,3085.982612627323
2001-07-18,3122.559987528388
2001-07-19,3333.6314162263902
2001-07-20,3256.9663919703094
2001-07-23,3237.419035299582
2001-07-24,3249.5219399378193
2001-07-25,3220.010692733811
2001-07-26,3250.5820139072325
2001-07-27,3382.690273923467
2001-07-30,3496.1305128392496
2001-07-31,3560.6678341705697
2001-08-01,3537.393120327727
2001-08-02,3619.1499763984825
2001-08-03,3582.7873733280194
2001-08-06,3510.407984636791
2001-08-07,3528.2567467972844
2001-08-08,3442.7180390251856
2001-08-09,3323.412230080597
2001-08-10,3244.5825191102103
2001-08-13,3293.9653308665124
2001-08-14,3372.583143189872
2001-08-15,3350.2315679316494
2001-08-16,3258.998221578533
2001-08-17,3184.0750072427054
2001-08-20,3133.746995545628
2001-08-21,3191.5051142686993
2001-08-22,3205.617966211456
2001-08-23,3229.4997632245354
2001-08-24,3273.6181937818988
2001-08-27,3236.490499736015
2001-08-28,3148.578095728266
2001-08-29,3063.894894372689
2001-08-30,2945.673209207145
2001-08-31,2963.7902919402895
2001-09-03,2934.5477359032657
2001-09-04,2826.4841007200007
2001-09-05,2715.108004105094
2001-09-06,2677.2664261245827
2001-09-07,2614.5383119397334
2001-09-10,2636.35797676747
2001-09-11,2537.8808730327455
2001-09-12,2671.2478283745977
2001-09-13,2702.7022195823915
2001-09-14,2627.7788415936457
2001-09-17,2714.7946550127494
2001-09-18,2680.548372534401
2001-09-19,2694.2325321889984
2001-09-20,2618.8577453769544
2001-09-21,2516.210694889451
2001-09-24,2683.1176221784203
2001-09-25,2761.0940810456045
2001-09-26,2722.076689623391
2001-09-27,2616.646307589463
2001-09-28,2707.3321740373844
2001-10-01,2588.0476517449983
2001-10-02,2647.2521092241545
2001-10-03,2605.517334219699
2001-10-04,2766.9823061174634
2001-10-05,2806.2341629391717
2001-10-08,2834.4020694520063
2001-10-09,2872.575461025393
2001-10-10,2907.084541814889
2001-10-11,3039.7356933799297
2001-10-12,3044.2109203417117
2001-10-15,2974.738646819771
2001-10-16,3037.946598447583
2001-10-17,3180.5450883495587
2001-10-18,3025.6082841672646
2001-10-19,3035.6930893717595
2001-10-22,3061.530657015387
2001-10-23,3192.0918098467228
2001-10-24,3226.078288977062
2001-10-25,3161.0715327504495
2001-10-26,3288.5554270281973
2001-10-29,3229.521267605864
2001-10-30,3092.8174991944034
2001-10-31,3169.411113183326
2001-11-01,3188.4213341377654
2001-11-02,3221.6581238704744
2001-11-05,3315.031404740196
2001-11-06,3378.02059000146
2001-11-07,3352.7831936228686
2001-11-08,3450.5668598683465
2001-11-09,3365.2796277762122
2001-11-12,3281.7628570349116
2001-11-13,3429.0576256062986
2001-11-14,3492.6997829093666
2001-11-15,3558.02198195218
2001-11-16,3615.9036599770584
2001-11-19,3557.2450944664974
2001-11-20,3467.920140102651
2001-11-21,3428.6631521616055
2001-11-22,3572.1101839861526
2001-11-23,3563.7363890134043
2001-11-26,3625.8886463116473
2001-11-27,3511.2099117053226
2001-11-28,3457.7313455205126
2001-11-29,3414.8102827475927
2001-11-30,3543.6677335181207
2001-12-03,3476.777400614523
2001-12-04,3602.056613907145
2001-12-05,3781.4520159321514
2001-12-06,3784.5142131704865
2001-12-07,3779.489422422895
2001-12-10,3672.959179027322
2001-12-11,3768.15330435127
2001-12-12,3732.4905529506013
2001-12-13,3593.8248782326473
2001-12-14,3552.202599672702
2001-12-17,3660.84852853668
2001-12-18,3667.363015154336
2001-12-19,3562.3062378322
2001-12-20,3487.2755905264776
2001-12-21,3540.3261377538247
2001-12-24,3500.610873864647
2001-12-25,3500.610873864647
2001-12-26,3498.674266725365
2001-12-27,3615.1416184220197
2001-12-28,3683.83539983983
2001-12-31,3717.1757276532676
2002-01-01,3717.1757276532676
2002-01-02,3699.0334731127227
2002-01-03,3853.56091651593
2002-01-04,3825.3092744201554
2002-01-07,3787.0613058117515
2002-01-08,3606.0157309899973
2002-01-09,3560.127054711178
2002-01-10,3513.042295027447
2002-01-11,3563.2469154673136
2002-01-14,3394.0956198218787
2002-01-15,3386.5746253507205
2002-01-16,3313.4273184274693
2002-01-17,3363.063763426318
2002-01-18,3336.3604235204793
2002-01-21,3223.735579240934
2002-01-22,3208.4719593518917
2002-01-23,3242.1005226330176
2002-01-24,3416.503342435808
2002-01-25,3296.351881173296
2002-01-28,3309.40132523491
2002-01-29,3265.1866132947266
2002-01-30,3186.589174622827
2002-01-31,3297.101931474673
2002-02-01,3318.945512421147
2002-02-04,3302.204354064912
2002-02-05,3193.2834569809024
2002-02-06,3152.4154221129606
2002-02-07,3206.331408296178
2002-02-08,3181.915921141291
2002-02-11,3281.884748195289
2002-02-12,3287.7152975583394
2002-02-13,3292.7653918310707
2002-02-14,3296.2378242604977
2002-02-15,3218.129118905515
2002-02-18,3168.447039900276
2002-02-19,3086.411241521246
2002-02-20,3031.9635452579223
2002-02-21,3079.2341574731768
2002-02-22,3017.3199277599697
2002-02-25,3089.6523228450246
2002-02-26,3121.1805772270272
2002-02-27,3188.0546880383827
2002-02-28,3182.9301117296986
2002-03-01,3195.1999084120575
2002-03-04,3392.6362145735206
2002-03-05,3379.5190670794673
2002-03-06,3424.4203796350685
2002-03-07,3522.351269929007
2002-03-08,3551.805163184907
2002-03-11,3482.4814394173363
2002-03-12,3317.208971383524
2002-03-13,3308.7751198815763
2002-03-14,3303.2789053703923
2002-03-15,3316.714182670372
2002-03-18,3375.1689507716533
2002-03-19,3324.7687422575564
2002-03-20,3246.1551694053933
2002-03-21,3231.8956302744896
2002-03-22,3310.407373469256
2002-03-25,3277.2563180925636
2002-03-26,3245.5498948515915
2002-03-27,3253.8867907718286
2002-03-28,3253.428265720224
2002-03-29,3253.428265720224
2002-04-01,3281.766969748149
2002-04-02,3215.1955028692087
2002-04-03,3197.0641203540426
2002-04-04,3166.334050435225
2002-04-05,3170.6600020272203
2002-04-08,3052.3123940875616
2002-04-09,3076.286708739471
2002-04-10,3006.049665579844
2002-04-11,2927.5070565978117
2002-04-12,2953.083043560918
2002-04-15,2996.4201925346742
2002-04-16,3100.464502024385
2002-04-17,3161.105351929588
2002-04-18,2934.019399983941
2002-04-19,2843.635073094455
2002-04-22,2678.2974816353158
2002-04-23,2657.529583418124
2002-04-24,2544.7245120335206
2002-04-25,2621.5100962182314
2002-04-26,2637.1222001528013
2002-04-29,2590.997848810736
2002-04-30,2621.534863627288
2002-05-01,2643.7342869176828
2002-05-02,2680.4352044648244
2002-05-03,2578.7754425815674
2002-05-06,2568.854193016329
2002-05-07,2557.7021019444687
2002-05-08,2652.5390437377423
2002-05-09,2651.1678419346385
2002-05-10,2579.5096735969164
2002-05-13,2599.469668437447
2002-05-14,2648.2473099924505
2002-05-15,2680.254857579268
2002-05-16,2644.5123911244896
2002-05-17,2694.3461289264255
2002-05-20,2683.262162921238
2002-05-21,2644.102732292569
2002-05-22,2544.3378424396415
2002-05-23,2505.1378430489767
2002-05-24,2499.6226799707633
2002-05-27,2477.8334757418875
2002-05-28,2485.227662905125
2002-05-29,2442.5826622145923
2002-05-30,2402.0347196892035
2002-05-31,2458.954703868777
2002-06-03,2422.5707264076527
2002-06-04,2361.1188005755052
2002-06-05,2390.9235742049873
2002-06-06,2379.803906288174
2002-06-07,2255.6067065554516
2002-06-10,2281.2915410631153
2002-06-11,2328.0990635901576
2002-06-12,2252.4042344323734
2002-06-13,2246.157133445838
2002-06-14,2242.720653247502
2002-06-17,2314.7469569889645
2002-06-18,2324.8573236610077
2002-06-19,2270.419521452379
2002-06-20,2249.0650435964685
2002-06-21,2257.0832678577
2002-06-24,2152.1368837248574
2002-06-25,2212.7674402158837
2002-06-26,2240.302917975996
2002-06-27,2328.530505501698
2002-06-28,2426.978764300613
2002-07-01,2423.503075712441
2002-07-02,2345.188113892179
2002-07-03,2293.8706185231927
2002-07-04,2366.7444617645533
2002-07-05,2479.6446328181282
2002-07-08,2491.0933139333724
2002-07-09,2445.1483691423878
2002-07-10,2371.6664731832843
2002-07-11,2282.51426700621
2002-07-12,2301.498209168156
2002-07-15,2259.787332433363
2002-07-16,2261.7666359461705
2002-07-17,2354.55028345728
2002-07-18,2303.2923607125363
2002-07-19,2205.5177171722776
2002-07-22,2102.18251121352
2002-07-23,1943.4565926445136
2002-07-24,1855.1311561418
2002-07-25,1924.8970172862992
2002-07-26,1886.5257525716295
2002-07-29,1999.085812828899
2002-07-30,2041.1309539727345
2002-07-31,2041.44902346494
2002-08-01,1990.8894469444128
2002-08-02,1944.303716468355
2002-08-05,1850.2177203856156
2002-08-06,1887.7480911377966
2002-08-07,1920.5056260475017
2002-08-08,1966.6499253145807
2002-08-09,2030.455083806134
2002-08-12,2043.838561370778
2002-08-13,2063.3420093913624
2002-08-14,1995.2125430389517
2002-08-15,2046.0086299431616
2002-08-16,2083.3053689718845
2002-08-19,2147.9910841335472
2002-08-20,2161.9449515008073
2002-08-21,2218.4843551695562
2002-08-22,2274.180707072876
2002-08-23,2200.6099830077933
2002-08-26,2147.652443338077
2002-08-27,2178.8908889473237
2002-08-28,2123.945346003923
2002-08-29,2124.681635646844
2002-08-30,2116.2910636601064
2002-09-02,2083.3475832786135
2002-09-03,2017.4970132806732
2002-09-04,2016.6518424421436
2002-09-05,2038.3312852285658
2002-09-06,2132.390910615382
2002-09-09,2106.566401670716
2002-09-10,2083.586167245495
2002-09-11,2188.4378005142635
2002-09-12,2112.794534271374
2002-09-13,2085.256328798439
2002-09-16,2027.8167605604776
2002-09-17,2015.9366960508216
2002-09-18,1941.0253150620156
2002-09-19,1934.1990223956016
2002-09-20,1947.5476513803158
2002-09-23,1889.7370542422796
2002-09-24,1854.2165077696648
2002-09-25,1898.398916741056
2002-09-26,2007.163463261239
2002-09-27,2005.7256772905266
2002-09-30,1905.0786544813468
2002-10-01,1924.4514342213877
2002-10-02,2012.78183890293
2002-10-03,1981.2665656481051
2002-10-04,1912.6831831995787
2002-10-07,1891.0517949606403
2002-10-08,1860.9688004335217
2002-10-09,1861.1204408984142
2002-10-10,1905.2028301704909
2002-10-11,2018.8177345158886
2002-10-14,1996.89206708676
2002-10-15,2148.8478739265383
2002-10-16,2073.6408806539994
2002-10-17,2191.7577125378234
2002-10-18,2213.54665570836
2002-10-21,2230.137378929102
2002-10-22,2244.5624370098644
2002-10-23,2164.237626466384
2002-10-24,2237.3834714596537
2002-10-25,2244.333225642755
2002-10-28,2339.891872126052
2002-10-29,2225.5555738204944
2002-10-30,2277.4084482092917
2002-10-31,2339.392501521963
2002-11-01,2310.3089028590985
2002-11-04,2438.1990241933063
2002-11-05,2476.7828461382196
2002-11-06,2396.6541580596217
2002-11-07,2351.435565426023
2002-11-08,2342.4146844753104
2002-11-11,2299.5481941014127
2002-11-12,2373.461244435731
2002-11-13,2409.810601075624
2002-11-14,2498.2089132272968
2002-11-15,2483.2825171214067
2002-11-18,2559.993001127265
2002-11-19,2493.6344672157647
2002-11-20,2494.2088525726094
2002-11-21,2613.0772301022357
2002-11-22,2613.5590517181918
2002-11-25,2606.3213314838413
2002-11-26,2532.5527425704927
2002-11-27,2600.549768144531
2002-11-28,2648.8289290635794
2002-11-29,2612.0291932222863
2002-12-02,2651.3703088096267
2002-12-03,2526.312802582805
2002-12-04,2559.296621020264
2002-12-05,2522.351582534162
2002-12-06,2517.5401391583373
2002-12-09,2470.6618036864097
2002-12-10,2426.544170000107
2002-12-11,2406.239125882467
2002-12-12,2424.6888458456906
2002-12-13,2400.2229443835363
2002-12-16,2441.2198282155355
2002-12-17,2433.1236407804063
2002-12-18,2342.909166111918
2002-12-19,2338.749813600455
2002-12-20,2323.5569689245262
2002-12-23,2318.027955536937
2002-12-24,2328.3779124221637
2002-12-25,2328.3779124221637
2002-12-26,2333.577696159523
2002-12-27,2269.992748283965
2002-12-30,2293.915500667256
2002-12-31,2304.06005808365
2003-01-01,2304.06005808365
2003-01-02,2386.8588082504907
2003-01-03,2412.5439889518743
2003-01-06,2428.657922137413
2003-01-07,2389.6449675434837
2003-01-08,2288.95353884998
2003-01-09,2367.38006487759
2003-01-10,2381.277441321657
2003-01-13,2367.1447668571823
2003-01-14,2393.0771933508245
2003-01-15,2356.1584794528458
2003-01-16,2308.7669555019893
2003-01-17,2262.30220893749
2003-01-20,2265.344075021107
2003-01-21,2260.480936561531
2003-01-22,2251.7967830829834
2003-01-23,2196.390829281744
2003-01-24,2203.8131080223043
2003-01-27,2127.069152564067
2003-01-28,2096.7176250676966
2003-01-29,2128.8388420840956
2003-01-30,2180.166139098687
2003-01-31,2108.8776373801466
2003-02-03,2159.866026279285
2003-02-04,2108.083284087907
2003-02-05,2117.4761232883193
2003-02-06,2097.9156180059304
2003-02-07,2084.085780696842
2003-02-10,2043.8106242425824
2003-02-11,2115.3580875702132
2003-02-12,2091.886491958009
2003-02-13,2076.5346031241684
2003-02-14,2122.2383734029286
2003-02-17,2150.030412541257
2003-02-18,2175.5149504430924
2003-02-19,2135.336465419038
2003-02-20,2105.0207135118276
2003-02-21,2094.5058304489276
2003-02-24,2096.706477825757
2003-02-25,2017.085725660774
2003-02-26,2016.2951993773715
2003-02-27,2019.0275442213936
2003-02-28,2063.796275210758
2003-03-03,2085.851753350908
2003-03-04,2061.4222140749157
2003-03-05,2065.166284646245
2003-03-06,2060.7965831592524
2003-03-07,2008.6554687203063
2003-03-10,1996.451138014379
2003-03-11,1999.7850659084886
2003-03-12,2027.231703488093
2003-03-13,2074.4116459926067
2003-03-14,2136.8052726919764
2003-03-17,2186.5720629747752
2003-03-18,2197.2392879820854
2003-03-19,2215.9245292352452
2003-03-20,2213.519176038102
2003-03-21,2270.8476191890795
2003-03-24,2195.600105300041
2003-03-25,2201.892050027808
2003-03-26,2193.4363617173362
2003-03-27,2169.1628339294084
2003-03-28,2184.762066899922
2003-03-31,2108.4432352745253
2003-04-01,2135.173177587044
2003-04-02,2212.2677178528934
2003-04-03,2227.6969108787102
2003-04-04,2228.6760558793917
2003-04-07,2308.442263144933
2003-04-08,2248.7153554582837
2003-04-09,2265.640580708401
2003-04-10,2204.910058299185
2003-04-11,2213.5773929397183
2003-04-14,2234.8282326284075
2003-04-15,2277.1693908074017
2003-04-16,2272.571272973077
2003-04-17,2361.5206418909224
2003-04-18,2361.5206418909224
2003-04-21,2352.929511668517
2003-04-22,2397.020823272736
2003-04-23,2437.3711697292038
2003-04-24,2440.3504402589015
2003-04-25,2385.7939569711793
2003-04-28,2432.4245479112637
2003-04-29,2460.857119009813
2003-04-30,2489.831216111021
2003-05-01,2514.415390726189
2003-05-02,2448.604015494258
2003-05-05,2515.8628627875187
2003-05-06,2514.104331925385
2003-05-07,2539.8805774785437
2003-05-08,2496.4179261683516
2003-05-09,2497.8468573747373
2003-05-12,2544.1629428766855
2003-05-13,2574.853593263415
2003-05-14,2554.089707168808
2003-05-15,2584.8377966173416
2003-05-16,2591.165794611357
2003-05-19,2533.0328395022957
2003-05-20,2511.523468024205
2003-05-21,2483.6009290846764
2003-05-22,2527.1273395476073
2003-05-23,2519.4229423835764
2003-05-26,2509.216528986494
2003-05-27,2521.475387937031
2003-05-28,2606.7829636645242
2003-05-29,2623.8067302902014
2003-05-30,2630.536064088875
2003-06-02,2653.9638618365307
2003-06-03,2618.8848151028865
2003-06-04,2630.6923429808107
2003-06-05,2633.6032150414308
2003-06-06,2674.4949651277925
2003-06-09,2664.1998488967993
2003-06-10,2625.7714817446135
2003-06-11,2671.79923200736
2003-06-12,2669.3038984663044
2003-06-13,2642.288477927001
2003-06-16,2685.9214820524617
2003-06-17,2706.218377004355
2003-06-18,2684.9713580261405
2003-06-19,2691.8363384274267
