Date,EUROPE & MIDDLE EAST GROWTH
2012-04-04,1295.3867018468895
2012-04-05,1293.1715564277756
2012-04-06,1293.1715564277756
2012-04-09,1293.9059756256756
2012-04-10,1265.6482362579757
2012-04-11,1277.7895082678442
2012-04-12,1302.8451818050974
2012-04-13,1277.6104695586948
2012-04-16,1283.9425676776195
2012-04-17,1312.769024051846
2012-04-18,1308.0838242897405
2012-04-19,1309.692852945259
2012-04-20,1321.4469790536427
2012-04-23,1284.4469312657068
2012-04-24,1301.5342054013865
2012-04-25,1312.8140959338832
2012-04-26,1321.3475336220965
2012-04-27,1330.8580528141952
2012-04-30,1322.1648950840802
2012-05-01,1327.784739822176
2012-05-02,1320.6236760037061
2012-05-03,1323.9603741251049
2012-05-04,1296.2021002926058
2012-05-07,1294.8518966417446
2012-05-08,1265.231085847113
2012-05-09,1259.1455304677693
2012-05-10,1263.7179673730589
2012-05-11,1269.3313463942102
2012-05-14,1239.7170528668714
2012-05-15,1229.1705999147064
2012-05-16,1220.2661604846076
2012-05-17,1205.2300381980679
2012-05-18,1189.9403852522034
2012-05-21,1201.6935031754401
2012-05-22,1220.994974262821
2012-05-23,1179.747214317895
2012-05-24,1190.2001958749975
2012-05-25,1187.007735135296
2012-05-28,1192.3145845592862
2012-05-29,1204.3474503819114
2012-05-30,1172.4210139807396
2012-05-31,1164.620433629026
2012-06-01,1137.26552793475
2012-06-04,1138.1766588809544
2012-06-05,1138.8305441808361
2012-06-06,1167.4636518049615
2012-06-07,1189.5410845075628
2012-06-08,1175.594115907304
2012-06-11,1182.4343504066983
2012-06-12,1186.0570486466172
2012-06-13,1192.0442225466631
2012-06-14,1187.3220545342865
2012-06-15,1195.4978455579298
2012-06-18,1198.4793627101265
2012-06-19,1223.5293887180144
2012-06-20,1229.6144841099112
2012-06-21,1214.8466504509538
2012-06-22,1196.2922586835355
2012-06-25,1178.0489175224102
2012-06-26,1177.894787384687
2012-06-27,1190.3580876318886
2012-06-28,1181.8906031197246
2012-06-29,1234.0699171269714
2012-07-02,1242.2213795634143
2012-07-03,1258.687765868239
2012-07-04,1251.365516775427
2012-07-05,1240.4917421891419
2012-07-06,1225.195449063101
2012-07-09,1218.1688586781902
2012-07-10,1225.142247436438
2012-07-11,1219.4518079148836
2012-07-12,1200.5816871331901
2012-07-13,1224.0500105745075
2012-07-16,1226.6067171816107
2012-07-17,1222.2929843500315
2012-07-18,1242.3270467435964
2012-07-19,1258.3667219212405
2012-07-20,1240.2758480301302
2012-07-23,1205.2555805144277
2012-07-24,1201.5975753664209
2012-07-25,1201.7769422534152
2012-07-26,1246.5504340613786
2012-07-27,1264.9907240773018
2012-07-30,1268.1755227776446
2012-07-31,1263.4117613105184
2012-08-01,1268.1276724520928
2012-08-02,1243.9805045074538
2012-08-03,1283.8078872386372
2012-08-06,1293.1512801233475
2012-08-07,1296.6624148935118
2012-08-08,1294.7942932703238
2012-08-09,1297.256999442048
2012-08-10,1295.31316551072
2012-08-13,1292.7165021356207
2012-08-14,1297.9615861331263
2012-08-15,1293.6690570796343
2012-08-16,1301.0726785284742
2012-08-17,1298.2538640483506
2012-08-20,1298.5377350242422
2012-08-21,1315.9855274739284
2012-08-22,1297.7253933451252
2012-08-23,1304.3643003307227
2012-08-24,1300.8314131495665
2012-08-27,1305.5078197709552
2012-08-28,1301.163992870054
2012-08-29,1296.709864176398
2012-08-30,1285.6997451976006
2012-08-31,1298.376941240218
2012-09-03,1309.0602187158827
2012-09-04,1290.3601148838918
2012-09-05,1297.2010505385858
2012-09-06,1325.1720068402817
2012-09-07,1337.5043541331074
2012-09-10,1330.6237173853237
2012-09-11,1335.8537055689526
2012-09-12,1336.3720174154048
2012-09-13,1338.2272377866675
2012-09-14,1376.8321315476655
2012-09-17,1372.5994745301418
2012-09-18,1365.6494905271886
2012-09-19,1370.8113055879635
2012-09-20,1361.129159506926
2012-09-21,1367.9589878890504
2012-09-24,1356.6564624738419
2012-09-25,1367.1939591782589
2012-09-26,1336.8404200813284
2012-09-27,1341.6859573600668
2012-09-28,1330.3729952304886
2012-10-01,1353.1862321496978
2012-10-02,1353.83774979538
2012-10-03,1347.7004313467598
2012-10-04,1360.070067132589
2012-10-05,1377.2489743841418
2012-10-08,1356.1060164292826
2012-10-09,1342.7228197342624
2012-10-10,1335.5794426629548
2012-10-11,1348.654920325799
2012-10-12,1345.8624080680866
2012-10-15,1349.0434439550313
2012-10-16,1369.655854864897
2012-10-17,1381.048544620442
2012-10-18,1377.4693094941645
2012-10-19,1364.693350068027
2012-10-22,1362.4751601529724
2012-10-23,1329.3377288632998
2012-10-24,1338.644997762057
2012-10-25,1345.143283747883
2012-10-26,1344.2757541276187
2012-10-29,1338.9835063456617
2012-10-30,1353.475330496693
2012-10-31,1341.0205000348863
2012-11-01,1353.0923977031189
2012-11-02,1351.0558022419407
2012-11-05,1340.7782587174233
2012-11-06,1347.8288987770977
2012-11-07,1328.7045096129063
2012-11-08,1323.8291344891254
2012-11-09,1324.4641352282933
2012-11-12,1320.6187758046976
2012-11-13,1326.158196660941
2012-11-14,1316.2142948037765
2012-11-15,1307.0137158419802
2012-11-16,1289.5970671635498
2012-11-19,1326.1555159448014
2012-11-20,1331.6133286608888
2012-11-21,1334.945730763845
2012-11-22,1350.7643009955755
2012-11-23,1365.2601404948552
2012-11-26,1362.2860111173363
2012-11-27,1365.1725708181739
2012-11-28,1365.640960697541
2012-11-29,1385.1550462255314
2012-11-30,1385.3863906965366
2012-12-03,1395.1136234493454
2012-12-04,1396.1535639809654
2012-12-05,1394.8341510313514
2012-12-06,1396.38028248672
2012-12-07,1393.5124814088226
2012-12-10,1398.7783717265288
2012-12-11,1407.2287965491591
2012-12-12,1408.25829068143
2012-12-13,1405.267480898152
2012-12-14,1407.1916503993116
2012-12-17,1410.1323609494552
2012-12-18,1421.1185782868858
2012-12-19,1430.0851049793946
2012-12-20,1428.414760279089
2012-12-21,1416.1586345691255
2012-12-24,1415.869260764944
2012-12-25,1415.7939663099728
2012-12-26,1417.8230987096229
2012-12-27,1418.0752725576317
2012-12-28,1411.0487774765293
2012-12-31,1411.2086754581
2013-01-01,1411.3645214479677
2013-01-02,1440.2457709080584
2013-01-03,1433.1846680256065
2013-01-04,1431.5057871898855
2013-01-07,1428.3864477372392
2013-01-08,1422.7483548019895
2013-01-09,1426.6105082865888
2013-01-10,1437.9283788672415
2013-01-11,1450.4603576330592
2013-01-14,1446.7976645762517
2013-01-15,1449.4133204507987
2013-01-16,1447.9914987396303
2013-01-17,1460.298051956462
2013-01-18,1452.3494965906875
2013-01-21,1457.4286184135908
2013-01-22,1457.1164842059054
2013-01-23,1463.3634897218033
2013-01-24,1474.5062253390208
2013-01-25,1491.1369046493096
2013-01-28,1485.3537681745695
2013-01-29,1491.3622912469614
2013-01-30,1492.282884504611
2013-01-31,1487.275016017645
2013-02-01,1510.8945175730128
2013-02-04,1481.3234021272287
2013-02-05,1485.0802090617153
2013-02-06,1482.4775467899408
2013-02-07,1463.960879186056
2013-02-08,1478.3700559096762
2013-02-11,1465.3723839807474
2013-02-12,1480.4144750583378
2013-02-13,1487.0159453175045
2013-02-14,1478.738225672672
2013-02-15,1479.783165771246
2013-02-18,1475.8902485289993
2013-02-19,1494.9575677629161
2013-02-20,1498.958909956449
2013-02-21,1465.45789742312
2013-02-22,1475.773762994002
2013-02-25,1477.0427492210197
2013-02-26,1451.932395410466
2013-02-27,1464.9771020570622
2013-02-28,1476.8484922692173
2013-03-01,1464.4475981513024
2013-03-04,1468.2244404204964
2013-03-05,1494.2721273268796
2013-03-06,1485.8858739758386
2013-03-07,1496.1806788677322
2013-03-08,1489.5088213476702
2013-03-11,1495.2816411946583
2013-03-12,1497.7258931483616
2013-03-13,1493.674514923949
2013-03-14,1510.650222888651
2013-03-15,1518.092710661338
2013-03-18,1504.4379323748635
2013-03-19,1492.3792471437341
2013-03-20,1501.6945598626346
2013-03-21,1485.876432044711
2013-03-22,1492.5876831988464
2013-03-25,1482.2106265555876
2013-03-26,1483.6017504806607
2013-03-27,1471.6449504756833
2013-03-28,1489.0312045199723
2013-03-29,1489.0312045199723
2013-04-01,1490.5535126294458
2013-04-02,1505.6302522232684
2013-04-03,1499.5311560864382
2013-04-04,1480.5784656634983
2013-04-05,1472.704764014128
2013-04-08,1479.1838564512582
2013-04-09,1477.6455574872841
2013-04-10,1503.1073339958634
2013-04-11,1517.2892059082978
2013-04-12,1502.7241703427019
2013-04-15,1493.5106273896129
2013-04-16,1486.076371940268
2013-04-17,1455.0391774435877
2013-04-18,1462.8546107862846
2013-04-19,1470.263740233413
2013-04-22,1463.0300575562126
2013-04-23,1496.057488673368
2013-04-24,1501.7087735072519
2013-04-25,1513.5819303152905
2013-04-26,1512.712413319336
2013-04-29,1527.8750941865412
2013-04-30,1534.1213703125356
2013-05-01,1536.4504257958972
2013-05-02,1528.967918258245
2013-05-03,1547.6898108600503
2013-05-06,1542.2459458828057
2013-05-07,1544.9371522807799
2013-05-08,1568.2607286941209
2013-05-09,1561.7493561323568
2013-05-10,1553.1620375890038
2013-05-13,1554.3354066861268
2013-05-14,1561.534791282227
2013-05-15,1558.9451113035682
2013-05-16,1565.6609423249065
2013-05-17,1555.2010046262167
2013-05-20,1564.6031691426356
2013-05-21,1570.2368249050523
2013-05-22,1573.417551350625
2013-05-23,1543.9892467812367
2013-05-24,1546.8824011400416
2013-05-27,1550.397054627205
2013-05-28,1557.2570793566015
2013-05-29,1539.898864844719
2013-05-30,1555.1610474216523
2013-05-31,1530.1151330151185
2013-06-03,1524.830184014747
2013-06-04,1534.9502049619534
2013-06-05,1516.3267521825164
2013-06-06,1513.1845431143515
2013-06-07,1535.1182435254757
2013-06-10,1533.3961646753003
2013-06-11,1525.2845254023996
2013-06-12,1532.9945501476086
2013-06-13,1526.1267918780131
2013-06-14,1532.061480561412
2013-06-17,1542.3928110135948
2013-06-18,1544.414826131514
2013-06-19,1547.5021203101298
2013-06-20,1476.3273113159476
2013-06-21,1457.040490848329
2013-06-24,1426.5069603015636
2013-06-25,1446.4630274610295
2013-06-26,1464.2603302394016
2013-06-27,1476.1973245124734
2013-06-28,1467.8354080258864
2013-07-01,1489.2697442398924
2013-07-02,1483.3570877149614
2013-07-03,1470.0508347706925
2013-07-04,1496.0162900759476
2013-07-05,1469.7884267777854
2013-07-08,1490.7784004411658
2013-07-09,1492.5466527381268
2013-07-10,1504.3929152905432
2013-07-11,1534.2305393525103
2013-07-12,1534.4254454132886
2013-07-15,1538.5807529467274
2013-07-16,1535.9423365613666
2013-07-17,1538.2644184300052
2013-07-18,1546.5726566369453
2013-07-19,1551.2450016396224
2013-07-22,1556.6050513014166
2013-07-23,1549.9130433930634
2013-07-24,1558.9345050406428
2013-07-25,1551.304571388028
2013-07-26,1550.2265625205919
2013-07-29,1551.91137012402
2013-07-30,1554.632053451636
2013-07-31,1561.1214331897859
2013-08-01,1574.827769334387
2013-08-02,1587.8450253156443
2013-08-05,1587.5867425373024
2013-08-06,1595.6140533365676
2013-08-07,1591.3864626596946
2013-08-08,1600.65614588183
2013-08-09,1603.0302530225028
2013-08-12,1597.2942065420482
2013-08-13,1598.642352367971
2013-08-14,1608.0397201364929
2013-08-15,1588.8042399090227
2013-08-16,1600.3352341597435
2013-08-19,1598.3363174069664
2013-08-20,1597.9340415520044
2013-08-21,1584.8222875493977
2013-08-22,1594.5011288521466
2013-08-23,1605.65825668469
2013-08-26,1602.777809080199
2013-08-27,1579.1593048460516
2013-08-28,1560.6693626191563
2013-08-29,1556.676935809205
2013-08-30,1540.2629222218782
2013-09-02,1567.4572086251371
2013-09-03,1556.2330632465819
2013-09-04,1561.494873244971
2013-09-05,1558.2627316335977
2013-09-06,1569.2199200139855
2013-09-09,1577.0788566774213
2013-09-10,1597.2796341173198
2013-09-11,1605.4441867058454
2013-09-12,1604.7562433120518
2013-09-13,1603.9275258819673
2013-09-16,1626.2375187973112
2013-09-17,1619.7159737630743
2013-09-18,1627.5944954393117
2013-09-19,1664.6219848735634
2013-09-20,1657.3226466544231
2013-09-23,1647.2533648683507
2013-09-24,1647.0361480749614
2013-09-25,1645.534424193345
2013-09-26,1642.6192532211708
2013-09-27,1645.8959083862621
2013-09-30,1638.8047495048963
2013-10-01,1644.7262220551838
2013-10-02,1635.78854330511
2013-10-03,1633.5006948241949
2013-10-04,1626.7938689024709
2013-10-07,1619.4513311105168
2013-10-08,1609.01765763144
2013-10-09,1585.9129832724848
2013-10-10,1609.9844422657266
2013-10-11,1623.8144866011294
2013-10-14,1627.1804011107445
