Date,EUROPE & MIDDLE EAST GROWTH
2010-05-26,1000.0
2010-05-27,1030.1052898330543
2010-05-28,1033.4651472381424
2010-05-31,1034.3819760825265
2010-06-01,1042.1524078962177
2010-06-02,1038.158636294594
2010-06-03,1053.676898826393
2010-06-04,1024.8167067032648
2010-06-07,1009.1360039122525
2010-06-08,1001.4429813145874
2010-06-09,1031.700819942867
2010-06-10,1052.4984875720545
2010-06-11,1049.0061606513045
2010-06-14,1079.6715527985318
2010-06-15,1088.4983889612586
2010-06-16,1091.4191064617676
2010-06-17,1095.25587417504
2010-06-18,1097.6203893668674
2010-06-21,1111.3944276179548
2010-06-22,1099.5938879953906
2010-06-23,1086.2820979384123
2010-06-24,1074.9623270577858
2010-06-25,1067.3115348400715
2010-06-28,1083.6010512849948
2010-06-29,1041.7726795454203
2010-06-30,1042.3392449162159
2010-07-01,1031.010737064123
2010-07-02,1042.3733457130725
2010-07-05,1035.0639856256407
2010-07-06,1069.8893428658182
2010-07-07,1077.6867801026187
2010-07-08,1090.8844183313317
2010-07-09,1093.4828062526062
2010-07-12,1092.6469887749838
2010-07-13,1119.667383662476
2010-07-14,1125.4938329168933
2010-07-15,1128.4204997554903
2010-07-16,1112.553580234016
2010-07-19,1104.478793042115
2010-07-20,1099.5701495034355
2010-07-21,1107.9478926187023
2010-07-22,1135.3142671679877
2010-07-23,1136.375616398628
2010-07-26,1147.1300623841819
2010-07-27,1148.5645447706536
2010-07-28,1147.5335692794029
2010-07-29,1144.5594559500216
2010-07-30,1137.9882354915278
2010-08-02,1177.7489007727515
2010-08-03,1181.6805286661274
2010-08-04,1175.032353014895
2010-08-05,1169.9453840445453
2010-08-06,1170.3105014853993
2010-08-09,1181.104854526179
2010-08-10,1158.9934496362441
2010-08-11,1124.00812670966
2010-08-12,1123.781125890655
2010-08-13,1121.7784612140306
2010-08-16,1133.0606477551155
2010-08-17,1146.8289239233661
2010-08-18,1143.4177422157093
2010-08-19,1130.8801947523978
2010-08-20,1109.5857049700433
2010-08-23,1112.5893855212244
2010-08-24,1098.1674680882563
2010-08-25,1085.8355877079205
2010-08-26,1105.471695716412
2010-08-27,1109.389956673531
2010-08-30,1108.3254999757185
2010-08-31,1110.920396022431
2010-09-01,1150.4558846887612
2010-09-02,1150.4375118903283
2010-09-03,1161.4732307387355
2010-09-06,1163.982447847423
2010-09-07,1147.3952859115568
2010-09-08,1161.5807439153386
2010-09-09,1173.5394617380146
2010-09-10,1169.9479713182338
2010-09-13,1188.7987068128305
2010-09-14,1198.9872770472339
2010-09-15,1200.4858810679202
2010-09-16,1196.0169023211176
2010-09-17,1192.1491451575773
2010-09-20,1211.1671483863774
2010-09-21,1209.626031873744
2010-09-22,1220.185262409982
2010-09-23,1214.8728735197917
2010-09-24,1240.366983583445
2010-09-27,1235.074917387867
2010-09-28,1239.9347998418418
2010-09-29,1238.7772410163482
2010-09-30,1235.55442494512
2010-10-01,1239.0665693075282
2010-10-04,1228.4358855975063
2010-10-05,1256.0890954721717
2010-10-06,1266.6677992689192
2010-10-07,1267.1959172781717
2010-10-08,1267.674678667682
2010-10-11,1268.7959281906822
2010-10-12,1263.389201097832
2010-10-13,1290.091181844474
2010-10-14,1298.5078620864265
2010-10-15,1292.7191287283788
2010-10-18,1289.8571464597867
2010-10-19,1264.6423625342843
2010-10-20,1287.0240581056687
2010-10-21,1298.6671719972458
2010-10-22,1285.9432099015396
2010-10-25,1298.0282791029772
2010-10-26,1283.1543706036252
2010-10-27,1265.2964786070797
2010-10-28,1279.8282215103955
2010-10-29,1279.8679754142229
2010-11-01,1283.031844526104
2010-11-02,1299.4476420736896
2010-11-03,1296.8230737303577
2010-11-04,1339.2626605069977
2010-11-05,1331.8977993671122
2010-11-08,1319.600364816783
2010-11-09,1326.8203076243637
2010-11-10,1299.87533943011
2010-11-11,1300.5736433995419
2010-11-12,1295.8559676415541
2010-11-15,1295.9256564851491
2010-11-16,1262.7837389108274
2010-11-17,1268.044298430862
2010-11-18,1292.8427035996422
2010-11-19,1289.2425989822784
2010-11-22,1280.2099823079507
2010-11-23,1248.1806713181268
2010-11-24,1260.1299833440805
2010-11-25,1266.7769922307805
2010-11-26,1249.2060918179786
2010-11-29,1219.2179016977068
2010-11-30,1213.398014364563
2010-12-01,1238.4215153793778
2010-12-02,1269.411836302982
2010-12-03,1287.029736438578
2010-12-06,1281.7808978281325
2010-12-07,1299.1229825957214
2010-12-08,1287.0031542724178
2010-12-09,1283.0241036326674
2010-12-10,1291.1933963048
2010-12-13,1311.3074285350124
2010-12-14,1312.1999373272736
2010-12-15,1300.6857146926252
2010-12-16,1294.3505447726357
2010-12-17,1287.4278513315808
2010-12-20,1291.3269774113585
2010-12-21,1307.0715822369723
2010-12-22,1307.7009205768734
2010-12-23,1305.7220525388186
2010-12-24,1309.8226938016758
2010-12-27,1303.4204010177525
2010-12-28,1304.6254187522557
2010-12-29,1308.2077561860062
2010-12-30,1305.5160216481413
2010-12-31,1311.5704244161252
2011-01-03,1314.2477133851924
2011-01-04,1319.3864734183676
2011-01-05,1301.2068212766321
2011-01-06,1294.6124218509055
2011-01-07,1290.6939257845468
2011-01-10,1277.5747331168395
2011-01-11,1294.76022407676
2011-01-12,1317.0408708973896
2011-01-13,1325.9929769034952
2011-01-14,1324.8537716677754
2011-01-17,1320.3126522589846
2011-01-18,1340.6188196656008
2011-01-19,1327.6077979795266
2011-01-20,1295.7194920247143
2011-01-21,1316.1063198332095
2011-01-24,1327.4704181074642
2011-01-25,1321.3367929586932
2011-01-26,1339.4949152101226
2011-01-27,1340.065000465266
2011-01-28,1316.9834136423774
2011-01-31,1323.7760784513691
2011-02-01,1347.6266758777779
2011-02-02,1354.759321817599
2011-02-03,1342.7024796703915
2011-02-04,1338.3381479503448
2011-02-07,1351.5713304948872
2011-02-08,1362.4708610338544
2011-02-09,1360.5080037875655
2011-02-10,1349.429935862434
2011-02-11,1355.8552900839304
2011-02-14,1355.1277763059882
2011-02-15,1357.1921907380952
2011-02-16,1357.4872350583155
2011-02-17,1364.183203328499
2011-02-18,1366.8322624496298
2011-02-21,1355.1310816258883
2011-02-22,1351.720051188993
2011-02-23,1341.2875094512717
2011-02-24,1336.65709733318
2011-02-25,1352.030643483501
2011-02-28,1367.8702797532046
2011-03-01,1362.8814767441984
2011-03-02,1360.167309856149
2011-03-03,1372.710533696255
2011-03-04,1367.1570288945147
2011-03-07,1363.546656804982
2011-03-08,1357.1081973057
2011-03-09,1358.327185288657
2011-03-10,1329.0354663575697
2011-03-11,1321.8406800975063
2011-03-14,1320.9346089644355
2011-03-15,1290.9014658394399
2011-03-16,1269.969566577721
2011-03-17,1300.2866549892083
2011-03-18,1315.0504433086776
2011-03-21,1339.4392574863082
2011-03-22,1337.4620702728398
2011-03-23,1338.9029497897943
2011-03-24,1360.1417398168724
2011-03-25,1355.9720653435068
2011-03-28,1354.0199251691784
2011-03-29,1355.3467013556256
2011-03-30,1371.929222094536
2011-03-31,1369.5215829483163
2011-04-01,1384.4299456041545
2011-04-04,1396.2395503343785
2011-04-05,1397.674528687792
2011-04-06,1411.654489480144
2011-04-07,1398.9724515352516
2011-04-08,1416.6408205164212
2011-04-11,1414.7826511056835
2011-04-12,1393.4391348754793
2011-04-13,1405.8503534855208
2011-04-14,1400.023066348434
2011-04-15,1402.861582570853
2011-04-18,1364.2700845604636
2011-04-19,1384.974694656463
2011-04-20,1427.3943308874263
2011-04-21,1444.0486411825382
2011-04-22,1444.0486411825382
2011-04-25,1440.4685286570095
2011-04-26,1451.416658979447
2011-04-27,1453.4788678984467
2011-04-28,1471.7220617970358
2011-04-29,1479.506533400687
2011-05-02,1486.8151448369626
2011-05-03,1474.519074075119
2011-05-04,1457.149340907325
2011-05-05,1429.2109463916593
2011-05-06,1441.6695697314815
2011-05-09,1418.5125700494593
2011-05-10,1438.6599377581044
2011-05-11,1437.0253723651483
2011-05-12,1419.319973926019
2011-05-13,1415.8221922781108
2011-05-16,1420.7483478109311
2011-05-17,1398.3983068202592
2011-05-18,1411.2998787924764
2011-05-19,1419.2986921637132
2011-05-20,1410.3314271388542
2011-05-23,1375.9658684560534
2011-05-24,1388.3565546241064
2011-05-25,1394.0165257386482
2011-05-26,1396.912302055603
2011-05-27,1423.6262632039577
2011-05-30,1424.9115050096623
2011-05-31,1444.955057211059
2011-06-01,1439.944159468704
2011-06-02,1422.5887700771868
2011-06-03,1426.5515554476513
2011-06-06,1425.595613024707
2011-06-07,1429.8130806360452
2011-06-08,1406.3240972996364
2011-06-09,1412.8499488578839
2011-06-10,1380.491256986789
2011-06-13,1385.8335846659718
2011-06-14,1402.5421259348159
2011-06-15,1372.6033742948134
2011-06-16,1351.699729016948
2011-06-17,1364.962767253096
2011-06-20,1360.7389490363335
2011-06-21,1384.02112533348
2011-06-22,1380.8105612934057
2011-06-23,1338.765642069787
2011-06-24,1344.1036912451848
2011-06-27,1356.8575880209467
2011-06-28,1370.151850639533
2011-06-29,1394.6023776024404
2011-06-30,1416.6726443676814
2011-07-01,1424.0729624343103
2011-07-04,1432.9102903065811
2011-07-05,1432.062931644031
2011-07-06,1416.7179977847895
2011-07-07,1430.9235589476807
2011-07-08,1413.8201494686634
2011-07-11,1376.0409604910085
2011-07-12,1366.7137881139902
2011-07-13,1394.3467157997015
2011-07-14,1382.7587091596397
2011-07-15,1378.1304195622736
2011-07-18,1347.1520963961839
2011-07-19,1370.139159431305
2011-07-20,1383.2370355128508
2011-07-21,1406.39575896557
2011-07-22,1415.0422074423232
2011-07-25,1415.9687717084978
2011-07-26,1423.3469787325762
2011-07-27,1401.3642642758984
2011-07-28,1391.2541552473392
2011-07-29,1386.2463016156917
2011-08-01,1361.2726684318347
2011-08-02,1336.8375243015912
2011-08-03,1317.7732588869694
2011-08-04,1259.340430048464
2011-08-05,1240.1695949718141
2011-08-08,1184.5267756640842
2011-08-09,1212.6103796303216
2011-08-10,1173.2783457487972
2011-08-11,1208.1955913962406
2011-08-12,1244.6736534577353
2011-08-15,1263.0559409569175
2011-08-16,1260.2848821515188
2011-08-17,1268.303827350386
2011-08-18,1196.9884424028508
2011-08-19,1188.91912555848
2011-08-22,1191.9964463686042
2011-08-23,1201.8920338845694
2011-08-24,1217.6452166566273
2011-08-25,1199.6460093911803
2011-08-26,1196.7840855993704
2011-08-29,1221.5855555741878
2011-08-30,1230.2725628085261
2011-08-31,1265.9574940329023
2011-09-01,1262.3943102823225
2011-09-02,1233.871939817079
2011-09-05,1176.770658549405
2011-09-06,1166.0628023128645
2011-09-07,1201.7384896598269
2011-09-08,1205.6395822422332
2011-09-09,1157.0828432530413
2011-09-12,1125.1340567653926
2011-09-13,1134.877934773293
2011-09-14,1150.1366109049086
2011-09-15,1180.800146397854
2011-09-16,1182.5934259517708
2011-09-19,1143.2176451040505
2011-09-20,1173.7637890908013
2011-09-21,1153.249302672086
2011-09-22,1079.9171477040231
2011-09-23,1088.056316094954
2011-09-26,1099.1701685425326
2011-09-27,1157.8491773457706
2011-09-28,1140.0405588197025
2011-09-29,1145.5522641054758
2011-09-30,1111.7472283668556
2011-10-03,1088.3695930179297
2011-10-04,1058.3628238633378
2011-10-05,1088.9049508543362
2011-10-06,1126.6542821550254
2011-10-07,1142.5282986748396
2011-10-10,1173.6366088664943
2011-10-11,1169.603414755464
2011-10-12,1200.3833443090455
2011-10-13,1182.825400564741
2011-10-14,1206.9458795329988
2011-10-17,1188.1973843843916
2011-10-18,1179.3854478147775
2011-10-19,1191.6897215092433
2011-10-20,1168.4290700436902
2011-10-21,1214.6895323680887
2011-10-24,1230.4951922294747
2011-10-25,1225.6461537247835
2011-10-26,1222.8295241612188
2011-10-27,1288.493048019661
2011-10-28,1296.1082194237624
2011-10-31,1247.2105362621526
2011-11-01,1190.6926953819866
2011-11-02,1212.4339015246844
2011-11-03,1230.9055841709396
2011-11-04,1224.3343503799417
2011-11-07,1216.7584647931733
2011-11-08,1233.6579103362362
2011-11-09,1195.119982026296
2011-11-10,1187.2440806555976
2011-11-11,1224.7728144127452
2011-11-14,1203.8015982417958
2011-11-15,1191.0349932483311
2011-11-16,1189.5281764298056
2011-11-17,1172.4506328096104
2011-11-18,1162.396936574514
2011-11-21,1120.8160248055588
2011-11-22,1121.7123204926897
2011-11-23,1097.1552811437202
2011-11-24,1095.0998371752792
2011-11-25,1096.7986468241459
2011-11-28,1140.9748200552608
2011-11-29,1148.676827149187
2011-11-30,1200.3986865883162
2011-12-01,1194.1337769804752
2011-12-02,1197.4206453611296
2011-12-05,1207.071371159243
2011-12-06,1196.4893361475363
2011-12-07,1197.3643557919495
2011-12-08,1175.6248530051605
2011-12-09,1188.8061580114577
2011-12-12,1160.0689500774827
2011-12-13,1156.632892811642
2011-12-14,1123.148653269434
2011-12-15,1135.7983352945237
2011-12-16,1136.1233133386693
2011-12-19,1135.95788187287
2011-12-20,1163.9963539517091
2011-12-21,1152.420112736195
2011-12-22,1163.1851696360388
2011-12-23,1170.6222285659635
2011-12-26,1170.7595121708002
2011-12-27,1174.266675874442
2011-12-28,1160.2090267514068
2011-12-29,1166.253230226635
2011-12-30,1181.3905377122085
2012-01-02,1191.849133051127
2012-01-03,1218.624255343554
2012-01-04,1201.9166595749998
2012-01-05,1186.8869596150255
2012-01-06,1180.0340990649836
2012-01-09,1181.4388148817063
2012-01-10,1202.677193576946
2012-01-11,1188.3078676992448
2012-01-12,1194.186249860107
2012-01-13,1181.0451711317965
2012-01-16,1190.4486755864104
2012-01-17,1204.0575638093758
2012-01-18,1215.1444149964557
2012-01-19,1230.573650761879
2012-01-20,1229.4401121826397
2012-01-23,1244.8642917242125
2012-01-24,1235.2210585702267
2012-01-25,1231.0155439310363
2012-01-26,1262.5434311958088
2012-01-27,1248.3397332412064
2012-01-30,1235.8143933185556
2012-01-31,1240.2633461687171
2012-02-01,1273.1360127839007
2012-02-02,1272.8686912717512
2012-02-03,1290.8584346726616
2012-02-06,1284.4664513862947
2012-02-07,1295.1853937186509
2012-02-08,1291.6139856994082
2012-02-09,1300.578358992613
2012-02-10,1282.9469959403168
2012-02-13,1294.253370692179
2012-02-14,1284.3144679399397
2012-02-15,1288.8209717062064
2012-02-16,1288.1975282470132
2012-02-17,1303.0628871339893
2012-02-20,1323.880742452282
2012-02-21,1316.0791643828034
2012-02-22,1306.9421141658145
2012-02-23,1314.9275424021923
2012-02-24,1329.562396127954
2012-02-27,1321.1684934516159
2012-02-28,1327.3463219728474
2012-02-29,1324.7054580729664
2012-03-01,1332.2722601895193
2012-03-02,1319.2293264616087
2012-03-05,1314.959350915306
2012-03-06,1271.3799851658746
2012-03-07,1282.79655662815
2012-03-08,1319.960324566536
2012-03-09,1312.836621109391
2012-03-12,1313.1177445379935
2012-03-13,1330.2088924477248
2012-03-14,1321.7053502146578
2012-03-15,1331.1968929620818
2012-03-16,1349.0902362317443
2012-03-19,1352.4679531466709
2012-03-20,1333.5561608491737
2012-03-21,1331.932126382068
2012-03-22,1316.9532669395217
2012-03-23,1325.475904906756
2012-03-26,1345.931156665984
2012-03-27,1341.1995447304723
2012-03-28,1325.550805090918
2012-03-29,1311.4243024064897
2012-03-30,1329.5723967990461
2012-04-02,1352.4124121183204
2012-04-03,1344.8831979871595
