Date,EMU GROWTH
1996-12-31,100.0
1997-01-31,100.02727588007136
1997-02-28,99.96562513790322
1997-03-31,103.59297866763318
1997-04-30,101.82308311846477
1997-05-30,104.69529337754895
1997-06-30,112.17316455564372
1997-07-31,117.55019696667455
1997-08-29,108.23772582550755
1997-09-30,118.41251464673229
1997-10-31,109.6353699091715
1997-11-28,112.40556383325976
1997-12-31,115.96410362064555
1998-01-30,121.3072063728132
1998-02-27,131.69831022023973
1998-03-31,140.212556230469
1998-04-30,144.40918775636635
1998-05-29,151.1754552591
1998-06-30,156.3229515527303
1998-07-31,160.27054297242012
1998-08-31,139.26652693815106
1998-09-30,132.4820774883267
1998-10-30,145.61470847611568
1998-11-30,153.30244997114067
1998-12-31,165.40177423915378
1999-01-29,164.44803930001817
1999-02-26,154.54817234227266
1999-03-31,148.96137713781778
1999-04-30,148.09650493205518
1999-05-31,142.74231591263433
1999-06-30,145.66328119658706
1999-07-30,142.48113733120204
1999-08-31,146.79470347909916
1999-09-30,147.9611692950627
1999-10-29,155.231954759102
1999-11-30,167.69448460097493
1999-12-31,196.09823864905746
2000-01-31,189.76195360853782
2000-02-29,211.4759278893023
2000-03-31,210.56688733475164
2000-04-28,195.04175613621717
2000-05-31,188.20644362842543
2000-06-30,190.86027720970947
2000-07-31,178.83458835087922
2000-08-31,171.08128333275693
2000-09-29,161.0840394648382
2000-10-31,158.58041997789508
2000-11-30,147.86621639326094
2000-12-29,156.0450369402267
2001-01-01,156.0450369402267
2001-01-02,153.7306775298961
2001-01-03,150.87067984456164
2001-01-04,155.2549909525732
2001-01-05,155.52571121042863
2001-01-08,153.79865331091764
2001-01-09,150.50751912347567
2001-01-10,150.15843581059787
2001-01-11,155.1285402618939
2001-01-12,158.35256740246828
2001-01-15,156.6149612527175
2001-01-16,153.89695956553336
2001-01-17,156.83459788899484
2001-01-18,158.95454380615425
2001-01-19,156.94948327673143
2001-01-22,156.42847043833504
2001-01-23,156.46719284167642
2001-01-24,154.8371589484275
2001-01-25,153.6975993470974
2001-01-26,153.36041886285108
2001-01-29,152.4441044565012
2001-01-30,152.79466565256712
2001-01-31,155.74327703081406
2001-02-01,155.10771274266875
2001-02-02,151.73017516369194
2001-02-05,151.66461595671524
2001-02-06,151.50816248180985
2001-02-07,148.36239322372188
2001-02-08,146.4947751007673
2001-02-09,143.68564332655419
2001-02-12,146.43686214343114
2001-02-13,144.29637653090424
2001-02-14,139.58346051219252
2001-02-15,140.87829807663397
2001-02-16,138.91920713862905
2001-02-19,138.85545171111292
2001-02-20,135.98907632914245
2001-02-21,134.08349572591203
2001-02-22,131.8737721053828
2001-02-23,127.87389928084079
2001-02-26,130.9687212243806
2001-02-27,132.92571439849073
2001-02-28,132.64292320269718
2001-03-01,132.19680509448725
2001-03-02,133.37780320349012
2001-03-05,134.48585245082572
2001-03-06,137.4602330612862
2001-03-07,136.75993532915714
2001-03-08,135.1340633210997
2001-03-09,132.89708660701902
2001-03-12,128.15256924830064
2001-03-13,126.09279678764574
2001-03-14,123.78578973584301
2001-03-15,125.8512278261992
2001-03-16,121.23983214018911
2001-03-19,120.71413667479604
2001-03-20,124.21163446388523
2001-03-21,120.31355077953079
2001-03-22,113.59884543554054
2001-03-23,119.38953805209167
2001-03-26,124.04683104151876
2001-03-27,126.46804199122283
2001-03-28,122.8602305995894
2001-03-29,121.61255024116231
2001-03-30,122.17834796980243
2001-04-02,121.58677424837953
2001-04-03,117.26417834925459
2001-04-04,120.67511741412397
2001-04-05,123.79227622605825
2001-04-06,123.61276347349937
2001-04-09,124.83119289089258
2001-04-10,126.34621643612647
2001-04-11,126.28940912560502
2001-04-12,127.55551535272346
2001-04-13,127.55551535272346
2001-04-16,126.24919382888065
2001-04-17,124.57331476536774
2001-04-18,128.6300199582369
2001-04-19,130.84561669749596
2001-04-20,131.67916958954197
2001-04-23,128.81005112871605
2001-04-24,128.95263693240963
2001-04-25,129.11313164966754
2001-04-26,131.43388321460975
2001-04-27,132.31889976947602
2001-04-30,133.9895776089783
2001-05-01,134.74241929517794
2001-05-02,133.9580418982086
2001-05-03,131.1887093218358
2001-05-04,131.59051827880398
2001-05-07,131.42692882073766
2001-05-08,130.4194228176782
2001-05-09,129.14973817418647
2001-05-10,131.6898589923285
2001-05-11,129.44774265973112
2001-05-14,127.28914432972176
2001-05-15,128.67304008477393
2001-05-16,128.943839498268
2001-05-17,130.2923349938429
2001-05-18,130.18924347353797
2001-05-21,130.30706468733405
2001-05-22,130.43061421058798
2001-05-23,128.2672869601765
2001-05-24,128.1949441396887
2001-05-25,126.35473206804512
2001-05-28,127.24477745239933
2001-05-29,124.99722880165824
2001-05-30,122.78750704407435
2001-05-31,121.85243626606797
2001-06-01,121.16393110818335
2001-06-04,121.92398951820819
2001-06-05,124.06076483501548
2001-06-06,123.4535592560924
2001-06-07,123.45629821548388
2001-06-08,123.38995269024805
2001-06-11,121.3642735148662
2001-06-12,117.47062147553056
2001-06-13,119.07293377435496
2001-06-14,117.99080469769191
2001-06-15,116.65367891312061
2001-06-18,115.3644931459963
2001-06-19,115.61184783918765
2001-06-20,113.98019353866599
2001-06-21,113.8807124503105
2001-06-22,114.96556288648867
2001-06-25,115.5248185911358
2001-06-26,113.97504569640292
2001-06-27,113.30387399686002
2001-06-28,113.93251493540805
2001-06-29,115.34400269039703
2001-07-02,116.92631547421365
2001-07-03,115.32429341019272
2001-07-04,113.68184118257298
2001-07-05,111.13530353238122
2001-07-06,109.01498609222882
2001-07-09,109.75173822432288
2001-07-10,109.8391347211823
2001-07-11,109.02828607894851
2001-07-12,109.3173106302668
2001-07-13,109.4781606011654
2001-07-16,109.13511098417464
2001-07-17,107.94302474272115
2001-07-18,108.61848374977565
2001-07-19,111.54612720601108
2001-07-20,110.2588329674194
2001-07-23,110.60806650559881
2001-07-24,110.27226271997165
2001-07-25,109.00837289425931
2001-07-26,109.96428060798813
2001-07-27,111.87968646653088
2001-07-30,113.85815452750778
2001-07-31,115.2622526891459
2001-08-01,116.14886874788968
2001-08-02,116.48251742480059
2001-08-03,115.74477877875422
2001-08-06,115.22949595657428
2001-08-07,114.77344086979251
2001-08-08,112.95707503495308
2001-08-09,112.12180736840801
2001-08-10,111.63880366174891
2001-08-13,113.3273379597483
2001-08-14,114.36288002867842
2001-08-15,115.15416243183822
2001-08-16,113.73065385384326
2001-08-17,111.69817244122903
2001-08-20,111.15187912991304
2001-08-21,111.92782318055576
2001-08-22,112.62802507400909
2001-08-23,112.56925011521193
2001-08-24,114.6055560513497
2001-08-27,114.06260457868851
2001-08-28,111.90661920856735
2001-08-29,111.81739063714978
2001-08-30,108.53082877761403
2001-08-31,108.43514932306866
2001-09-03,106.51448300331752
2001-09-04,105.89811011338739
2001-09-05,102.69301572504673
2001-09-06,99.78481723901027
2001-09-07,99.18374604572278
2001-09-10,98.31983318030004
2001-09-11,91.91002373538612
2001-09-12,93.52990962793258
2001-09-13,95.08745563789877
2001-09-14,90.81182123600294
2001-09-17,93.21901635682651
2001-09-18,93.13039704691755
2001-09-19,92.50787271302215
2001-09-20,88.9213276875327
2001-09-21,85.99472494594299
2001-09-24,91.02446393518939
2001-09-25,92.95039057603857
2001-09-26,94.07472374963322
2001-09-27,94.75018841761458
2001-09-28,96.54874490654933
2001-10-01,95.25753094251215
2001-10-02,96.42464001769739
2001-10-03,97.23365008784911
2001-10-04,99.9526543362725
2001-10-05,99.27653218178213
2001-10-08,99.71833722080679
2001-10-09,99.8781698266842
2001-10-10,102.21955930589927
2001-10-11,102.53907620242859
2001-10-12,101.95549156254268
2001-10-15,100.05503276997364
2001-10-16,102.2809092419912
2001-10-17,104.30914644862838
2001-10-18,102.00781027500904
2001-10-19,100.59631965730209
2001-10-22,102.16605427413648
2001-10-23,104.48265011283405
2001-10-24,106.1641398705586
