Date,NORTH AMERICA GROWTH
1988-06-30,422.27241
1988-07-29,418.78601
1988-08-31,404.57117
1988-09-30,422.52808
1988-10-31,434.0471
1988-11-30,426.65004
1988-12-30,435.15038
1989-01-31,467.27108
1989-02-28,454.81795
1989-03-31,466.67797
1989-04-28,494.78773
1989-05-31,515.9281
1989-06-30,513.90127
1989-07-31,570.19141
1989-08-31,576.63951
1989-09-29,577.0483
1989-10-31,569.51639
1989-11-30,583.93602
1989-12-29,594.34934
1990-01-31,550.74426
1990-02-28,553.0918
1990-03-30,572.97479
1990-04-30,564.96571
1990-05-31,624.21554
1990-06-29,632.14482
1990-07-31,630.54577
1990-08-31,572.86773
1990-09-28,545.75469
1990-10-31,544.36088
1990-11-30,575.52312
1990-12-31,592.64081
1991-01-31,615.54074
1991-02-28,663.73125
1991-03-29,686.80341
1991-04-30,689.61772
1991-05-31,717.29504
1991-06-28,686.3256
1991-07-31,722.38838
1991-08-30,745.81329
1991-09-30,723.95911
1991-10-31,735.46609
1991-11-29,716.21714
1991-12-31,815.53658
1992-01-31,795.52016
1992-02-28,796.89099
1992-03-31,780.32434
1992-04-30,784.40894
1992-05-29,786.89716
1992-06-30,766.66444
1992-07-31,800.30284
1992-08-31,786.43775
1992-09-30,791.44417
1992-10-30,805.22425
1992-11-30,835.70721
1992-12-31,841.37592
1993-01-29,831.22413
1993-02-26,824.49311
1993-03-31,835.2813
1993-04-30,804.23765
1993-05-31,832.21817
1993-06-30,823.06984
1993-07-30,806.118
1993-08-31,833.82758
1993-09-30,814.49425
1993-10-29,847.65547
1993-11-30,849.96682
1993-12-31,857.4668
1994-01-31,884.05217
1994-02-28,864.29647
1994-03-31,823.40991
1994-04-29,829.46943
1994-05-31,842.29251
1994-06-30,812.84355
1994-07-29,840.4253
1994-08-31,880.98314
1994-09-30,874.95211
1994-10-31,890.44279
1994-11-30,861.9989
1994-12-30,877.58591
1995-01-31,895.64393
1995-02-28,929.64872
1995-03-31,956.54489
1995-04-28,981.80137
1995-05-31,1018.71449
1995-06-30,1052.58327
1995-07-31,1082.64815
1995-08-31,1073.8332
1995-09-29,1129.42585
1995-10-31,1141.70169
1995-11-30,1184.27268
1995-12-29,1192.8405
1996-01-31,1240.93877
1996-02-29,1255.81423
1996-03-29,1258.93608
1996-04-30,1279.66402
1996-05-31,1332.09309
1996-06-28,1346.69044
1996-07-31,1288.14178
1996-08-30,1310.80198
1996-09-30,1400.5483
1996-10-31,1424.68551
1996-11-29,1529.77109
1996-12-31,1497.12831
1997-01-31,1620.450137105732
1997-02-28,1630.4840231304618
1997-03-31,1540.6190159718883
1997-04-30,1674.958843929409
1997-05-30,1771.8648258941719
1997-06-30,1863.4368915064115
1997-07-31,1995.7722582698696
1997-08-29,1852.577203392946
1997-09-30,1942.6180763867085
1997-10-31,1881.4663591893907
1997-11-28,1980.4140792411636
1997-12-31,1991.2218834858477
1998-01-30,2057.5264846923596
1998-02-27,2211.073895172912
1998-03-31,2332.6145639763376
1998-04-30,2336.7162974745993
1998-05-29,2301.360408814098
1998-06-30,2464.307594634428
1998-07-31,2445.9103706687233
1998-08-31,2137.108073439546
1998-09-30,2289.7026856598873
1998-10-30,2459.3374588821584
1998-11-30,2653.479919586029
1998-12-31,2884.1826452767227
1999-01-29,3061.5861264537243
1999-02-26,2920.510250162168
1999-03-31,3087.238395226935
1999-04-30,3050.325352785902
1999-05-31,2965.6509289586447
1999-06-30,3204.516388245465
1999-07-30,3089.198322903741
1999-08-31,3144.314159672922
1999-09-30,3110.2832483388383
1999-10-29,3345.1984434150336
1999-11-30,3499.5167157682654
1999-12-31,3909.272811768564
2000-01-31,3641.4092922966897
2000-02-29,3700.8305898722538
2000-03-31,4058.667567771077
2000-04-28,3782.100239017108
2000-05-31,3567.305854979435
2000-06-30,3869.17277883036
2000-07-31,3715.923783185751
2000-08-31,3925.8889489700578
2000-09-29,3505.8894987801723
2000-10-31,3370.7988944859453
2000-11-30,3022.1330512407667
2000-12-29,2860.454141733526
2001-01-01,2860.454141733526
2001-01-02,2732.53022120588
2001-01-03,2961.02898724971
2001-01-04,2921.507827200698
2001-01-05,2816.96540812645
2001-01-08,2797.579039279348
2001-01-09,2831.256942777062
2001-01-10,2864.3910235284707
2001-01-11,2929.5312225125836
2001-01-12,2908.7082102198938
2001-01-15,2908.4248390921666
2001-01-16,2920.524902035135
2001-01-17,2935.002129372959
2001-01-18,3012.0417920934933
2001-01-19,3023.4372846462184
2001-01-22,3013.949487181692
2001-01-23,3057.5474203857525
2001-01-24,3069.713773469754
2001-01-25,3022.379093289327
2001-01-26,3030.7206665322274
2001-01-29,3051.5955902256346
2001-01-30,3070.478100931575
2001-01-31,3042.503986233865
2001-02-01,3064.2702465113102
2001-02-02,2980.197882411184
2001-02-05,2975.921827756996
2001-02-06,2983.18243596693
2001-02-07,2938.0988022383594
2001-02-08,2889.7410070270134
2001-02-09,2805.3860646459166
2001-02-12,2852.140550996545
2001-02-13,2802.1849754489112
2001-02-14,2826.315646022307
2001-02-15,2864.5863184542973
2001-02-16,2763.6914011957624
2001-02-19,2765.8207622324826
2001-02-20,2699.3064665977436
2001-02-21,2643.891338978122
2001-02-22,2627.8777401968914
2001-02-23,2621.3506043143843
2001-02-26,2670.163861099791
2001-02-27,2623.5352315885607
2001-02-28,2577.4332691043733
2001-03-01,2592.9578546603925
2001-03-02,2541.113344634969
2001-03-05,2556.844431124523
2001-03-06,2580.802245307957
2001-03-07,2588.2478180523453
2001-03-08,2579.4965752830567
2001-03-09,2499.9543471520788
2001-03-12,2371.792314108823
2001-03-13,2430.4053840825
2001-03-14,2373.4729823559837
2001-03-15,2367.420805533679
2001-03-16,2319.1119054079086
2001-03-19,2359.4307856733953
2001-03-20,2294.4652743241004
2001-03-21,2260.355008411447
2001-03-22,2283.120370295102
2001-03-23,2324.789869247818
2001-03-26,2335.317245929183
2001-03-27,2402.031695667094
2001-03-28,2335.443768502238
2001-03-29,2320.1206039003337
2001-03-30,2342.5148437355256
2001-04-02,2308.403262746097
2001-04-03,2218.9889673785055
2001-04-04,2215.9168563225735
2001-04-05,2327.4997569239026
2001-04-06,2287.1918818936697
2001-04-09,2302.5958833854247
2001-04-10,2363.7138925143
2001-04-11,2359.963579443811
2001-04-12,2406.139065222187
2001-04-13,2406.139065222187
2001-04-16,2383.4459868309486
2001-04-17,2418.3082135723425
2001-04-18,2524.0376272660396
2001-04-19,2584.2489077300484
2001-04-20,2568.4705686983957
2001-04-23,2509.9758320987526
2001-04-24,2460.7797472203656
2001-04-25,2511.1988954599638
2001-04-26,2514.0623112872636
2001-04-27,2554.3211637356912
2001-04-30,2556.2042448576076
2001-05-01,2599.9843646032737
2001-05-02,2617.466729150157
2001-05-03,2567.3830361450982
2001-05-04,2613.183331713358
2001-05-07,2607.607021037045
2001-05-08,2614.547257818059
2001-05-09,2590.7068013700537
2001-05-10,2580.86262624575
2001-05-11,2559.395633007789
2001-05-14,2557.3427740540155
2001-05-15,2556.169653186022
2001-05-16,2640.280229516103
2001-05-17,2649.966110717274
2001-05-18,2649.345827164414
2001-05-21,2698.1550602414845
2001-05-22,2687.6396916594613
2001-05-23,2641.28932940008
2001-05-24,2658.0533569476897
2001-05-25,2620.3886345264978
2001-05-28,2620.7626265976714
2001-05-29,2593.440740885594
2001-05-30,2541.631608640725
2001-05-31,2548.6423136474295
2001-06-01,2572.2732045437947
2001-06-04,2587.707774083057
2001-06-05,2629.4484987770343
2001-06-06,2606.3186319146644
2001-06-07,2637.3105537092315
2001-06-08,2603.9870902938255
2001-06-11,2572.5594444095314
2001-06-12,2581.488621746444
2001-06-13,2541.7028065019967
2001-06-14,2503.5163043441507
2001-06-15,2476.660022864234
2001-06-18,2468.372732792956
2001-06-19,2477.482592313998
2001-06-20,2515.027679838138
2001-06-21,2535.1087232855075
2001-06-22,2504.4404489982876
2001-06-25,2495.088372934655
2001-06-26,2485.695170101942
2001-06-27,2470.894026972208
2001-06-28,2514.4993282951436
2001-06-29,2488.256467848407
2001-07-02,2524.9772933532336
2001-07-03,2517.7658421361666
2001-07-04,2516.9887945492846
2001-07-05,2468.8958722224706
2001-07-06,2398.123374419842
2001-07-09,2425.8390545836482
2001-07-10,2381.691013645208
2001-07-11,2384.4401927859817
2001-07-12,2455.6357830546513
2001-07-13,2476.542256019865
2001-07-16,2440.930854641721
2001-07-17,2471.712736739666
2001-07-18,2462.074842843902
2001-07-19,2487.1921513251314
2001-07-20,2477.5925385064174
2001-07-23,2428.1145316528573
2001-07-24,2398.686414872637
2001-07-25,2434.225994222428
2001-07-26,2446.2723836442624
2001-07-27,2449.2241670304115
2001-07-30,2447.4537584480167
2001-07-31,2470.2197901504646
2001-08-01,2479.9094729062003
2001-08-02,2492.4050439502635
2001-08-03,2481.4447295222885
2001-08-06,2449.6580016544794
2001-08-07,2461.341399628999
2001-08-08,2408.9994112579
2001-08-09,2412.7772823359446
2001-08-10,2421.0355179324806
2001-08-13,2426.687730214764
2001-08-14,2416.6093346824973
2001-08-15,2394.8221469393875
2001-08-16,2407.61686460216
2001-08-17,2358.8927965578646
2001-08-20,2383.120438756177
2001-08-21,2339.617949485148
2001-08-22,2363.9192970670483
2001-08-23,2353.8793600177537
2001-08-24,2417.8744647117373
2001-08-27,2407.994064333486
2001-08-28,2362.511618818428
2001-08-29,2331.590685270577
2001-08-30,2280.275087112916
2001-08-31,2286.3723274186655
2001-09-03,2286.2938286533526
2001-09-04,2287.0218766536887
2001-09-05,2303.679603925789
2001-09-06,2242.214007542753
2001-09-07,2205.3390606143594
2001-09-10,2227.831279362022
2001-09-11,2223.671157957572
2001-09-12,2224.29545687557
2001-09-13,2223.7558734517547
2001-09-14,2221.400212636175
2001-09-17,2129.897705167337
2001-09-18,2112.130611324364
2001-09-19,2075.682348546349
2001-09-20,2009.7189223445007
2001-09-21,1966.6037924709221
2001-09-24,2053.0751644073753
2001-09-25,2068.3633614498112
2001-09-26,2059.8765931590997
2001-09-27,2080.7411402290886
2001-09-28,2117.4650331055473
2001-10-01,2123.0499427455306
2001-10-02,2141.4127880725036
2001-10-03,2187.4907047654315
2001-10-04,2182.327359177402
2001-10-05,2205.969527556236
2001-10-08,2198.2410311103176
2001-10-09,2171.974363744844
2001-10-10,2225.7522917216015
2001-10-11,2264.1793330177284
2001-10-12,2262.196036200418
2001-10-15,2262.7222590566157
2001-10-16,2273.8187734123426
2001-10-17,2223.1825719337735
2001-10-18,2222.6420354820857
2001-10-19,2241.1465441057453
2001-10-22,2283.793521839614
2001-10-23,2269.278742357423
2001-10-24,2282.1146191921107
2001-10-25,2310.482128716813
2001-10-26,2309.3810132492404
2001-10-29,2248.430086431211
2001-10-30,2211.7192131870147
2001-10-31,2212.3294567193534
2001-11-01,2270.9660740705303
2001-11-02,2277.5667003815
2001-11-05,2311.591720185135
2001-11-06,2355.1749346254087
2001-11-07,2348.365580834586
2001-11-08,2351.329415616119
2001-11-09,2356.1063552159853
2001-11-12,2354.880027684213
2001-11-13,2399.0325089075914
2001-11-14,2411.369519244956
2001-11-15,2418.222390945272
2001-11-16,2409.8170946824375
2001-11-19,2441.60784319563
2001-11-20,2416.2961104556953
2001-11-21,2410.1576448442765
2001-11-22,2411.225189715438
2001-11-23,2435.474153269808
2001-11-26,2454.1742237705603
2001-11-27,2432.1993303512972
2001-11-28,2390.8332033197826
2001-11-29,2421.357785884107
2001-11-30,2423.9245865628986
2001-12-03,2410.669277360117
2001-12-04,2427.0486050599475
2001-12-05,2462.3943695082808
2001-12-06,2452.7353196658037
2001-12-07,2440.9243458489955
2001-12-10,2411.2623397535035
2001-12-11,2397.201528076438
2001-12-12,2399.4861342915096
2001-12-13,2375.7010339820067
2001-12-14,2391.0151119882053
2001-12-17,2421.1078360287984
2001-12-18,2439.3118104562336
2001-12-19,2457.663029253414
2001-12-20,2445.06057423352
2001-12-21,2458.925800566662
2001-12-24,2451.8716704186486
2001-12-25,2451.8716704186486
2001-12-26,2457.6880546300763
2001-12-27,2466.4082211656932
2001-12-28,2464.593133121777
2001-12-31,2434.166598506722
2002-01-01,2434.166598506722
2002-01-02,2442.1250489315867
2002-01-03,2450.7250232739807
2002-01-04,2453.425016304754
2002-01-07,2431.143475167
2002-01-08,2430.6614567501565
2002-01-09,2418.981734691467
2002-01-10,2429.6626154820697
2002-01-11,2416.6517046128733
2002-01-14,2408.7863243358925
2002-01-15,2424.5599157680754
2002-01-16,2396.473662512676
2002-01-17,2421.756711590016
2002-01-18,2393.5228071865617
2002-01-21,2393.007021942399
2002-01-22,2388.66967666963
2002-01-23,2394.649698967986
2002-01-24,2391.550074604018
2002-01-25,2390.796561323446
2002-01-28,2386.4622085065735
2002-01-29,2330.5774711616527
2002-01-30,2357.203334573762
2002-01-31,2391.7521328443486
2002-02-01,2381.5017138872404
2002-02-04,2331.638516953575
2002-02-05,2336.967853670741
2002-02-06,2329.079077254281
2002-02-07,2317.6078767970926
2002-02-08,2343.8189469671206
2002-02-11,2367.28434448681
2002-02-12,2366.660371943367
2002-02-13,2391.8690196579773
2002-02-14,2388.680951277027
2002-02-15,2365.2499120929892
2002-02-18,2365.5854294173187
2002-02-19,2328.0287032864626
2002-02-20,2365.157640573938
2002-02-21,2331.6006840005193
2002-02-22,2351.6925451523703
2002-02-25,2382.812485359622
2002-02-26,2381.6300133659074
2002-02-27,2385.6576069667212
2002-02-28,2380.1749840529383
2002-03-01,2430.6602877017613
2002-03-04,2454.1603418644663
2002-03-05,2426.6395996126494
2002-03-06,2454.9434867735754
2002-03-07,2440.6935705830847
2002-03-08,2448.8918718811965
2002-03-11,2454.8772347208146
2002-03-12,2455.532395661639
2002-03-13,2442.3050704658444
2002-03-14,2437.9030210075634
2002-03-15,2462.1636609441307
2002-03-18,2457.1138736655844
2002-03-19,2468.1346990055345
2002-03-20,2426.3088117491766
2002-03-21,2427.334559954177
2002-03-22,2424.577074343109
2002-03-25,2390.2785896502787
2002-03-26,2401.5319960687366
2002-03-27,2407.0831139794873
2002-03-28,2408.6706422568373
2002-03-29,2408.6706422568373
2002-04-01,2403.2170837586527
2002-04-02,2380.301667712602
2002-04-03,2361.267384811137
2002-04-04,2359.047591467876
2002-04-05,2346.874916110704
2002-04-08,2346.6916385110326
2002-04-09,2331.710566092768
2002-04-10,2363.8375925632954
2002-04-11,2302.2732175052397
2002-04-12,2323.7814097642454
2002-04-15,2299.3842799818303
2002-04-16,2341.824615035217
2002-04-17,2323.207239550087
2002-04-18,2330.2975220416897
2002-04-19,2331.0701084919733
2002-04-22,2298.3225213877236
2002-04-23,2278.289519356155
2002-04-24,2266.5622553732655
2002-04-25,2267.213634261645
2002-04-26,2233.9955391881376
2002-04-29,2213.317391149224
2002-04-30,2229.6706386235473
2002-05-01,2256.7064929852854
2002-05-02,2248.6908377868995
2002-05-03,2220.19500873507
2002-05-06,2181.187070085435
2002-05-07,2165.1438749705294
2002-05-08,2246.065822976242
2002-05-09,2208.2174062785684
2002-05-10,2176.4763424603293
2002-05-13,2214.3548256350355
2002-05-14,2257.7819026696593
2002-05-15,2239.8333175128573
2002-05-16,2260.942297762876
2002-05-17,2289.8515413898467
2002-05-20,2257.679638391097
2002-05-21,2230.353092208548
2002-05-22,2243.5391493941647
2002-05-23,2267.799731850063
2002-05-24,2236.4308069270674
2002-05-27,2236.267885401442
2002-05-28,2215.8238695904583
2002-05-29,2205.603006660435
2002-05-30,2204.720391821655
2002-05-31,2204.70182832205
2002-06-03,2150.4525269109636
2002-06-04,2155.2678429464963
2002-06-05,2181.404297107039
2002-06-06,2136.525685456105
2002-06-07,2123.9088274672417
2002-06-10,2135.0720498052406
2002-06-11,2096.0033924876334
2002-06-12,2115.272181799502
2002-06-13,2093.2495336181346
2002-06-14,2090.8797385510034
2002-06-17,2142.9393311074923
2002-06-18,2141.7929289771005
2002-06-19,2107.979373412858
2002-06-20,2079.1162906642435
2002-06-21,2029.0855920596962
2002-06-24,2043.6704902039546
2002-06-25,2003.358568261285
2002-06-26,2021.7195714305612
2002-06-27,2056.6413892820547
2002-06-28,2027.2388636384123
2002-07-01,1982.438228052459
2002-07-02,1941.8801580150605
2002-07-03,1960.5386564099397
2002-07-04,1960.4917086138546
2002-07-05,2035.792697078713
2002-07-08,2006.5699718061053
2002-07-09,1949.4206133335865
2002-07-10,1884.272030424982
2002-07-11,1901.61438373112
2002-07-12,1896.5749731831975
2002-07-15,1892.3990011072033
2002-07-16,1862.8091815996431
2002-07-17,1886.2230206575737
2002-07-18,1829.7843777986225
2002-07-19,1762.4726941238125
2002-07-22,1721.4547309143147
2002-07-23,1696.4846019011982
2002-07-24,1795.863069515208
2002-07-25,1786.689732727733
2002-07-26,1818.6600574278527
2002-07-29,1911.9496732240293
2002-07-30,1920.3066792391196
2002-07-31,1938.869343824869
2002-08-01,1880.9349043182576
2002-08-02,1846.740060854431
2002-08-05,1791.4983487659258
2002-08-06,1839.4972831579096
2002-08-07,1883.4553023370204
2002-08-08,1940.9259515963338
2002-08-09,1943.0984201878732
2002-08-12,1933.9153346567844
2002-08-13,1890.8136891859785
2002-08-14,1970.9432022737828
2002-08-15,1988.089473946038
2002-08-16,1985.9150847585888
2002-08-19,2030.5444968626628
2002-08-20,2005.6341029408154
2002-08-21,2029.457616981559
2002-08-22,2058.8520616194746
2002-08-23,2012.8078458272894
2002-08-26,2022.2786782653418
2002-08-27,1985.0297583838446
2002-08-28,1955.4662116375664
2002-08-29,1952.6963184127683
2002-08-30,1948.2878206806536
2002-09-02,1948.4932170852953
2002-09-03,1873.1804860814239
2002-09-04,1906.4673075344642
2002-09-05,1876.3154014267404
2002-09-06,1903.8996095639573
2002-09-09,1924.6195728366185
2002-09-10,1941.5723963741286
2002-09-11,1938.1499469199043
2002-09-12,1891.0519759392555
2002-09-13,1900.1377933659883
2002-09-16,1908.7882908697923
2002-09-17,1872.7050959349456
2002-09-18,1863.9261609933958
2002-09-19,1808.4975833090039
2002-09-20,1807.9728077549976
2002-09-23,1779.8920041999568
2002-09-24,1760.1869206673016
2002-09-25,1807.0774499977776
2002-09-26,1828.1767391924407
2002-09-27,1763.4478291617827
2002-09-30,1738.3725081002667
2002-10-01,1807.7584774418012
2002-10-02,1777.153920481108
2002-10-03,1759.2876503915788
2002-10-04,1722.7150178498632
2002-10-07,1699.4081705549277
2002-10-08,1738.7162520972438
2002-10-09,1702.7797210671133
2002-10-10,1745.3071185249214
2002-10-11,1807.645049994856
2002-10-14,1832.9856860546197
2002-10-15,1907.8586173202086
2002-10-16,1862.9785050432558
2002-10-17,1901.2271834231506
2002-10-18,1919.2389555257141
2002-10-21,1942.3940658757792
2002-10-22,1912.6009136685177
2002-10-23,1924.4328261417052
2002-10-24,1887.5788133506549
2002-10-25,1926.5758958521474
2002-10-28,1907.6525860450483
2002-10-29,1895.093792379817
2002-10-30,1907.3676948902091
2002-10-31,1899.718875965996
2002-11-01,1926.5039661871904
2002-11-04,1940.4106573559159
2002-11-05,1952.7110554688006
2002-11-06,1971.589605637161
2002-11-07,1939.2699091706002
2002-11-08,1918.0341004711681
2002-11-11,1880.28798860638
2002-11-12,1889.4570566769626
2002-11-13,1893.5329812539158
2002-11-14,1938.5115627242858
2002-11-15,1940.9641191232117
2002-11-18,1921.62881940611
2002-11-19,1911.64805429414
2002-11-20,1948.091577756917
2002-11-21,1981.6983746790127
2002-11-22,1971.6071104931805
2002-11-25,1974.208173128888
2002-11-26,1938.9232366910596
2002-11-27,1987.1317578143176
2002-11-28,1987.5680488372682
2002-11-29,1977.6817996323405
2002-12-02,1975.8626091908145
2002-12-03,1958.0335874780787
2002-12-04,1961.852466987134
2002-12-05,1938.5001744456004
2002-12-06,1950.2675893353592
2002-12-09,1918.1052976177707
2002-12-10,1941.1232441857208
2002-12-11,1942.421107832331
2002-12-12,1930.2565515168176
2002-12-13,1905.6522261794676
2002-12-16,1939.9563706790357
2002-12-17,1919.3680603245707
2002-12-18,1899.8363794131767
2002-12-19,1886.8668930226738
2002-12-20,1905.6900777360192
2002-12-23,1913.1441231378496
2002-12-24,1907.9752411379536
2002-12-25,1907.9752411379536
2002-12-26,1895.9766921494838
2002-12-27,1871.8422327578826
2002-12-30,1882.331903325473
2002-12-31,1879.7252382714432
2003-01-01,1879.7252382714432
2003-01-02,1936.8358252994506
2003-01-03,1934.7847044127193
2003-01-06,1961.0852781827684
2003-01-07,1952.900898461472
2003-01-08,1928.0642019709417
2003-01-09,1964.4999458125512
2003-01-10,1962.2793567198771
2003-01-13,1961.0654921499693
2003-01-14,1967.0957599584733
2003-01-15,1940.5677000039282
2003-01-16,1935.7452491441618
2003-01-17,1909.089188882786
2003-01-20,1908.9215135615666
2003-01-21,1886.070528966821
2003-01-22,1870.6467966728267
2003-01-23,1887.446344182463
2003-01-24,1838.3739313323254
2003-01-27,1810.8762790263957
2003-01-28,1833.1919958693377
2003-01-29,1841.5749497354473
2003-01-30,1804.7514911645412
2003-01-31,1830.1435092906315
2003-02-03,1839.3333106316265
2003-02-04,1815.8361997041661
2003-02-05,1808.356200945983
2003-02-06,1803.498059330186
2003-02-07,1788.7857865365818
2003-02-10,1801.3830818366364
2003-02-11,1787.1397892466557
2003-02-12,1771.2073603435485
2003-02-13,1763.4101435198934
2003-02-14,1798.812513676874
2003-02-17,1799.6122810289837
2003-02-18,1833.7523474954553
2003-02-19,1824.8988065411231
2003-02-20,1809.3270618486174
2003-02-21,1834.3279213180747
2003-02-24,1801.8779926614213
2003-02-25,1817.4475753123932
2003-02-26,1797.4372529523412
2003-02-27,1817.3845475185778
2003-02-28,1823.9542907419925
2003-03-03,1807.329827983735
2003-03-04,1781.9461058760298
2003-03-05,1798.614367268846
2003-03-06,1787.7505048568898
2003-03-07,1807.726351355336
2003-03-10,1765.2498230777232
2003-03-11,1756.0163834217767
2003-03-12,1770.018668311981
2003-03-13,1824.102216072658
2003-03-14,1825.0165099388798
2003-03-17,1888.5760653949162
2003-03-18,1893.6395564472127
2003-03-19,1912.3500216338082
2003-03-20,1913.243111668219
2003-03-21,1957.036515566745
2003-03-24,1892.4027575555374
2003-03-25,1915.906664042998
2003-03-26,1902.5823112260314
2003-03-27,1902.340528022882
2003-03-28,1891.6998092511124
2003-03-31,1863.7621447826484
2003-04-01,1878.5115588577257
2003-04-02,1924.5220101989134
2003-04-03,1921.6271480198434
2003-04-04,1923.654269428963
2003-04-07,1922.2458047589469
2003-04-08,1925.7396724337402
2003-04-09,1896.2645234499632
2003-04-10,1906.68546192379
2003-04-11,1900.1253203376243
2003-04-14,1934.458847860227
2003-04-15,1943.350200043867
2003-04-16,1914.1474687607065
2003-04-17,1943.0803049493554
2003-04-18,1943.0803049493554
2003-04-21,1937.4056943383277
2003-04-22,1973.74158743694
2003-04-23,1980.4796998619977
2003-04-24,1971.2263073168467
2003-04-25,1945.7960218507792
2003-04-28,1975.833281476101
2003-04-29,1984.0756760856525
2003-04-30,1977.7097847783355
2003-05-01,1978.0698833417653
2003-05-02,2003.3473657835611
2003-05-05,1997.0965194117866
2003-05-06,2011.9257409502793
2003-05-07,2003.8652598624333
2003-05-08,1990.0441579440276
2003-05-09,2018.8766243380257
2003-05-12,2040.1825311008527
2003-05-13,2031.6906994344467
2003-05-14,2026.3961343097376
2003-05-15,2039.514250414685
2003-05-16,2025.0672709779747
2003-05-19,1979.4650328139514
2003-05-20,1975.8174227633963
2003-05-21,1979.63275715774
2003-05-22,1996.3635931581587
2003-05-23,1991.0569062875527
2003-05-26,1991.341912277135
2003-05-27,2025.0692448328552
2003-05-28,2026.8700964572117
2003-05-29,2020.0920175066362
2003-05-30,2045.0736687643978
2003-06-02,2041.1850314399967
2003-06-03,2053.148876475932
2003-06-04,2086.1075950104673
2003-06-05,2095.796578666262
2003-06-06,2084.9258486326194
2003-06-09,2062.762682763445
2003-06-10,2082.0248601536514
2003-06-11,2106.452082670729
2003-06-12,2107.388431886
2003-06-13,2084.721686847902
