Date,EAFE GROWTH
1997-02-28,1381.4454843344208
1997-03-31,1389.619877425514
1997-04-30,1403.5631939155862
1997-05-30,1486.0291568767962
1997-06-30,1572.449734792851
1997-07-31,1610.038166848997
1997-08-29,1485.862916470733
1997-09-30,1584.078484567437
1997-10-31,1434.175741302753
1997-11-28,1431.08303804637
1997-12-31,1449.4768692573261
1998-01-30,1515.0016706466479
1998-02-27,1615.53951474538
1998-03-31,1637.3470753612057
1998-04-30,1653.7178769271195
1998-05-29,1642.1148887036484
1998-06-30,1664.7986627445775
1998-07-31,1672.3572726219884
1998-08-31,1492.6875007615477
1998-09-30,1450.691259568927
1998-10-30,1597.8375245071613
1998-11-30,1675.1421960316923
1998-12-31,1771.3505553156565
1999-01-29,1780.5960109817536
1999-02-26,1722.7840900906133
1999-03-31,1746.0791612753128
1999-04-30,1763.9465719883117
1999-05-31,1687.314197991368
1999-06-30,1752.6352038820091
1999-07-30,1786.356632576523
1999-08-31,1796.3790018756029
1999-09-30,1824.876532064589
1999-10-29,1922.627639020311
1999-11-30,2063.475879719413
1999-12-31,2293.1428836293003
2000-01-31,2164.16503269754
2000-02-29,2284.1466852846656
2000-03-31,2326.9961429026794
2000-04-28,2173.2315748985966
2000-05-31,2038.584556239024
2000-06-30,2111.346256405936
2000-07-31,1979.0823347843018
2000-08-31,2000.0795973845
2000-09-29,1867.6613057795942
2000-10-31,1781.3089732134356
2000-11-30,1699.1153725836648
2000-12-29,1730.9955103188818
2001-01-01,1730.9955103188818
2001-01-02,1718.633063693282
2001-01-03,1695.2858151449234
2001-01-04,1720.8560882548645
2001-01-05,1721.2337498657719
2001-01-08,1708.883430256466
2001-01-09,1677.5197614358055
2001-01-10,1670.8776134094878
2001-01-11,1692.1919689540819
2001-01-12,1711.7003112283344
2001-01-15,1709.6800679660869
2001-01-16,1695.9724180144526
2001-01-17,1720.027082338378
2001-01-18,1741.354841734327
2001-01-19,1737.755909639826
2001-01-22,1736.6251975525647
2001-01-23,1732.9834443577017
2001-01-24,1716.0456683363846
2001-01-25,1716.7698214652441
2001-01-26,1711.4714141645545
2001-01-29,1706.5705227330914
2001-01-30,1706.6239080984406
2001-01-31,1726.0858762325786
2001-02-01,1728.8382225587027
2001-02-02,1703.9163967371019
2001-02-05,1700.7157265569956
2001-02-06,1694.767343814499
2001-02-07,1675.7308859223676
2001-02-08,1654.341881529429
2001-02-09,1637.1566379222575
2001-02-12,1656.073391683507
2001-02-13,1642.7986933940608
2001-02-14,1612.5844493021661
2001-02-15,1618.3143690583283
2001-02-16,1602.0826173286844
2001-02-19,1598.1489705161885
2001-02-20,1578.7125478773935
2001-02-21,1567.2100404328216
2001-02-22,1553.568214627418
2001-02-23,1533.9220472164795
2001-02-26,1547.5021116734151
2001-02-27,1559.965038509373
2001-02-28,1550.818500574072
2001-03-01,1542.5834584237275
2001-03-02,1537.8057351803718
2001-03-05,1545.8532143701482
2001-03-06,1570.2939414340576
2001-03-07,1566.7405680328945
2001-03-08,1559.07724044317
2001-03-09,1543.5529405095085
2001-03-12,1494.3100075961495
2001-03-13,1461.9884420914004
2001-03-14,1440.7762524967582
2001-03-15,1462.5395698801465
2001-03-16,1422.9561998208083
2001-03-19,1421.1929083318203
2001-03-20,1442.856319740258
2001-03-21,1438.4759910541056
2001-03-22,1373.5360148000477
2001-03-23,1430.6450990382511
2001-03-26,1483.2914362708507
2001-03-27,1500.3481438166245
2001-03-28,1478.602685676899
2001-03-29,1446.8569698705164
2001-03-30,1443.4388759174017
2001-04-02,1429.6082417067137
2001-04-03,1407.0120587634901
2001-04-04,1428.3480750775873
2001-04-05,1457.4506634708869
2001-04-06,1460.4826323864881
2001-04-09,1455.6607177055428
2001-04-10,1462.0105038806253
2001-04-11,1470.948978260693
2001-04-12,1485.1661762638912
2001-04-13,1483.2145076566655
2001-04-16,1469.890422348025
2001-04-17,1461.1245038139841
2001-04-18,1502.9838703427242
2001-04-19,1525.2314208735081
2001-04-20,1524.7055973430824
2001-04-23,1507.6852261196916
2001-04-24,1502.8287774786602
2001-04-25,1507.3029047084729
2001-04-26,1525.8759759801685
2001-04-27,1531.3773628638608
2001-04-30,1542.3459090909912
2001-05-01,1563.113429413215
2001-05-02,1565.9102770114903
2001-05-03,1550.1253562837278
2001-05-04,1556.0526351888343
2001-05-07,1560.5750516378876
2001-05-08,1547.2909822887818
2001-05-09,1529.497882776274
2001-05-10,1546.6192362069403
2001-05-11,1532.9228207971073
2001-05-14,1502.3652115196905
2001-05-15,1520.6352261836485
2001-05-16,1518.5111220316835
2001-05-17,1537.7603134492147
2001-05-18,1535.1988945102032
2001-05-21,1547.9742026181468
2001-05-22,1549.9317189294582
2001-05-23,1541.1380426836668
2001-05-24,1533.5820025742914
2001-05-25,1521.2199632834984
2001-05-28,1523.225454855728
2001-05-29,1515.7647609245996
2001-05-30,1492.3653223219937
2001-05-31,1480.2329632595893
2001-06-01,1477.2717094065026
2001-06-04,1483.2892741083162
2001-06-05,1492.2772204008224
2001-06-06,1485.3465011729415
2001-06-07,1489.1772924390214
2001-06-08,1485.1859647027052
2001-06-11,1458.472835564055
2001-06-12,1427.1570636714953
2001-06-13,1436.6295106465395
2001-06-14,1433.6184404068442
2001-06-15,1422.233701970594
2001-06-18,1409.0721513562407
2001-06-19,1406.0320517393427
2001-06-20,1397.00343633874
2001-06-21,1405.1484019716318
2001-06-22,1412.5007741228171
2001-06-25,1412.045216147478
2001-06-26,1397.6385584737395
2001-06-27,1392.957032047437
2001-06-28,1391.9846041697874
2001-06-29,1408.3334717584023
2001-07-02,1419.7974396009063
2001-07-03,1407.3772610384653
2001-07-04,1392.6876514037576
2001-07-05,1364.8768545689434
2001-07-06,1343.0207002485618
2001-07-09,1345.6448175937105
2001-07-10,1348.9926434157571
2001-07-11,1339.0098087806657
2001-07-12,1350.3753246135525
2001-07-13,1349.9922739233177
2001-07-16,1346.2728056430865
2001-07-17,1330.9679314285852
2001-07-18,1336.5751343159525
2001-07-19,1356.1413441181292
2001-07-20,1349.971526792262
2001-07-23,1336.6152838498863
2001-07-24,1333.8615651296022
2001-07-25,1329.5017401985874
2001-07-26,1333.9898641963352
2001-07-27,1347.484493644831
2001-07-30,1353.1434183227848
2001-07-31,1374.1548367495689
2001-08-01,1387.8572325446082
2001-08-02,1404.9766982145475
2001-08-03,1392.6269760476732
2001-08-06,1386.0160844742268
2001-08-07,1385.789014686974
2001-08-08,1370.819225521771
2001-08-09,1351.7198585136573
2001-08-10,1353.513399933341
2001-08-13,1354.2269902034866
2001-08-14,1372.7306914859298
2001-08-15,1382.1589003022582
2001-08-16,1362.5910265519747
2001-08-17,1348.4089173975565
2001-08-20,1338.890059695495
2001-08-21,1352.3831593724467
2001-08-22,1358.5932696542138
2001-08-23,1348.3915851531485
2001-08-24,1364.060091592837
2001-08-27,1363.728518841082
2001-08-28,1348.6712069260905
2001-08-29,1341.6889931600897
2001-08-30,1315.2518595748165
2001-08-31,1311.4989592861803
2001-09-03,1291.350134492658
2001-09-04,1296.6642673337876
2001-09-05,1270.7195543225757
2001-09-06,1249.7804606895138
2001-09-07,1240.8434439589776
2001-09-10,1223.2296477428001
2001-09-11,1180.1192901133013
2001-09-12,1178.033865600651
2001-09-13,1191.4241015716266
2001-09-14,1169.2303756107194
2001-09-17,1169.9692656653428
2001-09-18,1164.6452989024024
2001-09-19,1164.5184799912242
2001-09-20,1130.390436781166
2001-09-21,1090.0705449200066
2001-09-24,1129.0792044422299
2001-09-25,1154.089802276178
2001-09-26,1155.541511128972
2001-09-27,1164.082093875825
2001-09-28,1187.3837137772766
2001-10-01,1177.4999196267584
2001-10-02,1188.2236904020551
2001-10-03,1191.2165343563943
2001-10-04,1221.1920735727758
2001-10-05,1226.701001468924
2001-10-08,1227.7696397329796
2001-10-09,1218.1827720931333
2001-10-10,1230.0074917832405
2001-10-11,1244.5949542623684
2001-10-12,1249.36293412332
2001-10-15,1231.9888629450938
2001-10-16,1243.0040320997102
2001-10-17,1266.6364513728913
2001-10-18,1242.802621930529
2001-10-19,1230.3234192247007
2001-10-22,1238.5104057937888
2001-10-23,1260.3782515747607
2001-10-24,1267.5816492620618
2001-10-25,1255.6611610932075
2001-10-26,1267.5556512022958
2001-10-29,1253.448782595208
2001-10-30,1232.2310846594944
2001-10-31,1234.5920562465326
2001-11-01,1250.994233271497
2001-11-02,1255.707796799816
2001-11-05,1275.8409198391191
2001-11-06,1285.7494074432839
2001-11-07,1283.797720490172
2001-11-08,1298.9262615095604
2001-11-09,1287.8878869316286
2001-11-12,1264.1087911926784
2001-11-13,1274.8734832955001
2001-11-14,1283.543985642796
2001-11-15,1297.2822577458617
2001-11-16,1307.3608884635003
2001-11-19,1312.9946989158645
2001-11-20,1301.6899685371948
2001-11-21,1293.0255835725231
2001-11-22,1302.1374018013014
2001-11-23,1292.1957197623954
2001-11-26,1303.7044989117846
2001-11-27,1293.6723914850697
2001-11-28,1280.1491093895572
2001-11-29,1279.4194916666818
2001-11-30,1298.0117487857
2001-12-03,1281.8080855824037
2001-12-04,1297.4509219008216
2001-12-05,1324.45075650791
2001-12-06,1328.062540631134
2001-12-07,1312.5181104883877
2001-12-10,1290.6778667183803
2001-12-11,1291.9190232171202
2001-12-12,1296.6676023817713
2001-12-13,1275.7922722362282
2001-12-14,1267.9123705184666
2001-12-17,1282.9226778026102
2001-12-18,1284.966377734642
2001-12-19,1276.2414657416184
2001-12-20,1272.5519075384932
2001-12-21,1275.1500864724383
2001-12-24,1267.9725111401108
2001-12-25,1266.1881136159507
2001-12-26,1265.5946612848775
2001-12-27,1290.1409573743879
2001-12-28,1298.8178939979637
2001-12-31,1305.535472597365
2002-01-01,1305.535472597365
2002-01-02,1303.4674299152487
2002-01-03,1316.1828741939382
2002-01-04,1319.1586083474929
2002-01-07,1307.956609885874
2002-01-08,1289.1137192347207
2002-01-09,1287.4533629440432
2002-01-10,1278.0322218377808
2002-01-11,1279.976980081275
2002-01-14,1265.4615923283618
2002-01-15,1264.8874363899597
2002-01-16,1249.3565802660457
2002-01-17,1253.1113346761617
2002-01-18,1257.313071428223
2002-01-21,1252.0610973902528
2002-01-22,1244.7561249121968
2002-01-23,1251.165380584148
2002-01-24,1259.7931549624848
2002-01-25,1242.6847386044478
2002-01-28,1250.3596412589054
2002-01-29,1234.4092397319291
2002-01-30,1220.848817077505
2002-01-31,1235.1252946746688
2002-02-01,1232.0519390764737
2002-02-04,1228.4585238282884
2002-02-05,1211.2104178496998
2002-02-06,1205.952311094678
2002-02-07,1217.8162098795863
2002-02-08,1219.067547315974
2002-02-11,1235.640305856233
2002-02-12,1243.813373350961
2002-02-13,1249.1255337541977
2002-02-14,1258.207724175877
2002-02-15,1251.9659511281695
2002-02-18,1243.3831017116747
2002-02-19,1225.5858822552468
2002-02-20,1218.3641319867215
2002-02-21,1231.6815880790637
2002-02-22,1231.3306518702643
2002-02-25,1235.4094951752477
2002-02-26,1235.4269619674503
2002-02-27,1248.3554640626244
2002-02-28,1251.7738160554509
2002-03-01,1264.594212771979
2002-03-04,1297.6671876227458
2002-03-05,1291.8620300160387
2002-03-06,1299.6245213567252
2002-03-07,1324.5856546527798
2002-03-08,1324.555519572284
2002-03-11,1323.113356192422
2002-03-12,1304.4314137713866
2002-03-13,1298.5269058566578
2002-03-14,1310.6887321236077
2002-03-15,1319.5148103301904
2002-03-18,1314.5991186240833
2002-03-19,1325.3190298182271
2002-03-20,1314.0179365438353
2002-03-21,1306.4437490057703
2002-03-22,1302.7306120917995
2002-03-25,1292.5668103402475
2002-03-26,1291.8768932228727
2002-03-27,1292.7600274885324
2002-03-28,1305.1742952722723
2002-03-29,1299.27946566978
2002-04-01,1305.1042975429436
2002-04-02,1304.2389184591584
2002-04-03,1303.9763767024567
2002-04-04,1298.3144370924442
2002-04-05,1296.797653596295
2002-04-08,1281.9757901218807
2002-04-09,1282.7480405678507
2002-04-10,1295.112023670799
2002-04-11,1282.0259348434768
2002-04-12,1280.1129325467662
2002-04-15,1290.6557941738429
2002-04-16,1309.2576242361795
2002-04-17,1321.1505637369264
2002-04-18,1318.3067860002436
2002-04-19,1314.0410846049517
2002-04-22,1312.2348446918522
2002-04-23,1311.743055695405
2002-04-24,1310.1526968300248
2002-04-25,1311.6446573427665
2002-04-26,1307.1926231067548
2002-04-29,1303.972660435878
2002-04-30,1306.2504043899723
2002-05-01,1313.5593711550061
2002-05-02,1307.4083801582522
2002-05-03,1313.590743623207
2002-05-06,1312.3931829838705
2002-05-07,1295.8340373126307
2002-05-08,1310.8629131624675
2002-05-09,1308.710004834224
2002-05-10,1303.1196702081277
2002-05-13,1306.1541109732304
2002-05-14,1302.356417062613
2002-05-15,1320.6277888133702
2002-05-16,1322.0431207044055
2002-05-17,1332.865684990351
2002-05-20,1330.6423872010098
2002-05-21,1327.0330840387726
2002-05-22,1326.000452839352
2002-05-23,1317.3188347432613
2002-05-24,1317.3207336201215
2002-05-27,1313.569290320415
2002-05-28,1315.5647196257876
2002-05-29,1313.3476742110981
2002-05-30,1309.5834411904602
2002-05-31,1308.8735897795714
2002-06-03,1307.9330320481163
2002-06-04,1290.4848734979707
2002-06-05,1279.4715408188442
2002-06-06,1282.362039571506
2002-06-07,1269.4319943058306
2002-06-10,1269.7707087234965
2002-06-11,1272.9309592999643
2002-06-12,1253.759525488811
2002-06-13,1241.634242608882
2002-06-14,1219.2311876346887
2002-06-17,1237.2766931601814
2002-06-18,1242.040421781412
2002-06-19,1228.4068938024116
2002-06-20,1222.6249994514062
2002-06-21,1221.4094241583641
2002-06-24,1211.0058215964293
2002-06-25,1225.4860190413676
2002-06-26,1222.0638680068334
2002-06-27,1232.7976130706666
2002-06-28,1275.0942452568534
2002-07-01,1274.0249189096385
2002-07-02,1248.342347896318
2002-07-03,1225.276955349969
2002-07-04,1238.6347066916505
2002-07-05,1267.4069161323055
2002-07-08,1278.1624712984644
2002-07-09,1279.0847832383047
2002-07-10,1235.984963437338
2002-07-11,1200.6698478914739
2002-07-12,1203.6619768585945
2002-07-15,1170.6368661774843
2002-07-16,1163.8170460231574
2002-07-17,1185.4513450892935
2002-07-18,1200.1671250881216
2002-07-19,1160.5039916447022
2002-07-22,1115.5239613620167
2002-07-23,1091.3164299418065
2002-07-24,1076.4658161506134
2002-07-25,1104.756882734225
2002-07-26,1092.4239281868236
2002-07-29,1129.407329346162
2002-07-30,1141.8226335537827
2002-07-31,1139.1604845431161
2002-08-01,1106.8495374545587
2002-08-02,1110.7742044066822
2002-08-05,1086.7215748739904
2002-08-06,1089.7190176470344
2002-08-07,1099.4330866600753
2002-08-08,1124.4323448685946
2002-08-09,1145.3622201728297
2002-08-12,1129.5145191910813
2002-08-13,1136.0525169924422
2002-08-14,1127.5121547481642
2002-08-15,1146.7666351695411
2002-08-16,1154.5517802503944
2002-08-19,1157.9254700145932
2002-08-20,1142.654169595424
2002-08-21,1156.710800127068
2002-08-22,1166.4377525278296
2002-08-23,1157.0663361967245
2002-08-26,1153.4899520475121
2002-08-27,1170.121922519857
2002-08-28,1138.6599792096365
2002-08-29,1124.4286389780407
2002-08-30,1130.3529296641623
2002-09-02,1118.1091131675394
2002-09-03,1092.3540033435443
2002-09-04,1088.9275594277738
2002-09-05,1090.4171799599824
2002-09-06,1104.1024312746345
2002-09-09,1096.7907089696744
2002-09-10,1107.7486854841388
2002-09-11,1123.895990301205
2002-09-12,1102.7638683968491
2002-09-13,1084.3811339306098
2002-09-16,1073.843188622029
2002-09-17,1073.1767505420212
2002-09-18,1055.22876905995
2002-09-19,1049.7608763512276
2002-09-20,1043.246333758007
2002-09-23,1022.0728227532852
2002-09-24,1007.3332818020664
2002-09-25,1014.4283320410397
2002-09-26,1048.8406968874406
2002-09-27,1055.1471352789638
2002-09-30,1031.976383056595
2002-10-01,1035.8296884000963
2002-10-02,1055.416602507538
2002-10-03,1047.8646664080286
2002-10-04,1034.416784174214
2002-10-07,1017.2478215815506
2002-10-08,1002.6496974469056
2002-10-09,999.1379318031503
2002-10-10,1008.0807258069149
2002-10-11,1041.4094506881265
2002-10-14,1040.3979419129082
2002-10-15,1081.8171261398284
2002-10-16,1071.230953975757
2002-10-17,1088.6639305591127
2002-10-18,1084.1145686730267
2002-10-21,1084.635409886371
2002-10-22,1075.7626276570027
2002-10-23,1055.816391144347
2002-10-24,1067.4748145214355
2002-10-25,1073.2233394014163
2002-10-28,1085.144169244927
2002-10-29,1057.0803230049657
2002-10-30,1074.8535319487698
2002-10-31,1090.2707846104327
2002-11-01,1087.0360431826277
2002-11-04,1110.8889064521634
2002-11-05,1123.4310318392888
2002-11-06,1115.0788200084014
2002-11-07,1109.0856518897967
2002-11-08,1102.1089080593028
2002-11-11,1089.8635121705506
2002-11-12,1097.4744635991008
2002-11-13,1088.7374316493458
2002-11-14,1096.6602071829677
2002-11-15,1106.928274366426
2002-11-18,1107.8741776762354
2002-11-19,1106.0961992031423
2002-11-20,1099.633641260171
2002-11-21,1122.602596229512
2002-11-22,1123.563130463532
2002-11-25,1115.885535281584
2002-11-26,1101.576278239441
2002-11-27,1114.9421578293266
2002-11-28,1126.5395248130073
2002-11-29,1122.349277776311
2002-12-02,1116.520536944047
2002-12-03,1105.6346215951032
2002-12-04,1103.1429764973495
2002-12-05,1092.1092989187102
2002-12-06,1095.7573534565363
2002-12-09,1081.7430737890393
2002-12-10,1081.849573390631
2002-12-11,1085.8644177137037
2002-12-12,1084.5130228971525
2002-12-13,1081.3353888577547
2002-12-16,1092.3743583432502
2002-12-17,1090.5984531538415
2002-12-18,1070.4321932004323
2002-12-19,1072.2526537491642
2002-12-20,1078.8453992339116
2002-12-23,1082.4761933097946
2002-12-24,1089.6605396027803
2002-12-25,1088.673877219619
2002-12-26,1093.7821919498092
2002-12-27,1076.0159288606908
2002-12-30,1087.7778904146296
2002-12-31,1096.331527370882
2003-01-01,1096.331527370882
2003-01-02,1105.767914748806
2003-01-03,1111.1147342715074
2003-01-06,1126.169802884576
2003-01-07,1113.6896771659538
2003-01-08,1096.5543766633402
2003-01-09,1109.0002867092553
2003-01-10,1111.787313884422
2003-01-13,1111.1958924984938
2003-01-14,1119.2620627545232
2003-01-15,1109.6816997498324
2003-01-16,1105.452900047991
2003-01-17,1096.494477660107
2003-01-20,1083.9979042955401
2003-01-21,1078.8823478515646
2003-01-22,1064.7542366405683
2003-01-23,1066.3058742464184
2003-01-24,1059.403713704275
2003-01-27,1029.476111553623
2003-01-28,1029.7213222466003
2003-01-29,1036.71158950809
2003-01-30,1044.289990039825
2003-01-31,1042.028019221789
2003-02-03,1054.117721998018
2003-02-04,1042.6519043800738
2003-02-05,1050.3931146995033
2003-02-06,1031.9013751962107
2003-02-07,1023.5733878942682
2003-02-10,1017.6217558249377
2003-02-11,1027.717410764767
2003-02-12,1017.525117721455
2003-02-13,1016.5045168102956
2003-02-14,1024.9412380851616
2003-02-17,1034.1500454294212
2003-02-18,1041.3790726670552
2003-02-19,1030.4151572687024
2003-02-20,1032.4822970468526
2003-02-21,1037.6724960071783
2003-02-24,1034.1308604229014
2003-02-25,1008.1345167088464
2003-02-26,1009.1848890002185
2003-02-27,1007.1865226174302
2003-02-28,1019.6371413238427
2003-03-03,1032.3803583436688
2003-03-04,1022.0712639189309
2003-03-05,1017.4264492184892
2003-03-06,1007.9476167106552
2003-03-07,994.1559686212162
2003-03-10,981.2767289683785
2003-03-11,974.9475609515772
2003-03-12,955.4352080752151
2003-03-13,976.1893224246461
2003-03-14,998.045291456334
2003-03-17,1013.509931607685
2003-03-18,1014.7432882162398
2003-03-19,1023.4358741096428
2003-03-20,1028.1566082598779
2003-03-21,1042.4303054784748
2003-03-24,1029.103989403942
2003-03-25,1035.5711078146426
2003-03-26,1040.941767632636
2003-03-27,1032.5144672185756
2003-03-28,1029.2039585229775
2003-03-31,1008.8448075698572
2003-04-01,1018.6601421354434
2003-04-02,1034.849087623488
2003-04-03,1035.6567315032173
2003-04-04,1042.2245025026812
2003-04-07,1063.736210350163
2003-04-08,1054.4200404569895
2003-04-09,1053.3937247617341
2003-04-10,1046.6097726719813
2003-04-11,1041.0188097125988
2003-04-14,1047.9057182215029
2003-04-15,1063.575647236722
2003-04-16,1059.479054224476
2003-04-17,1072.2367480718565
2003-04-18,1072.7408700780366
2003-04-21,1067.8581443682972
2003-04-22,1077.2617954597815
2003-04-23,1084.0183564448002
2003-04-24,1081.998759252769
2003-04-25,1068.3027812087362
2003-04-28,1079.7249187700234
2003-04-29,1076.9287165225512
2003-04-30,1096.2619765212228
2003-05-01,1103.332920689736
2003-05-02,1103.4041128955585
2003-05-05,1114.4450555235446
2003-05-06,1135.7861953367458
2003-05-07,1131.382918692212
2003-05-08,1117.7315677068884
2003-05-09,1126.5437358587262
2003-05-12,1135.8525040363636
2003-05-13,1134.457218073993
2003-05-14,1134.9774261384985
2003-05-15,1136.9474000323612
2003-05-16,1145.5250897163971
2003-05-19,1127.7601557106796
2003-05-20,1129.463885422458
2003-05-21,1122.4580848393077
2003-05-22,1133.1801178098688
2003-05-23,1138.6268826700255
2003-05-26,1141.214359064575
2003-05-27,1144.3812003068622
2003-05-28,1150.0090553798693
2003-05-29,1160.8939695557558
2003-05-30,1152.8340470098742
2003-06-02,1174.2553295063256
