Date,EAFE ex ISRAEL GROWTH
2010-05-26,1000.0
2010-05-27,1026.8628782573646
2010-05-28,1033.213580722639
2010-05-31,1032.3358310361646
2010-06-01,1035.284337251411
2010-06-02,1025.81561820422
2010-06-03,1046.3521726471354
2010-06-04,1026.4307090356476
2010-06-07,1002.9892600485024
2010-06-08,1001.496527520286
2010-06-09,1019.3807506536538
2010-06-10,1038.1072855605225
2010-06-11,1040.4278255528827
2010-06-14,1066.4420125897964
2010-06-15,1073.003793881305
2010-06-16,1080.6897188762825
2010-06-17,1081.9459181980048
2010-06-18,1084.1347236390964
2010-06-21,1101.5190503849585
2010-06-22,1090.7354954223156
2010-06-23,1076.4758378328715
2010-06-24,1070.6583737393876
2010-06-25,1059.7696768896678
2010-06-28,1069.6680844752461
2010-06-29,1037.6506543869257
2010-06-30,1032.2356097759534
2010-07-01,1022.1576917410193
2010-07-02,1029.3975641977486
2010-07-05,1024.8453053487997
2010-07-06,1054.5512472194703
2010-07-07,1058.35055495443
2010-07-08,1073.6468142746792
2010-07-09,1077.6824182513221
2010-07-12,1077.2306414558964
2010-07-13,1094.5484757443733
2010-07-14,1105.5308811816715
2010-07-15,1105.0555675446979
2010-07-16,1090.7620722093022
2010-07-19,1082.8717678550847
2010-07-20,1078.524109145409
2010-07-21,1083.461606923264
2010-07-22,1101.1665766707288
2010-07-23,1109.3635546640164
2010-07-26,1120.2396317050163
2010-07-27,1119.7994495723538
2010-07-28,1125.8729677326967
2010-07-29,1126.6799969111173
2010-07-30,1119.2915669260194
2010-08-02,1148.8433079039116
2010-08-03,1156.310441478187
2010-08-04,1144.8114458877944
2010-08-05,1147.0096501216674
2010-08-06,1151.0782590569997
2010-08-09,1155.5472241019158
2010-08-10,1137.416153374798
2010-08-11,1106.3865807455227
2010-08-12,1100.9857792767627
2010-08-13,1101.2140926315212
2010-08-16,1109.411022523857
2010-08-17,1118.1418555912057
2010-08-18,1117.7651901442034
2010-08-19,1113.705225027492
2010-08-20,1091.5334326180694
2010-08-23,1093.4204796045692
2010-08-24,1082.7028202771976
2010-08-25,1067.7848691479232
2010-08-26,1084.2512992821514
2010-08-27,1089.2608390126409
2010-08-30,1094.5717627432753
2010-08-31,1088.4214915772245
2010-09-01,1119.6622788839409
2010-09-02,1125.1377402777819
2010-09-03,1134.1935819630078
2010-09-06,1142.5268576148367
2010-09-07,1131.699387728716
2010-09-08,1135.202559712437
2010-09-09,1147.1463864009668
2010-09-10,1146.321794801222
2010-09-13,1164.2749983926951
2010-09-14,1173.0094706229368
2010-09-15,1172.9691785298182
2010-09-16,1168.2187395154717
2010-09-17,1168.513395117688
2010-09-20,1182.1743085685732
2010-09-21,1181.3179071787883
2010-09-22,1191.0229468104017
2010-09-23,1188.1384251923716
2010-09-24,1202.6674310381898
2010-09-27,1205.7979741424951
2010-09-28,1209.3992844529548
2010-09-29,1211.711864650214
2010-09-30,1204.2343233186152
2010-10-01,1208.7382382529029
2010-10-04,1202.053446401685
2010-10-05,1222.899850551144
2010-10-06,1237.3544775771486
2010-10-07,1240.6183092767483
2010-10-08,1239.864077231036
2010-10-11,1241.1586964472847
2010-10-12,1232.108965889287
2010-10-13,1251.3174322066043
2010-10-14,1266.1277461768395
2010-10-15,1258.8314448472554
2010-10-18,1257.0768596807864
2010-10-19,1238.0738055888196
2010-10-20,1252.2889959444194
2010-10-21,1258.5225249055152
2010-10-22,1250.8244194866475
2010-10-25,1263.4158878171024
2010-10-26,1248.8959237220606
2010-10-27,1232.7985183698895
2010-10-28,1246.1643510960205
2010-10-29,1244.5110103232805
2010-11-01,1246.8397659003128
2010-11-02,1258.7312653139047
2010-11-03,1256.4536138957235
2010-11-04,1295.5923498585144
2010-11-05,1297.826053662754
2010-11-08,1293.4114220421063
2010-11-09,1297.7040216829514
2010-11-10,1273.4924979081995
2010-11-11,1276.0590329340744
2010-11-12,1267.1279239998419
2010-11-15,1266.6076314040813
2010-11-16,1241.2220753685535
2010-11-17,1243.7511765310035
2010-11-18,1265.3978985110607
2010-11-19,1262.3977835841504
2010-11-22,1259.279258130177
2010-11-23,1235.771265015593
2010-11-24,1240.648175659928
2010-11-25,1245.9779017356957
2010-11-26,1230.0080936148975
2010-11-29,1212.14321473941
2010-11-30,1204.6509760002582
2010-12-01,1222.7345247807848
2010-12-02,1251.5014490459737
2010-12-03,1270.0864096850848
2010-12-06,1266.6372636157087
2010-12-07,1276.7107397563377
2010-12-08,1265.0403035636302
2010-12-09,1265.7918232933043
2010-12-10,1269.1478245055346
2010-12-13,1286.840178995455
2010-12-14,1290.0420126080132
2010-12-15,1279.0352076366264
2010-12-16,1272.9647514074604
2010-12-17,1268.6838002640532
2010-12-20,1271.4487790416588
2010-12-21,1287.170350844057
2010-12-22,1288.7726769101725
2010-12-23,1289.6965813524164
2010-12-24,1291.162231136696
2010-12-27,1288.3389977972513
2010-12-28,1292.0342195767669
2010-12-29,1296.0158995784582
2010-12-30,1293.0848089968993
2010-12-31,1299.285135945739
2011-01-03,1299.4031299843375
2011-01-04,1304.8008099876904
2011-01-05,1286.459819396975
2011-01-06,1286.8924074979511
2011-01-07,1285.3365816286375
2011-01-10,1276.0589585391112
2011-01-11,1284.2288578198345
2011-01-12,1301.3594987963797
2011-01-13,1313.686094176623
2011-01-14,1309.0497151498114
2011-01-17,1306.0233133309669
2011-01-18,1320.851450820815
2011-01-19,1318.4701605732548
2011-01-20,1286.7175278563186
2011-01-21,1295.5894377456852
2011-01-24,1306.893732981174
2011-01-25,1306.6640394044202
2011-01-26,1317.5802956163639
2011-01-27,1318.9678198075103
2011-01-28,1302.0952680680016
2011-01-31,1303.1962832990978
2011-02-01,1323.4191466237683
2011-02-02,1334.078326254693
2011-02-03,1325.3024003236346
2011-02-04,1326.1140222352124
2011-02-07,1333.2589280128084
2011-02-08,1343.6606895366747
2011-02-09,1337.209713878851
2011-02-10,1325.4406526410926
2011-02-11,1327.9614263658423
2011-02-14,1333.516336338702
2011-02-15,1334.0322900312738
2011-02-16,1335.5542836527018
2011-02-17,1344.9204517083022
2011-02-18,1347.2378048793953
2011-02-21,1338.9863399705348
2011-02-22,1330.3178438995203
2011-02-23,1321.6498514298207
2011-02-24,1317.2149241584414
2011-02-25,1332.541264511329
2011-02-28,1345.469845379819
2011-03-01,1346.7044752470058
2011-03-02,1338.434953824918
2011-03-03,1346.271358138401
2011-03-04,1347.0799548439088
2011-03-07,1340.0494643248678
2011-03-08,1333.5943959016329
2011-03-09,1334.608708440145
2011-03-10,1306.6754719681
2011-03-11,1300.0821445058127
2011-03-14,1279.7429552195765
2011-03-15,1234.1368662077523
2011-03-16,1239.95184764055
2011-03-17,1260.603704247456
2011-03-18,1271.8157710396804
2011-03-21,1290.0690130028904
2011-03-22,1299.8433233955916
2011-03-23,1298.584898621772
2011-03-24,1312.9226950066507
2011-03-25,1312.4829766921291
2011-03-28,1308.5693825381243
2011-03-29,1308.9181448706772
2011-03-30,1327.6981083189
2011-03-31,1328.6725554832637
2011-04-01,1332.6549094028994
2011-04-04,1342.5335024801864
2011-04-05,1338.793161703274
2011-04-06,1345.8766146728426
2011-04-07,1338.4711657343864
2011-04-08,1355.4211857086402
2011-04-11,1356.1884501775023
2011-04-12,1337.6569636825568
2011-04-13,1347.9660430113695
2011-04-14,1346.5148192343138
2011-04-15,1346.561654178101
2011-04-18,1322.3063506950266
2011-04-19,1330.421277266575
2011-04-20,1365.6656049849091
2011-04-21,1383.2973572652822
2011-04-22,1383.5049225603932
2011-04-25,1379.280178920828
2011-04-26,1385.0634084641756
2011-04-27,1384.7737540121807
2011-04-28,1405.8885147961382
2011-04-29,1410.599562477445
2011-05-02,1421.2454893062359
2011-05-03,1411.4421229282032
2011-05-04,1397.8871311519476
2011-05-05,1381.1331228674292
2011-05-06,1383.232852152702
2011-05-09,1366.8661190323764
2011-05-10,1381.4599707596544
2011-05-11,1380.726550408062
2011-05-12,1361.6013422753012
2011-05-13,1358.9002827407217
2011-05-16,1356.7319782954899
2011-05-17,1341.226070225971
2011-05-18,1353.2339881593452
2011-05-19,1357.4893287593013
2011-05-20,1350.4276397734193
2011-05-23,1319.0181432874977
2011-05-24,1327.5049996226423
2011-05-25,1329.0418834950358
2011-05-26,1340.0519000515453
2011-05-27,1359.557755980022
2011-05-30,1359.9536381195046
2011-05-31,1378.5316565579378
2011-06-01,1377.9172449403916
2011-06-02,1358.1807401524159
2011-06-03,1359.041640070479
2011-06-06,1356.7710392319339
2011-06-07,1360.5391174651738
2011-06-08,1343.5175583807172
2011-06-09,1347.0761929337657
2011-06-10,1326.1335894212225
2011-06-13,1327.3675977582386
2011-06-14,1341.1076181283022
2011-06-15,1320.7364122836493
2011-06-16,1297.6789996963803
2011-06-17,1306.2013659418253
2011-06-20,1300.8218653091003
2011-06-21,1321.8529386402224
2011-06-22,1325.359255352547
2011-06-23,1292.9922138563197
2011-06-24,1301.0703048764228
2011-06-27,1303.0204642637236
2011-06-28,1314.3784405965096
2011-06-29,1338.4688146386882
2011-06-30,1357.3952417016444
2011-07-01,1363.3432969928692
2011-07-04,1373.7814271021086
2011-07-05,1371.8515218627854
2011-07-06,1366.1607099731484
2011-07-07,1373.8761949676493
2011-07-08,1367.836575846867
2011-07-11,1339.0081217288734
2011-07-12,1327.7414686424618
2011-07-13,1351.268032824188
2011-07-14,1341.8280794485404
2011-07-15,1338.1437947160825
2011-07-18,1316.954738582559
2011-07-19,1331.7154723098668
2011-07-20,1346.2672488763385
2011-07-21,1363.0903861962095
2011-07-22,1374.1054605661752
2011-07-25,1370.175592846215
2011-07-26,1380.1998860406195
2011-07-27,1365.1857100629418
2011-07-28,1353.6427526947712
2011-07-29,1348.2212159380974
2011-08-01,1340.5729368991208
2011-08-02,1316.3148488054562
2011-08-03,1293.5924835717747
2011-08-04,1245.1407435701324
2011-08-05,1216.7721871686642
2011-08-08,1172.4883061836308
2011-08-09,1185.532659004453
2011-08-10,1167.1303064324034
2011-08-11,1185.3180012229802
2011-08-12,1210.2463110378399
2011-08-15,1232.0496819189498
2011-08-16,1229.7715319735646
2011-08-17,1236.706608326679
2011-08-18,1182.8001551515065
2011-08-19,1167.2447492776296
2011-08-22,1164.0101890014275
2011-08-23,1177.7417438467612
2011-08-24,1183.4636613675855
2011-08-25,1174.8273684227527
2011-08-26,1175.9494555710417
2011-08-29,1196.0654566342466
2011-08-30,1206.2506440712973
2011-08-31,1233.904116249623
2011-09-01,1233.8238202577365
2011-09-02,1209.0696619944288
2011-09-05,1162.0786017059115
2011-09-06,1147.552473406002
2011-09-07,1179.3335399879288
2011-09-08,1183.2374694214784
2011-09-09,1146.6201912227125
2011-09-12,1116.142417604275
2011-09-13,1126.638318777365
2011-09-14,1130.8359204736644
2011-09-15,1156.6215176710762
2011-09-16,1166.2680050570423
2011-09-19,1137.5188911668329
2011-09-20,1153.5644120983422
2011-09-21,1140.8840717625217
2011-09-22,1078.9456613874024
2011-09-23,1082.3937612746925
2011-09-26,1080.4353489584596
2011-09-27,1131.6994884283831
2011-09-28,1122.2467926318886
2011-09-29,1125.717967027505
2011-09-30,1100.3740548827527
2011-10-03,1076.0243363766485
2011-10-04,1049.5270967810434
2011-10-05,1069.716161793668
2011-10-06,1105.090736563581
2011-10-07,1122.4420952882713
2011-10-10,1145.1938996576382
2011-10-11,1148.680249238054
2011-10-12,1168.189080114799
2011-10-13,1162.655345610927
2011-10-14,1173.6261047450403
2011-10-17,1169.384305819599
2011-10-18,1154.9861890818
2011-10-19,1164.5870835362443
2011-10-20,1142.1759491196926
2011-10-21,1175.8638963096064
2011-10-24,1196.4986306809603
2011-10-25,1192.6397210102248
2011-10-26,1188.8923962550705
2011-10-27,1245.9468848398344
2011-10-28,1256.9682980364214
2011-10-31,1211.46026856216
2011-11-01,1164.2539314263902
2011-11-02,1174.2749318280135
2011-11-03,1184.7033203336216
2011-11-04,1189.245784365426
2011-11-07,1183.9433086479892
2011-11-08,1192.05449457434
2011-11-09,1170.4918421266145
2011-11-10,1153.4462627957198
2011-11-11,1182.6423677687087
2011-11-14,1171.9557920116572
2011-11-15,1160.5953604726417
2011-11-16,1155.370806038821
2011-11-17,1144.7881548744128
2011-11-18,1133.3441903904943
2011-11-21,1101.4413032470172
2011-11-22,1101.6444807818937
2011-11-23,1080.4892921009323
2011-11-24,1077.0371621550114
2011-11-25,1074.9041968919475
2011-11-28,1110.0616169533555
2011-11-29,1122.616503564254
2011-11-30,1158.4394982693475
2011-12-01,1161.8214134827172
2011-12-02,1166.120920592743
2011-12-05,1175.2355894370462
2011-12-06,1162.2534632173663
2011-12-07,1168.1482282938543
2011-12-08,1151.9430828212412
2011-12-09,1153.5160194711736
2011-12-12,1137.6869445630587
