Date,PACIFIC GROWTH
1990-06-29,1156.59424
1990-07-31,1140.41699
1990-08-31,1034.25883
1990-09-28,851.17287
1990-10-31,1052.37974
1990-11-30,943.36432
1990-12-31,993.66814
1991-01-31,1030.10209
1991-02-28,1143.91208
1991-03-29,1086.00793
1991-04-30,1115.30983
1991-05-31,1115.88493
1991-06-28,1037.60474
1991-07-31,1065.34581
1991-08-30,1017.09754
1991-09-30,1083.71565
1991-10-31,1150.68618
1991-11-29,1090.55161
1991-12-31,1113.36304
1992-01-31,1043.96426
1992-02-28,962.05368
1992-03-31,866.5635
1992-04-30,792.00643
1992-05-29,864.77352
1992-06-30,790.09016
1992-07-31,791.07444
1992-08-31,924.76035
1992-09-30,901.97728
1992-10-30,870.0174
1992-11-30,891.47468
1992-12-31,878.80496
1993-01-29,877.62562
1993-02-26,925.36745
1993-03-31,1014.02521
1993-04-30,1150.48945
1993-05-31,1202.89274
1993-06-30,1207.37315
1993-07-30,1279.90002
1993-08-31,1310.40474
1993-09-30,1256.51917
1993-10-29,1286.7414
1993-11-30,1082.13829
1993-12-31,1137.97677
1994-01-31,1258.58044
1994-02-28,1282.08833
1994-03-31,1197.16453
1994-04-29,1249.19987
1994-05-31,1268.37096
1994-06-30,1302.29144
1994-07-29,1273.98196
1994-08-31,1285.13622
1994-09-30,1249.61451
1994-10-31,1275.61864
1994-11-30,1208.46257
1994-12-30,1225.1645
1995-01-31,1149.04397
1995-02-28,1118.05129
1995-03-31,1197.6899
1995-04-28,1263.97385
1995-05-31,1218.60268
1995-06-30,1144.25879
1995-07-31,1231.42255
1995-08-31,1165.95397
1995-09-29,1178.59882
1995-10-31,1117.77408
1995-11-30,1177.39375
1995-12-29,1226.64976
1996-01-31,1213.63207
1996-02-29,1199.11074
1996-03-29,1240.60097
1996-04-30,1296.15282
1996-05-31,1233.93272
1996-06-28,1225.38561
1996-07-31,1164.39292
1996-08-30,1133.93854
1996-09-30,1165.80216
1996-10-31,1109.98253
1996-11-29,1124.74734
1996-12-31,1052.75857
1997-01-31,946.1698741698771
1997-02-28,974.507918918931
1997-03-31,942.5092066821076
1997-04-30,976.9405074943827
1997-05-30,1068.4383652558895
1997-06-30,1130.1359888065842
1997-07-31,1124.898580362775
1997-08-29,1009.0309826366461
1997-09-30,1027.8252358594266
1997-10-31,879.3410490529964
1997-11-28,851.566905054419
1997-12-31,824.4332208618142
1998-01-30,864.8041567434906
1998-02-27,889.5355038885623
1998-03-31,841.7526957524223
1998-04-30,834.597225727391
1998-05-29,777.1893527876929
1998-06-30,769.5395008445706
1998-07-31,766.6036682047587
1998-08-31,676.6498489700767
1998-09-30,679.8792643444015
1998-10-30,770.8413705525546
1998-11-30,803.5018090681441
1998-12-31,828.6070241301733
1999-01-29,834.3912001038818
1999-02-26,823.3065496265522
1999-03-31,915.9402845467187
1999-04-30,972.8400660813589
1999-05-31,917.8854438313605
1999-06-30,1003.4609134376722
1999-07-30,1087.421915660345
1999-08-31,1072.0183616294619
1999-09-30,1132.6841446357842
1999-10-29,1189.0676678045622
1999-11-30,1303.106471672095
1999-12-31,1417.3715908142028
2000-01-31,1314.9187712931298
2000-02-29,1324.7074802530278
2000-03-31,1363.4188060609738
2000-04-28,1220.9274123115117
2000-05-31,1105.6201201944123
2000-06-30,1196.2026647160603
2000-07-31,1067.1215755415035
2000-08-31,1145.8815045577278
2000-09-29,1044.382290059458
2000-10-31,942.4808980384333
2000-11-30,914.335024397091
2000-12-29,851.0872417181138
2001-01-01,851.0872417181138
2001-01-02,849.7533407265339
2001-01-03,847.9149658135385
2001-01-04,854.7926776818117
2001-01-05,859.1502921737546
2001-01-08,855.1848251469097
2001-01-09,841.5245412112084
2001-01-10,835.0827933380657
2001-01-11,819.088771521795
2001-01-12,828.1527022240947
2001-01-15,831.9911008175221
2001-01-16,846.2032771638316
2001-01-17,849.197671047773
2001-01-18,859.3669156270275
2001-01-19,878.698656588762
2001-01-22,880.3059949242886
2001-01-23,872.3842441416058
2001-01-24,863.2392590143061
2001-01-25,868.648942187023
2001-01-26,863.3343704354265
2001-01-29,865.0497205579229
2001-01-30,861.9562538774751
2001-01-31,867.9501096461353
2001-02-01,873.9525753695666
2001-02-02,862.5705793895232
2001-02-05,849.7233264466065
2001-02-06,845.6313543651295
2001-02-07,844.8834247584296
2001-02-08,838.2140806013746
2001-02-09,835.443188339368
2001-02-12,836.1133730102174
2001-02-13,832.4695349594112
2001-02-14,826.2816846905865
2001-02-15,829.031460715031
2001-02-16,829.706827818191
2001-02-19,820.5216451381068
2001-02-20,827.8404060942868
2001-02-21,814.2840373839507
2001-02-22,810.7088534623127
2001-02-23,818.0045438456096
2001-02-26,816.3323239722125
2001-02-27,813.1130300850476
2001-02-28,799.2821633287576
2001-03-01,786.4017780959144
2001-03-02,764.5576639260157
2001-03-05,764.8900696481834
2001-03-06,780.9182879781974
2001-03-07,785.3231939950297
2001-03-08,785.0009521391517
2001-03-09,784.1410507541144
2001-03-12,759.9529211576712
2001-03-13,743.234900409405
2001-03-14,739.3883978187573
2001-03-15,750.0343734932927
2001-03-16,751.8828812343733
2001-03-19,757.4042368857893
2001-03-20,754.3004641630814
2001-03-21,787.5971843546154
2001-03-22,769.8697655108107
2001-03-23,797.9042565467402
2001-03-26,826.873303165391
2001-03-27,820.7150910876906
2001-03-28,826.5539128046115
2001-03-29,787.8239205207092
2001-03-30,772.7933606049585
2001-04-02,762.5514753745178
2001-04-03,773.3099192497875
2001-04-04,776.5893878899091
2001-04-05,786.7385744658992
2001-04-06,795.074708273179
2001-04-09,767.4830707917131
2001-04-10,757.4682172375788
2001-04-11,777.9356805309834
2001-04-12,790.4014731613032
2001-04-13,787.1338950692814
2001-04-16,778.9228359739617
2001-04-17,775.9794179020906
2001-04-18,802.4501924781642
2001-04-19,821.7502470883214
2001-04-20,814.339608952858
2001-04-23,813.0659585470881
2001-04-24,807.0976561447002
2001-04-25,809.9103347633995
2001-04-26,815.7813459578869
2001-04-27,809.2352126503821
2001-04-30,811.8879911273067
2001-05-01,843.0638670507607
2001-05-02,851.4555861938494
2001-05-03,857.3861335733341
2001-05-04,855.0251837379765
2001-05-07,859.0386049553972
2001-05-08,844.3989760577285
2001-05-09,834.9654329142985
2001-05-10,830.0337288094892
2001-05-11,831.6939542830486
2001-05-14,816.5399295417626
2001-05-15,820.2900810165631
2001-05-16,806.1644869609653
2001-05-17,826.2291318776076
2001-05-18,819.6040430101178
2001-05-21,832.6974508083249
2001-05-22,832.7506017865522
2001-05-23,844.0930343801181
2001-05-24,836.6608066797677
2001-05-25,832.8022656045803
2001-05-28,828.67140517815
2001-05-29,836.5913482870956
2001-05-30,818.6319209657397
2001-05-31,812.3894518507116
2001-06-01,811.7908047527035
2001-06-04,811.4789940708368
2001-06-05,803.6505638892509
2001-06-06,803.368206916007
2001-06-07,809.3328639266995
2001-06-08,809.4945006861607
2001-06-11,795.9615857537265
2001-06-12,777.9295787538343
2001-06-13,775.4237607922098
2001-06-14,780.9859461829402
2001-06-15,772.2701451897588
2001-06-18,763.3320476679304
2001-06-19,762.1377790453382
2001-06-20,761.993574377438
2001-06-21,768.3522758045863
2001-06-22,773.4771575104041
2001-06-25,767.6039241247197
2001-06-26,769.2806656281833
2001-06-27,762.4019446380283
2001-06-28,751.6579415404697
2001-06-29,763.8321067911944
2001-07-02,760.5002492022314
2001-07-03,762.829255789604
2001-07-04,757.8615717550199
2001-07-05,746.442785096178
2001-07-06,730.713904814858
2001-07-09,727.3060847292852
2001-07-10,732.5939860572939
2001-07-11,727.0165093025104
2001-07-12,738.6717108499492
2001-07-13,733.2849800992777
2001-07-16,731.8625539519562
2001-07-17,723.5841507116078
2001-07-18,716.9457269849745
2001-07-19,720.5813569874316
2001-07-20,722.0822737088911
2001-07-23,706.0941875711156
2001-07-24,712.7699930311783
2001-07-25,716.1569452521641
2001-07-26,712.2808709552495
2001-07-27,707.1418734029438
2001-07-30,695.7896321528527
2001-07-31,711.0621827173557
2001-08-01,718.9635819398699
2001-08-02,739.2240457500086
2001-08-03,732.2920686777281
2001-08-06,729.6062296928657
2001-08-07,732.185009152909
2001-08-08,729.8974946894064
2001-08-09,710.8788546899145
2001-08-10,714.5986490130189
2001-08-13,702.6652562954635
2001-08-14,718.4431215500309
2001-08-15,725.7599242844339
2001-08-16,711.3760185166817
2001-08-17,708.4508641087276
2001-08-20,697.6383458999479
2001-08-21,699.7326708695612
2001-08-22,704.3299569559263
2001-08-23,693.995132385789
2001-08-24,696.3172265192713
2001-08-27,700.3091607960721
2001-08-28,696.0745153111054
2001-08-29,690.8439047782958
2001-08-30,683.1163899189335
2001-08-31,675.8147711313769
2001-09-03,662.6771072237708
2001-09-04,679.2798451044177
2001-09-05,667.2215701405271
2001-09-06,663.9050904181848
2001-09-07,661.0953492939598
2001-09-10,646.794180647976
2001-09-11,661.3025498539238
2001-09-12,616.5358866948385
2001-09-13,617.3860471251738
2001-09-14,635.4214529539247
2001-09-17,603.6313687050666
2001-09-18,609.2479776860341
2001-09-19,622.6960439777612
2001-09-20,614.3981567162224
2001-09-21,591.569484713114
2001-09-24,589.8299113112579
2001-09-25,602.4546519620365
2001-09-26,594.2657093773162
2001-09-27,592.2797372887421
2001-09-28,605.6058898024543
2001-10-01,610.2180005973853
2001-10-02,619.285216194631
2001-10-03,610.0049052258363
2001-10-04,625.6733004930554
2001-10-05,634.708325910693
2001-10-08,633.9539977441889
2001-10-09,621.752282505272
2001-10-10,618.4400586275797
2001-10-11,635.5649410836005
2001-10-12,648.9941023707926
2001-10-15,642.7440818330554
2001-10-16,645.140778547573
2001-10-17,656.3159726731699
2001-10-18,642.0860274488393
2001-10-19,642.0272665972152
2001-10-22,641.7453959531837
2001-10-23,651.9378874711226
2001-10-24,650.5511034486138
2001-10-25,652.6588740673776
2001-10-26,645.5294954931742
2001-10-29,642.0263637571868
2001-10-30,634.1506966829998
2001-10-31,623.5374012945599
2001-11-01,629.904207399338
2001-11-02,632.2265570685538
2001-11-05,637.6960289072047
2001-11-06,649.9443827422879
2001-11-07,633.7122984222162
2001-11-08,643.3374700224047
2001-11-09,643.9160432108362
2001-11-12,636.0486949261798
2001-11-13,627.1851563488631
2001-11-14,632.4151253492332
2001-11-15,648.359830853389
2001-11-16,652.4097940341301
2001-11-19,660.1454847585279
2001-11-20,660.607970824595
2001-11-21,658.111173869674
2001-11-22,654.3672843180404
2001-11-23,653.0677463884035
2001-11-26,667.362231487953
2001-11-27,668.6146144095662
2001-11-28,656.3393365325687
2001-11-29,653.636676599885
2001-11-30,662.3152041056522
2001-12-03,647.7558110139535
2001-12-04,648.2861065252386
2001-12-05,661.1717839689866
2001-12-06,662.9876529416065
2001-12-07,655.0192563918561
2001-12-10,642.9181463162802
2001-12-11,639.8747796745674
2001-12-12,653.0148377096176
2001-12-13,638.9264505611221
2001-12-14,633.4799192934582
2001-12-17,623.4183585213915
2001-12-18,628.9982486761791
2001-12-19,632.1822254205466
2001-12-20,633.5730436366605
2001-12-21,623.1607252025684
2001-12-24,622.97822854531
2001-12-25,619.7991202682376
2001-12-26,615.1732786497416
2001-12-27,623.9057432134534
2001-12-28,633.811945433665
2001-12-31,634.6205859212166
2002-01-01,634.6205859212166
2002-01-02,631.6001920706308
2002-01-03,633.4299411670288
2002-01-04,650.7765496427119
2002-01-07,649.8715672927789
2002-01-08,634.0678568554283
2002-01-09,628.7322402083264
2002-01-10,620.1696052438604
2002-01-11,617.2613969067328
2002-01-14,618.7641539561872
2002-01-15,609.0217163377347
2002-01-16,609.1677283599073
2002-01-17,605.7784900307706
2002-01-18,612.499815875296
2002-01-21,611.623088870782
2002-01-22,596.0092471269525
2002-01-23,591.6695148603063
2002-01-24,593.7093530494187
2002-01-25,597.1869744886359
2002-01-28,605.9211031052954
2002-01-29,594.4783925735875
2002-01-30,586.7414077667621
2002-01-31,588.7764603867339
2002-02-01,578.3103467551061
2002-02-04,575.8943169583549
2002-02-05,564.1828167726247
2002-02-06,564.3478355522697
2002-02-07,574.514046386665
2002-02-08,576.5995241597575
2002-02-11,582.5382246396119
2002-02-12,595.3034007817956
2002-02-13,597.1869227055276
2002-02-14,603.4069799567717
2002-02-15,599.6889682572502
2002-02-18,599.1954533224564
2002-02-19,586.2914485319392
2002-02-20,583.2900678570737
2002-02-21,597.1276393165348
2002-02-22,598.627044290246
2002-02-25,595.0247257328418
2002-02-26,592.5737300107054
2002-02-27,602.3995861620804
2002-02-28,606.7600587633891
2002-03-01,618.3534079944212
2002-03-04,648.3137859690362
2002-03-05,647.4755466752672
2002-03-06,651.8905651406851
2002-03-07,679.1638119811062
2002-03-08,676.5562305855583
2002-03-11,683.4099367583245
2002-03-12,666.7504010920812
2002-03-13,652.2313699889904
2002-03-14,660.647145559905
2002-03-15,663.263423964184
2002-03-18,649.9916825240832
2002-03-19,662.5709094874188
2002-03-20,655.5233195771474
2002-03-21,652.2648634305367
2002-03-22,639.9931349382284
2002-03-25,636.9270646310371
2002-03-26,633.3951975349414
2002-03-27,639.5322118794859
2002-03-28,644.5875732049115
2002-03-29,634.0648989042962
2002-04-01,628.9584775512777
2002-04-02,636.8102645025252
2002-04-03,644.1533848958852
2002-04-04,650.3966028824685
2002-04-05,648.365502860194
2002-04-08,649.7651148823892
2002-04-09,642.5061883794903
2002-04-10,648.1496125793534
2002-04-11,643.9207761820546
2002-04-12,635.8973529149545
2002-04-15,643.519177962094
2002-04-16,651.526741401695
2002-04-17,662.1806659545197
2002-04-18,668.9584774713393
2002-04-19,663.1659193991698
2002-04-22,672.7452025136879
2002-04-23,672.5364697209519
2002-04-24,670.3525438129334
2002-04-25,675.4600919066654
2002-04-26,671.2916667458156
2002-04-29,668.5311791211673
2002-04-30,666.0275375996903
2002-05-01,673.5299203049644
2002-05-02,669.0013317993236
2002-05-03,674.0036394850798
2002-05-06,671.533577552087
2002-05-07,665.8876863872424
2002-05-08,669.0666354457353
2002-05-09,673.8786059674593
2002-05-10,675.3277080697246
2002-05-13,669.794577176131
2002-05-14,665.0109784119858
2002-05-15,679.1538216925242
2002-05-16,685.1859246951561
2002-05-17,697.4632107760002
2002-05-20,701.4352582741407
2002-05-21,705.2389957271492
2002-05-22,711.9985823335371
2002-05-23,707.4945466488739
2002-05-24,709.906863497556
2002-05-27,704.314644042116
2002-05-28,706.5419231610623
2002-05-29,705.6025590233319
2002-05-30,710.0512374560022
2002-05-31,701.578654978824
2002-06-03,709.1642048803949
2002-06-04,699.4386155435814
2002-06-05,696.6684465726067
2002-06-06,696.1839824003815
2002-06-07,690.093917844196
2002-06-10,685.1184851423004
2002-06-11,681.9899564653211
2002-06-12,678.8171192172654
2002-06-13,671.7071295458209
2002-06-14,662.5199737355673
2002-06-17,648.5864733078935
2002-06-18,658.9640778877332
2002-06-19,646.2379832911897
2002-06-20,653.8073594797562
2002-06-21,648.024301312719
2002-06-24,654.1374244903185
2002-06-25,653.8060781535996
2002-06-26,644.2984497858885
2002-06-27,650.4381337642096
2002-06-28,669.6061122693903
2002-07-01,667.6896998929564
2002-07-02,667.257158615103
2002-07-03,674.1023427143876
2002-07-04,665.6472626041264
2002-07-05,671.1518517421586
2002-07-08,676.8924326126925
2002-07-09,688.9869736106256
2002-07-10,678.0736217088196
2002-07-11,668.8363727601194
2002-07-12,671.3444921041355
2002-07-15,663.4302291372989
2002-07-16,652.9500859822525
2002-07-17,650.007649318885
2002-07-18,662.2581068109097
2002-07-19,651.3336900281296
2002-07-22,645.1903452903997
2002-07-23,640.9897445615586
2002-07-24,627.4282847343903
2002-07-25,624.2876865958006
2002-07-26,599.4073264746773
2002-07-29,604.1313566329338
2002-07-30,622.5725878790442
2002-07-31,618.1407746559231
2002-08-01,614.923703570097
2002-08-02,610.9631777399698
2002-08-05,608.5881635269802
2002-08-06,590.7802274769704
2002-08-07,612.6741209210741
2002-08-08,609.8448455992329
2002-08-09,622.962906512492
2002-08-12,618.5249588131484
2002-08-13,615.3686967094466
2002-08-14,621.2554810897246
2002-08-15,624.5734299781742
2002-08-16,626.1588073695697
2002-08-19,612.1217684417871
2002-08-20,615.329952453713
2002-08-21,618.9256755767598
2002-08-22,622.8204348545598
2002-08-23,624.783463365801
2002-08-26,633.1382765965723
2002-08-27,628.9456791471036
2002-08-28,621.521248385629
2002-08-29,613.9152053574186
2002-08-30,612.5386849436376
2002-09-02,609.382411555785
2002-09-03,599.6892452132023
2002-09-04,586.3418557344204
2002-09-05,593.2645092682836
2002-09-06,586.8708939721695
2002-09-09,593.9278567097492
2002-09-10,592.601256906253
2002-09-11,595.0124961760274
2002-09-12,599.2373066893467
2002-09-13,587.0258627010157
2002-09-16,582.3693287255793
2002-09-17,595.2138415861668
2002-09-18,592.6122358137683
2002-09-19,596.5882616435678
2002-09-20,580.036685851041
2002-09-23,576.4644307559548
2002-09-24,570.9588276368336
2002-09-25,564.3700467586945
2002-09-26,571.7980989445517
2002-09-27,581.2444514203581
2002-09-30,575.9695749399955
2002-10-01,565.8994466729638
2002-10-02,560.0431568932752
2002-10-03,557.399791954867
2002-10-04,564.859452974361
2002-10-07,546.4708133978871
2002-10-08,547.642996079742
2002-10-09,540.3615335114476
2002-10-10,533.1951570663205
2002-10-11,540.1481751514578
2002-10-14,540.8497688575759
2002-10-15,555.7295636799059
2002-10-16,561.6283693737336
2002-10-17,563.1846180692314
2002-10-18,568.8105150217126
2002-10-21,564.6147498327776
2002-10-22,551.2054661143087
2002-10-23,557.9287150063836
2002-10-24,554.3409314877971
2002-10-25,561.9886859060045
2002-10-28,566.3406908866697
2002-10-29,562.6443611001384
2002-10-30,565.1336027432383
2002-10-31,562.9571707531252
2002-11-01,565.0187731661304
2002-11-04,567.2958678973285
2002-11-05,580.3788614409311
2002-11-06,579.6980378310292
2002-11-07,579.9188480637886
2002-11-08,573.7724826447795
2002-11-11,561.9456412783234
2002-11-12,560.8760507053877
2002-11-13,558.6111994270555
2002-11-14,554.1035845972671
2002-11-15,567.0635580735395
2002-11-18,557.1738798353795
2002-11-19,555.7901371542873
2002-11-20,557.2346277424188
2002-11-21,565.1488476731384
2002-11-22,574.0650124290815
2002-11-25,581.0866565002499
2002-11-26,576.9881441581413
2002-11-27,577.297754240298
2002-11-28,590.3967174511691
2002-11-29,589.5779920055746
2002-12-02,582.513919659144
2002-12-03,585.2085681480879
2002-12-04,575.4755640230022
2002-12-05,571.0483596214656
2002-12-06,572.8867041830007
2002-12-09,571.5713893294082
2002-12-10,567.8133421598749
2002-12-11,565.5141495425283
2002-12-12,568.0568785745588
2002-12-13,568.1419244834516
2002-12-16,562.0198131121156
2002-12-17,566.9927456787327
2002-12-18,557.8694315969353
2002-12-19,562.0340952814959
2002-12-20,559.7861604592413
2002-12-23,562.4378138234468
2002-12-24,567.4430993444215
2002-12-25,565.689085066558
2002-12-26,572.8263493321822
2002-12-27,573.5587197301638
2002-12-30,574.1242312678918
2002-12-31,574.6570657645002
2003-01-01,574.6570657645002
2003-01-02,570.981629291273
2003-01-03,572.4547481981559
2003-01-06,585.9833659543077
2003-01-07,579.6958781518165
2003-01-08,572.4245477541054
2003-01-09,574.4322964878265
2003-01-10,574.5239569675954
2003-01-13,577.2599452668243
2003-01-14,584.0881162311459
2003-01-15,587.9578375344455
2003-01-16,585.5426603355681
2003-01-17,585.3219025795157
2003-01-20,578.4720718624769
2003-01-21,581.8869049592371
2003-01-22,576.3138249026757
2003-01-23,585.3102894317849
2003-01-24,579.0913894611991
2003-01-27,568.8126310594962
2003-01-28,564.9734223663976
2003-01-29,559.2663050579101
2003-01-30,553.8308247974912
2003-01-31,549.3527794389739
2003-02-03,552.4484512256987
2003-02-04,556.9812350056782
2003-02-05,557.2897178534487
2003-02-06,553.1080829503838
2003-02-07,552.4070187295273
2003-02-10,550.287712378618
2003-02-11,547.7893633157098
2003-02-12,554.9132451928785
2003-02-13,552.7128446630358
2003-02-14,553.2960421850211
2003-02-17,556.7691855635258
2003-02-18,557.3797419795117
2003-02-19,560.5759947278648
2003-02-20,561.0630123254762
2003-02-21,555.4562167306501
2003-02-24,562.2195661305578
2003-02-25,551.4153424971008
2003-02-26,553.2204585615946
2003-02-27,550.2382543646115
2003-02-28,548.561472125551
2003-03-03,557.3025728029781
2003-03-04,557.3265576566514
2003-03-05,555.4515264133837
2003-03-06,547.9142100836523
2003-03-07,540.73246935899
2003-03-10,537.4067525129677
2003-03-11,525.5047107322268
2003-03-12,529.5723518769906
2003-03-13,521.0696470898721
2003-03-14,530.9138984709724
2003-03-17,529.2090624442114
2003-03-18,535.1801571249845
2003-03-19,536.6248528658682
2003-03-20,544.6971780350473
2003-03-21,540.2963570902841
2003-03-24,555.3385498530293
2003-03-25,545.5175120970824
2003-03-26,553.6332746219747
2003-03-27,554.9944935442579
2003-03-28,549.426081042622
2003-03-31,538.1960370707257
2003-04-01,540.1933686213926
2003-04-02,541.5835068692198
2003-04-03,540.1457635394906
2003-04-04,539.759504902841
2003-04-07,548.3299300849501
2003-04-08,544.244755390293
2003-04-09,538.9305385859676
2003-04-10,538.6138935842978
2003-04-11,525.9704322324778
2003-04-14,523.1395893870858
2003-04-15,531.1205870383916
2003-04-16,532.3750896644632
2003-04-17,535.2430205216722
2003-04-18,536.132887711245
2003-04-21,536.5861209112162
2003-04-22,534.706334078667
2003-04-23,533.2472006546712
2003-04-24,539.1969879999264
2003-04-25,528.2960847285738
2003-04-28,523.301632123708
2003-04-29,527.208519621411
2003-04-30,542.6371524932669
2003-05-01,544.8936548500868
2003-05-02,544.066138305456
2003-05-05,546.9628402477839
2003-05-06,559.1919067542627
2003-05-07,565.4921406759755
2003-05-08,558.6572127328252
2003-05-09,560.5706428286833
2003-05-12,565.8455277531083
2003-05-13,564.141700505261
2003-05-14,565.8483415590517
2003-05-15,560.5256868112906
2003-05-16,559.8224826768644
2003-05-19,557.5920376236819
2003-05-20,558.8976809965436
2003-05-21,554.0903813019523
2003-05-22,557.9541284823492
2003-05-23,566.9766346934529
2003-05-26,568.7776832233761
2003-05-27,562.6668813009202
2003-05-28,560.2113083833447
2003-05-29,569.0757918434037
2003-05-30,570.2385408914289
2003-06-02,583.8728751924315
2003-06-03,584.0089734797494
2003-06-04,585.8902699343042
2003-06-05,595.3237298982406
2003-06-06,596.8012316217363
2003-06-09,602.0251622762987
2003-06-10,599.4577326845597
2003-06-11,603.395366313858
2003-06-12,606.1556430445796
2003-06-13,610.368628628438
2003-06-16,602.985035981968
2003-06-17,613.7207647840261
2003-06-18,614.5086380846072
2003-06-19,614.9932599717723
2003-06-20,616.368187673775
2003-06-23,617.6129415783266
2003-06-24,604.083979121644
2003-06-25,605.0917204762192
2003-06-26,597.955750452064
2003-06-27,606.6321298088859
2003-06-30,603.7371693554177
2003-07-01,615.3832637754259
2003-07-02,634.3696743633703
2003-07-03,645.6490291396403
2003-07-04,639.7516231301871
2003-07-07,651.838803915001
2003-07-08,655.531773338561
2003-07-09,656.1536572473085
2003-07-10,652.4487475693492
2003-07-11,637.2605368320891
2003-07-14,647.5962077686369
2003-07-15,649.9512478243003
2003-07-16,647.1562101837526
2003-07-17,632.2272259957191
2003-07-18,629.6888908903518
2003-07-21,632.397310173075
2003-07-22,625.9356432132039
2003-07-23,634.5147202242276
2003-07-24,637.2810427387213
