Date,EASEA INDEX (EAFE ex JAPAN) GROWTH
1981-09-30,199.5149
1981-10-30,204.49033
1981-11-30,229.3849
1981-12-31,222.21211
1982-01-29,222.5346
1982-02-26,209.13791
1982-03-31,206.16086
1982-04-30,215.91319
1982-05-31,217.30146
1982-06-30,200.09536
1982-07-30,202.91373
1982-08-31,202.92816
1982-09-30,208.98095
1982-10-29,207.92498
1982-11-30,211.95355
1982-12-31,221.78592
1983-01-31,221.25353
1983-02-28,228.23759
1983-03-31,235.32843
1983-04-29,253.9619
1983-05-31,250.82389
1983-06-30,251.17388
1983-07-29,251.46014
1983-08-31,244.47601
1983-09-30,245.49654
1983-10-31,248.45539
1983-11-30,255.52968
1983-12-30,257.04539
1984-01-31,262.0917
1984-02-29,267.31355
1984-03-30,272.58219
1984-04-30,267.90925
1984-05-31,244.32142
1984-06-29,244.87407
1984-07-31,231.50345
1984-08-31,251.36236
1984-09-28,247.54448
1984-10-31,249.60109
1984-11-30,249.15101
1984-12-31,254.16564
1985-01-31,266.30652
1985-02-28,254.05566
1985-03-29,281.09572
1985-04-30,289.35219
1985-05-31,304.21425
1985-06-28,304.55381
1985-07-31,335.07958
1985-08-30,348.66272
1985-09-30,353.10211
1985-10-31,390.2158
1985-11-29,415.72025
1985-12-31,428.49687
1986-01-31,440.22795
1986-02-28,480.20089
1986-03-31,516.93418
1986-04-30,574.08891
1986-05-30,530.41257
1986-06-30,545.378
1986-07-31,545.63755
1986-08-29,600.44491
1986-09-30,562.91143
1986-10-31,576.84308
1986-11-28,609.49082
1986-12-31,626.19632
1987-01-30,645.76818
1987-02-27,676.68441
1987-03-31,699.71126
1987-04-30,722.28227
1987-05-29,718.94827
1987-06-30,738.42249
1987-07-31,768.55218
1987-08-31,779.67696
1987-09-30,788.0347
1987-10-30,604.10382
1987-11-30,579.99647
1987-12-31,613.16248
1988-01-29,586.89686
1988-02-29,617.04579
1988-03-31,635.02082
1988-04-29,645.93709
1988-05-31,639.82562
1988-06-30,636.8541
1988-07-29,638.73481
1988-08-31,609.56236
1988-09-30,639.7151
1988-10-31,695.17036
1988-11-30,699.9286
1988-12-30,702.75662
1989-01-31,731.39305
1989-02-28,716.84242
1989-03-31,719.14837
1989-04-28,741.60669
1989-05-31,702.39061
1989-06-30,728.16042
1989-07-31,812.35852
1989-08-31,807.37001
1989-09-29,820.74599
1989-10-31,770.42594
1989-11-30,807.9389
1989-12-29,881.20772
1990-01-31,875.05905
1990-02-28,850.22762
1990-03-30,862.72738
1990-04-30,836.36896
1990-05-31,914.64684
1990-06-29,952.86035
1990-07-31,997.48619
1990-08-31,903.27108
1990-09-28,798.1691
1990-10-31,872.72046
1990-11-30,874.73103
1990-12-31,863.67852
1991-01-31,897.13946
1991-02-28,971.19656
1991-03-29,918.5632
1991-04-30,914.38526
1991-05-31,936.54321
1991-06-28,869.126
1991-07-31,924.34105
1991-08-30,934.03096
1991-09-30,961.51447
1991-10-31,954.99468
1991-11-29,943.12602
1991-12-31,1020.24021
1992-01-31,1023.11813
1992-02-28,1031.10194
1992-03-31,1000.33253
1992-04-30,1042.19105
1992-05-29,1104.28642
1992-06-30,1095.73276
1992-07-31,1061.99139
1992-08-31,1054.27384
1992-09-30,1035.71363
1992-10-30,978.81076
1992-11-30,976.61331
1992-12-31,993.65597
1993-01-29,979.9146
1993-02-26,992.13855
1993-03-31,1029.94853
1993-04-30,1051.89295
1993-05-31,1064.1086
1993-06-30,1038.16365
1993-07-30,1033.47847
1993-08-31,1123.4099
1993-09-30,1124.31758
1993-10-29,1192.37671
1993-11-30,1161.12181
1993-12-31,1259.35485
1994-01-31,1296.93203
1994-02-28,1243.92502
1994-03-31,1191.72017
1994-04-29,1241.63521
1994-05-31,1202.66552
1994-06-30,1180.23772
1994-07-29,1239.27131
1994-08-31,1296.10729
1994-09-30,1246.97615
1994-10-31,1290.31601
1994-11-30,1235.68313
1994-12-30,1245.62245
1995-01-31,1215.18498
1995-02-28,1261.67426
1995-03-31,1321.97971
1995-04-28,1360.84376
1995-05-31,1396.67638
1995-06-30,1415.25574
1995-07-31,1488.03282
1995-08-31,1444.06032
1995-09-29,1485.54089
1995-10-31,1479.89324
1995-11-30,1485.88441
1995-12-29,1529.3873
1996-01-31,1555.86812
1996-02-29,1585.85364
1996-03-29,1609.08327
1996-04-30,1621.2573
1996-05-31,1626.93395
1996-06-28,1640.62444
1996-07-31,1604.58441
1996-08-30,1653.50611
1996-09-30,1695.87759
1996-10-31,1739.03655
1996-11-29,1816.74382
1996-12-31,1843.45447
1997-01-31,1836.1966516872396
1997-02-28,1848.7996221797944
1997-03-31,1888.3745698230712
1997-04-30,1872.175364986581
1997-05-30,1946.7504330610122
1997-06-30,2055.2354027099204
1997-07-31,2137.05457768026
1997-08-29,1978.4681509519978
1997-09-30,2156.3655027159953
1997-10-31,1978.207857816862
1997-11-28,1996.0086066767767
1997-12-31,2062.4611730268025
1998-01-30,2134.8967853016757
1998-02-27,2327.613563294338
1998-03-31,2419.1592912531
1998-04-30,2442.190526696997
1998-05-29,2462.645316952124
1998-06-30,2501.8249058563442
1998-07-31,2517.6271355735034
1998-08-31,2254.4831196824985
1998-09-30,2183.205270503865
1998-10-30,2382.2273653572356
1998-11-30,2503.6884880364178
1998-12-31,2656.811841226182
1999-01-29,2672.8172696619904
1999-02-26,2572.4105377036676
1999-03-31,2533.5811349052806
1999-04-30,2537.3685990963068
1999-05-31,2430.8364964837056
1999-06-30,2481.2035769574486
1999-07-30,2455.601382005148
1999-08-31,2488.1659233592804
1999-09-30,2475.606822594113
1999-10-29,2605.3892371272736
1999-11-30,2773.714662642089
1999-12-31,3104.6701592315876
2000-01-31,2946.493650961932
2000-02-29,3163.0932184067537
2000-03-31,3202.9249380578967
2000-04-28,3046.260903831342
2000-05-31,2889.9625978762947
2000-06-30,2955.74205663108
2000-07-31,2842.118700730863
2000-08-31,2791.604779072171
2000-09-29,2630.0362250551243
2000-10-31,2560.266445301986
2000-11-30,2432.925618239262
2000-12-29,2560.6545966789918
2001-01-01,2560.6545966789918
2001-01-02,2539.4300229359415
2001-01-03,2495.5987780696637
2001-01-04,2543.347542041754
2001-01-05,2542.102583293298
2001-01-08,2519.3806941214466
2001-01-09,2475.3860446249396
2001-01-10,2467.382042408772
2001-01-11,2520.3627033962402
2001-01-12,2549.7291401157663
2001-01-15,2542.4651207072493
2001-01-16,2502.701644013
2001-01-17,2543.2372773199654
2001-01-18,2575.386442087862
2001-01-19,2554.384832106852
2001-01-22,2552.1985662612865
2001-01-23,2550.865453578198
2001-01-24,2527.367887990676
2001-01-25,2523.747401533686
2001-01-26,2518.813260623151
2001-01-29,2507.296186182024
2001-01-30,2509.7462917782764
2001-01-31,2542.527146226987
2001-02-01,2543.9772419564174
2001-02-02,2507.302821206328
2001-02-05,2510.3127626203477
2001-02-06,2503.5043539501594
2001-02-07,2468.8959385543376
2001-02-08,2435.375571857253
2001-02-09,2405.031784171869
2001-02-12,2440.034193299576
2001-02-13,2418.925276004845
2001-02-14,2367.801135517369
2001-02-15,2372.6908980598078
2001-02-16,2343.7996214960244
2001-02-19,2343.680105147546
2001-02-20,2299.7456149364525
2001-02-21,2292.5753313086175
2001-02-22,2268.478075870021
2001-02-23,2224.4764149140574
2001-02-26,2250.988092245968
2001-02-27,2276.135835652759
2001-02-28,2273.5743981811647
2001-03-01,2272.2190928348546
2001-03-02,2288.027387961318
2001-03-05,2302.195233667759
2001-03-06,2331.554879153913
2001-03-07,2319.035394105832
2001-03-08,2303.3169934696557
2001-03-09,2273.6048287571116
2001-03-12,2203.4918568306434
2001-03-13,2155.863252769397
2001-03-14,2118.200094097998
2001-03-15,2147.9476690876327
2001-03-16,2068.9545186975106
2001-03-19,2059.692051264361
2001-03-20,2103.7974511095144
2001-03-21,2055.3307580428545
2001-03-22,1946.7406945544938
2001-03-23,2025.9615168754735
2001-03-26,2096.120504281015
2001-03-27,2134.224882912173
2001-03-28,2084.5866381155834
2001-03-29,2065.7707655304725
2001-03-30,2075.9997084631395
2001-04-02,2061.3583848194503
2001-04-03,2005.1986532675294
2001-04-04,2041.2861926865598
2001-04-05,2087.1286530147677
2001-04-06,2085.5478847767176
2001-04-09,2105.314616068025
2001-04-10,2130.2082725987443
2001-04-11,2128.775797828635
2001-04-12,2144.103455799414
2001-04-13,2144.103455799414
2001-04-16,2128.276150969469
2001-04-17,2112.1380408466707
2001-04-18,2164.127552893208
2001-04-19,2190.933199455472
2001-04-20,2199.3970731922486
2001-04-23,2164.9256173559247
2001-04-24,2161.3313206863227
2001-04-25,2165.9486536809886
2001-04-26,2195.2246764925485
2001-04-27,2213.379193547465
2001-04-30,2233.0211852814814
2001-05-01,2238.31005357432
2001-05-02,2236.014053803376
2001-05-03,2199.388653486991
2001-05-04,2210.695765045191
2001-05-07,2216.075378888911
2001-05-08,2206.9868308373543
2001-05-09,2184.1790763172266
2001-05-10,2224.892340979437
2001-05-11,2195.9052654592665
2001-05-14,2151.555048643828
2001-05-15,2183.499138487362
2001-05-16,2196.484413012995
2001-05-17,2214.024075227042
2001-05-18,2214.353693187093
2001-05-21,2226.288546357012
2001-05-22,2229.503776216295
2001-05-23,2198.3796645692046
2001-05-24,2191.5799639971265
2001-05-25,2171.741046042629
2001-05-28,2180.5963953779615
2001-05-29,2155.593491836204
2001-05-30,2129.274116604791
2001-05-31,2110.003281383656
2001-06-01,2105.2547625378484
2001-06-04,2118.6477350033665
2001-06-05,2146.397548795333
2001-06-06,2134.212014693821
2001-06-07,2136.3720512452905
2001-06-08,2130.31476588489
2001-06-11,2092.266171818883
2001-06-12,2048.8285251092148
2001-06-13,2068.980050908113
2001-06-14,2056.44286196051
2001-06-15,2043.892636487514
2001-06-18,2026.8994545067103
2001-06-19,2022.0807396114235
2001-06-20,2003.6094386157486
2001-06-21,2011.4632462554548
2001-06-22,2019.5407783016492
2001-06-25,2024.2316802254534
2001-06-26,1994.8961668762795
2001-06-27,1992.732522989987
2001-06-28,2002.2090718832258
2001-06-29,2021.355649099113
2001-07-02,2046.639303617703
2001-07-03,2022.1070723554608
2001-07-04,2000.5968085642357
2001-07-05,1957.004935874971
2001-07-06,1929.793289078947
2001-07-09,1937.535627838605
2001-07-10,1940.0638285030302
2001-07-11,1926.7022051872973
2001-07-12,1935.6371794584393
2001-07-13,1940.3908075608415
2001-07-16,1935.6611362539568
2001-07-17,1914.3035645101286
2001-07-18,1933.427065186186
2001-07-19,1966.1931014688444
2001-07-20,1952.2069914418576
2001-07-23,1944.5736338755357
2001-07-24,1929.5123841651891
2001-07-25,1916.4503998367695
2001-07-26,1928.1063871965794
2001-07-27,1960.402291603748
2001-07-30,1985.0737422403827
2001-07-31,2011.4308712552977
2001-08-01,2032.5752121040014
2001-08-02,2043.1902819626168
2001-08-03,2025.269459571722
2001-08-06,2015.8760722980755
2001-08-07,2012.0861384554928
2001-08-08,1985.050354094137
2001-08-09,1966.9996920151282
2001-08-10,1966.458727339218
2001-08-13,1980.1433163669903
2001-08-14,1998.8730732374506
2001-08-15,2010.9574557566214
2001-08-16,1989.4224185932278
2001-08-17,1967.3961384643503
2001-08-20,1958.3388131451964
2001-08-21,1981.018321734503
2001-08-22,1988.121784543377
2001-08-23,1981.2308353360777
2001-08-24,2008.8698093293297
2001-08-27,2005.0588298660134
2001-08-28,1980.3076841102352
2001-08-29,1972.963105268837
2001-08-30,1930.2486465009374
2001-08-31,1928.4474683926542
2001-09-03,1905.1658525575958
2001-09-04,1896.105136242295
2001-09-05,1859.3042673163397
2001-09-06,1820.4947908297063
2001-09-07,1803.6757758927174
2001-09-10,1784.4253181591885
2001-09-11,1687.055681623156
2001-09-12,1723.3535699593397
2001-09-13,1749.1225591649395
2001-09-14,1685.6666004039143
2001-09-17,1715.3228200441245
2001-09-18,1698.4162287269116
2001-09-19,1685.6149132887276
2001-09-20,1626.4709849074102
2001-09-21,1568.641099715769
2001-09-24,1647.4773798643796
2001-09-25,1683.9298402766956
2001-09-26,1696.151284309288
2001-09-27,1717.121681390776
2001-09-28,1750.101997084148
2001-10-01,1726.733112068094
2001-10-02,1738.2195790840224
2001-10-03,1754.4894388512414
2001-10-04,1796.8306813258382
2001-10-05,1801.0043753858354
2001-10-08,1801.1342018130033
2001-10-09,1799.0300468329228
2001-10-10,1823.549078238251
2001-10-11,1834.0705138749481
2001-10-12,1827.8053593774252
2001-10-15,1802.8790587747021
2001-10-16,1821.4023418027607
2001-10-17,1856.4646832940803
2001-10-18,1822.6534004785267
2001-10-19,1796.6871788997678
2001-10-22,1812.9037273099434
2001-10-23,1845.9016070604519
2001-10-24,1861.5489940078864
2001-10-25,1836.1198546973344
2001-10-26,1867.6189163711913
2001-10-29,1843.7270062501318
2001-10-30,1811.5289655097592
2001-10-31,1826.8470257897231
2001-11-01,1851.755855867312
2001-11-02,1858.1716827543253
2001-11-05,1891.9741574670331
2001-11-06,1898.8158745958483
2001-11-07,1912.1760960995293
2001-11-08,1932.5906151077024
2001-11-09,1911.4047519510032
2001-11-12,1876.3148895143813
2001-11-13,1906.7625423207776
2001-11-14,1921.4459677833072
2001-11-15,1932.7779630107968
2001-11-16,1946.590705747566
2001-11-19,1949.934741261722
2001-11-20,1927.4678654511354
2001-11-21,1912.3029231020394
2001-11-22,1932.8381348890432
2001-11-23,1916.3438422034235
2001-11-26,1923.5490980097982
2001-11-27,1904.7282960674804
2001-11-28,1890.6561230397895
2001-11-29,1891.7309447321072
2001-11-30,1920.1443666882983
2001-12-03,1904.128800500464
2001-12-04,1934.2425682904216
2001-12-05,1973.6960613659628
2001-12-06,1978.955015445103
2001-12-07,1958.0460777305002
2001-12-10,1928.5804703279516
2001-12-11,1933.959925439566
2001-12-12,1928.4517691587555
2001-12-13,1902.589477115407
2001-12-14,1892.4719980650368
2001-12-17,1931.873688498286
2001-12-18,1930.572924515569
2001-12-19,1911.157468063258
2001-12-20,1901.447915938325
2001-12-21,1917.1075871534026
2001-12-24,1905.000424402399
2001-12-25,1905.000424402399
2001-12-26,1908.7962892121552
2001-12-27,1947.7358646502594
2001-12-28,1954.4489850316909
2001-12-31,1966.7393393438615
2002-01-01,1966.7393393438615
2002-01-02,1967.0510877981208
2002-01-03,1989.6867792713908
2002-01-04,1978.9969746139516
2002-01-07,1959.7810251593382
2002-01-08,1940.6183608811339
2002-01-09,1942.1162316505445
2002-01-10,1933.2883079465444
2002-01-11,1939.841081788316
2002-01-14,1910.5831137968526
2002-01-15,1918.4250286111167
2002-01-16,1888.055451890958
2002-01-17,1897.7267452802178
2002-01-18,1898.6079013057772
2002-01-21,1890.9227669118939
2002-01-22,1894.377759274821
2002-01-23,1911.5244601493705
2002-01-24,1925.9595713897834
2002-01-25,1890.405016861143
2002-01-28,1896.20643794597
2002-01-29,1877.7229341672519
2002-01-30,1857.3593385445786
2002-01-31,1883.0460727189609
2002-02-01,1888.3154387589593
2002-02-04,1884.8276508142758
2002-02-05,1863.8808934145163
2002-02-06,1853.6891361206895
2002-02-07,1864.060497386261
2002-02-08,1866.066890596342
2002-02-11,1893.629671256448
2002-02-12,1895.3730478937011
2002-02-13,1903.6418031407618
2002-02-14,1916.5738136813497
2002-02-15,1907.9148819365603
2002-02-18,1891.7247564349693
2002-02-19,1870.5818045549026
2002-02-20,1859.3979420524836
2002-02-21,1869.744625574698
2002-02-22,1866.19010761134
2002-02-25,1877.5141695125803
2002-02-26,1880.916442042729
2002-02-27,1895.0713641796542
2002-02-28,1897.0666940260244
2002-03-01,1909.294353223628
2002-03-04,1943.4483335925145
2002-03-05,1933.5857386234356
2002-03-06,1943.6972017259254
2002-03-07,1964.8793982961909
2002-03-08,1966.999444695135
2002-03-11,1956.6748808019638
2002-03-12,1938.2251971527942
2002-03-13,1941.717952130107
2002-03-14,1956.458232422904
2002-03-15,1969.8763056192922
2002-03-18,1975.6623119827543
2002-03-19,1983.339280683305
2002-03-20,1970.7544130756983
2002-03-21,1958.4995538112228
2002-03-22,1964.5183169007043
2002-03-25,1947.4028877948674
2002-03-26,1947.9350451519945
2002-03-27,1944.738130008135
2002-03-28,1964.7657355826589
2002-03-29,1964.7657355826589
2002-04-01,1981.3504446277398
2002-04-02,1970.3271672662104
2002-04-03,1961.5658991507325
2002-04-04,1944.1846822557907
2002-04-05,1943.441744632748
2002-04-08,1912.5463759107263
2002-04-09,1921.2807222668293
2002-04-10,1939.0700973043101
2002-04-11,1919.5249001810112
2002-04-12,1924.0886702700077
2002-04-15,1936.3244133227984
2002-04-16,1963.971756280998
2002-04-17,1977.6931264608309
2002-04-18,1965.015453144617
2002-04-19,1963.2619925655038
2002-04-22,1949.4715773705109
2002-04-23,1949.0384864520065
2002-04-24,1947.0298526091062
2002-04-25,1944.4048939833044
2002-04-26,1939.9952238553626
2002-04-29,1934.8605661479708
2002-04-30,1942.3954873839652
2002-05-01,1948.9430660641035
2002-05-02,1941.5195130786894
2002-05-03,1948.9936992665403
2002-05-06,1948.4827769960948
2002-05-07,1922.5040995789755
2002-05-08,1948.7805400119305
2002-05-09,1939.9947687689873
2002-05-10,1927.8899621668454
2002-05-13,1939.0461862643135
2002-05-14,1937.1486394006122
2002-05-15,1959.1164086554636
2002-05-16,1955.9964264287166
2002-05-17,1964.7055999570034
2002-05-20,1954.9856678040135
2002-05-21,1943.5998832867047
2002-05-22,1935.118646676029
2002-05-23,1922.1104756483703
2002-05-24,1919.715691762721
2002-05-27,1918.401123320827
2002-05-28,1920.4569223530339
2002-05-29,1916.986781936312
2002-05-30,1905.5034834772973
2002-05-31,1912.9002114304856
2002-06-03,1904.3855513093542
2002-06-04,1881.1418726117515
2002-06-05,1862.6971477008094
2002-06-06,1868.9975698373025
2002-06-07,1850.6530511266815
2002-06-10,1856.0330045036308
2002-06-11,1864.2441533353256
2002-06-12,1831.2370407437518
2002-06-13,1815.547201803836
2002-06-14,1779.1707668517356
2002-06-17,1825.8755204600927
2002-06-18,1826.194291701913
2002-06-19,1811.7971930905874
2002-06-20,1794.728397573095
2002-06-21,1797.4127868091678
2002-06-24,1771.6555724902692
2002-06-25,1799.1179128572956
2002-06-26,1798.9125847380167
2002-06-27,1815.0142316594386
2002-06-28,1875.6011465326317
2002-07-01,1875.609656041235
2002-07-02,1827.8091921647392
2002-07-03,1777.9243961608831
2002-07-04,1811.8319562863373
2002-07-05,1861.2591402188004
2002-07-08,1877.1712321660139
2002-07-09,1868.3140592905415
2002-07-10,1796.7653499312191
2002-07-11,1736.3580470162492
2002-07-12,1740.2042134523513
2002-07-15,1686.1167247325916
2002-07-16,1681.4088937196352
2002-07-17,1721.7408672816066
2002-07-18,1738.5746949500708
2002-07-19,1674.036374136015
2002-07-22,1594.0919008172289
2002-07-23,1552.8166803933377
2002-07-24,1533.410294547967
2002-07-25,1590.215902537688
2002-07-26,1588.8392890731413
2002-07-29,1655.1049871530429
2002-07-30,1663.1564409677228
2002-07-31,1662.7989572395463
2002-08-01,1603.7685164609325
2002-08-02,1613.2541226338333
2002-08-05,1567.3660747267068
2002-08-06,1588.5029407679954
2002-08-07,1589.501696752526
2002-08-08,1639.54508036736
2002-08-09,1666.9343606544157
2002-08-12,1642.1382208394439
2002-08-13,1657.945555750848
2002-08-14,1635.1181558715796
2002-08-15,1670.031915838692
2002-08-16,1683.6294173139804
2002-08-19,1703.8584302431916
2002-08-20,1674.0265455942417
2002-08-21,1696.7781657162293
2002-08-22,1711.9320945285465
2002-08-23,1691.8500899013243
2002-08-26,1676.2316570578937
2002-08-27,1712.5891125319326
2002-08-28,1659.6699880424894
2002-08-29,1639.9869850893888
2002-08-30,1651.787150360901
2002-09-02,1631.8035100555367
2002-09-03,1592.413826074082
2002-09-04,1597.975667528171
2002-09-05,1593.267388965638
2002-09-06,1625.6394024076
2002-09-09,1606.0598475495635
2002-09-10,1628.4542180086894
2002-09-11,1657.1254791197987
2002-09-12,1614.2508999287072
2002-09-13,1590.737771906398
2002-09-16,1575.161961869949
2002-09-17,1562.2764015568198
2002-09-18,1529.152485115251
2002-09-19,1514.5102472798114
2002-09-20,1517.6674738772647
2002-09-23,1479.7524617629454
2002-09-24,1456.7903307250633
2002-09-25,1475.3437123439908
2002-09-26,1532.5731520585553
2002-09-27,1535.8733557768608
2002-09-30,1495.8156413489928
2002-10-01,1513.94870676844
2002-10-02,1557.000968184933
2002-10-03,1545.634711625132
2002-10-04,1513.1467728944626
2002-10-07,1498.2492968572253
2002-10-08,1469.7544243559955
2002-10-09,1469.622690005171
2002-10-10,1491.9724282339628
2002-10-11,1548.8364872622342
2002-10-14,1547.1998711038302
2002-10-15,1612.0558076600664
2002-10-16,1587.210154519712
2002-10-17,1619.5107745429186
2002-10-18,1605.5536325912656
2002-10-21,1610.0787694416217
2002-10-22,1606.8101224659467
2002-10-23,1564.2654088498896
2002-10-24,1590.0149634790007
2002-10-25,1592.3615369761396
2002-10-28,1612.0541823034057
2002-10-29,1561.6337931893627
2002-10-30,1591.431363078454
2002-10-31,1624.3673128849848
2002-11-01,1614.8875364815376
2002-11-04,1660.400459979224
2002-11-05,1670.80484885527
2002-11-06,1657.0333691510766
2002-11-07,1645.8092656922518
2002-11-08,1637.3081805329152
2002-11-11,1623.8330353074257
2002-11-12,1639.7629200400693
2002-11-13,1624.5365313363154
2002-11-14,1644.5683346491592
2002-11-15,1653.0289215051105
2002-11-18,1664.4285104044723
2002-11-19,1661.8779073219598
2002-11-20,1648.3416924924575
2002-11-21,1683.7202151331035
2002-11-22,1677.6990476000992
2002-11-25,1655.3233220514196
2002-11-26,1631.997277403293
2002-11-27,1655.6359278224843
2002-11-28,1667.0783542023012
2002-11-29,1660.4328223187806
2002-12-02,1658.0659679156245
2002-12-03,1633.8194034696212
2002-12-04,1637.4392825651162
2002-12-05,1622.2880782256582
2002-12-06,1626.6492152179542
2002-12-09,1600.843174807532
2002-12-10,1603.0499565664868
2002-12-11,1611.543705725023
2002-12-12,1608.492071046656
2002-12-13,1601.3465296053275
2002-12-16,1627.2966759065478
2002-12-17,1620.9353234254368
2002-12-18,1591.7632054944067
2002-12-19,1591.148394439808
2002-12-20,1605.9879462539998
2002-12-23,1611.551373917921
2002-12-24,1619.9515337794526
2002-12-25,1619.9515337794526
2002-12-26,1621.92189159341
2002-12-27,1586.9706193608868
2002-12-30,1606.9318488882946
2002-12-31,1623.6005612155618
2003-01-01,1623.6005612155618
2003-01-02,1645.5528584179444
2003-01-03,1655.5779022113393
2003-01-06,1672.6598839823575
2003-01-07,1655.3238374094274
2003-01-08,1630.6365089995109
2003-01-09,1652.2257804998887
2003-01-10,1658.7027085647806
2003-01-13,1655.3996814868024
2003-01-14,1664.5534132221014
2003-01-15,1642.5494233397576
2003-01-16,1636.5159801097814
2003-01-17,1619.9663920509547
2003-01-20,1603.0826950019984
2003-01-21,1589.6440665278615
2003-01-22,1568.1624400491967
2003-01-23,1562.5043920595956
2003-01-24,1556.1976196147632
2003-01-27,1509.4192511587532
2003-01-28,1511.7520539686188
2003-01-29,1530.0928333896047
2003-01-30,1549.0906478312652
2003-01-31,1549.4657738012354
2003-02-03,1567.612147293343
2003-02-04,1542.7432222921532
2003-02-05,1555.9921884705384
2003-02-06,1523.8337433105369
2003-02-07,1509.8629894498492
2003-02-10,1500.5119825685724
2003-02-11,1520.8478166508237
2003-02-12,1494.8281689974478
2003-02-13,1493.176157671707
2003-02-14,1506.6711457886292
2003-02-17,1522.5774762102506
2003-02-18,1535.472721049603
2003-02-19,1512.8418131274682
2003-02-20,1515.216523774705
2003-02-21,1531.0966169788908
2003-02-24,1520.3456854007113
2003-02-25,1480.6551554998857
2003-02-26,1482.4420152502348
2003-02-27,1480.3470160140703
2003-02-28,1506.3012437029192
2003-03-03,1523.7557925104059
2003-03-04,1503.8981655957768
2003-03-05,1496.1192289991723
2003-03-06,1485.3854377314776
2003-03-07,1465.1328156746888
2003-03-10,1444.3011008337442
2003-03-11,1442.7730695521589
2003-03-12,1399.9508145206082
2003-03-13,1447.1036759702563
2003-03-14,1481.3635070758123
2003-03-17,1512.0083359878656
2003-03-18,1512.0985475811617
2003-03-19,1527.9757943717773
2003-03-20,1529.359525366198
2003-03-21,1560.766424050829
2003-03-24,1519.6987285733912
2003-03-25,1543.2301211120398
2003-03-26,1546.4579140101798
2003-03-27,1529.4561035509312
2003-03-28,1528.9298543137777
2003-03-31,1501.7747464642746
2003-04-01,1518.289086503171
2003-04-02,1547.3703393108026
2003-04-03,1550.8072309383879
2003-04-04,1565.698041036251
2003-04-07,1598.98342548806
2003-04-08,1585.4462335455469
2003-04-09,1587.3986650270804
2003-04-10,1576.2310758702667
2003-04-11,1578.5821672567936
2003-04-14,1593.368395948492
2003-04-15,1616.672068761337
2003-04-16,1609.6935147287338
2003-04-17,1630.1705154353215
2003-04-18,1630.1705154353215
2003-04-21,1619.9680661277425
2003-04-22,1642.1763347364858
2003-04-23,1656.1427203217704
2003-04-24,1645.1810614091787
2003-04-25,1629.9873071063184
2003-04-28,1656.7167435087986
2003-04-29,1650.9003355748016
2003-04-30,1671.2099300991779
2003-05-01,1683.3000808093022
2003-05-02,1682.7705478783307
2003-05-05,1702.698396807368
2003-05-06,1729.850663966795
2003-05-07,1714.2450870588664
2003-05-08,1696.4786495281733
2003-05-09,1711.1005332514103
2003-05-12,1725.5136493516943
2003-05-13,1724.1195381921361
2003-05-14,1722.779717086126
2003-05-15,1731.8759539378877
2003-05-16,1749.5851196016351
2003-05-19,1719.5324808594787
2003-05-20,1720.6570171922283
2003-05-21,1713.1646274983761
2003-05-22,1731.0741656462565
2003-05-23,1733.247315505742
2003-05-26,1737.2666635230773
2003-05-27,1748.9948833996111
2003-05-28,1761.44995500698
2003-05-29,1772.9595335338051
2003-05-30,1757.084264242876
2003-06-02,1786.9258077816455
2003-06-03,1774.782861833825
2003-06-04,1788.5375744372577
