Date,EUROPE ex UK GROWTH
2001-01-18,2294.5510528427853
2001-01-19,2264.2421620821915
2001-01-22,2258.1062959678843
2001-01-23,2257.589471544598
2001-01-24,2235.833810037687
2001-01-25,2228.7081333749243
2001-01-26,2215.439220922883
2001-01-29,2204.457490344131
2001-01-30,2214.0264567466083
2001-01-31,2254.2109327335697
2001-02-01,2244.7690634048267
2001-02-02,2199.8760013823307
2001-02-05,2200.466424891412
2001-02-06,2197.9488502775043
2001-02-07,2157.0855875812313
2001-02-08,2128.650291838021
2001-02-09,2089.7546803145146
2001-02-12,2125.027288589454
2001-02-13,2093.9373608160367
2001-02-14,2026.7680928495108
2001-02-15,2046.7020616264513
2001-02-16,2020.6008121886339
2001-02-19,2020.628242988122
2001-02-20,1979.6692019903496
2001-02-21,1957.27476989581
2001-02-22,1924.452246257796
2001-02-23,1872.649796147448
2001-02-26,1915.0362951978316
2001-02-27,1943.8454079479495
2001-02-28,1938.0285227460968
2001-03-01,1931.2936290367438
2001-03-02,1947.4913585180866
2001-03-05,1966.7237674439334
2001-03-06,2003.883865034848
2001-03-07,1993.2153731185824
2001-03-08,1970.7891123928616
2001-03-09,1939.137126038402
2001-03-12,1868.455914269695
2001-03-13,1829.5213175032457
2001-03-14,1794.036964542563
2001-03-15,1820.330360220424
2001-03-16,1750.3148419606396
2001-03-19,1742.077347307786
2001-03-20,1788.5451552729744
2001-03-21,1738.4362448353916
2001-03-22,1640.5940636773992
2001-03-23,1718.9817163490561
2001-03-26,1786.3803857690675
2001-03-27,1818.6153206266965
2001-03-28,1770.8372873717167
2001-03-29,1751.6191284212412
2001-03-30,1761.4956483675437
2001-04-02,1745.7017680351062
2001-04-03,1690.2035424318626
2001-04-04,1730.9231925333622
2001-04-05,1780.3618466028627
2001-04-06,1777.4058376388848
2001-04-09,1798.8308078697496
2001-04-10,1818.617372158084
2001-04-11,1817.8806838970809
2001-04-12,1833.7665956533576
2001-04-13,1833.7665956533576
2001-04-16,1815.4604405714442
2001-04-17,1793.8044457387277
2001-04-18,1845.1023063225016
2001-04-19,1876.0241393281087
2001-04-20,1881.3372755429543
2001-04-23,1842.0060116525751
2001-04-24,1844.999717511272
2001-04-25,1849.8058162372631
2001-04-26,1880.3173560030982
2001-04-27,1891.1046117585545
2001-04-30,1912.7962602969915
2001-05-01,1922.5684854529582
2001-05-02,1914.4046935455688
2001-05-03,1878.89866251985
2001-05-04,1885.1592089037447
2001-05-07,1889.0849434177708
2001-05-08,1874.993277298373
2001-05-09,1854.5111012733198
2001-05-10,1888.382225425556
2001-05-11,1864.6177962049342
2001-05-14,1836.9356573144246
2001-05-15,1855.860203001712
2001-05-16,1862.183249927565
2001-05-17,1880.6168785106834
2001-05-18,1883.265082837275
2001-05-21,1888.1029050054212
2001-05-22,1890.1026267978552
2001-05-23,1861.2449423095873
2001-05-24,1859.324995586688
2001-05-25,1836.3588869415628
2001-05-28,1847.8946594494662
2001-05-29,1818.2764001134801
2001-05-30,1790.4357746782223
2001-05-31,1769.7635613743469
2001-06-01,1760.7653227598873
2001-06-04,1769.5405377532027
2001-06-05,1799.2000625369142
2001-06-06,1790.4132598304282
2001-06-07,1789.3699424941829
2001-06-08,1784.0748713960418
2001-06-11,1754.3698691492436
2001-06-12,1706.9297573830506
2001-06-13,1729.61836701399
2001-06-14,1713.617977978219
2001-06-15,1699.9117337794362
2001-06-18,1685.266496315141
2001-06-19,1680.4992906148937
2001-06-20,1658.2762065431243
2001-06-21,1660.1228648157928
2001-06-22,1667.7536640500482
2001-06-25,1676.0402975357465
2001-06-26,1653.4129140728944
2001-06-27,1644.4642534071152
2001-06-28,1655.9112813694821
2001-06-29,1676.5876960907356
2001-07-02,1698.4924650405558
2001-07-03,1678.0736275769905
2001-07-04,1655.1170502636617
2001-07-05,1617.6684959214078
2001-07-06,1589.3112447362146
2001-07-09,1600.2647853824994
2001-07-10,1598.5618017794593
2001-07-11,1588.6624172271813
2001-07-12,1594.8013252495266
2001-07-13,1597.8899560708242
2001-07-16,1595.0172913337708
2001-07-17,1576.9377926200934
2001-07-18,1590.8667783865415
2001-07-19,1632.1928411520673
2001-07-20,1614.8570874249651
2001-07-23,1614.7812229185563
2001-07-24,1605.4992953786464
2001-07-25,1585.5340990429982
2001-07-26,1597.154826406075
2001-07-27,1626.030386713832
2001-07-30,1653.2089260883945
2001-07-31,1672.6692913025183
2001-08-01,1686.7517544489478
2001-08-02,1694.4701565695566
2001-08-03,1683.9639170015905
2001-08-06,1676.8758674776868
2001-08-07,1670.7721992653512
2001-08-08,1647.2365979393537
2001-08-09,1632.7128083875962
2001-08-10,1622.5738610493509
2001-08-13,1648.8428105927446
2001-08-14,1663.5074907008623
2001-08-15,1673.8624163926568
2001-08-16,1655.719427733268
2001-08-17,1631.5939376509027
2001-08-20,1620.1724599452082
2001-08-21,1637.435131847758
2001-08-22,1645.8007258578696
2001-08-23,1642.5058178286272
2001-08-24,1669.5891697313289
2001-08-27,1664.495067356852
2001-08-28,1634.9886449780408
2001-08-29,1627.7582445774633
2001-08-30,1584.8516110414917
2001-08-31,1585.6514234382566
2001-09-03,1557.4390499746141
2001-09-04,1544.0313827371444
2001-09-05,1504.584283140893
2001-09-06,1471.5193677594834
2001-09-07,1462.0550387865135
2001-09-10,1444.673646826037
2001-09-11,1361.6568697439523
2001-09-12,1391.5756705261929
2001-09-13,1410.6516857825725
2001-09-14,1357.077113128594
2001-09-17,1390.3941344331477
2001-09-18,1386.6338961251165
2001-09-19,1378.6375729772506
2001-09-20,1326.6778226297663
2001-09-21,1281.9640765782096
2001-09-24,1350.9279878446073
2001-09-25,1383.5373827733258
2001-09-26,1395.6035239952394
2001-09-27,1404.4560593895123
2001-09-28,1431.7892515463764
2001-10-01,1410.8781666227458
2001-10-02,1427.9279017550118
2001-10-03,1435.2850620422494
2001-10-04,1472.9571051967769
2001-10-05,1466.5791930329112
2001-10-08,1473.960296059181
2001-10-09,1475.1811253048766
2001-10-10,1500.41274278809
2001-10-11,1509.503898112175
2001-10-12,1499.6189261092
2001-10-15,1477.0719438957121
2001-10-16,1501.0772954245758
2001-10-17,1527.8246407909292
2001-10-18,1501.4494578573647
2001-10-19,1482.42708371761
2001-10-22,1500.8880739227768
2001-10-23,1530.548005786882
2001-10-24,1550.8467015212734
2001-10-25,1523.7294473590357
2001-10-26,1551.9322158716782
2001-10-29,1530.24372869741
2001-10-30,1493.5437790234482
2001-10-31,1508.3320758743407
2001-11-01,1528.7378511841982
2001-11-02,1524.2093816003608
2001-11-05,1559.4645791671471
2001-11-06,1561.9971077283303
2001-11-07,1581.220852010169
2001-11-08,1602.0438101842697
2001-11-09,1576.7581972599435
2001-11-12,1542.036742964815
2001-11-13,1573.4240402546202
2001-11-14,1587.254679778312
2001-11-15,1597.199046288311
2001-11-16,1608.9417094840078
2001-11-19,1617.5483625188301
2001-11-20,1596.3620006759836
2001-11-21,1575.6156335194519
2001-11-22,1600.6739824602116
2001-11-23,1587.6566226133646
2001-11-26,1591.7030063352008
2001-11-27,1571.7787114853409
2001-11-28,1557.3648218650362
2001-11-29,1561.7346891435918
2001-11-30,1593.8059104137997
2001-12-03,1581.081605697604
2001-12-04,1610.700520967214
2001-12-05,1650.4516795854695
2001-12-06,1651.549438148483
2001-12-07,1637.653015227946
2001-12-10,1604.3987027794344
2001-12-11,1612.6442962659519
2001-12-12,1606.4241905955655
2001-12-13,1578.1275540881443
2001-12-14,1568.2682156043838
2001-12-17,1611.9671651534368
2001-12-18,1606.2718614860344
2001-12-19,1584.4627412431412
2001-12-20,1578.237744111963
2001-12-21,1590.3123421752584
2001-12-24,1573.5314985993102
2001-12-25,1573.5314985993102
2001-12-26,1574.3020668374825
2001-12-27,1616.2436510118296
2001-12-28,1621.4563019551529
2001-12-31,1637.6198523226722
2002-01-01,1637.6198523226722
2002-01-02,1639.9413540992095
2002-01-03,1658.183157319508
2002-01-04,1645.430765702311
2002-01-07,1625.5205794166125
2002-01-08,1602.875038738216
2002-01-09,1606.2208354410252
2002-01-10,1594.4256688937855
2002-01-11,1605.0603607443234
2002-01-14,1572.8504152050104
2002-01-15,1582.0933611263142
2002-01-16,1551.2903489251603
2002-01-17,1568.3118839851322
2002-01-18,1567.3868975826758
2002-01-21,1553.4888473146736
2002-01-22,1557.4074413365463
2002-01-23,1574.5055964881474
2002-01-24,1590.7372474545896
2002-01-25,1557.614909239114
2002-01-28,1562.7678484968453
2002-01-29,1546.5598965229058
2002-01-30,1526.2213187042405
2002-01-31,1546.5941664944685
2002-02-01,1552.8512771141734
2002-02-04,1543.774251174603
2002-02-05,1521.7289689239658
2002-02-06,1510.4538257726501
2002-02-07,1521.879330365536
2002-02-08,1520.3574519295676
2002-02-11,1545.0397247827284
2002-02-12,1542.2443915032072
2002-02-13,1549.2051497195193
2002-02-14,1557.3117285636554
2002-02-15,1546.505429875059
2002-02-18,1533.513621366604
2002-02-19,1512.5136418870097
2002-02-20,1503.9228828047592
2002-02-21,1516.2479412630307
2002-02-22,1512.835013904936
2002-02-25,1524.0003800118943
2002-02-26,1526.4505776525225
2002-02-27,1547.2200891226996
2002-02-28,1557.910128196825
2002-03-01,1560.2951478551001
2002-03-04,1599.3931235232196
2002-03-05,1590.682181080749
2002-03-06,1604.6120911671533
2002-03-07,1625.1408885681024
2002-03-08,1624.708031511121
2002-03-11,1616.4076711967318
2002-03-12,1597.9742730975527
2002-03-13,1597.0482237916617
2002-03-14,1613.7510264046275
2002-03-15,1628.2162102571208
2002-03-18,1634.8695380591241
2002-03-19,1639.6703491038202
2002-03-20,1627.0987937686684
2002-03-21,1616.8849812478868
2002-03-22,1620.9871705179708
2002-03-25,1605.428196465736
2002-03-26,1610.6797437446453
2002-03-27,1603.5657194692346
2002-03-28,1617.138676693169
2002-03-29,1617.138676693169
2002-04-01,1631.3379039626138
2002-04-02,1620.2369249356088
2002-04-03,1615.0656917482502
2002-04-04,1599.1604440290694
2002-04-05,1593.0539352159203
2002-04-08,1562.3906499887544
2002-04-09,1570.5324984349759
2002-04-10,1581.5822510654455
2002-04-11,1562.041153328789
2002-04-12,1562.8661985311635
2002-04-15,1576.0932109381515
2002-04-16,1609.2497499947947
2002-04-17,1620.1093874525411
2002-04-18,1605.3651765455247
2002-04-19,1599.8297402204205
2002-04-22,1582.080513674853
2002-04-23,1581.4810393373032
2002-04-24,1573.852923795117
2002-04-25,1572.5968620960546
2002-04-26,1570.2987592499328
2002-04-29,1568.6270611448901
2002-04-30,1578.9383373444775
2002-05-01,1589.59162755555
2002-05-02,1572.5057276837322
2002-05-03,1574.143336238161
2002-05-06,1575.0303121409177
2002-05-07,1555.6739591388618
2002-05-08,1582.3284557970496
2002-05-09,1575.6124217115316
2002-05-10,1561.7253843756068
2002-05-13,1575.2493406593194
2002-05-14,1579.38810466394
2002-05-15,1593.629237591865
2002-05-16,1592.61889583063
2002-05-17,1602.6268178454613
2002-05-20,1592.8778639584903
2002-05-21,1582.1752799016942
2002-05-22,1573.5489676142856
2002-05-23,1562.4271122520424
2002-05-24,1567.2672711809935
2002-05-27,1567.7535292086457
2002-05-28,1572.8715741185354
2002-05-29,1570.0252035587037
2002-05-30,1557.1135703948053
2002-05-31,1566.3483682886547
2002-06-03,1554.404689128734
2002-06-04,1521.651143637208
2002-06-05,1516.2705845830271
2002-06-06,1526.8569191944955
2002-06-07,1504.115090543955
2002-06-10,1505.396289406978
2002-06-11,1518.3012552808277
2002-06-12,1484.5193223950698
2002-06-13,1472.253355189688
2002-06-14,1445.4875183904944
2002-06-17,1488.0646668273491
2002-06-18,1489.4543664865587
2002-06-19,1479.6501056212521
2002-06-20,1462.1515658430474
2002-06-21,1461.2422294648836
2002-06-24,1436.777899077169
2002-06-25,1461.81347576089
2002-06-26,1465.1264534602506
2002-06-27,1482.8157054023143
2002-06-28,1545.149946003576
2002-07-01,1539.0202036925511
2002-07-02,1498.5258905003307
2002-07-03,1460.809177563902
2002-07-04,1494.228757651333
2002-07-05,1542.1856715225163
2002-07-08,1558.6030490283115
2002-07-09,1547.605934298742
2002-07-10,1480.0658616820117
2002-07-11,1434.9618993531858
2002-07-12,1437.9450028058775
2002-07-15,1396.3280248071103
2002-07-16,1391.7029956248423
2002-07-17,1423.2076724570998
2002-07-18,1424.7377782033543
2002-07-19,1370.4878033256782
2002-07-22,1298.9801912976677
2002-07-23,1253.183662833532
2002-07-24,1243.7411459502923
2002-07-25,1285.6077578461077
2002-07-26,1280.1759408532873
2002-07-29,1337.5792609057908
2002-07-30,1342.6291583087166
2002-07-31,1336.58214775083
2002-08-01,1296.6373628893923
2002-08-02,1294.875667828969
2002-08-05,1251.345999379757
2002-08-06,1279.487377951347
2002-08-07,1279.7957229145672
2002-08-08,1324.975507929506
2002-08-09,1346.2081988924433
2002-08-12,1324.187735957968
2002-08-13,1339.4516256330237
2002-08-14,1319.4684112916386
2002-08-15,1344.9720438387922
2002-08-16,1360.4190643437114
2002-08-19,1383.6872036445752
2002-08-20,1354.9873989149066
2002-08-21,1382.7810360414499
2002-08-22,1396.2558307117886
2002-08-23,1376.6977928852646
2002-08-26,1354.5796767090696
2002-08-27,1391.9877313387099
2002-08-28,1344.6286736909512
2002-08-29,1326.1960825452556
2002-08-30,1341.526007754488
2002-09-02,1316.6716350773931
2002-09-03,1279.1613735376122
2002-09-04,1285.4871807031334
2002-09-05,1280.743628271781
2002-09-06,1312.289530895384
2002-09-09,1289.3264261216596
2002-09-10,1302.5631896396483
2002-09-11,1335.5648935269312
2002-09-12,1291.589484079965
2002-09-13,1269.8249648815474
2002-09-16,1252.8599047831317
2002-09-17,1239.162258554341
2002-09-18,1215.0822794953801
2002-09-19,1202.76378785099
2002-09-20,1201.2541286593093
2002-09-23,1171.0314150608153
2002-09-24,1153.7318032352077
2002-09-25,1167.580819885033
2002-09-26,1218.226947047376
2002-09-27,1211.498093740804
2002-09-30,1179.121554503475
2002-10-01,1189.4531480660246
2002-10-02,1229.2974141954212
2002-10-03,1215.9614709051161
2002-10-04,1185.0663615963965
2002-10-07,1172.7566963994598
2002-10-08,1150.4504070930157
2002-10-09,1149.4464882211398
2002-10-10,1176.3261820073637
2002-10-11,1226.3485907171998
2002-10-14,1218.0476728528247
2002-10-15,1275.8007953346703
2002-10-16,1253.6943061303677
2002-10-17,1277.952910565065
2002-10-18,1271.5963846572704
2002-10-21,1279.1332039900578
2002-10-22,1272.5677849852143
2002-10-23,1235.3795854151033
2002-10-24,1262.346207217203
2002-10-25,1268.9485126751322
2002-10-28,1288.7831967607033
2002-10-29,1242.1632496339366
2002-10-30,1272.7816768037178
2002-10-31,1304.9646003763326
2002-11-01,1303.5184758887767
2002-11-04,1342.9104980842671
2002-11-05,1352.9151079819385
2002-11-06,1335.7359308884775
2002-11-07,1316.2328157962259
2002-11-08,1307.586821083171
2002-11-11,1296.7515289441073
2002-11-12,1311.2833562946294
2002-11-13,1302.2210429259978
2002-11-14,1327.6094206296345
2002-11-15,1335.106637561148
2002-11-18,1349.8656944109846
2002-11-19,1344.8729724242044
2002-11-20,1332.5071469324857
2002-11-21,1364.220059776926
2002-11-22,1356.5796994159903
2002-11-25,1343.3450421376901
2002-11-26,1321.6051797639807
2002-11-27,1351.656705921859
2002-11-28,1357.297775546195
2002-11-29,1348.1496814739724
2002-12-02,1347.8808517815428
2002-12-03,1319.9645194643626
2002-12-04,1328.0884325272846
2002-12-05,1308.1582928144437
2002-12-06,1316.0739890160685
2002-12-09,1292.2570802745936
2002-12-10,1301.2802443916778
2002-12-11,1304.3654033666169
2002-12-12,1300.379772616011
2002-12-13,1293.7144040020355
2002-12-16,1318.5896534527496
2002-12-17,1319.1122195900496
2002-12-18,1289.975571906275
2002-12-19,1286.55493482692
2002-12-20,1297.1570774942406
2002-12-23,1299.434536629987
2002-12-24,1307.3780076368796
2002-12-25,1307.3780076368796
2002-12-26,1310.4134112513889
2002-12-27,1279.9377685455925
2002-12-30,1295.7708362275416
2002-12-31,1305.4413937960978
2003-01-01,1305.4413937960978
2003-01-02,1332.3089993700269
2003-01-03,1346.1999319398676
2003-01-06,1363.6448581518798
2003-01-07,1348.6339338297728
2003-01-08,1321.2534942225602
2003-01-09,1345.2196561545325
2003-01-10,1347.6130317479406
2003-01-13,1348.7762540921512
2003-01-14,1358.8949523853348
2003-01-15,1339.7931709966429
2003-01-16,1334.0854079058433
2003-01-17,1314.3035193702995
2003-01-20,1301.4322205249105
2003-01-21,1292.5387484259024
2003-01-22,1273.4897086392343
2003-01-23,1269.7817980449363
2003-01-24,1263.1912422252246
2003-01-27,1224.846346340025
2003-01-28,1225.406064036051
2003-01-29,1244.9224333717375
2003-01-30,1254.1675409102966
2003-01-31,1255.1177880728271
2003-02-03,1265.0902407925316
2003-02-04,1243.544574481729
2003-02-05,1250.9364068548043
2003-02-06,1224.5367284184438
2003-02-07,1210.4038618943296
2003-02-10,1200.4796487938816
2003-02-11,1219.7899185642236
2003-02-12,1196.474675281414
2003-02-13,1199.0856643276907
2003-02-14,1223.2072351172637
2003-02-17,1233.3797851852883
2003-02-18,1246.5124419221775
2003-02-19,1222.8857017162225
2003-02-20,1222.5020816615893
2003-02-21,1236.492829525554
2003-02-24,1226.9281222522404
2003-02-25,1195.9862355877283
2003-02-26,1194.6819796535676
2003-02-27,1201.6268052023456
2003-02-28,1223.1975721622641
2003-03-03,1236.8882091096275
2003-03-04,1219.9151718791388
2003-03-05,1214.8869743626
2003-03-06,1202.240958638253
2003-03-07,1185.637545239399
2003-03-10,1165.4387488841817
2003-03-11,1162.3498845535164
2003-03-12,1129.655773476405
2003-03-13,1163.5211159009186
2003-03-14,1194.3960548443738
2003-03-17,1220.4761926447459
2003-03-18,1214.6213495036102
2003-03-19,1231.1308388497393
2003-03-20,1231.0104054018288
2003-03-21,1259.775358147761
2003-03-24,1216.5159704444811
2003-03-25,1243.036799674533
2003-03-26,1238.0452413962944
2003-03-27,1224.9241536713364
2003-03-28,1230.1298627155757
2003-03-31,1205.543972699944
2003-04-01,1220.313023162049
2003-04-02,1249.0450551844692
2003-04-03,1252.0558976092852
2003-04-04,1264.1719048050109
2003-04-07,1289.320648488496
2003-04-08,1280.9705183687195
2003-04-09,1284.6084008060418
2003-04-10,1272.6643025356798
2003-04-11,1276.4100527718374
2003-04-14,1288.9509909024312
2003-04-15,1309.8160758837917
2003-04-16,1306.3855991491807
2003-04-17,1326.048124844211
2003-04-18,1326.048124844211
2003-04-21,1319.1764397952652
2003-04-22,1335.5199650584711
2003-04-23,1342.0634089251912
2003-04-24,1335.6089392678666
2003-04-25,1317.7587803228885
2003-04-28,1346.7032011766732
2003-04-29,1339.111173859981
2003-04-30,1357.6360250348116
2003-05-01,1370.8443922243112
2003-05-02,1363.3649313273813
2003-05-05,1386.9432814714694
2003-05-06,1410.0593672579096
2003-05-07,1402.1254835249524
2003-05-08,1383.7950242922846
2003-05-09,1397.756034582831
2003-05-12,1404.5111792706741
2003-05-13,1401.9965274304561
2003-05-14,1398.2076065246915
2003-05-15,1406.6883265785161
2003-05-16,1419.289724115215
2003-05-19,1393.9335580129207
2003-05-20,1393.0289443192937
2003-05-21,1386.6037307806737
2003-05-22,1402.6394161684668
2003-05-23,1407.5677907648344
2003-05-26,1411.3804388662259
2003-05-27,1424.6872176659695
2003-05-28,1433.8118784789383
2003-05-29,1443.2142317101868
2003-05-30,1435.7310795654387
2003-06-02,1461.6177522837038
2003-06-03,1449.0410700340205
2003-06-04,1460.4976222324285
2003-06-05,1467.716402290849
