Date,WORLD ex ISRAEL GROWTH
2010-05-26,1000.0
2010-05-27,1029.9917944112012
2010-05-28,1026.441655639024
2010-05-31,1026.7300636023476
2010-06-01,1017.9881235765544
2010-06-02,1028.6981601920004
2010-06-03,1041.9459653628294
2010-06-04,1013.3543787984263
2010-06-07,994.4740391519815
2010-06-08,997.0683631726462
2010-06-09,1002.8969768959878
2010-06-10,1027.4379272050494
2010-06-11,1032.0917463814292
2010-06-14,1043.6313500058254
2010-06-15,1060.0190689563715
2010-06-16,1063.4805312012063
2010-06-17,1064.3121928780636
2010-06-18,1065.9506818054563
2010-06-21,1071.5981354552307
2010-06-22,1057.4344774774795
2010-06-23,1049.2679578326295
2010-06-24,1036.8464243949036
2010-06-25,1032.878185848091
2010-06-28,1036.0665637481152
2010-06-29,1001.9178029730223
2010-06-30,993.9846684749527
2010-07-01,989.2223292095113
2010-07-02,989.8725667674718
2010-07-05,987.29066517617
2010-07-06,1003.434994393638
2010-07-07,1021.4523533610538
2010-07-08,1033.5997984056316
2010-07-09,1039.847618914016
2010-07-12,1040.3485304539197
2010-07-13,1056.4409365734632
2010-07-14,1062.444162676718
2010-07-15,1062.9458192185296
2010-07-16,1040.7318501101338
2010-07-19,1040.5329858725888
2010-07-20,1046.1507556627641
2010-07-21,1041.5020379675832
2010-07-22,1061.9227431933757
2010-07-23,1070.1680608649906
2010-07-26,1080.0572893872136
2010-07-27,1077.1061470903471
2010-07-28,1075.9070619070817
2010-07-29,1073.519290142857
2010-07-30,1071.1681265152993
2010-08-02,1095.4547540850133
2010-08-03,1096.4250918414448
2010-08-04,1096.491790892265
2010-08-05,1096.6743097676544
2010-08-06,1096.7392963021687
2010-08-09,1102.0288253341448
2010-08-10,1089.4858477021326
2010-08-11,1059.5344440607287
2010-08-12,1053.1459754298714
2010-08-13,1051.0696696619846
2010-08-16,1054.9731131695114
2010-08-17,1068.2343583189502
2010-08-18,1069.68662320165
2010-08-19,1059.6543336136356
2010-08-20,1047.9802132481764
2010-08-23,1045.399088628051
2010-08-24,1031.424309468782
2010-08-25,1027.2122344918782
2010-08-26,1030.8654201117545
2010-08-27,1041.451858004941
2010-08-30,1037.476208871151
2010-08-31,1032.7973017600648
2010-09-01,1062.4225831786343
2010-09-02,1070.853022505744
2010-09-03,1082.2852031801858
2010-09-06,1086.4772482580363
2010-09-07,1076.1170436471675
2010-09-08,1080.8344990244457
2010-09-09,1086.9524747525195
2010-09-10,1089.4996803402548
2010-09-13,1104.0648944210145
2010-09-14,1109.302861475536
2010-09-15,1111.7536914810582
2010-09-16,1110.6662541517842
2010-09-17,1111.8731902108675
2010-09-20,1126.268999258623
2010-09-21,1124.6801325467611
2010-09-22,1127.5089038384028
2010-09-23,1123.1504189408704
2010-09-24,1142.0818449373928
2010-09-27,1140.9536505180458
2010-09-28,1145.592602549682
2010-09-29,1146.7215777896138
2010-09-30,1141.475686934494
2010-10-01,1144.8522829056074
2010-10-04,1136.9422993940996
2010-10-05,1158.8426385866985
2010-10-06,1164.2597241523054
2010-10-07,1164.3379176203778
2010-10-08,1169.155746930529
2010-10-11,1170.0819115018114
2010-10-12,1168.3380877235095
2010-10-13,1183.5253312610535
2010-10-14,1188.7593410489978
2010-10-15,1190.6490189828455
2010-10-18,1191.8986851126012
2010-10-19,1171.9314122429687
2010-10-20,1184.6053551314699
2010-10-21,1189.2360938097622
2010-10-22,1188.4108474178793
2010-10-25,1196.8499908553301
2010-10-26,1191.423732984991
2010-10-27,1182.2915163403009
2010-10-28,1189.1127351452412
2010-10-29,1190.0456393985285
2010-11-01,1192.7564489479412
2010-11-02,1203.7835826513372
2010-11-03,1204.1332396188534
2010-11-04,1233.2937110720036
2010-11-05,1235.4375567552688
2010-11-08,1234.0433335936025
2010-11-09,1232.0302643682708
2010-11-10,1224.0460054583752
2010-11-11,1222.0714425201968
2010-11-12,1208.151596863469
2010-11-15,1206.74595472039
2010-11-16,1184.3699392003964
2010-11-17,1187.1248600149684
2010-11-18,1207.4910878770197
2010-11-19,1209.2171493560938
2010-11-22,1209.3148443221958
2010-11-23,1189.6598753434
2010-11-24,1203.1503271937522
2010-11-25,1205.8265293309287
2010-11-26,1193.8864990094914
2010-11-29,1184.3796706549065
2010-11-30,1177.4642347047334
2010-12-01,1199.695840947914
2010-12-02,1220.5134531023423
2010-12-03,1231.1512758206381
2010-12-06,1229.9927156162419
2010-12-07,1233.9478488885102
2010-12-08,1228.308111344547
2010-12-09,1229.817370608988
2010-12-10,1234.641896072892
2010-12-13,1242.8009867959233
2010-12-14,1244.6207939979518
2010-12-15,1236.8795820864452
2010-12-16,1237.6810631492153
2010-12-17,1237.1128796512992
2010-12-20,1239.1226255476101
2010-12-21,1250.1054642382853
2010-12-22,1251.3563229435456
2010-12-23,1250.9514986717827
2010-12-24,1251.9537479996195
2010-12-27,1250.474694258817
2010-12-28,1252.3268175962962
2010-12-29,1256.3840424696987
2010-12-30,1254.38890721061
2010-12-31,1256.955621141971
2011-01-03,1263.5865138694612
2011-01-04,1262.0356686885837
2011-01-05,1257.6050702865355
2011-01-06,1256.7678039815885
2011-01-07,1255.5671092338675
2011-01-10,1251.3266024808865
2011-01-11,1258.705458792558
2011-01-12,1272.3350255475111
2011-01-13,1276.6743077890585
2011-01-14,1278.3043177607344
2011-01-17,1277.2033622113113
2011-01-18,1286.5713563871059
2011-01-19,1277.6537827019024
2011-01-20,1259.9329397531928
