Date,WORLD ex USA GROWTH
1983-09-30,254.16164
1983-10-31,251.60809
1983-11-30,260.45013
1983-12-30,268.60114
1984-01-31,275.75233
1984-02-29,278.86989
1984-03-30,308.12356
1984-04-30,302.14152
1984-05-31,270.02303
1984-06-29,271.40421
1984-07-31,253.40304
1984-08-31,277.67102
1984-09-28,276.73335
1984-10-31,286.70132
1984-11-30,289.70324
1984-12-31,296.41634
1985-01-31,304.24285
1985-02-28,303.88679
1985-03-29,328.17826
1985-04-30,324.35596
1985-05-31,337.96378
1985-06-28,344.85431
1985-07-31,362.63791
1985-08-30,369.62215
1985-09-30,381.38397
1985-10-31,406.63756
1985-11-29,421.39788
1985-12-31,437.48458
1986-01-31,444.87305
1986-02-28,492.59854
1986-03-31,563.72998
1986-04-30,589.36008
1986-05-30,569.38185
1986-06-30,602.37867
1986-07-31,656.84159
1986-08-29,710.93343
1986-09-30,702.09199
1986-10-31,650.73371
1986-11-28,690.44748
1986-12-31,727.77019
1987-01-30,839.19598
1987-02-27,862.35035
1987-03-31,955.50211
1987-04-30,1065.94595
1987-05-29,1033.29642
1987-06-30,969.61385
1987-07-31,959.13499
1987-08-31,1043.31671
1987-09-30,997.53768
1987-10-30,864.66493
1987-11-30,868.39848
1987-12-31,877.79783
1988-01-29,902.3132
1988-02-29,963.82651
1988-03-31,1015.33648
1988-04-29,1016.53095
1988-05-31,975.05503
1988-06-30,941.83694
1988-07-29,953.32499
1988-08-31,902.49454
1988-09-30,946.87887
1988-10-31,1036.40362
1988-11-30,1099.56264
1988-12-30,1105.23278
1989-01-31,1118.55034
1989-02-28,1113.55654
1989-03-31,1090.83128
1989-04-28,1094.00381
1989-05-31,1026.74666
1989-06-30,1007.19754
1989-07-31,1140.2827
1989-08-31,1088.32731
1989-09-29,1130.79347
1989-10-31,1085.94234
1989-11-30,1145.99264
1989-12-29,1181.09217
1990-01-31,1125.92122
1990-02-28,1040.69841
1990-03-30,925.6537
1990-04-30,912.5962
1990-05-31,1025.13055
1990-06-29,1010.32268
1990-07-31,1022.16289
1990-08-31,927.23889
1990-09-28,791.7032
1990-10-31,921.8669
1990-11-30,871.05143
1990-12-31,891.10155
1991-01-31,921.38651
1991-02-28,1010.29132
1991-03-29,954.75375
1991-04-30,965.10174
1991-05-31,977.33619
1991-06-28,906.74532
1991-07-31,944.59292
1991-08-30,927.34656
1991-09-30,971.54242
1991-10-31,1001.16994
1991-11-29,966.41727
1991-12-31,1014.47609
1992-01-31,982.15789
1992-02-28,944.95381
1992-03-31,883.04942
1992-04-30,863.24103
1992-05-29,924.6245
1992-06-30,885.40443
1992-07-31,872.87927
1992-08-31,937.0624
1992-09-30,916.442
1992-10-30,871.9084
1992-11-30,882.57808
1992-12-31,884.71542
1993-01-29,876.45213
1993-02-26,901.81301
1993-03-31,963.86349
1993-04-30,1040.04537
1993-05-31,1069.54367
1993-06-30,1059.67579
1993-07-30,1088.94254
1993-08-31,1142.84699
1993-09-30,1113.74782
1993-10-29,1151.77228
1993-11-30,1041.60876
1993-12-31,1102.67262
1994-01-31,1185.08601
1994-02-28,1173.8535
1994-03-31,1117.25423
1994-04-29,1161.02999
1994-05-31,1148.51255
1994-06-30,1155.91269
1994-07-29,1167.6264
1994-08-31,1194.6741
1994-09-30,1157.48671
1994-10-31,1187.63129
1994-11-30,1133.26803
1994-12-30,1148.81088
1995-01-31,1103.92826
1995-02-28,1105.63675
1995-03-31,1175.14423
1995-04-28,1224.89191
1995-05-31,1213.2634
1995-06-30,1190.42542
1995-07-31,1264.40498
1995-08-31,1212.89012
1995-09-29,1239.35489
1995-10-31,1206.29546
1995-11-30,1240.50729
1995-12-29,1282.27333
1996-01-31,1286.14224
1996-02-29,1290.33979
1996-03-29,1320.44649
1996-04-30,1353.36806
1996-05-31,1327.22808
1996-06-28,1329.23645
1996-07-31,1285.25554
1996-08-30,1288.96109
1996-09-30,1324.31276
1996-10-31,1317.37416
1996-11-29,1360.93377
1996-12-31,1335.78385
1997-01-31,1285.0965647257556
1997-02-28,1301.8746751447397
1997-03-31,1305.9545591643077
1997-04-30,1320.0751144801889
1997-05-30,1400.2672045729985
1997-06-30,1479.3287137045872
1997-07-31,1517.4199836242842
1997-08-29,1402.8240481885955
1997-09-30,1496.43710458784
1997-10-31,1358.379182887723
1997-11-28,1354.8499193989853
1997-12-31,1373.1329730705925
1998-01-30,1429.2592266921026
1998-02-27,1525.9186835334285
1998-03-31,1551.9900134710215
1998-04-30,1566.6079970484293
1998-05-29,1557.5911702937349
1998-06-30,1574.778972154004
1998-07-31,1578.626767673209
1998-08-31,1401.967042172257
1998-09-30,1360.8476514000222
1998-10-30,1500.5651486888753
1998-11-30,1574.5653973924734
1998-12-31,1663.5793235378117
1999-01-29,1679.8818366483629
1999-02-26,1623.2602763917782
1999-03-31,1647.04553869117
1999-04-30,1667.8071116399492
1999-05-31,1599.5391596891377
1999-06-30,1662.8454121687598
1999-07-30,1694.2672841672907
1999-08-31,1699.60767399839
1999-09-30,1730.9497796685355
1999-10-29,1828.8204033998863
1999-11-30,1965.674650263167
1999-12-31,2194.890625019277
2000-01-31,2077.9647163960026
2000-02-29,2200.218609206361
2000-03-31,2252.7106425254715
2000-04-28,2101.8598140522176
2000-05-31,1970.8171692676042
2000-06-30,2058.9283162987144
2000-07-31,1942.7951505312005
2000-08-31,1974.5259711394458
2000-09-29,1828.02688117425
2000-10-31,1728.944054446488
2000-11-30,1640.0421149392873
2000-12-29,1663.666018028731
2001-01-01,1663.666018028731
2001-01-02,1649.2287950264658
2001-01-03,1633.3910920941169
2001-01-04,1658.2531555228938
2001-01-05,1654.5605971332425
2001-01-08,1642.8583277822293
2001-01-09,1612.6339793109391
2001-01-10,1606.439878444159
2001-01-11,1629.5376593669457
2001-01-12,1646.7654054617171
2001-01-15,1644.7314528920012
2001-01-16,1631.354020995024
2001-01-17,1656.492500092208
2001-01-18,1678.1369381900101
2001-01-19,1679.7929538553806
2001-01-22,1676.630003268324
2001-01-23,1675.0521060071826
2001-01-24,1659.4410448039125
2001-01-25,1657.2971265029066
2001-01-26,1652.059368611474
2001-01-29,1650.272870228704
2001-01-30,1651.0148579403872
2001-01-31,1668.6220576384649
2001-02-01,1669.6940844805174
2001-02-02,1643.8121039218315
2001-02-05,1640.7273762014609
2001-02-06,1635.120122135222
2001-02-07,1614.090631553197
2001-02-08,1593.6171095638776
2001-02-09,1575.2204919459468
2001-02-12,1592.7421416241566
2001-02-13,1579.0673233715734
2001-02-14,1550.6881884143052
2001-02-15,1557.0123721089856
2001-02-16,1529.9004582863067
2001-02-19,1527.4012241555647
2001-02-20,1506.3806010903559
2001-02-21,1495.418535194917
2001-02-22,1483.2286758544963
2001-02-23,1464.0112038954892
2001-02-26,1476.8448357018624
2001-02-27,1487.4855023969983
2001-02-28,1479.3241095834405
2001-03-01,1471.5305339295335
2001-03-02,1464.8365352424728
2001-03-05,1472.4046930100012
2001-03-06,1497.195706562838
2001-03-07,1493.9590905357638
2001-03-08,1485.4480149193164
2001-03-09,1470.0253682184114
2001-03-12,1422.4708426247785
2001-03-13,1393.4068416438924
2001-03-14,1372.1848472787776
2001-03-15,1392.4296079055525
2001-03-16,1356.1511510463192
2001-03-19,1355.9222301205923
2001-03-20,1373.6898696786104
2001-03-21,1368.5710961779525
2001-03-22,1311.6869294515932
2001-03-23,1362.8249388886616
2001-03-26,1410.8015560285912
2001-03-27,1426.3064817243949
2001-03-28,1402.561647643771
2001-03-29,1373.2696554072697
2001-03-30,1371.8923576339364
2001-04-02,1359.6607900911263
2001-04-03,1336.2129853982995
2001-04-04,1355.5610770056594
2001-04-05,1383.5769256367246
2001-04-06,1385.3925693521503
2001-04-09,1381.5418088256463
2001-04-10,1389.8656067968873
2001-04-11,1397.2803942837195
2001-04-12,1412.9573791067598
2001-04-13,1411.1844585436866
2001-04-16,1397.6647006195476
2001-04-17,1390.3162385119058
2001-04-18,1432.2593516636562
2001-04-19,1454.0353018494395
2001-04-20,1453.104552043597
2001-04-23,1435.3650796302677
2001-04-24,1429.9221921160135
2001-04-25,1434.8303581668072
2001-04-26,1451.1106144553187
2001-04-27,1456.304976103785
2001-04-30,1466.9476209643183
2001-05-01,1486.1274902740631
2001-05-02,1490.4574027013746
2001-05-03,1475.2061779126573
2001-05-04,1480.5632155757003
2001-05-07,1484.852621596579
2001-05-08,1473.2609026037749
2001-05-09,1456.4966023942156
2001-05-10,1471.8764579936899
2001-05-11,1457.877473961031
2001-05-14,1429.2819677587293
2001-05-15,1446.1460691644793
2001-05-16,1445.1220509364266
2001-05-17,1463.7115319618827
2001-05-18,1461.4228131228713
2001-05-21,1473.1259117831523
2001-05-22,1476.8600581216056
2001-05-23,1467.98672119328
2001-05-24,1460.9390307147457
2001-05-25,1449.1323837483835
2001-05-28,1451.1954981742058
2001-05-29,1443.9553569430782
2001-05-30,1420.6060675726287
2001-05-31,1409.3645535348542
2001-06-01,1408.02957253348
2001-06-04,1413.9607858841973
2001-06-05,1421.4496993259443
2001-06-06,1414.5598064309727
2001-06-07,1418.387046859822
2001-06-08,1413.891923902623
2001-06-11,1389.1359331647564
2001-06-12,1360.1064817253528
2001-06-13,1367.508367202844
2001-06-14,1363.9330985148245
2001-06-15,1352.3073636772303
2001-06-18,1338.5696188020522
2001-06-19,1335.6035547995243
2001-06-20,1327.1757165065728
2001-06-21,1335.0792525707366
2001-06-22,1342.5938669474901
2001-06-25,1342.029061069598
2001-06-26,1328.0726321154225
2001-06-27,1323.5178923644728
2001-06-28,1322.7455598095976
2001-06-29,1339.2726185140693
2001-07-02,1349.7878960725745
2001-07-03,1338.9319277568234
2001-07-04,1325.074933364154
2001-07-05,1298.8257301211934
2001-07-06,1277.2688557495094
2001-07-09,1280.1888040365684
2001-07-10,1282.3982801613085
2001-07-11,1273.033795073828
2001-07-12,1284.5660545523656
2001-07-13,1284.6053049065279
2001-07-16,1279.917499801214
2001-07-17,1266.9266944271799
2001-07-18,1270.9948201398443
2001-07-19,1289.2473152914229
2001-07-20,1283.5471017376326
2001-07-23,1271.1358754438932
2001-07-24,1268.2553054266032
2001-07-25,1265.080088644867
2001-07-26,1269.5207166333778
2001-07-27,1282.8148486976804
2001-07-30,1287.585910678662
2001-07-31,1307.4396723675898
2001-08-01,1320.0853558523104
2001-08-02,1335.2303558409578
2001-08-03,1323.8214145760405
2001-08-06,1318.1202996983582
2001-08-07,1317.7964026493792
2001-08-08,1302.8909229858855
2001-08-09,1285.4153186246413
2001-08-10,1286.4124060921838
2001-08-13,1286.7849270094462
2001-08-14,1303.0165409133594
2001-08-15,1310.9959832995953
2001-08-16,1293.6129062878583
2001-08-17,1279.68248161599
2001-08-20,1270.6479862432318
2001-08-21,1282.139096342302
2001-08-22,1288.899023737233
2001-08-23,1279.7883466049886
2001-08-24,1295.072374534456
2001-08-27,1294.8728745618375
2001-08-28,1280.300423571772
2001-08-29,1273.2157381350025
2001-08-30,1248.0927375380666
2001-08-31,1244.39522626943
2001-09-03,1226.0234636127905
2001-09-04,1231.1760650022502
2001-09-05,1206.768223603858
2001-09-06,1187.5122585586237
2001-09-07,1179.2480573497207
2001-09-10,1162.7371346177752
2001-09-11,1120.892279809178
2001-09-12,1119.3877863439352
2001-09-13,1131.2316659275837
2001-09-14,1109.5548159139692
2001-09-17,1109.9784409865742
2001-09-18,1104.2620731617567
2001-09-19,1103.8053981272599
2001-09-20,1071.593830012358
2001-09-21,1034.8328245510784
2001-09-24,1071.4160381243585
2001-09-25,1094.6525945635613
2001-09-26,1095.3130822196788
2001-09-27,1103.0041892015763
2001-09-28,1125.428472649008
2001-10-01,1116.2458554919629
2001-10-02,1126.7966124380137
2001-10-03,1130.3541976571064
2001-10-04,1157.9424492066344
2001-10-05,1163.0848387813812
2001-10-08,1164.123076332332
2001-10-09,1154.9834372551368
2001-10-10,1166.569304140482
2001-10-11,1180.9848454532555
2001-10-12,1185.2864428182788
2001-10-15,1169.003815277837
2001-10-16,1179.4279050475031
2001-10-17,1199.2517093115507
2001-10-18,1176.9328470506584
2001-10-19,1165.8817134852807
2001-10-22,1173.9228194802783
2001-10-23,1194.2858897328915
2001-10-24,1200.938808156779
2001-10-25,1190.5942166104496
2001-10-26,1201.882119226619
2001-10-29,1188.003793214044
2001-10-30,1167.49226085421
2001-10-31,1169.9244526747966
2001-11-01,1185.5044537535064
2001-11-02,1189.9281730937455
2001-11-05,1208.8588683585824
2001-11-06,1218.56415645908
2001-11-07,1217.0463961360292
2001-11-08,1230.590445643343
2001-11-09,1220.8759120937107
2001-11-12,1199.2707882923553
2001-11-13,1210.400703428601
2001-11-14,1219.0308390989796
2001-11-15,1230.5658646295667
2001-11-16,1240.4494064523267
2001-11-19,1247.28300667926
2001-11-20,1235.9875148614947
2001-11-21,1226.911574295139
2001-11-22,1235.864244919803
2001-11-23,1227.1791754241965
2001-11-26,1237.7621399890825
2001-11-27,1228.7873616446793
2001-11-28,1216.1192366250782
2001-11-29,1215.7875848202277
2001-11-30,1233.5012753790327
2001-12-03,1218.3449634519386
2001-12-04,1233.2800293287119
2001-12-05,1258.7595752622565
2001-12-06,1261.5423756490904
2001-12-07,1247.468793593498
2001-12-10,1227.4648872964567
2001-12-11,1228.231230111001
2001-12-12,1233.341034624478
2001-12-13,1213.556222196289
2001-12-14,1206.6068454117046
2001-12-17,1221.0931263643456
2001-12-18,1223.1710547471544
2001-12-19,1214.9560033413954
2001-12-20,1211.4547576302307
2001-12-21,1213.9046796843234
2001-12-24,1206.8848549192644
2001-12-25,1205.2725785248085
2001-12-26,1204.7210539884281
2001-12-27,1227.9480863443562
2001-12-28,1236.0173225149933
2001-12-31,1242.2690570863267
2002-01-01,1242.2690570863267
2002-01-02,1239.6613421564732
2002-01-03,1251.9567520040007
2002-01-04,1254.866938521204
2002-01-07,1244.9302216522656
2002-01-08,1227.4838210765931
2002-01-09,1225.9199494901266
2002-01-10,1216.6646536577312
2002-01-11,1218.5794105501027
2002-01-14,1204.6996925037904
2002-01-15,1204.6550545213101
2002-01-16,1190.4055089703318
2002-01-17,1193.4396366978922
2002-01-18,1196.9056392736586
2002-01-21,1191.8121150191491
2002-01-22,1185.1174143958053
2002-01-23,1190.7904625085303
2002-01-24,1199.4621282516055
2002-01-25,1183.9300110830704
2002-01-28,1190.4585972645496
2002-01-29,1176.2710590799147
2002-01-30,1163.5648010187147
2002-01-31,1177.2066920264554
2002-02-01,1175.067655607347
2002-02-04,1171.0319033153528
2002-02-05,1154.916285251754
2002-02-06,1149.7812294630933
2002-02-07,1160.3479439019643
2002-02-08,1162.1422397763258
2002-02-11,1177.5608314423282
2002-02-12,1184.7016443811526
2002-02-13,1189.8230058469499
2002-02-14,1197.7485828881975
2002-02-15,1192.0221895950388
2002-02-18,1184.490806288962
2002-02-19,1167.6799873985292
2002-02-20,1160.5949636939151
2002-02-21,1172.9158093151352
2002-02-22,1172.4265469719192
2002-02-25,1176.7325583797833
2002-02-26,1177.206404007335
2002-02-27,1189.697001269002
2002-02-28,1192.9248237725412
2002-03-01,1205.6091656853623
2002-03-04,1236.6772384242868
2002-03-05,1231.447370572761
2002-03-06,1239.2713354939656
2002-03-07,1262.1359706229484
2002-03-08,1261.3728272619455
2002-03-11,1260.4825124246452
2002-03-12,1243.1074144782574
2002-03-13,1237.7683509072347
2002-03-14,1248.2663330685427
2002-03-15,1256.8356477457323
2002-03-18,1253.5364770770375
2002-03-19,1263.6153669021594
2002-03-20,1253.4741775173993
2002-03-21,1246.0070411282168
2002-03-22,1242.8978306434544
2002-03-25,1232.4670148646562
2002-03-26,1231.676727656305
2002-03-27,1233.407567840707
2002-03-28,1244.642095084159
2002-03-29,1239.3141658768247
2002-04-01,1244.577960195685
2002-04-02,1244.132159131039
2002-04-03,1243.7905700854205
2002-04-04,1238.062835232716
2002-04-05,1236.9834316899503
2002-04-08,1223.4721799347128
2002-04-09,1223.6350024572303
2002-04-10,1235.9176566922124
2002-04-11,1223.200563715057
2002-04-12,1221.8058569805412
2002-04-15,1231.452547896651
2002-04-16,1249.3011689430075
2002-04-17,1260.3642231119877
2002-04-18,1257.4866312685317
2002-04-19,1254.4015369144788
2002-04-22,1252.2966203091514
2002-04-23,1251.2500613239083
2002-04-24,1249.9014627725044
2002-04-25,1251.3706419176642
2002-04-26,1246.836963675604
2002-04-29,1243.2248282401222
2002-04-30,1245.9983812509336
2002-05-01,1253.0326202265605
2002-05-02,1247.5910461005776
2002-05-03,1253.2288875306947
2002-05-06,1251.2270180784421
2002-05-07,1235.8337900322804
2002-05-08,1250.947114025019
2002-05-09,1248.6041436150972
2002-05-10,1243.6805664624496
2002-05-13,1247.0321402929624
2002-05-14,1244.034230630364
2002-05-15,1260.437597082442
2002-05-16,1262.1910561746904
2002-05-17,1272.4263533269195
2002-05-20,1270.5004317791586
2002-05-21,1267.0150297078549
2002-05-22,1265.8978348581422
2002-05-23,1258.9902365899209
2002-05-24,1258.4846625770626
2002-05-27,1254.9901555649124
2002-05-28,1256.8376650348882
2002-05-29,1253.9833985699868
2002-05-30,1250.4699140748423
2002-05-31,1250.3785499703652
2002-06-03,1249.2409196652864
2002-06-04,1232.8783704931054
2002-06-05,1222.1188601609992
2002-06-06,1224.3118704506187
2002-06-07,1212.5425310775754
2002-06-10,1212.355127438038
2002-06-11,1214.9229453195496
2002-06-12,1197.0201444367513
2002-06-13,1185.3229429897833
2002-06-14,1164.6170677508887
2002-06-17,1182.1397948962233
2002-06-18,1186.3465460220925
2002-06-19,1173.4720166128072
2002-06-20,1168.1824394787095
2002-06-21,1166.6922521857875
2002-06-24,1157.205502584912
2002-06-25,1170.237273218816
2002-06-26,1166.007553936375
2002-06-27,1176.444053956503
2002-06-28,1214.738621443662
2002-07-01,1213.8682123154472
2002-07-02,1189.2126991388145
2002-07-03,1168.2317154988239
2002-07-04,1180.2960139962247
2002-07-05,1207.2292212983452
2002-07-08,1217.1440276121675
2002-07-09,1217.7071612082436
2002-07-10,1177.6086997064697
2002-07-11,1145.0783509041028
2002-07-12,1147.298160646738
2002-07-15,1115.7161172588571
2002-07-16,1109.7878654937065
2002-07-17,1129.0078253258825
2002-07-18,1142.480853557274
2002-07-19,1105.33685620928
2002-07-22,1062.6974088155314
2002-07-23,1038.1298956381568
2002-07-24,1026.4917757442774
2002-07-25,1051.4160615015826
2002-07-26,1040.3081021750795
2002-07-29,1075.4712243269582
2002-07-30,1087.107761395927
2002-07-31,1085.1249333786561
2002-08-01,1055.3166452993885
2002-08-02,1058.76008060069
2002-08-05,1036.7853637231435
2002-08-06,1039.2767663133072
2002-08-07,1048.1475704558275
2002-08-08,1072.0390354896685
2002-08-09,1091.568823568345
2002-08-12,1076.306930711642
2002-08-13,1081.7060069110798
2002-08-14,1074.293500158455
2002-08-15,1091.6742043319205
2002-08-16,1098.8550983684245
2002-08-19,1102.3582864098876
2002-08-20,1088.367197044173
2002-08-21,1101.9264682007954
2002-08-22,1111.6139782036116
2002-08-23,1101.729029078127
2002-08-26,1099.185067797309
2002-08-27,1113.807709458693
2002-08-28,1084.4963863623032
2002-08-29,1071.70969521189
2002-08-30,1077.365327710627
2002-09-02,1066.4299002873156
2002-09-03,1041.721915736809
2002-09-04,1039.0907438647641
2002-09-05,1040.1549983638972
2002-09-06,1052.624706420893
2002-09-09,1046.3061786169546
2002-09-10,1056.029341579105
2002-09-11,1071.0577616438666
2002-09-12,1050.921171495309
2002-09-13,1034.040091883928
2002-09-16,1024.714754013812
2002-09-17,1023.3002464929472
2002-09-18,1005.9789621793199
2002-09-19,1000.3069104605964
2002-09-20,994.2818887422809
2002-09-23,973.6096106601843
2002-09-24,960.4625529990939
2002-09-25,968.0835326585011
2002-09-26,999.0906238308297
2002-09-27,1004.113277414508
2002-09-30,983.6191776530492
2002-10-01,987.3431237454784
2002-10-02,1004.07329696519
2002-10-03,996.3342868986475
2002-10-04,983.525667064218
2002-10-07,967.1754844691517
2002-10-08,953.9027526001225
2002-10-09,949.8117525754993
2002-10-10,959.0344996407043
2002-10-11,990.6171003474298
2002-10-14,989.793699924177
2002-10-15,1029.1961175029853
2002-10-16,1019.1972795501855
2002-10-17,1036.1020124149813
2002-10-18,1032.4640945923898
2002-10-21,1033.6350173463668
2002-10-22,1025.086655090542
2002-10-23,1007.4537677772797
2002-10-24,1018.263300719854
2002-10-25,1024.0180990292838
2002-10-28,1035.4608370563055
2002-10-29,1008.6514374910478
2002-10-30,1025.1136322211032
2002-10-31,1038.2271052861788
2002-11-01,1036.2061194907121
2002-11-04,1059.0263099982728
2002-11-05,1070.269422188678
2002-11-06,1063.2374356573564
2002-11-07,1057.2150403350422
2002-11-08,1050.5219357097276
2002-11-11,1038.4274020028024
2002-11-12,1045.704133401951
2002-11-13,1037.4996372521707
2002-11-14,1045.5030333302225
2002-11-15,1055.3775200426878
2002-11-18,1056.194213902059
2002-11-19,1054.1190383477813
2002-11-20,1048.7798511393305
2002-11-21,1070.4481875734823
2002-11-22,1071.188440134775
2002-11-25,1064.8235749317744
2002-11-26,1050.9289430713254
2002-11-27,1064.110389067826
2002-11-28,1074.9446006859434
2002-11-29,1070.828148238576
2002-12-02,1066.5075364115721
2002-12-03,1056.5907543576714
2002-12-04,1054.228139311156
2002-12-05,1043.4147264744443
2002-12-06,1046.8961454501343
2002-12-09,1033.812707631963
2002-12-10,1034.8183293248842
2002-12-11,1038.4661360635025
2002-12-12,1037.8508292903662
2002-12-13,1034.855692589658
2002-12-16,1045.099754417835
2002-12-17,1042.8518982280793
2002-12-18,1023.9909046027842
2002-12-19,1025.4725559827052
2002-12-20,1031.2836213858152
2002-12-23,1035.5444522071743
2002-12-24,1041.8778841135104
2002-12-25,1040.984033972557
2002-12-26,1045.4866637600544
2002-12-27,1028.8121073809261
2002-12-30,1039.2861027142192
2002-12-31,1046.9488778070313
2003-01-01,1046.9488778070313
2003-01-02,1056.6450008669726
2003-01-03,1062.1425070711334
2003-01-06,1076.3901235038916
2003-01-07,1064.661419292919
2003-01-08,1048.3658747433703
2003-01-09,1060.0191398711274
2003-01-10,1062.8389870241886
2003-01-13,1062.478842361739
2003-01-14,1069.8673055095776
2003-01-15,1061.3478767816773
2003-01-16,1057.9090876870316
2003-01-17,1049.3234797292873
2003-01-20,1037.8784999384454
2003-01-21,1032.898387607052
2003-01-22,1020.5086617140076
2003-01-23,1022.3863781323664
2003-01-24,1015.6536792757578
2003-01-27,987.6418055546321
2003-01-28,987.7779180952053
2003-01-29,994.413175018895
2003-01-30,1001.0456000011615
2003-01-31,999.0244503811379
2003-02-03,1010.6903964870963
2003-02-04,1000.3081801409811
2003-02-05,1006.9802616343151
2003-02-06,990.0214859194705
2003-02-07,982.4961086324829
2003-02-10,976.6997334756642
2003-02-11,986.0724761171148
2003-02-12,976.7123414908497
2003-02-13,976.175345716585
2003-02-14,984.0561266451816
2003-02-17,992.9858770820551
2003-02-18,999.9064146609459
2003-02-19,989.9011877498758
2003-02-20,992.2492359867744
2003-02-21,996.8221014152073
2003-02-24,993.7965938644676
2003-02-25,970.268111100746
2003-02-26,971.2462369969054
2003-02-27,970.0148262216914
2003-02-28,981.4399627144231
2003-03-03,992.3747797479891
2003-03-04,982.8905686941179
2003-03-05,978.7082070248092
2003-03-06,969.6236347624006
2003-03-07,957.9544586614577
2003-03-10,945.5249581745073
2003-03-11,939.446765161889
2003-03-12,921.209523953236
2003-03-13,939.9538453550496
2003-03-14,959.6945586182469
2003-03-17,974.8187046283066
2003-03-18,976.0498835537103
2003-03-19,983.840035661472
2003-03-20,988.4384307911879
2003-03-21,1001.3659653447571
2003-03-24,988.4785913874064
2003-03-25,994.6685795805239
2003-03-26,999.4774399359452
2003-03-27,992.2690535600834
2003-03-28,989.4976492573061
2003-03-31,970.8295448082143
2003-04-01,979.722285734097
2003-04-02,994.6738930007481
2003-04-03,995.340467871952
2003-04-04,1001.1983596482357
2003-04-07,1020.4289128058997
2003-04-08,1012.4318540490383
2003-04-09,1011.5500467622247
2003-04-10,1006.096702097314
2003-04-11,1001.2657357662581
2003-04-14,1007.7816585572831
2003-04-15,1022.0277779056506
2003-04-16,1018.2697283658133
2003-04-17,1030.1182941536983
2003-04-18,1030.5750261717506
2003-04-21,1026.3734434845867
2003-04-22,1035.1920916326865
2003-04-23,1041.4665796438662
2003-04-24,1038.8753219139858
2003-04-25,1026.385918190174
2003-04-28,1037.059285134903
2003-04-29,1034.568155652762
2003-04-30,1052.9480409964058
2003-05-01,1060.059903197009
2003-05-02,1060.2311697730127
2003-05-05,1071.1374896136851
2003-05-06,1090.8422805914252
2003-05-07,1086.8988874235881
2003-05-08,1074.9014800693492
2003-05-09,1083.4539383625454
2003-05-12,1092.670022029277
2003-05-13,1090.9051399962314
2003-05-14,1092.4854865994826
2003-05-15,1094.7268917920185
2003-05-16,1102.6782431991066
2003-05-19,1086.9306936238816
2003-05-20,1089.317735742882
2003-05-21,1083.2296089530123
2003-05-22,1092.4043023087233
2003-05-23,1096.6405632620647
2003-05-26,1099.1955505278315
2003-05-27,1102.5110393079326
2003-05-28,1106.933265743317
2003-05-29,1117.2975084301952
2003-05-30,1110.0158535211135
2003-06-02,1130.3335734874563
2003-06-03,1124.3015903530218
2003-06-04,1132.680568642902
2003-06-05,1143.7602329188385
