Date,AC ASIA HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,985.2131466084745
1999-01-05,983.9369799950692
1999-01-06,1002.4166246846152
1999-01-07,1036.0601112651286
1999-01-08,1032.6816323535143
1999-01-11,1037.0719394383912
1999-01-12,1027.4655388942274
1999-01-13,996.3178069270069
1999-01-14,987.7580550202669
1999-01-15,991.4432147241943
1999-01-18,998.8726021742339
1999-01-19,991.3794855801821
1999-01-20,994.2322971646049
1999-01-21,981.075304946448
1999-01-22,953.9911538016606
1999-01-25,940.7416802603328
1999-01-26,949.7270194961985
1999-01-27,958.7209099658543
1999-01-28,939.8160240320761
1999-01-29,947.4964452633445
1999-02-01,950.8672248191314
1999-02-02,952.993126376775
1999-02-03,939.9611968711702
1999-02-04,936.9366120640786
1999-02-05,918.5105287898472
1999-02-08,916.3280856546767
1999-02-09,911.551080819806
1999-02-10,903.2062071779458
1999-02-11,909.3583093093445
1999-02-12,923.5575780386231
1999-02-15,918.4382489672234
1999-02-16,913.8446847891968
1999-02-17,909.8173051104003
1999-02-18,907.7475072449229
1999-02-19,892.6278735400798
1999-02-22,902.1605744796144
1999-02-23,906.2541257602154
1999-02-24,915.0957010759256
1999-02-25,920.3961915203207
1999-02-26,932.1076815570977
1999-03-01,935.9966857350522
1999-03-02,925.5960127333605
1999-03-03,933.062058745532
1999-03-04,928.2991498681969
1999-03-05,955.9876118958589
1999-03-08,963.6815234241911
1999-03-09,978.5544283726558
1999-03-10,992.8764555432465
1999-03-11,988.5467444213181
1999-03-12,1000.3660883618822
1999-03-15,1015.8262521237322
1999-03-16,1029.755559678669
1999-03-17,1031.776405158478
1999-03-18,1007.0778041697486
1999-03-19,1039.1246686104394
1999-03-22,1039.411005321306
1999-03-23,1035.7469033594234
1999-03-24,1013.4234337757537
1999-03-25,1025.095009402188
1999-03-26,1016.586425308613
1999-03-29,1014.2021783397302
1999-03-30,1025.976971836832
1999-03-31,1037.8872498793592
1999-04-01,1051.4625297092985
1999-04-02,1047.8759410488274
1999-04-05,1038.9039675328713
1999-04-06,1052.7640605350819
1999-04-07,1067.859714034676
1999-04-08,1079.0943408621797
1999-04-09,1084.7615605695353
1999-04-12,1077.7929747397343
1999-04-13,1091.2134465138174
1999-04-14,1104.384245587108
1999-04-15,1113.5867102202003
1999-04-16,1156.732720509047
1999-04-19,1179.3309898632983
1999-04-20,1157.3997596805955
1999-04-21,1150.5589739909667
1999-04-22,1161.7283212970071
1999-04-23,1167.9450188454791
1999-04-26,1177.1797122358985
1999-04-27,1186.7317175594044
1999-04-28,1174.094263389784
1999-04-29,1171.346469821942
1999-04-30,1177.0503294184398
1999-05-03,1179.1003206835167
1999-05-04,1192.133030933483
1999-05-05,1200.5351224887395
1999-05-06,1221.891061012732
1999-05-07,1194.039539250079
1999-05-10,1205.349010257238
1999-05-11,1189.0266949666598
1999-05-12,1193.9754546132554
1999-05-13,1193.4408982831508
1999-05-14,1183.506484391077
1999-05-17,1159.9826883592827
1999-05-18,1163.8523030646159
1999-05-19,1146.2352857267044
1999-05-20,1143.4878225012908
1999-05-21,1137.5328080549732
1999-05-24,1146.1002462663257
1999-05-25,1142.2497477479421
1999-05-26,1147.685294416469
1999-05-27,1141.4585619437055
1999-05-28,1124.5042128904113
1999-05-31,1126.5102444187412
1999-06-01,1144.7829576150596
1999-06-02,1149.6180121647626
1999-06-03,1148.992559956905
1999-06-04,1150.7520704442659
1999-06-07,1177.1975986407442
1999-06-08,1190.9229125514296
1999-06-09,1190.8685046203582
1999-06-10,1204.0967713105151
1999-06-11,1209.4469722010613
1999-06-14,1192.2315400746727
1999-06-15,1186.4804263172011
1999-06-16,1204.4880490251778
1999-06-17,1222.7803902340625
1999-06-18,1216.4686043151123
1999-06-21,1242.944168062854
1999-06-22,1250.6885810757628
1999-06-23,1243.3154195501713
1999-06-24,1233.7655358607606
1999-06-25,1232.4852260829566
1999-06-28,1243.9931287279514
1999-06-29,1243.5513670274063
1999-06-30,1221.2499710717145
1999-07-01,1229.0869029497064
1999-07-02,1248.9601450885486
1999-07-05,1262.5520301419774
1999-07-06,1257.8315246451575
1999-07-07,1252.9522715383418
1999-07-08,1246.3254013272826
1999-07-09,1254.9959690473747
1999-07-12,1250.6179216514618
1999-07-13,1243.728803018122
1999-07-14,1228.3654404961594
1999-07-15,1235.1330896823993
1999-07-16,1221.5607235927482
1999-07-19,1228.2850042652628
1999-07-20,1230.4012644613967
1999-07-21,1224.987615043087
1999-07-22,1216.3635024683967
1999-07-23,1195.3291403821993
1999-07-26,1178.5258759247226
1999-07-27,1188.590144782282
1999-07-28,1194.4516691141084
1999-07-29,1202.1250710711001
1999-07-30,1207.8494438256855
1999-08-02,1209.0824148272645
1999-08-03,1214.1780357054777
1999-08-04,1214.6427306419275
1999-08-05,1193.6729762450727
