Date,AC ASEAN HIGH DIVIDEND YIELD
1999-08-06,1340.5072594097353
1999-08-09,1319.8883457128698
1999-08-10,1301.1858960621719
1999-08-11,1259.7801236477749
1999-08-12,1264.801531802686
1999-08-13,1248.7186316037046
1999-08-16,1266.7508007251286
1999-08-17,1245.6179057092904
1999-08-18,1271.66062902087
1999-08-19,1292.1160120384784
1999-08-20,1302.486741736534
1999-08-23,1322.4763226283449
1999-08-24,1318.1025112364787
1999-08-25,1334.4380088561065
1999-08-26,1332.5117472691036
1999-08-27,1321.747596946095
1999-08-30,1298.0561247703563
1999-08-31,1293.104619485264
1999-09-01,1288.8888394663925
1999-09-02,1285.2234455011717
1999-09-03,1265.2998383214242
1999-09-06,1251.0538201357685
1999-09-07,1228.570499747903
1999-09-08,1203.9734877469984
1999-09-09,1215.605059222333
1999-09-10,1239.5192215621762
1999-09-13,1253.1593480909603
1999-09-14,1244.782309055522
1999-09-15,1245.8472714841753
1999-09-16,1226.6313405816675
1999-09-17,1233.505456614398
1999-09-20,1226.567597443863
1999-09-21,1221.3503292272035
1999-09-22,1197.4674244941605
1999-09-23,1180.5518899981328
1999-09-24,1188.296548990572
1999-09-27,1174.9183343951959
1999-09-28,1180.0083044632154
1999-09-29,1180.5040432807934
1999-09-30,1210.6037447504127
1999-10-01,1242.0859481827754
1999-10-04,1246.3249543348302
1999-10-05,1277.7561285813485
1999-10-06,1283.9710240036247
1999-10-07,1286.121857773079
1999-10-08,1269.5827706852504
1999-10-11,1283.2427781510567
1999-10-12,1277.3850116022822
1999-10-13,1256.0196355112964
1999-10-14,1250.7467290497189
1999-10-15,1243.413779852317
1999-10-18,1229.0025136112574
1999-10-19,1229.411059194085
1999-10-20,1244.123450474777
1999-10-21,1268.8590859060316
1999-10-22,1263.232439687511
1999-10-25,1253.118914583416
1999-10-26,1257.5400070879718
1999-10-27,1259.1944721610191
1999-10-28,1258.3898964279745
1999-10-29,1293.9225196124569
1999-11-01,1310.1973673869304
1999-11-02,1308.1556697991389
1999-11-03,1308.790481878572
1999-11-04,1325.7810622041923
1999-11-05,1315.823138073244
1999-11-08,1312.8537796085811
1999-11-09,1318.583946529334
1999-11-10,1318.8039295178653
1999-11-11,1323.3508793473209
1999-11-12,1327.5231235147828
1999-11-15,1346.2976782352728
1999-11-16,1342.513555228851
1999-11-17,1333.6531485367038
1999-11-18,1323.7338860005973
1999-11-19,1316.04041874749
1999-11-22,1300.5879683236885
1999-11-23,1293.553372567016
1999-11-24,1285.6000133887553
1999-11-25,1281.8328139585421
1999-11-26,1293.159962973217
1999-11-29,1283.9828017391467
1999-11-30,1295.8818252025508
1999-12-01,1297.393114999594
1999-12-02,1310.6200913070697
1999-12-03,1305.7140646064584
1999-12-06,1332.830117239417
1999-12-07,1354.2908093394371
1999-12-08,1367.1598450567708
1999-12-09,1367.4890229839152
1999-12-10,1374.9222468235016
1999-12-13,1368.352818880669
1999-12-14,1388.4237485560668
1999-12-15,1396.5367562281003
1999-12-16,1387.3371436082732
1999-12-17,1402.6490025750525
1999-12-20,1417.56213359432
1999-12-21,1411.3443589441765
1999-12-22,1417.7355037938926
1999-12-23,1435.1520063666478
1999-12-24,1441.776776602244
1999-12-27,1442.8990351866873
1999-12-28,1434.4224469659814
1999-12-29,1441.5658884118557
1999-12-30,1447.157372986358
1999-12-31,1447.157372986358
2000-01-03,1475.5855245056066
2000-01-04,1494.8285605885926
2000-01-05,1425.1804985126248
2000-01-06,1402.347224254231
2000-01-07,1415.4445331125828
2000-01-10,1422.5227136354267
2000-01-11,1425.8729263606658
2000-01-12,1415.9587525168217
2000-01-13,1406.011283210013
2000-01-14,1429.6755325631768
2000-01-17,1429.374947207623
2000-01-18,1422.2684251200594
2000-01-19,1376.9973393762682
2000-01-20,1398.9113726901505
2000-01-21,1382.1011573216765
2000-01-24,1368.1278145283993
2000-01-25,1349.1556162934087
2000-01-26,1331.608174113404
2000-01-27,1346.322608890534
2000-01-28,1317.2225368734873
2000-01-31,1308.1323729052656
2000-02-01,1300.6623769862035
2000-02-02,1284.1990396729389
2000-02-03,1284.1534742307233
2000-02-04,1316.5931293824128
2000-02-07,1326.6554035941
2000-02-08,1337.5281479387327
2000-02-09,1347.3197719775296
2000-02-10,1344.5815117899147
2000-02-11,1339.4902298500226
2000-02-14,1339.8918686288184
2000-02-15,1317.578231991668
2000-02-16,1289.0622729320257
2000-02-17,1277.3578902040063
2000-02-18,1273.4490271513027
2000-02-21,1245.7020444320212
2000-02-22,1222.7895402527613
2000-02-23,1214.133632746213
2000-02-24,1208.0440092252227
2000-02-25,1230.0633179020733
2000-02-28,1221.5307249772861
2000-02-29,1221.8875017024197
2000-03-01,1211.292799752836
2000-03-02,1210.7188559669905
2000-03-03,1221.1208137964927
2000-03-06,1247.0141095832232
2000-03-07,1248.6084678078028
2000-03-08,1253.4510089640403
2000-03-09,1278.3531181172289
2000-03-10,1292.9495565428113
2000-03-13,1276.9083890975796
2000-03-14,1273.3760028841632
2000-03-15,1251.901673324616
2000-03-16,1255.7303162207654
2000-03-17,1273.899849217119
2000-03-20,1270.4666122128704
2000-03-21,1273.9486011800536
2000-03-22,1283.4592287180956
2000-03-23,1293.3613729729245
2000-03-24,1302.0044054451528
2000-03-27,1327.0072130048536
2000-03-28,1320.2063409219372
2000-03-29,1309.6438192252488
2000-03-30,1264.720652866464
2000-03-31,1258.7119038867406
2000-04-03,1215.5781022198926
2000-04-04,1192.432823305157
2000-04-05,1196.175909864055
2000-04-06,1216.5305025109844
2000-04-07,1257.7860622245164
2000-04-10,1268.2068228128242
2000-04-11,1254.8373313320376
2000-04-12,1253.7188078294269
2000-04-13,1253.5226759590032
2000-04-14,1251.2502903329785
2000-04-17,1154.626739210364
2000-04-18,1164.6198718258377
2000-04-19,1174.18934356455
2000-04-20,1169.7447492481215
2000-04-21,1173.2023004958473
2000-04-24,1172.314592612682
2000-04-25,1167.0629794658998
2000-04-26,1183.6703256651485
2000-04-27,1184.6503604381046
2000-04-28,1196.1268295941113
2000-05-01,1193.2513806032557
2000-05-02,1191.0921799117143
2000-05-03,1171.0365638288606
2000-05-04,1166.4235690992718
2000-05-05,1172.96883270521
2000-05-08,1158.6200504104352
2000-05-09,1146.5221965123012
2000-05-10,1135.3922706940482
2000-05-11,1100.0452373984301
2000-05-12,1113.3158994924422
2000-05-15,1090.0360575096486
2000-05-16,1088.709308621608
2000-05-17,1103.0955550531974
2000-05-18,1097.2365695585477
2000-05-19,1099.2955026162103
2000-05-22,1050.9412087589953
2000-05-23,1043.5272350946286
2000-05-24,1030.9064115006456
2000-05-25,1036.4883541014754
2000-05-26,1035.9954595134043
2000-05-29,1029.517871438236
2000-05-30,1015.5728063806107
2000-05-31,1019.1202719488917
2000-06-01,1026.0059014153233
2000-06-02,1036.2627472718414
2000-06-05,1049.4126895685147
2000-06-06,1039.0567217812088
2000-06-07,1032.461944599656
2000-06-08,1045.5012421478395
2000-06-09,1052.4292764258523
2000-06-12,1054.949753312237
2000-06-13,1050.587988969665
2000-06-14,1061.031209563052
2000-06-15,1062.7604807804078
2000-06-16,1055.3018430093653
2000-06-19,1040.2860919113764
2000-06-20,1039.543805019098
2000-06-21,1051.188512917668
2000-06-22,1047.431594613909
2000-06-23,1046.262471636216
2000-06-26,1037.9315817586078
2000-06-27,1039.3308090697658
2000-06-28,1047.898382030197
2000-06-29,1050.3862809168727
2000-06-30,1052.4189899107148
2000-07-03,1023.0899468079172
2000-07-04,1022.3799922759094
2000-07-05,1023.5089732580032
2000-07-06,1030.3904656516363
2000-07-07,1043.884164794878
2000-07-10,1052.8519942064108
2000-07-11,1051.760314468223
2000-07-12,1048.263709331445
2000-07-13,1046.1109845299782
2000-07-14,1041.2787178554058
2000-07-17,1045.908499419787
2000-07-18,1048.632360227483
2000-07-19,1059.517558202815
2000-07-20,1056.6900734598366
2000-07-21,1051.974009181043
2000-07-24,1042.446447895285
2000-07-25,1036.4774965584995
2000-07-26,1034.1224024532632
2000-07-27,1039.1274398188505
2000-07-28,1034.4152304844956
2000-07-31,1034.57508104029
2000-08-01,1039.789251158762
2000-08-02,1049.3527689535617
2000-08-03,1053.1176131815819
2000-08-04,1052.967067160704
2000-08-07,1046.900508962936
2000-08-08,1048.7294672398425
2000-08-09,1048.6824124202021
2000-08-10,1058.3655253287702
2000-08-11,1072.3074736682843
2000-08-14,1077.009821526618
2000-08-15,1077.7737932791767
2000-08-16,1087.7079821989432
2000-08-17,1087.7150686075142
2000-08-18,1088.0034924433935
2000-08-21,1089.5233906165722
2000-08-22,1093.4901922122326
2000-08-23,1085.8745947546067
2000-08-24,1076.567188224779
2000-08-25,1076.7144615289913
2000-08-28,1069.0221520222685
2000-08-29,1062.567294391837
2000-08-30,1068.8137576347506
2000-08-31,1064.1194621073046
2000-09-01,1060.500749446261
2000-09-04,1064.3899826626891
2000-09-05,1063.5990411875073
2000-09-06,1059.1042640850383
2000-09-07,1056.9507544108878
2000-09-08,1048.2345552873849
2000-09-11,1036.1540718290457
2000-09-12,1023.8531299435678
2000-09-13,1014.2957470539094
2000-09-14,1018.9530576753745
2000-09-15,1011.9085727782192
2000-09-18,989.2288483153523
2000-09-19,994.5776958007662
2000-09-20,990.4318381678382
2000-09-21,984.2845684811391
2000-09-22,974.5878454474224
2000-09-25,987.4688412210219
2000-09-26,990.3409173593557
2000-09-27,986.9270474908254
2000-09-28,988.0893941038619
2000-09-29,997.4350829467315
2000-10-02,986.5098895373648
2000-10-03,985.4213327073267
2000-10-04,981.1422547411923
2000-10-05,988.7970890567634
2000-10-06,988.2799099811446
2000-10-09,970.571238941268
2000-10-10,969.8513897707111
2000-10-11,961.4053490890325
2000-10-12,968.1957672252533
2000-10-13,982.0793430425392
2000-10-16,979.9649614184722
2000-10-17,977.3957405967652
2000-10-18,986.6706026604512
2000-10-19,1002.3854372465746
2000-10-20,1006.5773875606588
2000-10-23,1003.2400694279987
2000-10-24,1011.3489815474253
2000-10-25,1017.7860054411843
2000-10-26,1013.8693929158384
2000-10-27,1006.4742312653742
2000-10-30,997.1076425025288
2000-10-31,995.4303325805556
2000-11-01,1003.2977401504187
2000-11-02,998.0297008212677
2000-11-03,1014.9031534558536
2000-11-06,1036.0152337585785
2000-11-07,1028.6952953866537
2000-11-08,1025.7574625501907
2000-11-09,1018.2051446443043
2000-11-10,1022.0140882272332
2000-11-13,1005.509940043383
2000-11-14,1017.8849059054338
2000-11-15,1009.9294268216998
2000-11-16,1009.2557767722917
2000-11-17,1000.0327623196397
2000-11-20,1001.256555795042
2000-11-21,997.6290658082487
2000-11-22,996.1903767505037
2000-11-23,996.2804676713781
2000-11-24,1009.9300595724497
2000-11-27,1010.4899452972068
2000-11-28,1008.9911989086526
2000-11-29,1008.7705289401438
2000-11-30,1008.3382452507436
2000-12-01,1005.548472456073
2000-12-04,1009.4773007953636
2000-12-05,1012.4346901116852
2000-12-06,1024.7177712556875
2000-12-07,1027.8619074785515
2000-12-08,1020.8636172956379
2000-12-11,1022.3273646067614
2000-12-12,1007.6788100061698
2000-12-13,1012.5002225726067
2000-12-14,1003.2615968982612
2000-12-15,1001.730507362204
2000-12-18,998.2273452851076
2000-12-19,1008.3077858127377
2000-12-20,1005.123077550739
2000-12-21,998.7520963798389
2000-12-22,1000.2528690720651
2000-12-25,1000.4539378118704
2000-12-26,990.00835073255
2000-12-27,988.9993212502126
2000-12-28,985.510653850036
2000-12-29,987.3980247458016
2001-01-01,987.3980247458016
2001-01-02,973.1962963155607
2001-01-03,958.3130649001832
2001-01-04,970.108122764729
2001-01-05,988.1140168472004
2001-01-08,987.9530668486838
2001-01-09,988.0871101816081
2001-01-10,992.464417206858
2001-01-11,983.1074980386991
2001-01-12,989.9231274993991
2001-01-15,993.1881950471951
2001-01-16,988.8802123345966
2001-01-17,979.4910225952965
2001-01-18,979.547936408394
2001-01-19,997.8374049652124
2001-01-22,1022.4174206420896
2001-01-23,1019.8331257421709
2001-01-24,1019.4694631774418
2001-01-25,1020.9369963599595
2001-01-26,1017.2956279092999
2001-01-29,1017.5137275889095
2001-01-30,1022.409537330398
2001-01-31,1041.0104671262095
2001-02-01,1044.8873447028072
2001-02-02,1062.795703721529
2001-02-05,1065.6308347875467
2001-02-06,1064.052770560673
2001-02-07,1057.2746656937893
2001-02-08,1052.1700627298317
2001-02-09,1047.0219712743856
2001-02-12,1051.1685216444814
2001-02-13,1050.4119821582892
2001-02-14,1042.122711289814
2001-02-15,1054.9655919517895
2001-02-16,1051.4525512413848
2001-02-19,1044.7255535965623
2001-02-20,1051.377252078842
2001-02-21,1054.0042324791727
2001-02-22,1052.6258265937468
2001-02-23,1056.5207837970815
2001-02-26,1054.4541002916753
2001-02-27,1052.6922490870104
2001-02-28,1050.1012166865726
2001-03-01,1039.7087197637843
2001-03-02,1042.9594311964004
2001-03-05,1039.594725990843
2001-03-06,1041.3002957448634
2001-03-07,1041.2661808117703
2001-03-08,1039.515216137307
2001-03-09,1026.0001790253891
2001-03-12,1005.3759453314905
2001-03-13,988.1805583468985
2001-03-14,987.1183892856234
2001-03-15,984.0036073261574
2001-03-16,970.3677693071012
2001-03-19,957.1564069496142
2001-03-20,953.8320659298842
2001-03-21,956.8439760726424
2001-03-22,949.6160688693152
2001-03-23,956.2593627404303
2001-03-26,955.770743156948
2001-03-27,950.8749243918588
2001-03-28,951.334840835969
2001-03-29,945.4240186142571
2001-03-30,946.0902326658615
2001-04-02,936.3134618934441
2001-04-03,931.5317981022812
2001-04-04,914.6233033905493
2001-04-05,912.950351560697
2001-04-06,918.0600883612839
2001-04-09,898.007597147363
2001-04-10,912.0957516138945
2001-04-11,921.3152550896766
2001-04-12,922.9346473733357
2001-04-13,929.2845190100751
2001-04-16,921.6129506817089
2001-04-17,910.8892505551416
2001-04-18,913.0830748224058
2001-04-19,918.6088947133278
2001-04-20,912.6738520286925
2001-04-23,913.7091072378113
2001-04-24,914.6671915610755
2001-04-25,912.6751248245179
2001-04-26,913.6414712159881
2001-04-27,920.0020567441644
2001-04-30,927.7948116655208
2001-05-01,932.2882307645108
2001-05-02,946.6540243557458
2001-05-03,944.0125790832309
2001-05-04,938.223160232662
2001-05-07,937.9398426413537
2001-05-08,931.2537805836542
2001-05-09,933.0780281632759
2001-05-10,936.3696783385001
2001-05-11,938.525772732811
2001-05-14,931.6051539651215
2001-05-15,936.5259196495844
2001-05-16,934.727385855061
2001-05-17,940.1179368980627
2001-05-18,935.1462793067054
2001-05-21,938.094893348042
2001-05-22,941.1285462314139
2001-05-23,951.7565119104178
2001-05-24,952.8106002246815
2001-05-25,954.2481573138742
2001-05-28,955.8203427316198
2001-05-29,965.2857621358681
2001-05-30,964.4642412254472
2001-05-31,966.2925805552221
2001-06-01,962.0524882478245
2001-06-04,965.0516859836279
2001-06-05,966.1165125653225
2001-06-06,960.6291311704749
2001-06-07,966.3175040002885
2001-06-08,975.7655040873644
2001-06-11,973.4275097956998
2001-06-12,974.0519367873732
2001-06-13,985.9176992910822
2001-06-14,981.32002907271
2001-06-15,985.3812628284835
2001-06-18,984.0273282442867
2001-06-19,984.5723235174872
2001-06-20,977.0100892203208
2001-06-21,987.8697362981627
2001-06-22,995.126259344101
2001-06-25,1002.296137087866
2001-06-26,1005.4460665032249
2001-06-27,1005.9525551135604
2001-06-28,1000.0892233058796
2001-06-29,1008.7546104423233
2001-07-02,997.5393680285623
2001-07-03,1003.6153786203097
2001-07-04,1003.2907401327514
2001-07-05,1018.9227097664743
2001-07-06,1013.6781539342917
2001-07-09,1012.5482540526912
2001-07-10,1015.9839578633474
2001-07-11,1003.7237921212184
2001-07-12,1003.9508437442296
2001-07-13,1012.2259193092747
2001-07-16,1018.8333303407361
2001-07-17,1020.694820027188
2001-07-18,1027.573290807307
2001-07-19,1035.133504233624
2001-07-20,1033.6537888411451
2001-07-23,1031.3639636656765
2001-07-24,1029.049902899944
2001-07-25,1033.6177606125443
2001-07-26,1035.91320610521
2001-07-27,1039.6954080042472
2001-07-30,1048.5012105436847
2001-07-31,1049.3245432017338
2001-08-01,1052.077816972899
2001-08-02,1060.129422333211
2001-08-03,1060.2031644348297
2001-08-06,1057.4201390111964
2001-08-07,1059.3297020378893
2001-08-08,1063.1785279998865
2001-08-09,1057.3964657916038
2001-08-10,1058.0071362827396
2001-08-13,1062.3985076845188
2001-08-14,1069.8956517141207
2001-08-15,1066.6812686174621
2001-08-16,1070.1186040556108
2001-08-17,1069.929101799226
2001-08-20,1071.1185346857778
2001-08-21,1072.5607154454149
2001-08-22,1072.7742077375367
2001-08-23,1080.5154068684883
2001-08-24,1092.4134944832065
2001-08-27,1104.7383388604926
2001-08-28,1093.8631500833058
2001-08-29,1094.819946196142
2001-08-30,1091.5596536685948
2001-08-31,1095.9611593411164
2001-09-03,1103.569117336612
2001-09-04,1101.1160815376602
2001-09-05,1101.5421908957212
2001-09-06,1105.3169010512297
2001-09-07,1109.7155193462124
2001-09-10,1101.8534530744428
2001-09-11,1097.0569127305753
2001-09-12,1084.619931843259
2001-09-13,1060.1449024460558
2001-09-14,1028.0618422252778
2001-09-17,983.2844022621372
2001-09-18,982.611037752034
2001-09-19,1002.7872700832445
2001-09-20,996.1526716066022
2001-09-21,968.7215233876589
2001-09-24,970.0631057835204
2001-09-25,966.4272234433639
2001-09-26,962.5564376292374
2001-09-27,971.1451665510057
2001-09-28,973.8183579015954
2001-10-01,969.5480779194813
2001-10-02,969.7413935458875
2001-10-03,970.0796575101477
2001-10-04,975.245607877337
2001-10-05,975.6179255699817
2001-10-08,955.5552716698294
2001-10-09,969.9356397558223
2001-10-10,965.7109044865723
2001-10-11,974.1279938041171
2001-10-12,979.6428771846787
2001-10-15,980.9321658567613
2001-10-16,975.572360938627
2001-10-17,978.784350705871
2001-10-18,974.2648132077777
2001-10-19,966.7586024882826
2001-10-22,959.2523749727881
2001-10-23,965.3786145781243
2001-10-24,970.3733443481478
2001-10-25,969.0538281930098
2001-10-26,971.2288583660867
2001-10-29,964.1858022337889
2001-10-30,960.0779503235835
2001-10-31,958.6141070539769
2001-11-01,960.4553837547625
2001-11-02,962.4207296117924
2001-11-05,964.9916895861418
2001-11-06,960.8626564525129
2001-11-07,963.1424086545438
2001-11-08,975.0006375233962
2001-11-09,981.2038662648171
2001-11-12,983.6161267393218
2001-11-13,981.8403741874548
2001-11-14,982.6700840780937
2001-11-15,1002.55252198134
2001-11-16,1005.3780263427878
2001-11-19,1007.9918033524283
2001-11-20,1008.3697612084923
2001-11-21,1015.7458887618302
2001-11-22,1013.4558099944702
2001-11-23,1018.4474247485497
2001-11-26,1018.3449152049251
2001-11-27,1021.8192614543509
2001-11-28,1023.0344653670659
2001-11-29,1021.6783608819535
2001-11-30,1024.4808062064062
2001-12-03,1025.6820730383533
2001-12-04,1033.5716320560095
2001-12-05,1043.8874113267339
2001-12-06,1050.5424987394636
2001-12-07,1050.2516453596145
2001-12-10,1052.09171491604
2001-12-11,1048.681363853327
2001-12-12,1052.2729373426318
2001-12-13,1045.2597554443757
2001-12-14,1044.9653716855883
2001-12-17,1043.698669187065
2001-12-18,1043.16083679623
2001-12-19,1052.1477883312257
2001-12-20,1049.8029911454514
2001-12-21,1047.8670874339184
2001-12-24,1051.3831794076077
2001-12-25,1051.8901628722404
2001-12-26,1056.7768210628212
2001-12-27,1056.5173913300955
2001-12-28,1070.0458650532084
2001-12-31,1076.6911534508902
2002-01-01,1076.6911534508902
2002-01-02,1061.1562165802375
2002-01-03,1066.6512739734537
2002-01-04,1080.879142032859
2002-01-07,1093.5963636293425
2002-01-08,1090.2040240435445
2002-01-09,1098.4173840450533
2002-01-10,1107.6312587232037
2002-01-11,1120.6670244207833
2002-01-14,1128.4471584526998
2002-01-15,1123.2399380365978
2002-01-16,1123.176402479064
2002-01-17,1121.1465371312652
2002-01-18,1125.1808316028055
2002-01-21,1126.4041285423389
2002-01-22,1123.256216645346
2002-01-23,1128.0547017860708
2002-01-24,1132.5931914942744
2002-01-25,1157.8177227083145
2002-01-28,1166.2359292240683
2002-01-29,1171.48422923447
2002-01-30,1175.5515507116324
2002-01-31,1190.6830760671014
2002-02-01,1189.4178841853982
2002-02-04,1186.0379517564359
2002-02-05,1182.354092937951
2002-02-06,1182.0345366695597
2002-02-07,1173.2439074418187
2002-02-08,1174.0648390837628
2002-02-11,1177.8451396565351
2002-02-12,1176.6650668650739
2002-02-13,1177.689874464129
2002-02-14,1191.09382021841
2002-02-15,1203.8795045039378
2002-02-18,1205.8115819196014
2002-02-19,1202.521078936053
2002-02-20,1197.6094380827483
2002-02-21,1190.2981411964913
2002-02-22,1175.4537818863387
2002-02-25,1166.0715258497419
2002-02-26,1165.5953697880998
2002-02-27,1182.8175523857606
2002-02-28,1189.118114309638
2002-03-01,1200.8694683064844
2002-03-04,1219.4718003530786
2002-03-05,1230.8672202485197
2002-03-06,1245.0193426303167
2002-03-07,1248.2192700214434
2002-03-08,1249.6792082670036
2002-03-11,1262.3202486879713
2002-03-12,1254.2050247049074
2002-03-13,1252.517027296914
2002-03-14,1254.9383799704888
2002-03-15,1256.0487658401062
2002-03-18,1260.1013980110556
2002-03-19,1265.9957801559606
2002-03-20,1274.1221536021146
2002-03-21,1276.1103124064257
2002-03-22,1283.4476016157373
2002-03-25,1270.560180668283
2002-03-26,1276.3579993378073
2002-03-27,1279.0751448415201
2002-03-28,1280.000944551431
2002-03-29,1280.5008741723516
2002-04-01,1285.170402032763
2002-04-02,1282.1604954611653
2002-04-03,1278.147817192168
2002-04-04,1295.8149605103115
2002-04-05,1313.4596167555371
2002-04-08,1325.6380770541093
2002-04-09,1323.6284167607855
2002-04-10,1321.7163579688274
2002-04-11,1321.3954282482757
2002-04-12,1332.462821683353
2002-04-15,1353.8855330502756
2002-04-16,1349.4171997399067
2002-04-17,1360.3245776640597
2002-04-18,1354.8056251907626
2002-04-19,1354.4823842363849
2002-04-22,1358.2724591898736
2002-04-23,1354.2544417506645
2002-04-24,1354.1644902367234
2002-04-25,1348.1998861785733
2002-04-26,1353.1399862697438
2002-04-29,1336.8116126015589
2002-04-30,1345.4027357053071
2002-05-01,1347.1747209155806
2002-05-02,1347.1703714148177
2002-05-03,1351.7630013403143
2002-05-06,1345.4059327565024
2002-05-07,1345.1523543070384
2002-05-08,1354.7106641056876
2002-05-09,1357.3127204967686
2002-05-10,1354.5237303548038
2002-05-13,1345.8776653035848
2002-05-14,1349.7950805814355
2002-05-15,1350.4071818643658
2002-05-16,1346.6474050712332
2002-05-17,1356.027487638892
2002-05-20,1352.325059494846
2002-05-21,1348.9995895572072
2002-05-22,1335.4019218086755
2002-05-23,1325.9879791174772
2002-05-24,1329.5608465336443
2002-05-27,1336.4106934502022
2002-05-28,1338.0601479798943
2002-05-29,1347.709368014412
2002-05-30,1344.6379325792989
2002-05-31,1331.794148243582
2002-06-03,1339.3798858304062
2002-06-04,1328.2588562276528
2002-06-05,1326.1331316184574
2002-06-06,1324.011548792587
