Date,AC ASIA PACIFIC HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,992.1560209978521
1999-01-05,990.8731188123744
1999-01-06,1014.0606580966893
1999-01-07,1044.4483010856168
1999-01-08,1043.6756629726713
1999-01-11,1047.1416760689337
1999-01-12,1043.8020110072139
1999-01-13,1015.7596329093935
1999-01-14,1005.141169854306
1999-01-15,1011.9114828301432
1999-01-18,1021.2017524346312
1999-01-19,1020.6633632263861
1999-01-20,1025.8544385199789
1999-01-21,1017.3222249306552
1999-01-22,992.7671062308771
1999-01-25,974.3187229518048
1999-01-26,981.4578867646992
1999-01-27,988.7749237171064
1999-01-28,974.502245787727
1999-01-29,980.8218468745371
1999-02-01,986.128818933605
1999-02-02,986.5567881919033
1999-02-03,981.3544848622555
1999-02-04,980.7328474063838
1999-02-05,968.141740588737
1999-02-08,966.6513170092504
1999-02-09,962.4799348143916
1999-02-10,951.0944185643854
1999-02-11,959.3237636037012
1999-02-12,972.1994629314362
1999-02-15,968.8578147968755
1999-02-16,961.6463681043575
1999-02-17,959.9394374385085
1999-02-18,959.11430821977
1999-02-19,955.3852299314962
1999-02-22,965.7815696294219
1999-02-23,969.7893182269731
1999-02-24,975.9081981435337
1999-02-25,974.0750645362191
1999-02-26,980.5678795694134
1999-03-01,983.4755193312703
1999-03-02,976.3776507343018
1999-03-03,983.4693420747574
1999-03-04,979.1887396045997
1999-03-05,1000.0490581888544
1999-03-08,1013.0888628241506
1999-03-09,1026.1477260081817
1999-03-10,1036.1732585840502
1999-03-11,1033.6785778142184
1999-03-12,1044.670216329082
1999-03-15,1056.0358840203965
1999-03-16,1059.5697590113741
1999-03-17,1060.342246227693
1999-03-18,1044.8359337290424
1999-03-19,1069.0875565751933
1999-03-22,1073.9263907490363
1999-03-23,1075.530941839902
1999-03-24,1059.9481257094235
1999-03-25,1069.1652370544168
1999-03-26,1062.8152118520666
1999-03-29,1055.681777400891
1999-03-30,1065.5717094151416
1999-03-31,1072.6283086289548
1999-04-01,1088.5327632543576
1999-04-02,1089.930740642435
1999-04-05,1083.2397393322562
1999-04-06,1089.2854586077856
1999-04-07,1102.7256083870425
1999-04-08,1106.7015113418522
1999-04-09,1115.9190379043134
1999-04-12,1111.2146463559018
1999-04-13,1125.5258802330122
1999-04-14,1135.8914578756587
1999-04-15,1145.4134947606015
1999-04-16,1185.3610460036439
1999-04-19,1205.0285756313147
1999-04-20,1184.6554094825692
1999-04-21,1179.5415093000418
1999-04-22,1200.3937523036066
1999-04-23,1205.1574284151104
1999-04-26,1212.4107831323347
1999-04-27,1222.679504825509
1999-04-28,1211.0484484303297
1999-04-29,1210.3296272621133
1999-04-30,1219.7881222185667
1999-05-03,1219.848218566564
1999-05-04,1235.7609584114186
1999-05-05,1237.4291109152316
1999-05-06,1253.379413698055
1999-05-07,1222.790282306219
1999-05-10,1230.8885132344092
1999-05-11,1221.1603905445106
1999-05-12,1224.7494998359764
1999-05-13,1227.435203458277
1999-05-14,1224.2141336899858
1999-05-17,1205.3664094838152
1999-05-18,1214.0373307199334
1999-05-19,1194.8041320308505
1999-05-20,1187.1660211529475
1999-05-21,1182.7470318051398
1999-05-24,1185.4395812822113
1999-05-25,1172.4419064409353
1999-05-26,1170.9574869340688
1999-05-27,1164.2120785729662
1999-05-28,1151.6548856966688
1999-05-31,1151.6307100423523
1999-06-01,1162.4230633613158
1999-06-02,1167.2139624734548
1999-06-03,1171.8830529337008
1999-06-04,1172.5176005166377
1999-06-07,1193.2107206958367
1999-06-08,1204.3191368387104
1999-06-09,1209.7203277134322
1999-06-10,1216.639540324232
1999-06-11,1221.8315598337624
1999-06-14,1211.5716343655995
1999-06-15,1202.6957458369407
1999-06-16,1214.7824654673686
1999-06-17,1232.6507325098692
1999-06-18,1225.4320157705406
1999-06-21,1241.5047414601054
1999-06-22,1249.2891440009332
1999-06-23,1243.568989672371
1999-06-24,1236.6675610412667
1999-06-25,1236.2240965116905
1999-06-28,1241.1937049293854
1999-06-29,1246.2442239435113
1999-06-30,1232.8695964757726
1999-07-01,1244.1007779855672
1999-07-02,1264.5507782795287
1999-07-05,1275.2792110487228
1999-07-06,1270.258049934883
1999-07-07,1262.4534673415765
1999-07-08,1265.4904938391699
1999-07-09,1264.1426596022125
1999-07-12,1259.116183261732
1999-07-13,1253.5606162857166
1999-07-14,1240.8444415951753
1999-07-15,1250.0122121958561
1999-07-16,1232.1919261359228
1999-07-19,1236.2099802752668
1999-07-20,1246.717270542927
1999-07-21,1239.3983504150306
1999-07-22,1231.1943027946027
1999-07-23,1217.4422370196467
1999-07-26,1199.4519592579063
1999-07-27,1202.919944247308
1999-07-28,1210.4109130978297
1999-07-29,1215.1768392094539
1999-07-30,1218.7887730574507
1999-08-02,1215.1787848041624
1999-08-03,1224.9819802886068
