Date,AC ASIA PAC ex JP HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,998.8332836366277
1999-01-05,1003.3856714058967
1999-01-06,1027.9692753105792
1999-01-07,1053.881824462065
1999-01-08,1051.681530681826
1999-01-11,1064.15006390857
1999-01-12,1070.0803593007204
1999-01-13,1041.5188016629347
1999-01-14,1029.241531724331
1999-01-15,1031.7356057971501
1999-01-18,1039.7295339419131
1999-01-19,1039.9321517441035
1999-01-20,1044.2103027255332
1999-01-21,1029.495601315964
1999-01-22,1007.2383835506431
1999-01-25,985.8859909533421
1999-01-26,986.4981803713833
1999-01-27,994.7774989478382
1999-01-28,981.8041364698438
1999-01-29,987.4060738476727
1999-02-01,996.8315398005535
1999-02-02,996.2329728502173
1999-02-03,1000.4001003470793
1999-02-04,1004.4233885742718
1999-02-05,998.7103747900525
1999-02-08,995.791329236808
1999-02-09,995.1614279107112
1999-02-10,977.5904860541801
1999-02-11,985.7620324347668
1999-02-12,999.4529344972494
1999-02-15,995.0062734081032
1999-02-16,985.7972138457746
1999-02-17,984.9981790667943
1999-02-18,985.9105146500078
1999-02-19,986.9045888473053
1999-02-22,989.6160182653247
1999-02-23,994.8584403735613
1999-02-24,998.3401787496858
1999-02-25,988.6353399516196
1999-02-26,985.646670716497
1999-03-01,988.6727218865533
1999-03-02,986.6208977760311
1999-03-03,993.4811918951634
1999-03-04,991.9531967165657
1999-03-05,1014.680908007232
1999-03-08,1032.6105975316616
1999-03-09,1043.0448038794032
1999-03-10,1051.573833033309
1999-03-11,1050.4085583914268
1999-03-12,1060.1006085874506
1999-03-15,1060.2800300059323
1999-03-16,1058.5626333721225
1999-03-17,1059.3781421313595
1999-03-18,1052.9602754720004
1999-03-19,1071.2170703067527
1999-03-22,1080.595882322434
1999-03-23,1085.081953216234
1999-03-24,1074.2001321683863
1999-03-25,1083.85685555215
1999-03-26,1086.0784665227798
1999-03-29,1073.8431085907566
1999-03-30,1083.9697585975364
1999-03-31,1084.1742135108504
1999-04-01,1090.8987266298313
1999-04-02,1089.3032803547208
1999-04-05,1086.9890508738906
1999-04-06,1087.4399066358053
1999-04-07,1097.286063727228
1999-04-08,1096.5387987203562
1999-04-09,1109.6363845231301
1999-04-12,1104.7101836013178
1999-04-13,1120.184270438912
1999-04-14,1130.2648202793105
1999-04-15,1145.007818931712
1999-04-16,1192.7554568910728
1999-04-19,1211.0199700576334
1999-04-20,1192.395985148074
1999-04-21,1193.4386363387762
1999-04-22,1232.1292386573045
1999-04-23,1241.4637014086638
1999-04-26,1251.650751533244
1999-04-27,1269.7170701007285
1999-04-28,1252.176944564344
1999-04-29,1260.783671552578
1999-04-30,1270.2365466979722
1999-05-03,1269.2907855189371
1999-05-04,1279.9814834924944
1999-05-05,1272.9412105964955
1999-05-06,1274.8581591075713
1999-05-07,1237.254154946262
1999-05-10,1240.383305953462
1999-05-11,1229.0279362706606
1999-05-12,1232.6203030911888
1999-05-13,1244.292559063323
1999-05-14,1240.6368688624657
1999-05-17,1218.4127240471635
1999-05-18,1229.8127313933005
1999-05-19,1208.447424228414
1999-05-20,1205.0204465490642
1999-05-21,1200.8069092636947
1999-05-24,1204.7744919087363
1999-05-25,1187.4842292347641
1999-05-26,1177.5003046749391
1999-05-27,1168.1613297439753
1999-05-28,1158.2375131671781
1999-05-31,1155.3893563274758
1999-06-01,1161.750264709036
1999-06-02,1166.7624375207185
1999-06-03,1175.002473981894
1999-06-04,1185.880668765905
1999-06-07,1205.489939068763
1999-06-08,1211.9114647208908
1999-06-09,1218.1243011013137
1999-06-10,1217.2525014609046
1999-06-11,1222.2305085989128
1999-06-14,1220.313137584643
1999-06-15,1205.5036123022849
1999-06-16,1216.660734146948
1999-06-17,1231.4731771552197
1999-06-18,1227.3777766720134
1999-06-21,1239.7505655176785
1999-06-22,1247.63925508565
1999-06-23,1246.577006358058
1999-06-24,1234.9685606966284
1999-06-25,1236.4429262965455
1999-06-28,1244.1807110553223
1999-06-29,1241.0863306068989
1999-06-30,1231.4020953181084
1999-07-01,1244.2003819724607
1999-07-02,1265.1174357297402
1999-07-05,1279.2821116484504
1999-07-06,1277.069797474175
1999-07-07,1259.701078936379
1999-07-08,1261.863462405594
1999-07-09,1259.7389418515675
1999-07-12,1256.2275213684009
1999-07-13,1249.3917990160548
1999-07-14,1234.9870803248864
1999-07-15,1247.763809776397
1999-07-16,1233.9179774586714
1999-07-19,1229.7239447543536
1999-07-20,1234.6316136640355
1999-07-21,1229.166378509809
1999-07-22,1222.1481443476537
1999-07-23,1209.1586240139823
1999-07-26,1193.5463046727791
1999-07-27,1195.6735424151059
1999-07-28,1202.1697761120508
1999-07-29,1204.5460141491362
1999-07-30,1199.3838568719082
1999-08-02,1201.3576009137223
1999-08-03,1217.8502598079258
1999-08-04,1218.1945504532323
