Date,AC FAR EAST ex JAPAN HIGH DIVIDEND YIELD
1999-08-05,1233.8348310693204
1999-08-06,1226.4542823802863
1999-08-09,1211.3208392748488
1999-08-10,1187.2518347987675
1999-08-11,1162.304571574767
1999-08-12,1190.4133285842204
1999-08-13,1184.6925810631528
1999-08-16,1210.8363950066264
1999-08-17,1198.7646993027436
1999-08-18,1220.8621119177774
1999-08-19,1255.621427994107
1999-08-20,1265.1561420184405
1999-08-23,1274.9973194300942
1999-08-24,1273.6166099905608
1999-08-25,1266.6436414051925
1999-08-26,1269.7928636815502
1999-08-27,1256.4218095941333
1999-08-30,1285.192459484199
1999-08-31,1268.7426120490504
1999-09-01,1270.0155508570363
1999-09-02,1255.0750117148345
1999-09-03,1241.7470884297502
1999-09-06,1253.996174145413
1999-09-07,1253.3985266450393
1999-09-08,1245.3126778236997
1999-09-09,1296.2287881899958
1999-09-10,1301.5766733440416
1999-09-13,1304.122284516001
1999-09-14,1305.3864518033197
1999-09-15,1274.6156360405741
1999-09-16,1270.755183335685
1999-09-17,1280.8826937630326
1999-09-20,1278.5659672558502
1999-09-21,1277.1491191002763
1999-09-22,1253.1591494345084
1999-09-23,1257.6009051988383
1999-09-24,1241.0355251152096
1999-09-27,1222.000052775111
1999-09-28,1222.8182368141565
1999-09-29,1219.6973302633562
1999-09-30,1210.4001439445522
1999-10-01,1215.3953162560742
1999-10-04,1223.866541236041
1999-10-05,1227.886462194724
1999-10-06,1237.1596509710903
1999-10-07,1242.0293385974762
1999-10-08,1243.371423379657
1999-10-11,1228.3022093665415
1999-10-12,1214.2484818155413
1999-10-13,1198.1990307394515
1999-10-14,1202.5635428872517
1999-10-15,1189.4758506176918
1999-10-18,1184.560901703893
1999-10-19,1168.1514929938135
1999-10-20,1187.7371888546097
1999-10-21,1188.4885257591084
1999-10-22,1218.7030378791692
1999-10-25,1231.0081035252579
1999-10-26,1214.9395971542613
1999-10-27,1215.6420602521277
1999-10-28,1215.7512555067894
1999-10-29,1239.0747866705342
1999-11-01,1238.4653641893049
1999-11-02,1234.728769614976
1999-11-03,1223.8279887441665
1999-11-04,1242.0572723840535
1999-11-05,1237.8764809838092
1999-11-08,1239.4306089764407
1999-11-09,1246.7976355512512
1999-11-10,1264.3336922690282
1999-11-11,1264.60835302423
1999-11-12,1269.13504395919
1999-11-15,1267.969274573194
1999-11-16,1272.549205932323
1999-11-17,1274.3697111602653
1999-11-18,1274.4015416404243
1999-11-19,1296.1616986781623
1999-11-22,1323.2788926922321
1999-11-23,1318.0486865464118
1999-11-24,1313.5044298763116
1999-11-25,1287.7178829847628
1999-11-26,1302.7269967945745
1999-11-29,1309.1165645500903
1999-11-30,1300.4374986070284
1999-12-01,1309.545609027622
1999-12-02,1328.539206650968
1999-12-03,1351.2899977304853
1999-12-06,1357.0295813781931
1999-12-07,1340.251855596184
1999-12-08,1342.0371648484172
1999-12-09,1370.5982430782205
1999-12-10,1366.6233951261806
1999-12-13,1370.8208365344362
1999-12-14,1359.725246570588
1999-12-15,1325.6579274770218
1999-12-16,1309.2544209130156
1999-12-17,1321.8782701607738
1999-12-20,1329.5005414157351
1999-12-21,1321.386178876257
1999-12-22,1311.2289284449519
1999-12-23,1320.6290813877818
1999-12-24,1335.673177154683
1999-12-27,1335.5880484648753
1999-12-28,1343.8712746701062
1999-12-29,1331.7712300042888
1999-12-30,1340.4825913562631
1999-12-31,1340.5663704270805
2000-01-03,1347.0664140204585
2000-01-04,1361.0037431422347
2000-01-05,1314.938301158118
2000-01-06,1287.0640246783196
2000-01-07,1303.7253133584538
2000-01-10,1319.290492496835
2000-01-11,1313.5310368458765
2000-01-12,1311.883675358402
2000-01-13,1323.2313812274479
2000-01-14,1325.1488390967177
2000-01-17,1334.9365845967386
2000-01-18,1327.410730332866
2000-01-19,1296.2571550308096
2000-01-20,1302.6280645476077
2000-01-21,1308.6223396466924
2000-01-24,1322.466630856939
2000-01-25,1305.7639829165757
2000-01-26,1319.8761153841567
2000-01-27,1335.6678076772969
2000-01-28,1353.1747396225028
2000-01-31,1329.5625815144315
2000-02-01,1338.6337713368077
2000-02-02,1344.6630295385098
2000-02-03,1352.498772556825
2000-02-04,1352.8538752229836
2000-02-07,1353.1216375858032
2000-02-08,1329.8842697595223
2000-02-09,1341.5775909312329
2000-02-10,1333.88577600897
2000-02-11,1330.9376391930111
2000-02-14,1293.6138467801036
2000-02-15,1291.738726357885
2000-02-16,1320.7746659014372
2000-02-17,1329.3777119407205
2000-02-18,1312.5707874192724
2000-02-21,1301.3632463850304
2000-02-22,1273.5879927082794
2000-02-23,1281.2253498059706
2000-02-24,1286.8773503103332
2000-02-25,1279.181656531974
2000-02-28,1260.448490243927
2000-02-29,1256.7961175328765
2000-03-01,1265.5614153959605
2000-03-02,1258.8031047295588
2000-03-03,1260.3962932831632
2000-03-06,1265.1881498314142
2000-03-07,1264.8819203255212
2000-03-08,1272.4375049991493
2000-03-09,1272.5480777640498
2000-03-10,1272.851671116619
2000-03-13,1222.0056900216625
2000-03-14,1215.01294903676
2000-03-15,1200.338853810544
2000-03-16,1200.4150198918278
2000-03-17,1234.8361311455644
2000-03-20,1213.0119859570284
2000-03-21,1214.6730598844097
2000-03-22,1215.1039806549322
2000-03-23,1228.7654456356092
2000-03-24,1226.133315986325
2000-03-27,1245.890481321945
2000-03-28,1246.8796052512541
2000-03-29,1241.8924194384017
2000-03-30,1244.4571997669175
2000-03-31,1246.3305583718795
2000-04-03,1225.979803171661
2000-04-04,1225.3297581169136
2000-04-05,1239.2821713069193
2000-04-06,1239.4418818291615
2000-04-07,1230.1495049179505
2000-04-10,1236.6002279308684
2000-04-11,1230.4808032564763
2000-04-12,1242.4313938653922
2000-04-13,1233.2667966349807
2000-04-14,1240.8224676273453
2000-04-17,1170.3788962828562
2000-04-18,1200.2733034232197
2000-04-19,1198.528271175785
2000-04-20,1201.12576702518
2000-04-21,1204.41298333381
2000-04-24,1194.7200817224077
2000-04-25,1199.6091235478275
2000-04-26,1175.4727822491539
2000-04-27,1171.578236656593
2000-04-28,1173.9079328487794
2000-05-01,1173.2478565222946
2000-05-02,1159.6040200153768
2000-05-03,1158.535320808751
2000-05-04,1166.4908282867898
2000-05-05,1175.7549758523287
2000-05-08,1161.6202630455143
2000-05-09,1160.5591276161351
2000-05-10,1144.193503882306
2000-05-11,1139.9900836826423
2000-05-12,1173.5222391900897
2000-05-15,1164.1194770373017
2000-05-16,1172.4455462995832
2000-05-17,1169.6800371751767
2000-05-18,1149.3719915411089
2000-05-19,1163.9418324354506
2000-05-22,1127.9945989813239
2000-05-23,1132.2056293517721
2000-05-24,1123.1650865153242
2000-05-25,1124.1005740096107
2000-05-26,1116.1886510676886
2000-05-29,1113.4019966492135
2000-05-30,1114.6235482797374
2000-05-31,1134.9464325269369
2000-06-01,1140.3870574819668
2000-06-02,1159.4260013369794
2000-06-05,1197.3543196348944
2000-06-06,1194.8919372398857
2000-06-07,1213.385920289907
2000-06-08,1202.5721599188664
2000-06-09,1217.104287900751
2000-06-12,1220.4695907804182
2000-06-13,1190.4904389406795
2000-06-14,1197.9771530765327
2000-06-15,1199.9615847715186
2000-06-16,1215.2353259985043
2000-06-19,1204.1299501397714
2000-06-20,1205.9577692938226
2000-06-21,1198.0632572213165
2000-06-22,1191.4920237030267
2000-06-23,1191.9308902108603
2000-06-26,1196.2918175067182
2000-06-27,1199.4805547848998
2000-06-28,1195.6860067309915
2000-06-29,1175.2067768553266
2000-06-30,1189.2970639208263
2000-07-03,1199.9167281971004
2000-07-04,1190.6978515914043
2000-07-05,1213.9047552298484
2000-07-06,1225.2514652788461
2000-07-07,1242.2847930761736
2000-07-10,1270.6257917543007
2000-07-11,1275.0099848587258
2000-07-12,1271.84425042971
2000-07-13,1261.516481941032
2000-07-14,1265.5975505882855
2000-07-17,1276.4321763337884
2000-07-18,1251.999446920672
2000-07-19,1273.1180565310067
2000-07-20,1273.0048322174396
2000-07-21,1283.4682782752952
2000-07-24,1273.1149155548303
2000-07-25,1259.1492437778568
2000-07-26,1262.944309412201
2000-07-27,1260.7067710373833
2000-07-28,1254.9553979948616
2000-07-31,1246.8059502979431
2000-08-01,1242.0895709434162
2000-08-02,1257.3007021121425
2000-08-03,1254.2053695683676
2000-08-04,1264.7627204199016
2000-08-07,1259.7743663783517
2000-08-08,1249.8559018532242
2000-08-09,1263.647183266534
2000-08-10,1274.3367397371946
2000-08-11,1278.6655225902289
2000-08-14,1289.6674890888232
2000-08-15,1302.7850015266201
2000-08-16,1308.8881643850216
2000-08-17,1307.5859068151608
2000-08-18,1306.938962994038
2000-08-21,1309.2197584860708
2000-08-22,1317.2226430424225
2000-08-23,1309.7251606562281
2000-08-24,1302.3715045515173
2000-08-25,1289.677750734708
2000-08-28,1278.98572001678
2000-08-29,1282.4073352568053
2000-08-30,1264.7431026276809
2000-08-31,1264.7568254333125
2000-09-01,1275.2868349473865
2000-09-04,1299.7601529678343
2000-09-05,1294.0513900453668
2000-09-06,1281.784758882824
2000-09-07,1269.4837321975679
2000-09-08,1271.0128424445022
2000-09-11,1263.34216461616
2000-09-12,1243.6196039652311
2000-09-13,1240.9269711458378
2000-09-14,1226.6820628324838
2000-09-15,1212.827796352232
2000-09-18,1153.7409776590578
2000-09-19,1157.3640459996448
2000-09-20,1171.57390134805
2000-09-21,1157.5041044886518
2000-09-22,1129.805759891621
2000-09-25,1168.5963190630748
2000-09-26,1163.3702633772134
2000-09-27,1175.163459485978
2000-09-28,1175.473052861814
2000-09-29,1195.6199319852
2000-10-02,1182.3011807264377
2000-10-03,1193.6327998691993
2000-10-04,1195.349620576949
2000-10-05,1193.5377489336447
2000-10-06,1197.830379480831
2000-10-09,1169.5291110496282
2000-10-10,1160.6550719220652
2000-10-11,1140.1877819810813
2000-10-12,1133.8246332410147
2000-10-13,1123.7616032362907
2000-10-16,1133.7501635889798
2000-10-17,1114.8143201031892
2000-10-18,1098.9334165340415
2000-10-19,1079.92405938544
2000-10-20,1121.548721096238
2000-10-23,1126.4686883389847
2000-10-24,1130.1436039844943
2000-10-25,1135.3329425634827
2000-10-26,1135.0762631566897
2000-10-27,1116.3109945702056
2000-10-30,1118.639722500694
2000-10-31,1128.4886086725553
2000-11-01,1151.5249472135993
2000-11-02,1163.4163552576913
2000-11-03,1166.8832107576745
2000-11-06,1167.0387885143093
2000-11-07,1170.9821395048561
2000-11-08,1171.2526326432621
2000-11-09,1171.7773609834467
2000-11-10,1163.3148095176375
2000-11-13,1127.6067786914573
2000-11-14,1150.9573059951326
2000-11-15,1144.822331834443
2000-11-16,1135.4692171532506
2000-11-17,1126.0584322421453
2000-11-20,1117.86906920608
2000-11-21,1116.2166092484845
2000-11-22,1103.8163119520507
2000-11-23,1103.9669102941232
2000-11-24,1122.365797665457
2000-11-27,1136.3464595868315
2000-11-28,1128.4238988747065
2000-11-29,1106.546585838442
2000-11-30,1087.9299361041801
2000-12-01,1107.261807738404
2000-12-04,1103.3686378082243
2000-12-05,1114.0882512404667
2000-12-06,1139.6197471756288
2000-12-07,1143.0136018217183
2000-12-08,1157.9841553498172
2000-12-11,1176.9419845641185
2000-12-12,1166.9358377802
2000-12-13,1176.1684351827084
2000-12-14,1169.006920497074
2000-12-15,1146.9387158210989
2000-12-18,1148.9776448421264
2000-12-19,1159.938231123239
2000-12-20,1156.385889332786
2000-12-21,1152.9582628825424
2000-12-22,1152.194154136732
2000-12-25,1152.2046749633964
2000-12-26,1146.1050103322234
2000-12-27,1144.538386335719
2000-12-28,1155.6064684629478
2000-12-29,1162.7688253320352
2001-01-01,1165.5811458502508
2001-01-02,1165.4172363649993
2001-01-03,1147.7807118282178
2001-01-04,1193.6084624822686
2001-01-05,1223.465488624575
2001-01-08,1223.49088125933
2001-01-09,1229.6974395001957
2001-01-10,1217.025671703758
2001-01-11,1195.2408281367618
2001-01-12,1207.315720852765
2001-01-15,1204.983503708238
2001-01-16,1212.5868962197383
2001-01-17,1213.9461531716295
2001-01-18,1232.8347988942287
2001-01-19,1257.6712790714319
2001-01-22,1271.5888890668325
2001-01-23,1263.5716328760814
2001-01-24,1263.300812153989
2001-01-25,1263.3177928483053
2001-01-26,1255.1218623083726
2001-01-29,1250.2493858638154
2001-01-30,1244.3547713769758
2001-01-31,1270.7281418667073
2001-02-01,1272.9572588459077
2001-02-02,1273.1480796565797
2001-02-05,1245.7402121273576
2001-02-06,1251.0188559412823
2001-02-07,1248.389927277797
2001-02-08,1247.6296759185248
2001-02-09,1251.9446251227519
2001-02-12,1252.746500718207
2001-02-13,1270.0743391394008
2001-02-14,1272.5275049228792
2001-02-15,1272.144943468947
2001-02-16,1264.413333806109
2001-02-19,1262.9973554664389
2001-02-20,1281.5935183848992
2001-02-21,1277.1885278407606
2001-02-22,1266.5112993829946
2001-02-23,1275.6683681911857
2001-02-26,1287.7975698359605
2001-02-27,1274.097575644347
2001-02-28,1267.3704437776767
2001-03-01,1238.0451227162423
2001-03-02,1234.5396390605679
2001-03-05,1246.9135835908446
2001-03-06,1257.6003501101964
2001-03-07,1245.169393867101
2001-03-08,1246.4059776005827
2001-03-09,1236.4869050164973
2001-03-12,1194.7379843735005
2001-03-13,1167.1404319624257
2001-03-14,1167.664546286421
2001-03-15,1179.875456988426
2001-03-16,1175.7515118953706
2001-03-19,1177.2854481574172
2001-03-20,1160.5575576134006
2001-03-21,1148.610260552427
2001-03-22,1123.602124837705
2001-03-23,1139.6418504043932
2001-03-26,1161.1350932809441
2001-03-27,1150.347308845559
2001-03-28,1152.4445688564565
2001-03-29,1141.2381175572912
2001-03-30,1141.5970801810392
2001-04-02,1124.1328869344127
2001-04-03,1118.2135220418
2001-04-04,1089.682993582437
2001-04-05,1089.134240130632
2001-04-06,1101.6960872985185
2001-04-09,1079.6680370076515
2001-04-10,1078.997891138054
2001-04-11,1099.233789696796
2001-04-12,1106.8459736461168
2001-04-13,1107.327925325694
2001-04-16,1101.2635307246449
2001-04-17,1091.0574122527012
2001-04-18,1110.1196855735889
2001-04-19,1135.987222227281
2001-04-20,1129.6082413469976
2001-04-23,1129.3031047680715
2001-04-24,1126.7952460253016
2001-04-25,1125.6231403540596
2001-04-26,1123.4030467798493
2001-04-27,1120.3560501032628
2001-04-30,1127.497273145552
2001-05-01,1128.3785655695476
2001-05-02,1137.1934269307326
2001-05-03,1140.9516577153277
2001-05-04,1130.5479991700424
2001-05-07,1142.4797746225988
2001-05-08,1134.1895584330202
2001-05-09,1136.990480937086
2001-05-10,1139.3345339858147
2001-05-11,1153.3574133705417
2001-05-14,1134.485280242256
2001-05-15,1136.8957725821583
2001-05-16,1136.5389604786428
2001-05-17,1158.0771101651242
2001-05-18,1151.6162712285698
2001-05-21,1163.3086919464479
2001-05-22,1168.9394926394111
2001-05-23,1182.8677694552741
2001-05-24,1178.8980321507595
2001-05-25,1172.1612808429632
2001-05-28,1167.4781582632368
2001-05-29,1167.7044233148083
2001-05-30,1161.6231873601228
2001-05-31,1147.5874253053516
2001-06-01,1143.7116073180948
2001-06-04,1151.8903269377684
2001-06-05,1161.4527923476667
2001-06-06,1165.0174287205014
2001-06-07,1165.0919246830995
2001-06-08,1177.0450995188362
2001-06-11,1167.8633540767646
2001-06-12,1161.5674078191225
2001-06-13,1153.7083436947387
2001-06-14,1136.4657442351947
2001-06-15,1130.7783889787786
2001-06-18,1124.2919192954312
2001-06-19,1132.3413047541121
2001-06-20,1123.563265321679
2001-06-21,1128.677724659061
2001-06-22,1123.2432141435186
2001-06-25,1125.681775051796
2001-06-26,1119.4301149191392
2001-06-27,1124.806178626126
2001-06-28,1111.1528801421177
2001-06-29,1130.4080780795275
2001-07-02,1122.6843002923592
2001-07-03,1126.3824654577434
2001-07-04,1128.4245773215368
2001-07-05,1126.0698545644973
2001-07-06,1123.9342334146397
2001-07-09,1107.3972774664912
2001-07-10,1113.601954650146
2001-07-11,1105.567226022038
2001-07-12,1114.3363015876707
2001-07-13,1102.7083406241768
2001-07-16,1092.9386568796708
2001-07-17,1085.8167187544182
2001-07-18,1078.5524101164062
2001-07-19,1072.8094331696004
2001-07-20,1073.639912491138
2001-07-23,1065.608325004509
2001-07-24,1056.9527570772234
2001-07-25,1061.788225237243
2001-07-26,1064.0589347088926
2001-07-27,1071.035368141789
2001-07-30,1066.0069353839392
2001-07-31,1078.1040343709362
2001-08-01,1087.349976322779
2001-08-02,1091.3925071022759
2001-08-03,1087.746634012477
2001-08-06,1079.2166100416105
2001-08-07,1070.5474652035284
2001-08-08,1070.8685777999606
2001-08-09,1056.2860776805417
2001-08-10,1068.6293092797455
2001-08-13,1074.352726124598
2001-08-14,1089.3298215442846
2001-08-15,1093.3603256128606
2001-08-16,1099.5600322030216
2001-08-17,1103.5353606529318
2001-08-20,1097.6126826233372
2001-08-21,1103.4036405651727
2001-08-22,1104.8274632473074
2001-08-23,1101.4745669990614
2001-08-24,1093.9829644811539
2001-08-27,1105.6170325887483
2001-08-28,1096.5560029463327
2001-08-29,1101.1600356310182
2001-08-30,1104.6399785197773
2001-08-31,1096.8509151190392
2001-09-03,1092.6180250551201
2001-09-04,1096.6909169632565
2001-09-05,1087.2956382766315
2001-09-06,1071.2605107764534
2001-09-07,1059.0125747876514
2001-09-10,1054.9199879686269
2001-09-11,1050.5492169991926
2001-09-12,989.9825327612664
2001-09-13,992.6048608558445
2001-09-14,973.2803618769358
2001-09-17,939.6913562145553
2001-09-18,934.191246730905
2001-09-19,948.8815568613005
2001-09-20,937.4879595167841
2001-09-21,908.9190065978527
2001-09-24,916.1452383881694
2001-09-25,912.954725451732
2001-09-26,917.3498929690342
2001-09-27,931.5517092839412
2001-09-28,949.6419697240386
2001-10-01,948.4230957940991
2001-10-02,943.518759927125
2001-10-03,951.2070874447076
2001-10-04,976.9312019574845
2001-10-05,978.6552181888488
2001-10-08,962.7598860516017
2001-10-09,983.3586140360289
2001-10-10,979.5150301458923
2001-10-11,989.7068304517626
2001-10-12,973.5259630701535
2001-10-15,969.2456310019013
2001-10-16,977.5297020333544
2001-10-17,985.8341990145537
2001-10-18,967.5064574801912
2001-10-19,967.5624423274985
2001-10-22,967.5473251845266
2001-10-23,980.1409892981616
2001-10-24,985.1796865049231
2001-10-25,987.2600915889412
2001-10-26,999.5865779210931
2001-10-29,985.5580740291787
2001-10-30,975.8482676857021
2001-10-31,978.0340124059314
2001-11-01,977.1300914284335
2001-11-02,977.3746256892224
2001-11-05,994.6862510736709
2001-11-06,989.3039641040895
2001-11-07,986.0152093780775
2001-11-08,1003.3581997474337
2001-11-09,1022.3070376485598
2001-11-12,1028.438915246719
2001-11-13,1028.4085875414924
2001-11-14,1047.1274013486036
2001-11-15,1063.946487400126
2001-11-16,1064.9407002655607
2001-11-19,1073.4652361959652
2001-11-20,1077.7128200842126
2001-11-21,1087.6364524820747
2001-11-22,1090.1895102357794
2001-11-23,1102.2035752351817
2001-11-26,1121.5033287506853
2001-11-27,1103.6137557894035
2001-11-28,1075.202099035516
2001-11-29,1086.4131732833368
2001-11-30,1097.0092894088334
2001-12-03,1107.1402532935779
2001-12-04,1120.7549468606032
2001-12-05,1148.8502442699935
2001-12-06,1151.8828713473238
2001-12-07,1174.548487942255
2001-12-10,1169.6246739511462
2001-12-11,1157.01002255362
2001-12-12,1171.899963697471
2001-12-13,1159.7098454761283
2001-12-14,1156.6962091446603
2001-12-17,1148.6423170643845
2001-12-18,1142.187780195405
2001-12-19,1142.7788098174665
2001-12-20,1153.6380399961545
2001-12-21,1119.6993253417206
2001-12-24,1122.9175047199572
2001-12-25,1129.4019551551282
2001-12-26,1132.3736400800767
2001-12-27,1144.1412582063645
2001-12-28,1152.980086912552
2001-12-31,1161.5606126631162
2002-01-01,1161.5606126631162
2002-01-02,1171.6692289786065
2002-01-03,1178.5532629051245
2002-01-04,1197.6571317685139
2002-01-07,1219.2927749160829
2002-01-08,1210.2723201533745
2002-01-09,1208.1931832823905
2002-01-10,1199.2067670828912
2002-01-11,1191.433852425414
2002-01-14,1197.61223963019
2002-01-15,1179.3635874378174
2002-01-16,1176.5944614297096
2002-01-17,1178.4344884266256
2002-01-18,1176.5512642354981
2002-01-21,1192.8287871638388
2002-01-22,1183.8492937944347
2002-01-23,1188.7314785501667
2002-01-24,1196.6987650167944
2002-01-25,1217.1953916838872
2002-01-28,1227.735801219407
2002-01-29,1224.9654096359632
2002-01-30,1206.0669428401286
2002-01-31,1218.1160724656115
2002-02-01,1207.803539746639
2002-02-04,1209.8530976113288
2002-02-05,1206.6291364032143
2002-02-06,1214.1523786822136
2002-02-07,1204.0834592311007
2002-02-08,1211.639521196369
2002-02-11,1227.0802540217628
2002-02-12,1227.3452021361963
2002-02-13,1227.1613473293576
2002-02-14,1247.1325462836335
2002-02-15,1256.4472699643457
2002-02-18,1263.0892734705815
2002-02-19,1250.3593025246132
2002-02-20,1242.4701778480392
2002-02-21,1246.3138266867275
2002-02-22,1236.4827662793307
2002-02-25,1221.6531125118065
2002-02-26,1223.5251108365605
2002-02-27,1245.4982082347356
2002-02-28,1239.0860297503023
2002-03-01,1238.574611933267
2002-03-04,1263.167179418019
2002-03-05,1281.358631107945
2002-03-06,1288.0833308318036
2002-03-07,1288.7768023045824
2002-03-08,1291.292942403979
2002-03-11,1299.8516982924334
2002-03-12,1312.380054928709
2002-03-13,1312.625525509279
2002-03-14,1315.8472652117275
2002-03-15,1316.5629061468069
2002-03-18,1321.1657663944547
2002-03-19,1321.1024852272867
2002-03-20,1317.708112058609
2002-03-21,1306.4259751654477
2002-03-22,1313.2462816830675
2002-03-25,1313.8359743171018
2002-03-26,1315.0805041679027
2002-03-27,1334.9281883474373
2002-03-28,1338.8338851820376
2002-03-29,1334.2169813147714
2002-04-01,1326.118217419053
2002-04-02,1329.5260257246252
2002-04-03,1340.26468775655
2002-04-04,1345.6074374036507
2002-04-05,1347.8219089619913
2002-04-08,1343.7416256141269
2002-04-09,1331.055020710622
2002-04-10,1313.8545394404553
2002-04-11,1324.5976778014817
2002-04-12,1335.135829910923
2002-04-15,1353.0209215396947
2002-04-16,1360.5412051587011
2002-04-17,1395.6034319169116
2002-04-18,1405.443617869059
2002-04-19,1415.0873449944854
2002-04-22,1435.8132349253615
2002-04-23,1441.528920802387
2002-04-24,1443.9139076141548
2002-04-25,1421.502931778874
2002-04-26,1428.8250228914044
2002-04-29,1414.6625447807232
2002-04-30,1416.211485891298
2002-05-01,1416.642058054677
2002-05-02,1443.8723948157985
2002-05-03,1452.694995981859
2002-05-06,1425.270918384151
2002-05-07,1427.1859028597264
2002-05-08,1431.192732337325
2002-05-09,1434.0759065847299
2002-05-10,1425.7331783532754
2002-05-13,1424.027693595355
2002-05-14,1425.7221387663094
2002-05-15,1450.573432962251
2002-05-16,1451.6785928055292
2002-05-17,1465.2592991272616
2002-05-20,1455.6277590907923
2002-05-21,1428.3935059397008
2002-05-22,1441.6268334216206
2002-05-23,1429.2165823002274
2002-05-24,1437.661151695205
