Date,ACWI ex USA IMI HIGH DIVIDEND YIELD
2010-08-25,1077.4397112981508
2010-08-26,1091.4855922477782
2010-08-27,1098.739053394441
2010-08-30,1100.0297281348942
2010-08-31,1096.7287977022786
2010-09-01,1125.5868020102787
2010-09-02,1127.965589041916
2010-09-03,1139.1497142786607
2010-09-06,1145.162061040236
2010-09-07,1134.6262670257368
2010-09-08,1143.2276929124903
2010-09-09,1149.718528450379
2010-09-10,1148.9658116427743
2010-09-13,1165.9944405291806
2010-09-14,1172.7495420879932
2010-09-15,1174.128066604497
2010-09-16,1172.7381788163057
2010-09-17,1166.5472212752493
2010-09-20,1181.3877642069313
2010-09-21,1180.4165481105674
2010-09-22,1186.5198347136138
2010-09-23,1181.7578912753158
2010-09-24,1198.1712652618537
2010-09-27,1197.9842196629586
2010-09-28,1200.6034238666105
2010-09-29,1201.729382541936
2010-09-30,1200.56430577004
2010-10-01,1208.656070341538
2010-10-04,1201.0564628822867
2010-10-05,1222.1957578995334
2010-10-06,1232.0248495549845
2010-10-07,1237.9076845952934
2010-10-08,1236.700562108679
2010-10-11,1239.5772671009056
2010-10-12,1229.720236228328
2010-10-13,1252.4307741245566
2010-10-14,1262.0339975705963
2010-10-15,1258.2593807523936
2010-10-18,1258.1556627487862
2010-10-19,1239.4171627142055
2010-10-20,1252.8025230120736
2010-10-21,1256.0670300686115
2010-10-22,1248.14005835931
2010-10-25,1255.6740688633397
2010-10-26,1249.6534122148487
2010-10-27,1232.7176908679187
2010-10-28,1249.5200216383437
2010-10-29,1253.73310691937
2010-11-01,1257.1095917342357
2010-11-02,1271.5291129724365
2010-11-03,1269.1685754408934
2010-11-04,1296.5858815743593
2010-11-05,1291.5697354049935
2010-11-08,1281.5468305748477
2010-11-09,1286.055266124172
2010-11-10,1264.9649345719267
2010-11-11,1260.3887422694054
2010-11-12,1254.836708899925
2010-11-15,1253.4569887079476
2010-11-16,1229.302031766026
2010-11-17,1231.9164155402834
2010-11-18,1248.9090071734217
2010-11-19,1249.3303890514276
2010-11-22,1242.1352104613247
2010-11-23,1213.6962263100281
2010-11-24,1217.1127095133186
2010-11-25,1219.5366318648728
2010-11-26,1204.435478164974
2010-11-29,1181.517599836504
2010-11-30,1175.5199111463678
2010-12-01,1196.0484481814015
2010-12-02,1214.6766741437734
2010-12-03,1226.3143720829576
2010-12-06,1223.1781623830243
2010-12-07,1234.6369832249445
2010-12-08,1228.2776323391276
2010-12-09,1230.8350097381278
2010-12-10,1234.5626109132593
2010-12-13,1248.8153848537106
2010-12-14,1253.8642556600462
2010-12-15,1248.8028539838099
2010-12-16,1242.555950480491
2010-12-17,1236.5040532498592
2010-12-20,1236.4036160577627
2010-12-21,1249.0680691738398
2010-12-22,1249.4539593147597
2010-12-23,1250.8335760949099
2010-12-24,1254.0999742111662
2010-12-27,1249.9637018348994
2010-12-28,1251.7962018775586
2010-12-29,1256.3579817796
2010-12-30,1256.0859127886652
2010-12-31,1262.7819046045904
2011-01-03,1265.9143250593572
2011-01-04,1269.246863396494
2011-01-05,1257.3062938801845
2011-01-06,1253.730334000696
2011-01-07,1248.456522809157
2011-01-10,1239.9550082989722
2011-01-11,1245.3216887811438
2011-01-12,1264.2181894716455
2011-01-13,1280.028982328652
2011-01-14,1280.4611996047074
2011-01-17,1279.0190003015932
2011-01-18,1292.6147187402496
2011-01-19,1292.15854789388
2011-01-20,1273.9479616081203
2011-01-21,1290.5922740753783
2011-01-24,1302.6668953060998
2011-01-25,1294.8409972063846
2011-01-26,1302.4779632706384
2011-01-27,1304.5673511035618
2011-01-28,1288.183791773769
2011-01-31,1291.165329316617
2011-02-01,1315.2187590984674
2011-02-02,1319.3015596588375
2011-02-03,1309.0055102086558
2011-02-04,1307.0254517829305
2011-02-07,1314.4239713946201
2011-02-08,1319.7038946694631
2011-02-09,1315.6699710141356
2011-02-10,1303.6800696096348
2011-02-11,1297.204943170364
2011-02-14,1294.658926165711
2011-02-15,1300.5168906987378
2011-02-16,1306.2741724963935
2011-02-17,1314.3215264411208
2011-02-18,1324.8529713715195
2011-02-21,1317.104875827629
2011-02-22,1305.4845243166637
2011-02-23,1300.124048844916
2011-02-24,1295.7441950591744
2011-02-25,1305.1606593905533
2011-02-28,1318.7452916093364
2011-03-01,1318.203943834393
2011-03-02,1314.5577639503874
2011-03-03,1324.3665925707494
2011-03-04,1327.942980023581
2011-03-07,1324.4175672414585
2011-03-08,1320.5621451220504
2011-03-09,1320.111615767062
2011-03-10,1299.635708926911
2011-03-11,1292.5418591226444
2011-03-14,1286.1572518498117
2011-03-15,1254.438549665186
2011-03-16,1241.8210494415384
2011-03-17,1263.2686748644894
2011-03-18,1272.688308086763
2011-03-21,1295.2032088272395
2011-03-22,1300.6351818241387
2011-03-23,1297.0669159763213
2011-03-24,1310.2620511105702
2011-03-25,1313.0106957754035
2011-03-28,1310.2541884200793
2011-03-29,1311.5082192832667
2011-03-30,1324.9890147716185
2011-03-31,1325.8311868136225
2011-04-01,1336.6792626578806
2011-04-04,1346.5354210931853
2011-04-05,1347.6932509355606
2011-04-06,1361.3764021501952
2011-04-07,1355.7761018566378
2011-04-08,1369.500844359302
2011-04-11,1369.158591074981
2011-04-12,1351.7968281928468
2011-04-13,1360.5732848356563
2011-04-14,1354.8193439916136
2011-04-15,1355.6493606696222
2011-04-18,1324.385298035228
2011-04-19,1335.2688523900856
2011-04-20,1371.185986088285
2011-04-21,1378.939212692739
2011-04-22,1378.6622568351822
2011-04-25,1375.0152364887313
2011-04-26,1386.1166278434603
2011-04-27,1395.046534345187
2011-04-28,1413.107800791483
2011-04-29,1417.1521371146052
2011-05-02,1423.3187976138595
2011-05-03,1414.0562458641898
2011-05-04,1403.024607178302
2011-05-05,1384.2696962687533
2011-05-06,1387.9261667700116
2011-05-09,1369.1147378116066
2011-05-10,1383.1931456137788
2011-05-11,1385.352583183952
2011-05-12,1368.6941380826936
2011-05-13,1364.7432537426457
2011-05-16,1362.0071099513207
2011-05-17,1350.2261704098994
2011-05-18,1361.0265263389472
2011-05-19,1369.1240351192664
2011-05-20,1361.2310113674412
2011-05-23,1334.309924136865
2011-05-24,1341.8928690568528
2011-05-25,1342.8466843888652
2011-05-26,1347.4023344509224
2011-05-27,1363.5344262677847
2011-05-30,1363.634788927478
2011-05-31,1381.5097301190676
2011-06-01,1374.4529333386279
2011-06-02,1359.6596847538308
2011-06-03,1363.9923513337596
2011-06-06,1360.0494155501565
2011-06-07,1367.293876637855
2011-06-08,1353.787664967088
2011-06-09,1354.4362351187617
2011-06-10,1330.5657826391123
2011-06-13,1332.5971043194927
2011-06-14,1348.319688382216
2011-06-15,1325.859931796438
2011-06-16,1306.009882591692
2011-06-17,1318.2350533978704
2011-06-20,1314.6897960408344
2011-06-21,1333.4763710243324
2011-06-22,1333.9942548613126
2011-06-23,1303.7349048427573
2011-06-24,1305.4661374640873
2011-06-27,1308.8503539728972
2011-06-28,1318.2434210506333
2011-06-29,1340.231711611882
2011-06-30,1361.5386335505648
2011-07-01,1366.197713566138
2011-07-04,1373.1283185706316
2011-07-05,1369.872886955613
2011-07-06,1358.450508052225
2011-07-07,1367.4043781633347
2011-07-08,1357.5322346231344
2011-07-11,1325.4158187541327
2011-07-12,1314.3276931567887
2011-07-13,1334.0258044839409
2011-07-14,1325.3238538696573
2011-07-15,1322.0632287695805
2011-07-18,1302.2445101653745
2011-07-19,1321.0280538852137
2011-07-20,1335.4827462937928
2011-07-21,1358.5180821807094
2011-07-22,1365.7852655352115
2011-07-25,1361.3034006749378
2011-07-26,1371.0835476005798
2011-07-27,1354.1184828782632
2011-07-28,1349.8961690677702
2011-07-29,1347.0536204411196
2011-08-01,1329.6178296202054
2011-08-02,1313.6619207343285
2011-08-03,1300.9672410741373
2011-08-04,1262.3792179340458
2011-08-05,1236.754238521263
2011-08-08,1195.3509142731616
2011-08-09,1198.5672749692178
2011-08-10,1175.4605384190158
2011-08-11,1202.1331028604454
2011-08-12,1228.909662123567
2011-08-15,1253.3137431936043
2011-08-16,1250.7854527853917
2011-08-17,1262.6093823824663
2011-08-18,1217.2754536914317
2011-08-19,1206.812306480504
2011-08-22,1216.94922259713
2011-08-23,1233.5654517539226
2011-08-24,1243.3727430514077
2011-08-25,1223.4073324789244
2011-08-26,1217.5281911255136
2011-08-29,1242.577382068188
2011-08-30,1243.4115828309598
2011-08-31,1269.4015690585
2011-09-01,1268.7855441080685
2011-09-02,1244.5847713729213
2011-09-05,1203.1586531657035
2011-09-06,1194.028487923529
2011-09-07,1219.5565459515483
2011-09-08,1226.3262508599137
2011-09-09,1188.4985362036011
2011-09-12,1156.6831913898206
2011-09-13,1165.5954180764165
2011-09-14,1173.4029516764858
2011-09-15,1202.6310538149667
2011-09-16,1205.4358304545624
2011-09-19,1175.831914034278
2011-09-20,1198.005403462305
2011-09-21,1182.2009830823483
2011-09-22,1125.1062047880973
2011-09-23,1129.2694290329825
2011-09-26,1138.7700837583525
2011-09-27,1185.602153756503
2011-09-28,1177.4917378958621
2011-09-29,1185.7472367582088
2011-09-30,1168.0163378969698
2011-10-03,1145.6842498602887
2011-10-04,1125.1249607097443
2011-10-05,1147.627200854549
2011-10-06,1176.5296369773814
2011-10-07,1192.5876176682755
2011-10-10,1215.3446603624525
2011-10-11,1213.4257552231684
2011-10-12,1233.294591180326
2011-10-13,1223.3500014602562
2011-10-14,1242.19247696255
2011-10-17,1234.1538309893026
2011-10-18,1221.955478651027
2011-10-19,1237.275295051338
2011-10-20,1218.5864908954122
2011-10-21,1250.2597869439132
2011-10-24,1261.9978478450419
2011-10-25,1252.8906321727004
2011-10-26,1251.7071537382515
2011-10-27,1298.9988113686395
2011-10-28,1300.9770588655772
2011-10-31,1270.3786691558062
2011-11-01,1222.237039916368
2011-11-02,1234.6132530766226
2011-11-03,1244.7431618802525
2011-11-04,1240.5391805835297
2011-11-07,1238.3430655133027
2011-11-08,1248.1207100118354
2011-11-09,1222.0493968998492
2011-11-10,1213.6451901567118
2011-11-11,1245.1444188556725
2011-11-14,1234.3988828777592
2011-11-15,1221.8321972785602
2011-11-16,1223.2801578295168
2011-11-17,1214.2094257507083
2011-11-18,1205.6239128122124
2011-11-21,1173.8846474947336
2011-11-22,1169.9823525021895
2011-11-23,1147.5401000724669
2011-11-24,1137.709825085533
2011-11-25,1138.8389937018767
2011-11-28,1174.2236217471195
2011-11-29,1184.4443554898664
2011-11-30,1226.3667502011335
2011-12-01,1231.4906081839977
2011-12-02,1235.08045961447
2011-12-05,1243.4009613056805
2011-12-06,1232.802670970778
2011-12-07,1236.5711056901314
2011-12-08,1222.222000506218
2011-12-09,1230.1983436742137
2011-12-12,1211.0128618815272
2011-12-13,1208.1631977961904
2011-12-14,1184.8850154182883
2011-12-15,1192.9995274294188
2011-12-16,1194.0869398832488
2011-12-19,1188.5505963359171
2011-12-20,1208.1877534987175
2011-12-21,1208.2125303209118
2011-12-22,1218.3143801621911
2011-12-23,1227.2362137534435
2011-12-26,1227.5858913886395
2011-12-27,1229.2201840449288
2011-12-28,1214.5130224756126
2011-12-29,1221.3140155624355
2011-12-30,1233.880597609476
2012-01-02,1241.0586191587802
2012-01-03,1261.6050874896946
2012-01-04,1250.5574238589038
2012-01-05,1234.5094851682065
2012-01-06,1228.9599959595503
2012-01-09,1225.9674351839317
2012-01-10,1243.056268939149
2012-01-11,1232.1784214008364
2012-01-12,1234.1943560488646
2012-01-13,1221.683839625494
2012-01-16,1226.7855783858356
2012-01-17,1242.3795358654495
2012-01-18,1247.3880820393301
2012-01-19,1255.5693152700533
2012-01-20,1254.2801396163195
2012-01-23,1266.9656862889738
2012-01-24,1259.952129174861
2012-01-25,1254.7649935163595
2012-01-26,1276.3348977439598
2012-01-27,1269.0445467044985
2012-01-30,1262.7370879476523
2012-01-31,1269.4671662122887
2012-02-01,1289.2037178300407
2012-02-02,1289.0512610640988
2012-02-03,1298.0448011057392
2012-02-06,1296.8242264263079
2012-02-07,1306.9757285430378
2012-02-08,1308.8989489088901
2012-02-09,1312.3320764918396
2012-02-10,1293.8301219657208
2012-02-13,1306.3828875379456
2012-02-14,1300.3130946312554
2012-02-15,1303.1369547486324
2012-02-16,1299.1363763882978
2012-02-17,1312.572168593619
2012-02-20,1324.8816647894473
2012-02-21,1324.547191637734
2012-02-22,1319.0695255546905
2012-02-23,1322.2220307346388
2012-02-24,1332.1165708709252
2012-02-27,1327.0209156456776
2012-02-28,1332.300109021667
2012-02-29,1334.3760743569405
2012-03-01,1337.7674535571598
2012-03-02,1329.48992513502
2012-03-05,1325.1049433730832
2012-03-06,1294.007493393247
2012-03-07,1294.6953180170365
2012-03-08,1317.1817838188056
2012-03-09,1314.14789072378
2012-03-12,1311.3407873629596
2012-03-13,1327.905625299091
2012-03-14,1322.3220394613759
2012-03-15,1327.2747878698883
2012-03-16,1335.3835169011425
2012-03-19,1340.430848631762
2012-03-20,1330.2247659254479
2012-03-21,1328.3580254523058
2012-03-22,1321.265613275919
2012-03-23,1324.2299867814277
2012-03-26,1336.2479724837174
2012-03-27,1334.9975007749229
2012-03-28,1323.654801840752
2012-03-29,1311.384125266232
2012-03-30,1322.2789360127567
2012-04-02,1336.557200293926
2012-04-03,1328.8271774026869
2012-04-04,1297.7053846260421
2012-04-05,1292.7471016610432
2012-04-06,1293.637436785354
2012-04-09,1291.0836729361815
2012-04-10,1273.8480224906211
2012-04-11,1279.2342078673037
2012-04-12,1291.8981422191375
2012-04-13,1279.21097222849
2012-04-16,1281.8938003828325
2012-04-17,1299.666404832741
2012-04-18,1296.8028005848203
2012-04-19,1294.7444039476384
2012-04-20,1305.30512704499
2012-04-23,1282.9928986756943
2012-04-24,1294.601071195205
2012-04-25,1297.540389372675
2012-04-26,1303.8813226098914
2012-04-27,1310.3910887008003
2012-04-30,1308.1461889612676
2012-05-01,1310.6931294900996
2012-05-02,1307.2028278365044
2012-05-03,1308.0428932189313
2012-05-04,1291.871394101273
2012-05-07,1285.9231427303375
2012-05-08,1269.7749096272332
2012-05-09,1259.3892680179874
2012-05-10,1264.9382549234067
2012-05-11,1264.9602703091352
2012-05-14,1240.3711952563203
2012-05-15,1232.7532854593528
2012-05-16,1217.7220360154088
2012-05-17,1208.1339678104248
2012-05-18,1197.300966007911
2012-05-21,1202.3345717974864
2012-05-22,1217.8114110510292
2012-05-23,1186.467078117189
2012-05-24,1194.339414995963
2012-05-25,1192.4053101628378
2012-05-28,1195.8264799987232
2012-05-29,1201.4745332016496
2012-05-30,1178.4388987508776
2012-05-31,1178.3593485484746
2012-06-01,1161.3248326217213
2012-06-04,1160.9340609276446
2012-06-05,1163.8780879345602
2012-06-06,1185.1065383423847
2012-06-07,1196.416368947377
2012-06-08,1186.7333780787974
2012-06-11,1193.1524501491544
2012-06-12,1197.516552077648
2012-06-13,1206.7972488770538
2012-06-14,1204.932215908535
2012-06-15,1217.2780415359841
2012-06-18,1220.451287620937
2012-06-19,1243.2840546006767
2012-06-20,1249.4877461863841
2012-06-21,1235.6924729044747
2012-06-22,1223.6428388355873
2012-06-25,1209.5947676000653
2012-06-26,1212.327789662854
2012-06-27,1224.4052843846941
2012-06-28,1219.4620424646891
2012-06-29,1259.3241067736535
2012-07-02,1265.7255762922568
2012-07-03,1280.496714346165
2012-07-04,1275.8889635108976
2012-07-05,1267.0148361825127
2012-07-06,1255.0934403076672
2012-07-09,1250.2430637532875
2012-07-10,1250.5465893511985
2012-07-11,1252.1208873548148
2012-07-12,1232.970632884727
2012-07-13,1249.9170630938272
2012-07-16,1252.9349836369902
2012-07-17,1253.0758963622804
2012-07-18,1266.0088128271448
2012-07-19,1278.0279046985677
2012-07-20,1261.764510497685
2012-07-23,1232.487629541919
2012-07-24,1224.3788514992439
2012-07-25,1224.3451442466371
2012-07-26,1252.9850808150711
2012-07-27,1273.9313856729939
2012-07-30,1280.4567392384167
2012-07-31,1283.3983765374094
2012-08-01,1287.525363973878
2012-08-02,1271.0051248395898
2012-08-03,1298.7635026757557
2012-08-06,1309.6892864240851
2012-08-07,1318.256944232002
2012-08-08,1315.9861729327665
2012-08-09,1318.113503779877
2012-08-10,1316.934514281123
2012-08-13,1315.6284214350521
2012-08-14,1321.4154403163611
2012-08-15,1318.9026327047798
2012-08-16,1324.8929590832452
2012-08-17,1320.487056245212
2012-08-20,1321.2274169503805
2012-08-21,1333.2466764303585
2012-08-22,1319.1651382881753
2012-08-23,1323.6623663512403
2012-08-24,1319.4301814563114
2012-08-27,1321.2368743351562
2012-08-28,1318.1995365361188
2012-08-29,1313.373333341423
2012-08-30,1303.9047285597119
2012-08-31,1313.4782118595792
2012-09-03,1319.9935895986946
2012-09-04,1307.863629589337
2012-09-05,1306.6324674458035
2012-09-06,1327.7720994332358
2012-09-07,1343.1167530967325
2012-09-10,1339.9056276642136
2012-09-11,1349.4060322743105
2012-09-12,1353.4720758180351
2012-09-13,1357.553937289406
2012-09-14,1385.7640730404953
2012-09-17,1380.7737496987866
2012-09-18,1375.3402042530925
2012-09-19,1380.3042889672047
2012-09-20,1369.416007789237
2012-09-21,1378.9152991479912
2012-09-24,1372.3870468724513
2012-09-25,1378.3252947933563
2012-09-26,1353.2561053167976
2012-09-27,1359.4326509317061
2012-09-28,1349.3418420902826
2012-10-01,1360.9105155171678
2012-10-02,1361.8695748829898
2012-10-03,1356.1856745165617
2012-10-04,1363.1407568541701
2012-10-05,1375.617608517251
2012-10-08,1360.7758233865466
2012-10-09,1351.1855876063573
2012-10-10,1345.4420151625907
2012-10-11,1351.904402875948
2012-10-12,1350.4874197507313
2012-10-15,1352.0063700737553
2012-10-16,1368.8401598726084
2012-10-17,1381.8703923785524
2012-10-18,1383.793190143378
2012-10-19,1372.7013048461554
2012-10-22,1370.6991989688436
2012-10-23,1345.4038540728914
2012-10-24,1347.0282328318033
2012-10-25,1350.7175886186792
2012-10-26,1348.984666216809
2012-10-29,1341.8020021701122
2012-10-30,1352.4860869867264
2012-10-31,1349.0904203732011
2012-11-01,1359.3828044595537
2012-11-02,1356.0577008074429
2012-11-05,1347.2043152564363
2012-11-06,1354.1841756865128
2012-11-07,1342.87400548248
2012-11-08,1334.4879298984692
2012-11-09,1332.717584145144
2012-11-12,1329.327836454206
2012-11-13,1327.0612573490641
2012-11-14,1319.5305059868103
2012-11-15,1311.6801668691012
2012-11-16,1298.7323376744187
2012-11-19,1325.1064105974865
2012-11-20,1325.7404768553354
2012-11-21,1330.2965458099156
2012-11-22,1339.6659272212348
2012-11-23,1354.171917271909
2012-11-26,1351.8153413831376
2012-11-27,1351.0620985412256
2012-11-28,1350.4427700707192
2012-11-29,1367.0910348020343
2012-11-30,1368.6865541928953
2012-12-03,1372.9664287968346
2012-12-04,1374.4223480468515
2012-12-05,1379.276870752479
2012-12-06,1379.7439257656167
2012-12-07,1378.3459521835641
2012-12-10,1384.285074144894
2012-12-11,1393.4927230684561
2012-12-12,1400.77373418635
2012-12-13,1400.2604896371404
2012-12-14,1400.3862745877393
2012-12-17,1402.5696840124272
2012-12-18,1411.80036943239
2012-12-19,1419.0885253710112
2012-12-20,1417.4117963960127
2012-12-21,1411.29569862645
2012-12-24,1410.5805901760384
2012-12-25,1411.1088081827584
2012-12-26,1412.3420891494939
2012-12-27,1414.3007164585251
2012-12-28,1409.6878486031137
2012-12-31,1409.4600203900652
2013-01-01,1409.5885088843447
2013-01-02,1433.3558556831808
2013-01-03,1432.12228152156
2013-01-04,1432.023352961409
2013-01-07,1430.1340609101965
2013-01-08,1427.9207746061643
2013-01-09,1433.12636850018
2013-01-10,1442.8680954960564
2013-01-11,1448.0865201587658
2013-01-14,1447.369339473341
2013-01-15,1445.7888222049428
2013-01-16,1439.1063165921255
2013-01-17,1447.7133040907665
2013-01-18,1443.5070038385077
2013-01-21,1448.3469564643747
2013-01-22,1447.492084808366
2013-01-23,1448.305139331097
2013-01-24,1455.284044765881
2013-01-25,1463.2880496785308
2013-01-28,1459.6944734218664
2013-01-29,1470.014284266678
2013-01-30,1471.1324224291438
2013-01-31,1468.33822186538
2013-02-01,1476.4136320505174
2013-02-04,1456.337123005127
2013-02-05,1455.6399000895083
2013-02-06,1453.0741688445771
2013-02-07,1439.6263091397266
2013-02-08,1448.4141112763518
2013-02-11,1444.6776479956652
2013-02-12,1453.0126767823117
2013-02-13,1455.6885340421431
2013-02-14,1448.6065403032787
2013-02-15,1445.0324476315318
2013-02-18,1445.715742810703
2013-02-19,1456.8365799486971
2013-02-20,1457.2018685751098
2013-02-21,1431.4723545053764
2013-02-22,1440.9574082980403
2013-02-25,1443.7259559672189
2013-02-26,1421.5594665994643
2013-02-27,1431.2609226081606
2013-02-28,1442.7743020161515
2013-03-01,1435.5970679314435
2013-03-04,1434.4192750013287
2013-03-05,1452.668166455859
2013-03-06,1455.7298565008546
2013-03-07,1458.7305493176095
2013-03-08,1459.0393294821572
2013-03-11,1463.819366545927
2013-03-12,1463.7301377323263
2013-03-13,1452.3189612700824
2013-03-14,1465.133557220039
2013-03-15,1471.925259696814
2013-03-18,1457.7652685074959
2013-03-19,1453.3718824160496
2013-03-20,1461.8165694708011
2013-03-21,1456.7605121242277
2013-03-22,1460.2679008760774
2013-03-25,1454.9360352077763
2013-03-26,1458.1690795046616
2013-03-27,1450.420069338029
2013-03-28,1456.9240985235408
2013-03-29,1457.056009845025
2013-04-01,1455.0280878793976
2013-04-02,1465.469412295707
2013-04-03,1458.782487653178
2013-04-04,1447.4767604710446
2013-04-05,1442.6308072154557
2013-04-08,1445.0192857523482
2013-04-09,1456.5891548213615
2013-04-10,1474.5285734292695
2013-04-11,1485.6291116715438
2013-04-12,1479.5881430530817
2013-04-15,1469.8172864923824
2013-04-16,1464.1577048279935
2013-04-17,1445.1502698547306
2013-04-18,1448.395207030302
2013-04-19,1454.8197629921212
2013-04-22,1455.415026732361
2013-04-23,1473.0545449564129
2013-04-24,1483.949265686384
2013-04-25,1498.7618373010127
2013-04-26,1497.8408762194877
2013-04-29,1510.422276623284
2013-04-30,1520.0555835011794
2013-05-01,1517.707039818482
2013-05-02,1509.6861941657003
2013-05-03,1521.7075555595004
2013-05-06,1518.1164286451271
2013-05-07,1522.2156088228319
2013-05-08,1540.409216308759
2013-05-09,1534.6737338546502
2013-05-10,1525.7534132722708
2013-05-13,1523.0252481747327
2013-05-14,1523.673605450437
2013-05-15,1519.3321681332998
2013-05-16,1521.9706807615048
2013-05-17,1514.5202946224174
2013-05-20,1522.4613412139972
2013-05-21,1528.907833245739
2013-05-22,1527.6043706490755
2013-05-23,1503.0528987449716
2013-05-24,1504.2649788867539
2013-05-27,1505.3971412133699
2013-05-28,1510.4536895659649
2013-05-29,1495.4741661168905
2013-05-30,1498.085745263282
2013-05-31,1478.2815237989544
2013-06-03,1472.612845017719
2013-06-04,1478.9409812880185
2013-06-05,1457.497775205646
2013-06-06,1450.5140691138981
2013-06-07,1464.055605520262
2013-06-10,1462.9259926232544
2013-06-11,1454.5637772422178
2013-06-12,1457.2713573437827
2013-06-13,1451.7440673071558
2013-06-14,1457.5955492398452
2013-06-17,1472.3872948640949
2013-06-18,1470.8386685901617
2013-06-19,1470.352746387506
2013-06-20,1407.740457051385
2013-06-21,1396.5887284487262
2013-06-24,1374.0367003413694
2013-06-25,1385.5574441429953
2013-06-26,1404.2573565523574
2013-06-27,1415.181836855882
2013-06-28,1419.214213411944
2013-07-01,1427.786048792481
2013-07-02,1424.7268484931817
2013-07-03,1408.181407930925
2013-07-04,1427.0086398860562
2013-07-05,1411.3719283503563
2013-07-08,1422.321991037079
2013-07-09,1427.0215970911815
2013-07-10,1436.6211260271696
2013-07-11,1463.9768520396515
2013-07-12,1465.61367204687
2013-07-15,1470.0542688858595
2013-07-16,1470.580258652521
2013-07-17,1475.6883806654507
2013-07-18,1481.5846334697849
2013-07-19,1483.2359096441783
2013-07-22,1491.2617534855738
2013-07-23,1495.2378627002142
2013-07-24,1498.2804918261752
2013-07-25,1491.5133866339108
2013-07-26,1489.7498884381066
2013-07-29,1488.1546767061723
2013-07-30,1486.412117768347
2013-07-31,1483.4496885282372
2013-08-01,1485.6421728550583
2013-08-02,1494.5935336534317
2013-08-05,1493.6517592781113
2013-08-06,1492.6867913770102
2013-08-07,1487.5312310728348
2013-08-08,1498.7551997247572
2013-08-09,1504.0674148426406
2013-08-12,1504.8421881690842
2013-08-13,1510.127597929571
2013-08-14,1515.6965373159906
2013-08-15,1501.096981628465
2013-08-16,1507.7017015561867
2013-08-19,1503.0952442127432
2013-08-20,1498.7998523141775
2013-08-21,1486.7517618535946
2013-08-22,1490.5466701899618
2013-08-23,1501.6805625991753
2013-08-26,1502.0027715671076
2013-08-27,1488.6475076077106
2013-08-28,1480.1498573660297
2013-08-29,1481.7304036391733
2013-08-30,1473.29662686842
2013-09-02,1494.4649577939642
2013-09-03,1488.4274201126343
2013-09-04,1495.8250632642666
2013-09-05,1498.909006904129
2013-09-06,1510.063731542299
2013-09-09,1521.6395671594282
2013-09-10,1534.1064991467376
2013-09-11,1541.3156740154739
2013-09-12,1540.9848398934125
2013-09-13,1537.7432182379648
2013-09-16,1555.8502894940652
2013-09-17,1552.3620734173157
2013-09-18,1552.9640145277262
2013-09-19,1578.6673552439295
2013-09-20,1571.980673342284
2013-09-23,1569.5766800369151
2013-09-24,1570.4420061042367
2013-09-25,1572.6601799608109
2013-09-26,1571.3676389857997
2013-09-27,1573.4622145477058
2013-09-30,1564.2120280386785
2013-10-01,1568.5740373254205
2013-10-02,1564.8802271675333
2013-10-03,1566.4650358078202
2013-10-04,1564.296958704648
2013-10-07,1557.934511798684
2013-10-08,1555.2030017661352
2013-10-09,1541.0527229523957
2013-10-10,1558.5025641200332
2013-10-11,1568.297417243198
2013-10-14,1574.0354097753948
