Date,AC ASIA ex JAPAN HIGH DIVIDEND YIELD
2003-12-16,1724.0424440141855
2003-12-17,1709.2492424128216
2003-12-18,1714.2271614506521
2003-12-19,1729.516855896209
2003-12-22,1742.826226895695
2003-12-23,1744.1471818852474
2003-12-24,1749.4960650648463
2003-12-25,1750.559238171618
2003-12-26,1756.7134258624385
2003-12-29,1764.7117425060092
2003-12-30,1787.8887047043625
2003-12-31,1799.5436819342153
2004-01-01,1801.7607640677159
2004-01-02,1838.2911198368845
2004-01-05,1875.7562387186535
2004-01-06,1867.7661411839945
2004-01-07,1860.3928566403843
2004-01-08,1859.7787223197633
2004-01-09,1890.9534081768477
2004-01-12,1888.4241286969216
2004-01-13,1888.8351562123285
2004-01-14,1903.0196631521885
2004-01-15,1890.394276341132
2004-01-16,1885.1247230830822
2004-01-19,1897.6367157598233
2004-01-20,1923.915300925487
2004-01-21,1941.6560267311863
2004-01-22,1940.2131492084395
2004-01-23,1944.0276480207715
2004-01-26,1945.2073619598782
2004-01-27,1949.4690763056938
2004-01-28,1915.8508364813845
2004-01-29,1892.7782931113454
2004-01-30,1897.1732475680005
2004-02-02,1868.0157340986962
2004-02-03,1879.9268344950037
2004-02-04,1882.0131584098997
2004-02-05,1882.2340267850543
2004-02-06,1911.4129447573116
2004-02-09,1948.081238513508
2004-02-10,1942.8856291001907
2004-02-11,1947.8133543355416
2004-02-12,1950.6964505122232
2004-02-13,1966.598670912445
2004-02-16,1976.2666466948963
2004-02-17,1981.4490005894374
2004-02-18,1985.746025452889
2004-02-19,1982.01173941671
2004-02-20,1976.841728566403
2004-02-23,1964.3378511702092
2004-02-24,1961.5880283867168
2004-02-25,1948.7913004112447
2004-02-26,1959.1995205287915
2004-02-27,1979.7193682273778
2004-03-01,1989.438717932213
2004-03-02,1984.7609903259179
2004-03-03,1962.903816829114
2004-03-04,1972.9314540326272
2004-03-05,1966.7748959856315
2004-03-08,1972.7571715689435
2004-03-09,1966.423915344385
2004-03-10,1939.8280689707383
2004-03-11,1914.2550259783955
2004-03-12,1901.002872967548
2004-03-15,1891.8199179678752
2004-03-16,1892.7256993443534
2004-03-17,1907.3897592632347
2004-03-18,1909.6229010134882
2004-03-19,1920.0699884197895
2004-03-22,1875.830506994059
2004-03-23,1875.2077216919697
2004-03-24,1889.112973061599
2004-03-25,1864.4961587977393
2004-03-26,1865.874306496025
2004-03-29,1875.3403906615831
2004-03-30,1898.345672570379
2004-03-31,1908.872296044322
2004-04-01,1921.5720977470617
2004-04-02,1936.5348316406655
2004-04-05,1943.0551414609602
2004-04-06,1952.6775537125657
2004-04-07,1959.343027034468
2004-04-08,1961.671744721793
2004-04-09,1955.727196120199
2004-04-12,1962.6761016382388
2004-04-13,1971.9381632742611
2004-04-14,1941.1923712699481
2004-04-15,1916.9236037262415
2004-04-16,1919.1476532153408
2004-04-19,1919.1657515864722
2004-04-20,1924.0505994234645
2004-04-21,1902.024301616928
2004-04-22,1891.557680541257
2004-04-23,1920.626217760603
2004-04-26,1891.6355016139476
2004-04-27,1888.6406580336748
2004-04-28,1882.0103086315373
2004-04-29,1844.9620254408762
2004-04-30,1829.2362908852608
2004-05-03,1827.2601464236159
2004-05-04,1853.5613351665136
2004-05-05,1831.284499174429
2004-05-06,1833.852501673741
2004-05-07,1823.491977190245
2004-05-10,1746.19923715503
2004-05-11,1750.8256201327652
2004-05-12,1770.7947152806803
2004-05-13,1745.4437002181505
2004-05-14,1708.976745035089
2004-05-17,1634.5785215544502
2004-05-18,1649.4209940521935
2004-05-19,1721.8321428713734
2004-05-20,1706.3696845064092
2004-05-21,1751.3376615699651
2004-05-24,1763.608873139888
2004-05-25,1760.6869019679054
2004-05-26,1765.6431120890272
2004-05-27,1796.0539677056156
2004-05-28,1804.1977399777888
2004-05-31,1795.9760730601477
2004-06-01,1793.5908558294225
2004-06-02,1789.942092893053
2004-06-03,1748.8962599924782
2004-06-04,1760.2592751048403
2004-06-07,1814.158183799853
2004-06-08,1814.8412876890918
2004-06-09,1807.3749138443584
2004-06-10,1804.1522944229287
2004-06-11,1791.0634689884116
2004-06-14,1755.5277160104256
2004-06-15,1762.5364328677133
2004-06-16,1770.1734585401962
2004-06-17,1766.5456761644875
2004-06-18,1736.2954527865782
2004-06-21,1737.2711108827198
2004-06-22,1734.307211358305
2004-06-23,1740.3229275377428
2004-06-24,1779.47443783048
2004-06-25,1791.0772542413863
2004-06-28,1789.5702781169643
2004-06-29,1784.8675806498788
2004-06-30,1799.0450605703209
2004-07-01,1805.3856154034302
2004-07-02,1797.6020884548514
2004-07-05,1804.1346004910724
2004-07-06,1825.8349895690694
2004-07-07,1835.2334288127824
2004-07-08,1811.0159525381737
2004-07-09,1817.902766419897
2004-07-12,1820.4495472604722
2004-07-13,1807.4207033817731
2004-07-14,1785.911417749571
2004-07-15,1784.671650900813
2004-07-16,1799.4335107857512
2004-07-19,1816.7168148409946
2004-07-20,1806.0338067720604
2004-07-21,1834.7088542623073
2004-07-22,1819.9054779419582
2004-07-23,1815.679561296082
2004-07-26,1812.6494919292031
2004-07-27,1816.2203268529356
2004-07-28,1817.1827194155567
2004-07-29,1807.2090993613367
2004-07-30,1817.8643868356814
2004-08-02,1809.4662454560425
2004-08-03,1815.8376373379842
2004-08-04,1809.9138648616276
2004-08-05,1833.1065596964272
2004-08-06,1825.358121821595
2004-08-09,1830.3643008815416
2004-08-10,1826.9728862146746
2004-08-11,1818.527102610871
2004-08-12,1824.5252699531163
2004-08-13,1820.3832582063312
2004-08-16,1809.261841071656
2004-08-17,1813.8781932782517
2004-08-18,1820.2365690525512
2004-08-19,1846.5156990883527
2004-08-20,1847.5985469418786
2004-08-23,1855.5817419415905
2004-08-24,1866.0777577400977
2004-08-25,1883.3152322750448
2004-08-26,1894.7114447865267
2004-08-27,1893.1580546304042
2004-08-30,1900.071512198436
2004-08-31,1903.4485972867617
2004-09-01,1929.8496747594554
2004-09-02,1935.1132340767463
2004-09-03,1927.1992936139886
2004-09-06,1946.5904935401084
2004-09-07,1954.522193807399
2004-09-08,1948.7480019220159
2004-09-09,1944.8614887669514
2004-09-10,1953.2885480920972
2004-09-13,1970.6989727825446
2004-09-14,1977.1880854146739
2004-09-15,1974.721296056463
2004-09-16,1995.3854975486995
2004-09-17,1994.150179631618
2004-09-20,2001.4023757434995
2004-09-21,2009.4303889832981
2004-09-22,1999.1769296098757
2004-09-23,1989.3149071718656
2004-09-24,1970.3375144900795
2004-09-27,1966.3520617512172
2004-09-28,1957.0477154707046
2004-09-29,1958.6686789262642
2004-09-30,1977.7023156622004
2004-10-01,1994.7551956173743
2004-10-04,2036.9311550141242
2004-10-05,2034.4903986679722
2004-10-06,2024.9212157907075
2004-10-07,2032.1413937986736
2004-10-08,2033.5053144806652
2004-10-11,2035.0275148773155
2004-10-12,2016.1418109074632
2004-10-13,2004.8874986716394
2004-10-14,1980.309807925993
2004-10-15,1982.278928133616
2004-10-18,1979.5456301433653
2004-10-19,1995.5365659443803
2004-10-20,1970.8995954022105
2004-10-21,1966.5074798412807
2004-10-22,1973.4816236593717
2004-10-25,1953.7628100771508
2004-10-26,1953.7619287624161
2004-10-27,1959.5278704305256
2004-10-28,1993.8607308230955
2004-10-29,1992.9642378162084
2004-11-01,1994.4050637039109
2004-11-02,2025.1580971367464
2004-11-03,2046.344817414665
2004-11-04,2043.1574320873312
2004-11-05,2066.7744960602195
2004-11-08,2065.9207880901117
2004-11-09,2067.010426906497
2004-11-10,2079.6926638762598
2004-11-11,2073.0915753157888
2004-11-12,2096.817978061276
2004-11-15,2114.713825680119
2004-11-16,2099.6777437722817
2004-11-17,2126.001343804166
2004-11-18,2125.2885555408307
2004-11-19,2120.1147568123106
2004-11-22,2110.6962522243284
2004-11-23,2143.2371756129974
2004-11-24,2158.0496514468214
2004-11-25,2159.0757525926974
2004-11-26,2156.360468075273
2004-11-29,2182.9741869609866
2004-11-30,2191.9477499772993
2004-12-01,2191.5737413748557
2004-12-02,2221.489237418441
2004-12-03,2210.0937407590795
2004-12-06,2219.995106054991
2004-12-07,2207.9246085472078
2004-12-08,2186.3907041200887
2004-12-09,2179.181325972394
2004-12-10,2148.8625120195065
2004-12-13,2151.0072786799133
2004-12-14,2163.5254178428377
2004-12-15,2185.1019785655353
2004-12-16,2190.559164060834
2004-12-17,2191.876065097435
2004-12-20,2206.771882594198
2004-12-21,2210.2694849348068
2004-12-22,2211.864895819628
2004-12-23,2217.2999910944445
2004-12-24,2220.814101775614
2004-12-27,2219.7169176695415
2004-12-28,2232.4827557132116
2004-12-29,2235.745164492828
2004-12-30,2239.777033881851
2004-12-31,2256.493846265943
2005-01-03,2255.7600069396303
2005-01-04,2243.3059954544515
2005-01-05,2210.7519840582686
2005-01-06,2195.3814996961796
2005-01-07,2189.609791093654
2005-01-10,2189.7520654940895
2005-01-11,2202.920693137368
2005-01-12,2198.5183651972425
2005-01-13,2212.4242985727697
2005-01-14,2213.1237854118976
2005-01-17,2230.754286622709
2005-01-18,2227.7165491339083
2005-01-19,2232.890277642208
2005-01-20,2218.2660638713637
2005-01-21,2210.732577932399
2005-01-24,2206.324181407723
2005-01-25,2212.679830420762
2005-01-26,2230.630788093354
2005-01-27,2229.543919630965
2005-01-28,2235.683656540753
2005-01-31,2250.909235129805
2005-02-01,2245.0847410502483
2005-02-02,2251.5141769291968
2005-02-03,2266.474913636158
2005-02-04,2273.372443303828
2005-02-07,2286.597832163011
2005-02-08,2285.36647965748
2005-02-09,2284.3546915887528
2005-02-10,2278.508469464163
2005-02-11,2285.4946520465296
2005-02-14,2315.7435285550323
2005-02-15,2319.4316671744555
2005-02-16,2315.290712741625
2005-02-17,2310.6374226027074
2005-02-18,2323.861780480103
2005-02-21,2327.472170163877
2005-02-22,2340.6681271109205
2005-02-23,2337.751322850048
2005-02-24,2352.6598983088297
2005-02-25,2372.5198488731317
2005-02-28,2393.4415710524318
2005-03-01,2405.413173756891
2005-03-02,2383.1824186058257
2005-03-03,2391.651506788925
2005-03-04,2385.916249462274
2005-03-07,2397.809491764023
2005-03-08,2397.191218618036
2005-03-09,2415.163909892998
2005-03-10,2399.425631601729
2005-03-11,2410.651762480735
2005-03-14,2403.530757095347
2005-03-15,2369.5968658351658
2005-03-16,2377.714067401242
2005-03-17,2365.7719901549135
2005-03-18,2372.461896314179
2005-03-21,2373.8427926730556
2005-03-22,2358.5738667037326
2005-03-23,2334.112452956664
2005-03-24,2312.0192108381243
2005-03-25,2319.5929603728873
2005-03-28,2314.505470951369
2005-03-29,2280.7890381434586
2005-03-30,2277.446442546518
2005-03-31,2301.443314398895
2005-04-01,2321.96704783117
2005-04-04,2319.0911637726294
2005-04-05,2317.480131064898
2005-04-06,2317.8310015303223
2005-04-07,2318.8355155143568
2005-04-08,2326.2987302976726
2005-04-11,2319.8999792333643
2005-04-12,2317.107557462691
2005-04-13,2329.5329846468153
2005-04-14,2301.123578070674
2005-04-15,2274.1412543018805
2005-04-18,2224.567420651817
2005-04-19,2243.4946958106625
2005-04-20,2253.8414860975436
2005-04-21,2257.168329393291
2005-04-22,2269.013220903586
2005-04-25,2274.437788361626
2005-04-26,2288.573957993552
2005-04-27,2274.509190604883
2005-04-28,2277.815288732598
2005-04-29,2272.7015996854084
2005-05-02,2272.929804877685
2005-05-03,2274.789891997652
2005-05-04,2300.087231020009
2005-05-05,2319.6792347898554
2005-05-06,2328.9750803944235
2005-05-09,2325.821141150507
2005-05-10,2320.6425752275195
2005-05-11,2308.3136621263643
2005-05-12,2304.095221417288
2005-05-13,2296.877667760724
2005-05-16,2285.0204268834136
2005-05-17,2274.324607224472
2005-05-18,2275.54533532578
2005-05-19,2299.0073802007605
2005-05-20,2297.810302622832
2005-05-23,2286.337823479579
2005-05-24,2291.6600258554245
2005-05-25,2273.5718598810186
2005-05-26,2275.5001056373226
2005-05-27,2297.0968139488814
2005-05-30,2312.2214428137054
2005-05-31,2305.898496716606
2005-06-01,2290.5437714138006
2005-06-02,2302.295868844846
2005-06-03,2314.6093687972557
2005-06-06,2324.763496548649
2005-06-07,2322.0066930971843
2005-06-08,2332.55405248359
2005-06-09,2334.4558512521708
2005-06-10,2350.3415509064835
2005-06-13,2348.9993673649433
2005-06-14,2348.2599251573797
2005-06-15,2368.0314465923775
2005-06-16,2368.9937329563822
2005-06-17,2380.62256658497
2005-06-20,2377.354919134155
2005-06-21,2371.704317809422
2005-06-22,2400.782101646561
2005-06-23,2407.567274422487
2005-06-24,2401.6989395552805
2005-06-27,2384.5037923927844
2005-06-28,2387.828103766488
2005-06-29,2376.45401980429
2005-06-30,2378.270792774071
2005-07-01,2382.1389434029975
2005-07-04,2375.5368214128557
2005-07-05,2357.8302448947406
2005-07-06,2360.30668527006
2005-07-07,2350.0197370220926
2005-07-08,2340.346345617932
2005-07-11,2376.431468497495
2005-07-12,2393.557517821186
2005-07-13,2402.9851836311254
2005-07-14,2417.1044654798834
2005-07-15,2410.0957036317386
2005-07-18,2418.1362191751596
2005-07-19,2419.5948467825574
2005-07-20,2432.4165425684914
2005-07-21,2454.6153940669215
2005-07-22,2485.2076523489213
2005-07-25,2495.9828095565163
2005-07-26,2481.498410970199
2005-07-27,2477.6208816637204
2005-07-28,2490.1938211705774
2005-07-29,2491.964362084217
2005-08-01,2498.68571679453
2005-08-02,2527.4141332453196
2005-08-03,2544.6559231554793
2005-08-04,2547.0913950176996
2005-08-05,2533.538802298822
2005-08-08,2525.585843317439
2005-08-09,2525.645535551279
2005-08-10,2529.4286545615873
2005-08-11,2538.8803814101725
2005-08-12,2544.545506656114
2005-08-15,2524.807447240561
2005-08-16,2515.001927834353
2005-08-17,2503.7154343321026
2005-08-18,2473.523028431904
2005-08-19,2457.8189885196407
2005-08-22,2482.072420425898
2005-08-23,2475.5808993477112
2005-08-24,2444.8500613366737
2005-08-25,2448.8291339084603
2005-08-26,2445.682816871365
2005-08-29,2410.565760323488
2005-08-30,2418.0705689599918
2005-08-31,2418.083324641281
2005-09-01,2446.992580764102
2005-09-02,2469.7330403364717
2005-09-05,2471.9581202947884
2005-09-06,2475.3760915835724
2005-09-07,2483.7425975391207
2005-09-08,2486.181166605593
2005-09-09,2489.753174196851
2005-09-12,2499.589743899772
2005-09-13,2491.981906567785
2005-09-14,2490.248133415286
2005-09-15,2487.860587956527
2005-09-16,2478.9903113097957
2005-09-19,2479.0220119606834
2005-09-20,2501.869771682876
2005-09-21,2491.7524267933604
2005-09-22,2471.3829384279375
2005-09-23,2454.361806866044
2005-09-26,2472.5761632242215
2005-09-27,2473.3472118035984
2005-09-28,2484.968853022272
2005-09-29,2512.1622290351856
2005-09-30,2527.161100691041
2005-10-03,2525.2179451154657
2005-10-04,2537.3355753818587
2005-10-05,2523.256090480299
2005-10-06,2484.65582299227
2005-10-07,2484.2917073123454
2005-10-10,2496.341210734578
2005-10-11,2497.5321037487474
2005-10-12,2466.8654459545023
2005-10-13,2443.8109598302135
2005-10-14,2433.0260423580885
2005-10-17,2417.313966279012
2005-10-18,2420.4826229594373
2005-10-19,2368.6924659088586
2005-10-20,2376.965028217355
2005-10-21,2379.3597939645942
2005-10-24,2367.5223532972227
2005-10-25,2369.7094508901187
2005-10-26,2380.1421219359013
2005-10-27,2372.4992581206257
2005-10-28,2348.5715543550637
2005-10-31,2380.184852936338
2005-11-01,2408.7180602033172
2005-11-02,2434.0394988546605
2005-11-03,2434.772281914308
2005-11-04,2435.131413619736
2005-11-07,2419.7297231897123
2005-11-08,2417.672452994098
2005-11-09,2442.949742808032
2005-11-10,2444.835178680771
2005-11-11,2466.3602366691157
2005-11-14,2461.989409779277
2005-11-15,2454.093253546969
2005-11-16,2452.0470446239806
2005-11-17,2460.6401272134112
2005-11-18,2480.5023298363058
2005-11-21,2479.8697867046017
2005-11-22,2461.0029738103085
2005-11-23,2494.2187136545313
2005-11-24,2495.2510993277297
2005-11-25,2489.992848877953
2005-11-28,2503.0016875863394
2005-11-29,2488.382369119353
2005-11-30,2497.3245684333797
2005-12-01,2496.3148072877384
2005-12-02,2509.6451253419855
2005-12-05,2521.4705343652963
2005-12-06,2519.2061824183943
2005-12-07,2537.8978710405604
2005-12-08,2520.270098835882
2005-12-09,2531.6218920387664
2005-12-12,2542.2238607624495
2005-12-13,2544.733877237969
2005-12-14,2548.9655839984557
2005-12-15,2552.6715207067223
2005-12-16,2552.8067603627724
2005-12-19,2578.9460220915407
2005-12-20,2581.672457372663
2005-12-21,2585.6970492062733
2005-12-22,2584.292601240536
2005-12-23,2600.470222958246
2005-12-26,2603.591022015106
2005-12-27,2606.0092553446907
2005-12-28,2595.54248268545
2005-12-29,2609.730828886798
2005-12-30,2600.0686715029883
2006-01-02,2590.8551430466023
2006-01-03,2623.6561053278892
2006-01-04,2665.6421797207886
2006-01-05,2692.76461617933
2006-01-06,2692.8389304472944
2006-01-09,2725.9746710636564
2006-01-10,2715.410880075129
2006-01-11,2730.589698217748
2006-01-12,2748.5912742761184
2006-01-13,2735.451180506157
2006-01-16,2733.044331827433
2006-01-17,2713.3887290624025
2006-01-18,2682.676348684933
2006-01-19,2710.2856763640393
2006-01-20,2702.832022284807
2006-01-23,2687.604607317804
2006-01-24,2699.4642330913857
2006-01-25,2726.9062585425622
2006-01-26,2724.256143909073
2006-01-27,2755.468041896296
2006-01-30,2753.5116396771887
2006-01-31,2764.2723911632734
2006-02-01,2777.8452407837103
2006-02-02,2764.128782366034
2006-02-03,2756.6103188462444
2006-02-06,2796.0949294964594
2006-02-07,2793.597682196222
2006-02-08,2747.1116435316108
2006-02-09,2746.492862407999
2006-02-10,2761.522480336585
2006-02-13,2748.283295225328
2006-02-14,2758.516888236533
2006-02-15,2762.9008099164485
2006-02-16,2766.1510294285245
2006-02-17,2774.963435106363
2006-02-20,2793.869394386301
2006-02-21,2782.321920175565
2006-02-22,2766.7678790785008
2006-02-23,2778.5387818157697
2006-02-24,2794.978716874405
2006-02-27,2817.097943075658
2006-02-28,2811.9644052135855
2006-03-01,2824.499383564317
2006-03-02,2832.6148858625015
2006-03-03,2813.815751562534
2006-03-06,2822.0563456674136
2006-03-07,2779.3899696627427
2006-03-08,2749.0657597133145
2006-03-09,2756.3762010909595
2006-03-10,2760.512109898705
2006-03-13,2779.9948496216666
2006-03-14,2770.6450942061456
2006-03-15,2792.3476963475373
2006-03-16,2802.5448623106677
2006-03-17,2818.9389658985474
2006-03-20,2836.01173121553
2006-03-21,2822.3398715714306
2006-03-22,2797.8747555415566
2006-03-23,2810.0471371503
2006-03-24,2819.3714118160096
2006-03-27,2838.2190098574583
2006-03-28,2837.6081835285872
2006-03-29,2833.4103254114634
2006-03-30,2854.954524992317
2006-03-31,2864.3467611554665
2006-04-03,2883.587500106172
2006-04-04,2902.1579568133798
2006-04-05,2912.23302355997
2006-04-06,2965.1860435530602
2006-04-07,2959.963517508952
2006-04-10,2960.6309432644507
2006-04-11,2955.4894251210767
2006-04-12,2942.7203481334896
2006-04-13,2966.946705570014
2006-04-14,2987.562532050898
2006-04-17,3006.476310626669
2006-04-18,3030.93380521335
2006-04-19,3064.9747799818074
2006-04-20,3076.3140679162893
2006-04-21,3073.334646396551
2006-04-24,3064.8731857620214
2006-04-25,3052.247210566524
2006-04-26,3081.600787311975
2006-04-27,3088.5258746330796
2006-04-28,3071.4128636808628
2006-05-01,3074.821658752706
2006-05-02,3116.02577267319
2006-05-03,3147.679832681444
2006-05-04,3153.9386569002563
2006-05-05,3157.1268901927947
2006-05-08,3210.7126004949623
2006-05-09,3192.1658949380912
2006-05-10,3194.6149410827074
2006-05-11,3190.0726355889688
2006-05-12,3164.3126074229112
2006-05-15,3060.8640430543824
2006-05-16,3009.8601320701064
2006-05-17,3056.90682000111
2006-05-18,2976.025756533673
2006-05-19,2978.206179019922
2006-05-22,2889.7312265681753
2006-05-23,2894.9052764746607
2006-05-24,2890.2362692962365
2006-05-25,2865.334389954808
2006-05-26,2902.464714435171
2006-05-29,2909.1288291476903
2006-05-30,2885.3380923550917
2006-05-31,2872.5793963882093
2006-06-01,2855.319080434189
2006-06-02,2884.8419123521962
2006-06-05,2860.9247087593744
2006-06-06,2861.3464642086647
2006-06-07,2805.1672839075
2006-06-08,2714.223957322522
2006-06-09,2729.990723506317
2006-06-12,2723.1206742194117
2006-06-13,2659.950956953794
2006-06-14,2665.370517757715
2006-06-15,2686.8496760238163
2006-06-16,2764.8924554128507
2006-06-19,2751.3616415422644
2006-06-20,2707.093096255931
2006-06-21,2712.359468214115
2006-06-22,2751.705797721984
2006-06-23,2738.2280307274227
2006-06-26,2748.683235297378
2006-06-27,2766.185960289694
2006-06-28,2762.2009935029832
2006-06-29,2790.082951051829
2006-06-30,2855.293404281273
2006-07-03,2867.5506418366176
2006-07-04,2883.7081624058865
2006-07-05,2858.1976822746283
2006-07-06,2857.2279550968774
2006-07-07,2865.0941536859655
2006-07-10,2879.246102018869
2006-07-11,2860.6517281667225
2006-07-12,2854.5083515302053
2006-07-13,2828.283479051738
2006-07-14,2776.132727554031
2006-07-17,2734.700703384448
2006-07-18,2730.4386429898595
2006-07-19,2731.435459957937
2006-07-20,2790.1089653936187
2006-07-21,2791.1418065157864
2006-07-24,2780.1151678545134
2006-07-25,2800.6723949655247
2006-07-26,2805.020578991447
2006-07-27,2841.0688973843976
2006-07-28,2840.8097586740055
2006-07-31,2841.617794622673
2006-08-01,2832.37628344827
2006-08-02,2841.383595128257
2006-08-03,2845.196176656276
2006-08-04,2839.665662092766
2006-08-07,2844.42435914295
2006-08-08,2868.236437445211
2006-08-09,2896.515365956563
2006-08-10,2890.670110957036
2006-08-11,2888.707034621821
2006-08-14,2895.4751040922397
2006-08-15,2890.5634384092573
2006-08-16,2913.8352752114215
2006-08-17,2913.9556576462705
2006-08-18,2915.6519074952694
2006-08-21,2880.1007226740817
2006-08-22,2908.631751780887
2006-08-23,2897.6598571010195
2006-08-24,2882.8367227304766
2006-08-25,2882.461750337721
2006-08-28,2865.556197037084
2006-08-29,2886.0019713083357
2006-08-30,2903.5362490998664
2006-08-31,2913.4913460925927
2006-09-01,2933.3723319555356
2006-09-04,2968.0222049213235
2006-09-05,2969.105204087565
2006-09-06,2958.6913339790694
2006-09-07,2944.5816641579295
2006-09-08,2944.3754639183157
2006-09-11,2918.320826016752
2006-09-12,2913.560370381411
2006-09-13,2934.4342685745924
2006-09-14,2938.361267518807
2006-09-15,2951.140120571437
2006-09-18,2992.0499104858004
2006-09-19,2996.930756966468
2006-09-20,2989.577339018256
2006-09-21,3002.7838806587383
2006-09-22,2987.947394508569
2006-09-25,2988.2265392751196
2006-09-26,2978.3614473642983
2006-09-27,3006.169732970244
2006-09-28,3000.243837745491
2006-09-29,2993.6382743115737
2006-10-02,3006.5228712548924
2006-10-03,3003.325860780862
2006-10-04,2978.5832721426286
2006-10-05,3012.9430876857905
2006-10-06,3015.408946603368
2006-10-09,2989.5830967640536
2006-10-10,3007.29161685187
2006-10-11,3005.8778480328833
2006-10-12,3015.9175507298833
2006-10-13,3043.439751826735
2006-10-16,3060.9427087381937
2006-10-17,3045.8897723140867
2006-10-18,3044.196023363443
2006-10-19,3040.344604382229
2006-10-20,3065.042850755054
2006-10-23,3063.323480858483
2006-10-24,3080.3061295758926
2006-10-25,3089.390184426089
2006-10-26,3103.3640036344473
2006-10-27,3105.1639214075913
2006-10-30,3088.210286236234
2006-10-31,3096.2235503417696
2006-11-01,3115.8433697930373
2006-11-02,3139.7020004945284
2006-11-03,3157.0437273799257
2006-11-06,3156.9789928890355
2006-11-07,3186.801273997436
2006-11-08,3177.2775075699824
2006-11-09,3195.364802122741
2006-11-10,3194.8987465273563
2006-11-13,3186.156254168688
2006-11-14,3203.3529843399906
2006-11-15,3212.8147733481765
2006-11-16,3237.498531848419
2006-11-17,3251.0850826810974
2006-11-20,3229.3913457952144
2006-11-21,3249.2838781014816
2006-11-22,3293.2718843776947
2006-11-23,3302.313068319884
2006-11-24,3309.566516848496
2006-11-27,3330.608818622445
2006-11-28,3279.748744921905
2006-11-29,3316.9462582020424
2006-11-30,3357.5996636837044
2006-12-01,3363.906210508992
2006-12-04,3370.422373266256
2006-12-05,3400.0035478885366
2006-12-06,3422.347917106266
2006-12-07,3409.0892686595676
2006-12-08,3380.0779884653034
2006-12-11,3384.7985799119383
2006-12-12,3364.375836997294
2006-12-13,3354.096188239174
2006-12-14,3390.8069669212678
2006-12-15,3415.8958515749114
2006-12-18,3429.71158383468
2006-12-19,3359.703969796319
2006-12-20,3410.306079352131
2006-12-21,3401.0628542450268
2006-12-22,3408.9902857427655
2006-12-25,3408.1078351822694
2006-12-26,3418.7749600041006
2006-12-27,3430.3056569631644
2006-12-28,3453.3664837219326
2006-12-29,3477.5401542257705
2007-01-01,3477.5401542257705
2007-01-02,3511.867236858015
2007-01-03,3497.0933031331665
2007-01-04,3463.791856491699
2007-01-05,3447.067138815308
2007-01-08,3413.2309544747422
2007-01-09,3421.4754904530723
2007-01-10,3370.3203355558685
2007-01-11,3370.155003995703
2007-01-12,3430.6966505516884
2007-01-15,3468.3092007417054
2007-01-16,3472.2546986187504
2007-01-17,3467.7377459809118
2007-01-18,3501.4006597356783
2007-01-19,3494.122142805884
2007-01-22,3513.849534609061
2007-01-23,3507.304400561444
2007-01-24,3547.1779138575316
2007-01-25,3528.024824382589
2007-01-26,3493.9039409881952
2007-01-29,3492.2946741719798
2007-01-30,3503.9526345203058
2007-01-31,3487.6160206278187
2007-02-01,3513.8048189053957
2007-02-02,3545.3134313389996
2007-02-05,3553.780644614648
2007-02-06,3580.0433586462273
2007-02-07,3583.6725797678378
2007-02-08,3583.0386608351187
2007-02-09,3587.1741668235895
2007-02-12,3561.0612909573088
2007-02-13,3527.019954338504
2007-02-14,3570.290161589004
2007-02-15,3605.8776345752776
2007-02-16,3606.6644684024864
2007-02-19,3601.6815820176475
2007-02-20,3605.1786324902023
2007-02-21,3610.4267506070237
2007-02-22,3618.267424165986
2007-02-23,3614.7185516008703
2007-02-26,3620.3464191857265
2007-02-27,3581.297899616065
2007-02-28,3508.3893685611233
2007-03-01,3459.709231867352
2007-03-02,3469.5092184740593
2007-03-05,3334.7325733989005
2007-03-06,3395.2087706673196
2007-03-07,3412.967728440374
2007-03-08,3462.602072446687
2007-03-09,3473.2955632248363
2007-03-12,3503.7072575347534
2007-03-13,3514.9275811251146
2007-03-14,3440.337100941764
2007-03-15,3489.8516629299647
2007-03-16,3483.4124546052044
2007-03-19,3499.540215594639
2007-03-20,3499.965630359771
2007-03-21,3529.7742753934845
2007-03-22,3582.8529681243895
2007-03-23,3574.22246276678
2007-03-26,3579.2560839222488
2007-03-27,3578.521076410457
2007-03-28,3554.1352842272413
2007-03-29,3584.493750765674
2007-03-30,3595.983435235841
2007-04-02,3599.111000198274
2007-04-03,3630.2867067351945
2007-04-04,3676.338203151274
2007-04-05,3679.058889118175
2007-04-06,3679.2545308271638
2007-04-09,3698.083080042265
2007-04-10,3710.826008908582
2007-04-11,3724.146546503914
2007-04-12,3710.286897445515
2007-04-13,3697.218125416574
2007-04-16,3727.8760359870294
2007-04-17,3720.797730072972
2007-04-18,3720.7747558344304
2007-04-19,3647.78533249404
2007-04-20,3690.1362327848938
2007-04-23,3728.610688049626
2007-04-24,3742.6499378105273
2007-04-25,3732.507567930097
2007-04-26,3753.2604628285185
2007-04-27,3733.5045291158817
2007-04-30,3708.996480383193
2007-05-01,3709.011239001188
2007-05-02,3727.660923454927
2007-05-03,3759.937539129433
2007-05-04,3826.4721415636627
2007-05-07,3842.909087304286
2007-05-08,3823.2771422565174
2007-05-09,3831.1417878958346
2007-05-10,3854.9653486312295
2007-05-11,3827.1121239042886
2007-05-14,3876.643732351534
2007-05-15,3858.8360515351433
2007-05-16,3871.5066978630975
2007-05-17,3895.6933153928708
2007-05-18,3886.5894694187205
