Date,AC AP IMI WITH PARTIAL A SHARES
2008-11-28,1056.4415477919688
2008-12-31,1048.3397450055072
2009-01-30,1057.1714699051179
2009-02-27,967.1018271819939
2009-03-31,1002.4169134082478
2009-04-30,1129.6209047815812
2009-05-29,1197.8842533162115
2009-06-30,1226.9140368904455
2009-07-31,1317.2480429600375
2009-08-31,1323.4317496862507
2009-09-30,1357.0893397182986
2009-10-30,1327.9911881106914
2009-11-30,1319.9795181673383
2009-12-31,1415.1646522259896
2010-01-29,1417.925833432508
2010-02-26,1461.7598405872
2010-03-31,1570.5184449049532
2010-04-30,1613.2919076216463
2010-05-31,1579.313178547432
2010-06-30,1577.3360702174411
2010-07-30,1567.5757586439918
2010-08-31,1578.720200357582
2010-09-30,1602.4864149441955
2010-10-29,1612.4553130632187
2010-11-30,1713.7919639906158
2010-12-31,1783.0074829070259
2011-01-31,1730.6301339784238
2011-02-28,1729.0251117807056
2011-03-31,1672.0809390372663
2011-04-29,1644.075164931227
2011-05-31,1661.7086227637053
2011-06-30,1636.7287328995567
2011-07-29,1680.3379972438465
2011-08-31,1538.7114241319543
2011-09-30,1500.5541388377533
2011-10-31,1548.6594007024719
2011-11-30,1500.9292228283182
2011-12-30,1559.6530691491455
2012-01-31,1669.2127305769957
2012-02-29,1718.5128398564816
2012-03-30,1702.7554103709429
2012-04-30,1696.7008844128625
2012-05-31,1639.7741709054947
2012-06-29,1663.8211934717747
2012-07-31,1734.7136360021495
2012-08-31,1689.7185633458218
2012-09-28,1731.7791847588464
2012-10-31,1711.3834365030466
2012-11-30,1742.5974005997905
2012-12-31,1784.944528914922
2013-01-31,1788.1898611585664
2013-02-28,1887.0940397207391
2013-03-29,1943.121293192575
2013-04-30,1981.4344405847173
2013-05-31,1921.206252377384
2013-06-28,1851.7900865340441
2013-07-31,1840.2894765945775
2013-08-30,1829.013593139637
2013-09-30,1909.0077008012438
2013-10-31,1949.244515922469
2013-11-29,1942.060630836602
2013-12-31,1912.9700398393686
2014-01-31,1873.6705046871732
2014-02-28,1871.375110074427
2014-03-31,1886.6526980016563
2014-04-30,1867.238322926777
2014-05-30,1962.2514634693675
2014-06-30,2018.0097848050918
2014-07-31,2110.6223965793347
2014-08-29,2139.0262630279835
2014-09-30,2126.6566092247785
2014-10-31,2158.8945519174113
2014-11-28,2152.8737107759
2014-12-31,2183.339733849607
2015-01-30,2384.168904958548
2015-02-27,2498.688772964555
2015-03-31,2627.467535084224
2015-04-30,2647.1984052912458
2015-05-29,2687.429290315743
2015-06-30,2564.132280211111
2015-07-31,2504.978985178935
2015-08-31,2269.2285616903423
2015-09-30,2189.5635465817218
2015-10-30,2397.657463909436
2015-11-30,2468.6109500263524
2015-12-31,2408.933955043142
2016-01-29,2220.9825662065573
2016-02-29,2178.4767676349475
2016-03-31,2257.8304569199504
2016-04-29,2288.7236008275854
2016-05-31,2324.1074172503104
2016-06-30,2335.4611183971724
2016-07-29,2453.8545263456954
2016-08-31,2489.345823264233
2016-09-30,2514.41239760497
2016-10-31,2563.092239725521
2018-03-30,2925.422699593131
2018-04-30,2999.9393064415303
2018-05-01,3017.2422580554157
2018-05-31,3082.320232475475
