Date,EM EUROPE & MIDDLE EAST VALUE
2000-12-29,100.0
2001-01-01,99.62099840318062
2001-01-02,98.74791352412628
2001-01-03,96.85733097923834
2001-01-04,100.17107587985562
2001-01-05,99.40829762909922
2001-01-08,98.82604696334766
2001-01-09,99.14285494471632
2001-01-10,100.87278485451057
2001-01-11,103.49470561099436
2001-01-12,103.33207751201974
2001-01-15,101.65431369850909
2001-01-16,101.56971855059301
2001-01-17,103.63387503654437
2001-01-18,103.4678894623533
2001-01-19,104.4789044701173
2001-01-22,101.8096184382085
2001-01-23,101.53831662610466
2001-01-24,101.76053498878686
2001-01-25,102.20203620664242
2001-01-26,102.01232791416204
2001-01-29,100.69634231870815
2001-01-30,101.39660703035695
2001-01-31,103.45520707199526
2001-02-01,103.28248733580972
2001-02-02,102.00097148345662
2001-02-05,100.15868972808022
2001-02-06,101.08028261096017
2001-02-07,99.38105403760758
2001-02-08,100.00125720047525
2001-02-09,99.7485802730597
2001-02-12,99.92816763139624
2001-02-13,101.05935612014945
2001-02-14,101.49751822955902
2001-02-15,101.23877179483414
2001-02-16,101.50882609800468
2001-02-19,98.8600265810646
2001-02-20,97.93088412716713
2001-02-21,93.00951354107313
2001-02-22,90.19981839818536
2001-02-23,88.54653150688362
2001-02-26,91.49915604754918
2001-02-27,90.98995692431006
2001-02-28,91.54508685322291
2001-03-01,91.9906886362113
2001-03-02,93.17030508111176
2001-03-05,93.47611843157411
2001-03-06,94.68212362105295
2001-03-07,94.21066074653254
2001-03-08,95.01952694863607
2001-03-09,94.9059144853032
2001-03-12,90.74736850445267
2001-03-13,89.71738171780682
2001-03-14,85.70663378462315
2001-03-15,86.87462886003388
2001-03-16,86.81751101857205
2001-03-19,86.91062707255854
2001-03-20,87.878654784327
2001-03-21,85.85530169064774
2001-03-22,83.9870983912361
2001-03-23,84.9288198769476
2001-03-26,86.40951362846295
2001-03-27,85.4670610995042
2001-03-28,84.72277036830874
2001-03-29,82.06541926105916
2001-03-30,83.9657261533284
2001-04-02,82.36934972892243
2001-04-03,80.0080278451524
2001-04-04,80.79217851053347
2001-04-05,83.7091903741381
2001-04-06,83.47010354785019
2001-04-09,82.93431378636906
2001-04-10,83.47079926884975
2001-04-11,84.4697933581006
2001-04-12,85.74453834486347
2001-04-13,85.88479629972021
2001-04-16,86.46496983802605
2001-04-17,84.97450295391734
2001-04-18,87.20270051435152
2001-04-19,88.79150223406815
2001-04-20,88.79899182823966
2001-04-23,88.11469655545045
2001-04-24,88.47019374411977
2001-04-25,88.59842155379857
2001-04-26,90.30758805991752
2001-04-27,92.85853738517572
2001-04-30,93.73042603206932
2001-05-01,93.44960609904778
2001-05-02,93.35589473652105
2001-05-03,93.4488529480996
2001-05-04,93.42918509965811
2001-05-07,92.67527200797893
2001-05-08,92.8093654524112
2001-05-09,91.46247034556326
2001-05-10,91.92804658954891
2001-05-11,91.03286874927858
2001-05-14,89.91718861146816
2001-05-15,89.7663639052022
2001-05-16,90.9440110623005
2001-05-17,92.30670058302891
2001-05-18,93.59614169558868
2001-05-21,93.69221691099155
2001-05-22,93.47123882246778
2001-05-23,92.73124874381219
2001-05-24,92.35689177935623
2001-05-25,92.82462143940039
2001-05-28,91.80503767904918
2001-05-29,90.44177285933505
2001-05-30,89.61795276295503
2001-05-31,89.87828267057452
2001-06-01,91.0653515066946
2001-06-04,91.31686568233378
2001-06-05,90.60265625023776
2001-06-06,91.45056572773733
2001-06-07,91.53002335890123
2001-06-08,92.36371435924033
2001-06-11,90.56120031883869
2001-06-12,89.4798725700796
2001-06-13,89.39607355138565
2001-06-14,89.92756881460026
2001-06-15,90.18235419125858
2001-06-18,88.27944817251303
2001-06-19,88.51563743473442
2001-06-20,87.56152783543854
2001-06-21,87.92536174884313
2001-06-22,88.43878935534316
2001-06-25,88.14324196299566
2001-06-26,88.26824423046736
2001-06-27,89.12464237338904
2001-06-28,89.28449384198356
2001-06-29,89.24305301390537
2001-07-02,89.64627514887873
2001-07-03,88.85575789806373
2001-07-04,89.5112647134356
2001-07-05,88.97844527291267
2001-07-06,85.76562443529812
2001-07-09,84.7997933557758
2001-07-10,84.31440364700823
2001-07-11,81.00750079567324
2001-07-12,83.10488367232477
2001-07-13,82.99771288762905
2001-07-16,82.62486445234336
2001-07-17,81.49329717559732
2001-07-18,82.18709937203228
2001-07-19,84.29736424459537
2001-07-20,83.96784652446568
2001-07-23,84.91503244510976
2001-07-24,84.8858725492082
2001-07-25,84.30149038067779
2001-07-26,86.29647814295976
2001-07-27,85.50782321405903
2001-07-30,85.50452093728026
2001-07-31,84.85575884589296
2001-08-01,85.52384940156303
2001-08-02,85.91672298471016
2001-08-03,85.99228341853417
2001-08-06,84.81928241858371
2001-08-07,83.65959893117707
2001-08-08,83.79000723938074
2001-08-09,83.07289056980201
2001-08-10,83.09474128649005
2001-08-13,83.02496302038301
2001-08-14,82.71350898199512
2001-08-15,81.99554875419254
2001-08-16,81.51864467046497
2001-08-17,81.72667139688254
2001-08-20,81.31272675102448
2001-08-21,81.71794927104837
2001-08-22,82.25637688833484
2001-08-23,82.85123024046476
2001-08-24,83.64496266397272
2001-08-27,84.3533064559468
2001-08-28,83.92678823222342
2001-08-29,83.18423225408974
2001-08-30,82.44764831405725
2001-08-31,82.33002285518133
2001-09-03,81.49648790414638
2001-09-04,80.56115800033965
2001-09-05,80.75922447857253
2001-09-06,81.2083567640429
2001-09-07,80.65461274541595
2001-09-10,79.25812297601543
2001-09-11,76.13605104759371
2001-09-12,75.2797909258771
2001-09-13,75.18204112459553
2001-09-14,73.3169329622193
2001-09-17,71.6314870288698
2001-09-18,72.03502026341458
2001-09-19,73.09370383896707
2001-09-20,70.64832179219495
2001-09-21,68.4256160428424
2001-09-24,68.76498052179399
2001-09-25,68.21987148196035
2001-09-26,68.0063371595517
2001-09-27,67.93506918868675
2001-09-28,68.73739953866871
2001-10-01,68.79949245236836
2001-10-02,68.83984258821928
2001-10-03,67.61154363509293
2001-10-04,68.28743543718589
2001-10-05,68.11433327505087
2001-10-08,68.24818657670984
2001-10-09,68.8528470668226
2001-10-10,70.52789537095087
2001-10-11,73.0405785899959
2001-10-12,72.27489730857627
2001-10-15,71.75886318773705
2001-10-16,73.01038387423196
2001-10-17,73.46361750082849
2001-10-18,72.61634932724039
2001-10-19,72.49165532784647
2001-10-22,74.25436249143112
2001-10-23,75.21214943642534
2001-10-24,75.1405731675662
2001-10-25,74.24577008110091
2001-10-26,75.71383890931166
2001-10-29,75.86348146516566
2001-10-30,75.4779962627133
2001-10-31,75.7678802941514
2001-11-01,75.91300213668748
2001-11-02,76.8269488525963
2001-11-05,78.97282294870298
2001-11-06,79.09358200001545
2001-11-07,78.86269842693264
2001-11-08,81.11513885982187
2001-11-09,81.19951620514122
2001-11-12,81.14069218782853
2001-11-13,83.71074405588948
2001-11-14,84.48375996810523
2001-11-15,84.28693332630489
2001-11-16,84.41688407809919
2001-11-19,87.0693272482868
2001-11-20,87.03651122447211
2001-11-21,85.61290302826458
2001-11-22,87.08105222815037
2001-11-23,86.65556714246422
2001-11-26,88.35451471335462
2001-11-27,87.75423213515386
2001-11-28,86.62554637950375
2001-11-29,86.10176649633773
2001-11-30,87.63227448989011
2001-12-03,86.65040549972484
2001-12-04,87.90559735804334
2001-12-05,89.4886816933627
2001-12-06,91.32326766796595
2001-12-07,90.73503793826312
2001-12-10,90.59086408393105
2001-12-11,91.13963842271413
2001-12-12,91.46446803362807
2001-12-13,89.30270314954436
2001-12-14,88.90956774971268
