Date,EM ASIA VALUE
2000-12-29,100.0
2001-01-01,100.40352868196582
2001-01-02,102.14222883884739
2001-01-03,102.03893259297477
2001-01-04,105.43107275364687
2001-01-05,108.24620268780075
2001-01-08,108.6672062594101
2001-01-09,110.11200137578153
2001-01-10,108.16739342429075
2001-01-11,107.41702357374392
2001-01-12,108.63775452905273
2001-01-15,109.5849567753361
2001-01-16,111.03410099364875
2001-01-17,110.89456066779672
2001-01-18,112.6216276320976
2001-01-19,114.51805039770852
2001-01-22,116.6097908382736
2001-01-23,116.79220219501175
2001-01-24,117.03416928295015
2001-01-25,117.36148307424003
2001-01-26,116.18024514969717
2001-01-29,115.68570493347055
2001-01-30,116.27087178765746
2001-01-31,118.94171515467352
2001-02-01,118.49503888703352
2001-02-02,120.1445440029778
2001-02-05,117.42684434780728
2001-02-06,117.16067423924218
2001-02-07,115.52854654767394
2001-02-08,116.71737655946363
2001-02-09,117.99454752139025
2001-02-12,118.26357672196691
2001-02-13,118.88289997270388
2001-02-14,118.53642804284162
2001-02-15,119.43747377543531
2001-02-16,118.61177591445205
2001-02-19,117.51639397084047
2001-02-20,119.4064582065363
2001-02-21,117.86997301767896
2001-02-22,116.48076078922965
2001-02-23,116.03611812865931
2001-02-26,116.21772075406938
2001-02-27,115.59580239369885
2001-02-28,115.50841787291859
2001-03-01,114.41616548566606
2001-03-02,112.7084144352304
2001-03-05,112.60362934978598
2001-03-06,113.10604573351658
2001-03-07,112.73407297337529
2001-03-08,112.63968082177045
2001-03-09,110.6709407916639
2001-03-12,107.25534907785568
2001-03-13,104.88094851573248
2001-03-14,105.55636274206098
2001-03-15,105.85003746117077
2001-03-16,105.54877456926646
2001-03-19,104.53193893641617
2001-03-20,103.60611396432444
2001-03-21,104.29219380778639
2001-03-22,103.14433922750939
2001-03-23,103.67664244023432
2001-03-26,105.13425022898353
2001-03-27,104.52191991715878
2001-03-28,104.5022700555311
2001-03-29,103.50008451469569
2001-03-30,102.3280211135229
2001-04-02,100.29910348077786
2001-04-03,99.1099795887922
2001-04-04,96.9301938082301
2001-04-05,96.97531139079443
2001-04-06,98.39946335154453
2001-04-09,96.54286725608311
2001-04-10,95.99762508717988
2001-04-11,97.74167138382344
2001-04-12,97.67950327609512
2001-04-13,97.93723064709134
2001-04-16,97.45280067540311
2001-04-17,97.82948066961983
2001-04-18,100.35696025705566
2001-04-19,102.31051793946644
2001-04-20,101.26366813690724
2001-04-23,101.66661304707546
2001-04-24,101.8110703846693
2001-04-25,102.43420615229354
2001-04-26,101.83364703311852
2001-04-27,100.91986641454092
2001-04-30,101.64023982026814
2001-05-01,101.7155219864865
2001-05-02,102.95595171468777
2001-05-03,103.46992936226258
2001-05-04,102.48738230819197
2001-05-07,102.97872560588172
2001-05-08,101.99844673027198
2001-05-09,102.56815882591205
2001-05-10,101.85020194504611
2001-05-11,102.8947118723574
2001-05-14,102.31146147012531
2001-05-15,102.40705375527307
2001-05-16,101.91750349568112
2001-05-17,104.24616260389686
2001-05-18,104.35507200941696
2001-05-21,104.4765760193947
2001-05-22,104.86771280035735
2001-05-23,107.18247111678451
2001-05-24,107.78988194715029
2001-05-25,107.34757830351245
2001-05-28,106.95454177492621
2001-05-29,107.4425704749289
2001-05-30,106.81100267421533
2001-05-31,106.27585590457802
2001-06-01,105.34934978763188
2001-06-04,105.5917642624611
2001-06-05,105.59964362977813
2001-06-06,105.95424455102898
2001-06-07,105.38332829185583
2001-06-08,106.8310364760725
2001-06-11,106.89537428857393
2001-06-12,106.77749706868953
2001-06-13,106.37472413425282
2001-06-14,105.07237400459299
2001-06-15,105.1834214806508
2001-06-18,103.72953687735692
2001-06-19,103.7721098911609
2001-06-20,103.6046336427744
2001-06-21,103.88687224858315
2001-06-22,103.46336453046283
2001-06-25,103.30181010722231
2001-06-26,103.01452028001593
2001-06-27,103.53556874719919
2001-06-28,102.1417147959846
2001-06-29,103.84506413407416
2001-07-02,102.98325964680241
2001-07-03,102.30418484991668
2001-07-04,101.83287063814385
2001-07-05,102.14869970180936
2001-07-06,101.61899844130006
2001-07-09,100.60324261415325
2001-07-10,100.49636718814367
2001-07-11,98.91181220963412
2001-07-12,99.66113402877555
2001-07-13,98.08673963602462
2001-07-16,96.70701603109677
2001-07-17,96.1607540318162
2001-07-18,94.84430319701926
2001-07-19,94.72067658554123
2001-07-20,94.17965549265901
2001-07-23,93.04304955826115
2001-07-24,92.14794139106463
2001-07-25,92.37386990734551
2001-07-26,93.63957849400278
2001-07-27,94.36979839159694
2001-07-30,94.15009978996699
2001-07-31,94.21127310913123
2001-08-01,94.98780170027331
2001-08-02,96.38548604709054
2001-08-03,96.88970259291143
2001-08-06,96.16447966792676
2001-08-07,95.93325479266495
2001-08-08,96.88495451061463
2001-08-09,95.40007555882177
2001-08-10,95.92988007405376
2001-08-13,96.6857261650732
2001-08-14,98.2621506944591
2001-08-15,98.61032562674434
2001-08-16,100.02453988033352
2001-08-17,99.39553874382199
2001-08-20,98.23399690307613
2001-08-21,98.48250544618995
2001-08-22,98.68411602130958
2001-08-23,98.09678193122163
2001-08-24,97.62472243995919
2001-08-27,98.71760327347478
2001-08-28,98.04057518319276
2001-08-29,98.4796424900056
2001-08-30,98.56721530700354
2001-08-31,97.50955579338498
2001-09-03,96.8412727491504
2001-09-04,97.69948833589544
2001-09-05,97.20668908812115
2001-09-06,96.79403062825635
2001-09-07,96.43519684461613
2001-09-10,95.83889896807436
2001-09-11,94.64812544290636
2001-09-12,90.39663391511259
2001-09-13,89.34536545268006
2001-09-14,85.50759076292502
2001-09-17,82.51231027290429
2001-09-18,83.26294165907892
2001-09-19,84.98556404906338
2001-09-20,83.91766008985324
2001-09-21,81.6780355156782
2001-09-24,82.28411435264269
2001-09-25,81.3530463173433
2001-09-26,82.29977973215303
2001-09-27,82.77418025947291
2001-09-28,84.52298145501265
2001-10-01,84.0479393339532
2001-10-02,83.13387450548058
2001-10-03,83.17742467534153
2001-10-04,85.15149215988534
2001-10-05,85.57046614596238
2001-10-08,84.05387536290445
2001-10-09,85.77709574736345
2001-10-10,85.49825897918052
2001-10-11,87.0682552958168
2001-10-12,86.43162271011919
2001-10-15,86.24092359715513
2001-10-16,87.16854630704267
2001-10-17,87.79360623683372
2001-10-18,87.25989253505996
2001-10-19,87.30478989996224
2001-10-22,87.81237580448708
2001-10-23,88.3827100903801
2001-10-24,89.29389898684373
2001-10-25,89.60797194989063
2001-10-26,89.94180121687444
2001-10-29,89.57022644474212
2001-10-30,88.2153643468279
2001-10-31,88.53861192279822
2001-11-01,88.69048819270174
2001-11-02,89.17529544041615
2001-11-05,89.89433091799575
2001-11-06,90.03558905026611
2001-11-07,89.74723173615182
2001-11-08,90.75516263110765
2001-11-09,92.09633966366562
2001-11-12,92.91559373163035
2001-11-13,92.78625619607936
2001-11-14,94.26299319137773
2001-11-15,96.14753873492114
2001-11-16,96.67226084729478
2001-11-19,98.22282590974784
2001-11-20,97.71123310591075
2001-11-21,98.77989208830681
2001-11-22,99.3704471534501
2001-11-23,101.13959724307972
2001-11-26,103.80844754370938
2001-11-27,102.47671158586236
2001-11-28,99.07451605328187
2001-11-29,99.36130620483877
2001-11-30,100.14810209940156
2001-12-03,101.54636735762499
2001-12-04,102.04734372818501
2001-12-05,104.74732499838466
2001-12-06,106.18051874724388
2001-12-07,108.25778036541087
2001-12-10,107.04160311727405
2001-12-11,106.06317834735677
2001-12-12,107.67508520016116
2001-12-13,106.64897719951736
