Date,EM LATIN AMERICA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.45724837953263
2001-01-03,103.41904160185192
2001-01-04,105.30757448537298
2001-01-05,103.34492538297387
2001-01-08,104.20676811341981
2001-01-09,105.6761326140915
2001-01-10,104.72159394163656
2001-01-11,105.99986331628644
2001-01-12,105.59103815691866
2001-01-15,106.00001809453809
2001-01-16,104.86443952452802
2001-01-17,106.44560454476222
2001-01-18,108.84401651479877
2001-01-19,109.73063382613444
2001-01-22,109.64176084577122
2001-01-23,111.96959731633402
2001-01-24,111.94372802891576
2001-01-25,111.75798823282538
2001-01-26,112.93508587378183
2001-01-29,112.88294068284297
2001-01-30,112.94344890360185
2001-01-31,114.03233035625108
2001-02-01,111.65307845511826
2001-02-02,110.45146122608153
2001-02-05,109.5114641819229
2001-02-06,110.00833924897842
2001-02-07,108.48382856391943
2001-02-08,110.37679317310251
2001-02-09,109.5906144901209
2001-02-12,109.72178629717023
2001-02-13,110.01902258541972
2001-02-14,109.92602131745723
2001-02-15,110.08617974876476
2001-02-16,107.03741211188478
2001-02-19,106.58463743385417
2001-02-20,105.75305735760021
2001-02-21,103.36466616976895
2001-02-22,104.2936471233144
2001-02-23,104.11800679339949
2001-02-26,105.2604833900519
2001-02-27,105.01228709485542
2001-02-28,104.15674854017422
2001-03-01,105.91267945991792
2001-03-02,107.64488380374316
2001-03-05,108.03485869499251
2001-03-06,108.22287881727705
2001-03-07,108.45147484822408
2001-03-08,109.24230855247147
2001-03-09,108.30249218062283
2001-03-12,104.9720612484592
2001-03-13,105.26146520536385
2001-03-14,102.78195072401124
2001-03-15,102.3270125815897
2001-03-16,102.17138188060171
2001-03-19,100.95939344554228
2001-03-20,101.9105532322133
2001-03-21,101.93405354814412
2001-03-22,97.24304248593421
2001-03-23,97.52897762663189
2001-03-26,100.51046351904738
2001-03-27,102.18334308100879
2001-03-28,100.83025631723578
2001-03-29,99.65555041033527
2001-03-30,100.67686407960495
2001-04-02,100.24442093076655
2001-04-03,97.83851818116247
2001-04-04,97.93497571786219
2001-04-05,100.22991931310499
2001-04-06,100.35693059034247
2001-04-09,102.01802760976695
2001-04-10,103.99934386887357
2001-04-11,103.29714766271236
2001-04-12,103.1002275046976
2001-04-13,103.09629413468687
2001-04-16,101.24230774099131
2001-04-17,102.28353016941368
2001-04-18,105.50137174141167
2001-04-19,103.04305892401405
2001-04-20,99.9844691440789
2001-04-23,98.49920807645661
2001-04-24,99.51515369116133
2001-04-25,99.34992387278619
2001-04-26,102.43552096363872
2001-04-27,103.40497309874077
2001-04-30,104.60158160962663
2001-05-01,104.24795635560442
2001-05-02,104.17926948627652
2001-05-03,103.90877004943322
2001-05-04,104.83745173131686
2001-05-07,103.89641346641595
