Date,EM GCC COUNTRIES VALUE
2014-05-30,1000.0
2014-06-02,973.5990637397839
2014-06-03,952.4727075508381
2014-06-04,933.3579505701191
2014-06-05,943.7629259797149
2014-06-06,943.7515175734532
2014-06-09,920.9355026850276
2014-06-10,922.4907959702664
2014-06-11,915.0504511007772
2014-06-12,920.6423156635574
2014-06-13,920.6367390495295
2014-06-16,883.9791824701653
2014-06-17,860.3122903798717
2014-06-18,871.6398931288406
2014-06-19,875.8585714636124
2014-06-20,875.8585714636126
2014-06-23,872.270246351145
2014-06-24,853.903382681997
2014-06-25,850.6461993765298
2014-06-26,848.4456503742778
2014-06-27,848.4399877945783
2014-06-30,824.2160068942899
2014-07-01,848.4609897753897
2014-07-02,883.0918628976278
2014-07-03,872.6612360428016
2014-07-04,872.6663891123887
2014-07-07,884.9796494942387
2014-07-08,885.7433002771189
2014-07-09,895.5410750245723
2014-07-10,908.7633255655952
2014-07-11,908.7633255655954
2014-07-14,909.9814236488899
2014-07-15,916.0206262496072
2014-07-16,925.0493603332037
2014-07-17,931.6428167268358
2014-07-18,931.6428167268358
2014-07-21,911.197126657367
2014-07-22,914.7551274021845
2014-07-23,908.0224347721918
2014-07-24,897.6533169765664
2014-07-25,897.6533169765664
2014-07-28,902.22443709482
2014-07-29,902.2402216807527
2014-07-30,902.2402216807527
2014-07-31,914.4276142057171
2014-08-01,914.4276142057171
2014-08-04,909.2902503259124
2014-08-05,915.1442632185488
2014-08-06,904.7821992394288
2014-08-07,904.9033678564435
2014-08-08,904.9033678564435
2014-08-11,914.922236346933
2014-08-12,919.0764034479076
2014-08-13,926.9726237426041
2014-08-14,932.6599181065894
2014-08-15,932.642753918019
2014-08-18,932.2969611740629
2014-08-19,933.8894055734673
2014-08-20,934.8409929607042
2014-08-21,937.440784498022
2014-08-22,937.4132447081041
2014-08-25,933.6222727512456
2014-08-26,942.9283144948747
2014-08-27,944.1471195116908
2014-08-28,909.3981712832815
2014-08-29,909.4141189093701
2014-09-01,941.590839554981
2014-09-02,943.2126078600493
2014-09-03,956.2875655455676
2014-09-04,957.5963752386073
2014-09-05,957.5963752386073
2014-09-08,962.1356711622255
2014-09-09,956.5917822444179
2014-09-10,951.4718766526432
2014-09-11,960.6621863085525
2014-09-12,960.6621863085525
2014-09-15,964.8279018547848
2014-09-16,964.7974836340001
2014-09-17,967.1362144555469
2014-09-18,993.2219984459283
2014-09-19,993.2219984459283
2014-09-22,976.079830754506
2014-09-23,972.2373423771986
2014-09-24,970.9840130109657
2014-09-25,969.6038624440827
2014-09-26,969.6098038307755
2014-09-29,961.7571347376997
2014-09-30,952.6960756237042
2014-10-01,956.4002149001299
2014-10-02,952.9552656403799
2014-10-03,952.9489402974192
2014-10-06,952.9372603295807
2014-10-07,958.5105941646434
2014-10-08,952.6943971360214
2014-10-09,954.3769537886358
2014-10-10,954.38327878422
2014-10-13,926.8221890063296
2014-10-14,923.1710812217419
2014-10-15,910.4713018433857
2014-10-16,888.7162425948734
2014-10-17,888.7102744239274
2014-10-20,888.8067358072942
2014-10-21,899.6238726780913
2014-10-22,909.7442845803223
2014-10-23,920.3346630178639
2014-10-24,920.3597302231575
2014-10-27,924.2667675187287
2014-10-28,921.9087750302622
2014-10-29,934.0569878635621
2014-10-30,906.8478400870193
2014-10-31,906.8239409295904
2014-11-03,928.9915190658309
2014-11-04,930.3493254842526
2014-11-05,905.5214632471854
2014-11-06,904.2032308976309
2014-11-07,904.2032308976309
2014-11-10,927.3780394118108
2014-11-11,926.199451656473
2014-11-12,924.4687543958372
2014-11-13,932.6015210536177
2014-11-14,932.5889776782947
2014-11-17,932.8461935148748
2014-11-18,940.3265386981
2014-11-19,941.6887026568323
2014-11-20,941.8431184493464
2014-11-21,941.8431184493464
2014-11-24,949.096569730382
2014-11-25,921.0223961230306
2014-11-26,918.9294553064187
2014-11-27,917.8325025101169
2014-11-28,917.8086964755786
2014-12-01,892.562842294188
2014-12-02,890.6405750756359
2014-12-03,888.2536427104737
2014-12-04,885.3444569923518
2014-12-05,885.3188234629987
2014-12-08,879.4641996002638
2014-12-09,857.5266317418534
2014-12-10,863.1671230870435
2014-12-11,810.1860755642856
2014-12-12,810.1860755642856
2014-12-15,781.7424737771961
2014-12-16,730.2256716024931
2014-12-17,746.3329588818474
2014-12-18,781.4980430772141
2014-12-19,781.4980430772141
2014-12-22,849.8970315441151
2014-12-23,840.7227300175285
2014-12-24,852.0478034274632
2014-12-25,856.1447438359016
2014-12-26,856.1447438359016
2014-12-29,860.2536911415526
2014-12-30,839.7853390806323
2014-12-31,843.7561825187967
2015-01-01,843.7561825187967
2015-01-02,843.733006796404
2015-01-05,822.4094519713705
2015-01-06,803.3313218844708
2015-01-07,818.7686577728041
2015-01-08,839.7194386709574
2015-01-09,839.7194386709573
2015-01-12,805.760049307922
2015-01-13,819.1137090514252
2015-01-14,815.289729625465
2015-01-15,809.4818701720342
2015-01-16,809.5105934464893
2015-01-19,818.1906667840574
2015-01-20,814.3339878966075
2015-01-21,818.5589842607702
2015-01-22,810.2548344394924
2015-01-23,810.2203967425784
2015-01-26,808.4221926645616
2015-01-27,811.8159451949862
2015-01-28,808.6521836551491
2015-01-29,797.569693674866
2015-01-30,797.5174328012428
2015-02-02,818.3260245826903
2015-02-03,832.7417855504053
2015-02-04,835.0875356407561
2015-02-05,836.3016166119622
2015-02-06,836.3016166119621
