Date,EM EMEA VALUE
2000-12-29,100.0
2001-01-01,99.74956277191075
2001-01-02,99.14976465744627
2001-01-03,97.80546734170844
2001-01-04,101.18701821429681
2001-01-05,100.59972613343386
2001-01-08,100.2867339243159
2001-01-09,100.24794894606123
2001-01-10,100.62781998016077
2001-01-11,102.94498367962508
2001-01-12,103.04999965268938
2001-01-15,102.11598637532396
2001-01-16,101.79120875929915
2001-01-17,103.4459203910585
2001-01-18,103.54168233686532
2001-01-19,104.316098010295
2001-01-22,102.15598059808306
2001-01-23,102.11899579930713
2001-01-24,102.38294766482741
2001-01-25,102.99406878316006
2001-01-26,103.02579689672032
2001-01-29,102.57929457957921
2001-01-30,103.69654504667051
2001-01-31,105.37575563624212
2001-02-01,107.21744393144834
2001-02-02,106.1763114071956
2001-02-05,104.91839175556436
2001-02-06,105.59964989469007
2001-02-07,104.0867409014623
2001-02-08,104.04807200627656
2001-02-09,104.5375653417325
2001-02-12,105.33262992370382
2001-02-13,106.20872963562148
2001-02-14,106.22174595814502
2001-02-15,106.56017864745017
2001-02-16,107.05847848883482
2001-02-19,105.93965683484664
2001-02-20,105.16594347373363
2001-02-21,101.51181053199701
2001-02-22,99.34601424051407
2001-02-23,97.92552935439377
2001-02-26,100.37449268207769
2001-02-27,100.56186712220918
2001-02-28,100.48625936885907
2001-03-01,100.47462587295118
2001-03-02,100.94393111483929
2001-03-05,101.39662193789874
2001-03-06,102.49424713814989
2001-03-07,102.38285972538202
2001-03-08,103.42462923770779
2001-03-09,103.14160785024411
2001-03-12,99.61747561981197
2001-03-13,98.3954471051625
2001-03-14,94.28353468947253
2001-03-15,95.11728955242594
2001-03-16,94.11161581434739
2001-03-19,93.83526131737459
2001-03-20,94.68129982092225
2001-03-21,93.25603159343045
2001-03-22,90.78773525073817
2001-03-23,92.385528190856
2001-03-26,94.16286647667276
2001-03-27,93.34978158655193
2001-03-28,92.0535156474214
2001-03-29,90.16804866339727
2001-03-30,90.47112559558106
2001-04-02,88.758700321139
2001-04-03,86.34965815483929
2001-04-04,87.4604029040711
2001-04-05,90.28412057829922
2001-04-06,89.41890562756066
2001-04-09,89.48296199915434
2001-04-10,90.30840247110204
2001-04-11,92.04689864495758
2001-04-12,92.9930956376592
2001-04-13,93.08932983998756
2001-04-16,93.41082333603252
2001-04-17,91.9397740438456
2001-04-18,94.06135430579754
2001-04-19,95.48458541621473
2001-04-20,95.11053689729228
2001-04-23,94.29204460885916
2001-04-24,94.9626734743467
2001-04-25,95.047173160334
2001-04-26,96.57244444524505
2001-04-27,98.55139610285502
2001-04-30,100.07734356647534
2001-05-01,99.92024021704823
2001-05-02,100.04430559395307
2001-05-03,99.60521525191955
2001-05-04,99.5797692126686
2001-05-07,99.37093968269474
2001-05-08,99.18472610863958
2001-05-09,98.42309245550267
2001-05-10,99.45264184133346
2001-05-11,98.49551867859573
2001-05-14,97.50793017075722
2001-05-15,97.4210180249668
2001-05-16,98.65653931876093
2001-05-17,100.47546838157231
2001-05-18,101.34632509075415
2001-05-21,101.94995394857808
2001-05-22,102.05004683711003
2001-05-23,100.99256608066565
2001-05-24,100.93522702491606
2001-05-25,101.03692949480076
2001-05-28,100.5166135959516
2001-05-29,99.39559263524386
2001-05-30,98.8959059265878
2001-05-31,98.97512068773115
2001-06-01,98.73034201663195
2001-06-04,99.38084262629017
2001-06-05,99.20528676990655
2001-06-06,98.96202095320429
2001-06-07,98.76707724913675
2001-06-08,98.9773120182687
2001-06-11,98.24755022833386
2001-06-12,97.53292644885634
2001-06-13,97.9610165777368
2001-06-14,97.97665956153386
2001-06-15,97.48666492377204
2001-06-18,96.3739925176752
2001-06-19,97.29550707724306
2001-06-20,95.86030201217466
2001-06-21,96.65991887026378
2001-06-22,96.9665650145291
2001-06-25,97.89380955595246
2001-06-26,97.32523890340227
2001-06-27,97.67090850133225
2001-06-28,97.41901280312116
2001-06-29,97.2930931768418
2001-07-02,97.97296246052339
2001-07-03,96.38259871149228
2001-07-04,95.2700408812458
2001-07-05,93.73183724466719
2001-07-06,91.78372547795341
2001-07-09,91.19132418714757
2001-07-10,91.07212025660485
2001-07-11,89.44076095031284
2001-07-12,91.0801188463755
2001-07-13,91.45428856918227
2001-07-16,91.47037358261989
2001-07-17,89.67048580749449
2001-07-18,89.442901929601
2001-07-19,90.55228137512555
2001-07-20,89.72198938413922
2001-07-23,90.53701849788608
2001-07-24,90.11946594074776
2001-07-25,88.86068099938709
2001-07-26,89.8944200986204
2001-07-27,89.7428015689506
2001-07-30,90.06776484577813
2001-07-31,89.50353169371283
