Date,ANDEAN VALUE
2002-05-31,1000.0
2002-06-03,1005.4806618062455
2002-06-04,996.3780069243007
2002-06-05,997.317153195918
2002-06-06,998.433429501645
2002-06-07,988.7935525745065
2002-06-10,991.4901943614743
2002-06-11,984.0868445967315
2002-06-12,974.880633105221
2002-06-13,972.3975445530365
2002-06-14,974.1509991537076
2002-06-17,980.759434490028
2002-06-18,980.626812376804
2002-06-19,968.3597518731291
2002-06-20,960.0461226282581
2002-06-21,939.0521111055592
2002-06-24,923.033679333391
2002-06-25,930.0171860075396
2002-06-26,908.6764579568608
2002-06-27,916.2289465979081
2002-06-28,922.1669738063778
2002-07-01,920.1628135357907
2002-07-02,906.348086278199
2002-07-03,896.7202625557119
2002-07-04,906.1276790276476
2002-07-05,915.8801622157475
2002-07-08,912.6528235520012
2002-07-09,910.0168505580559
2002-07-10,904.3516788330692
2002-07-11,899.787463698908
2002-07-12,901.2416580444891
2002-07-15,894.3857721616948
2002-07-16,888.7735907944317
2002-07-17,893.6658940661732
2002-07-18,898.6023398027658
2002-07-19,905.8809267072112
2002-07-22,897.3860250921356
2002-07-23,879.3690990198778
2002-07-24,879.4814864590899
2002-07-25,878.6227572389698
2002-07-26,881.6669034617696
2002-07-29,902.9051568437444
2002-07-30,915.3781099110836
2002-07-31,918.3669449169083
2002-08-01,923.3456597138567
2002-08-02,936.9701060023091
2002-08-05,923.351170404876
2002-08-06,929.1490546050907
2002-08-07,949.8938147397768
2002-08-08,963.6748941233615
2002-08-09,956.0492697817627
2002-08-12,945.6454838321234
2002-08-13,939.7720862909744
2002-08-14,942.7621894647506
2002-08-15,945.5241032101324
2002-08-16,950.553800155875
2002-08-19,953.8297202266054
2002-08-20,949.647833052662
2002-08-21,945.1180302851991
2002-08-22,952.6451854226691
2002-08-23,947.2158215689215
2002-08-26,947.4190154316383
2002-08-27,941.7780007303196
2002-08-28,929.2052744536054
2002-08-29,932.9528021990074
2002-08-30,941.18750274951
2002-09-02,936.2144577970716
2002-09-03,925.6809242192055
2002-09-04,923.3575553647651
2002-09-05,919.5556982315477
2002-09-06,914.6709652533702
2002-09-09,926.2397034370921
2002-09-10,926.1309869835577
2002-09-11,922.6577033692748
2002-09-12,914.0925992842156
2002-09-13,907.6212935066019
2002-09-16,899.766787442145
2002-09-17,898.2634665972008
2002-09-18,898.4649125701721
2002-09-19,897.5924458258282
2002-09-20,877.2731524316928
2002-09-23,850.6482275950611
2002-09-24,838.8412384068605
2002-09-25,849.6941705384887
2002-09-26,859.6666927560249
2002-09-27,848.3025656180981
2002-09-30,846.3891279545272
2002-10-01,853.8421543064742
2002-10-02,853.2648533649592
2002-10-03,853.2906587788522
2002-10-04,857.6636242632347
2002-10-07,843.4102038435226
2002-10-08,841.8213750770192
2002-10-09,823.5915253370695
2002-10-10,819.9167213278298
2002-10-11,835.2007488009566
2002-10-14,832.9285022243583
2002-10-15,831.3037061503799
2002-10-16,826.9062586718325
2002-10-17,837.623334738257
