Date,EM EUROPE VALUE
2000-12-29,100.0
2001-01-01,100.00000245188059
2001-01-02,100.58785880594576
2001-01-03,97.82142390487125
2001-01-04,101.6164163362659
2001-01-05,100.88695874710066
2001-01-08,101.14774184870892
2001-01-09,101.15488169395375
2001-01-10,103.3549943844365
2001-01-11,106.29881694658137
2001-01-12,105.96334775409966
2001-01-15,103.46003394692893
2001-01-16,103.20331300729272
2001-01-17,105.6228787537461
2001-01-18,105.51919708331539
2001-01-19,106.99796511715489
2001-01-22,104.37441684107404
2001-01-23,104.5238745122884
2001-01-24,104.43542905507479
2001-01-25,104.96981099374722
2001-01-26,104.62010109493838
2001-01-29,103.66381227731782
2001-01-30,104.9961124703688
2001-01-31,107.28017846826133
2001-02-01,107.05963407030109
2001-02-02,105.55240542413249
2001-02-05,102.48703644903117
2001-02-06,103.77186247531178
2001-02-07,101.9658877215885
2001-02-08,102.18588929953117
2001-02-09,101.76953219427007
2001-02-12,101.26687865791521
2001-02-13,102.86588670386779
2001-02-14,103.95643240349371
2001-02-15,103.88578388975706
2001-02-16,104.3663368606657
2001-02-19,101.38690241055858
2001-02-20,99.99148576762448
2001-02-21,93.33711214829795
2001-02-22,89.64293478760447
2001-02-23,87.3473979510907
2001-02-26,90.81018319922428
2001-02-27,90.31379817002836
2001-02-28,91.17368497196229
2001-03-01,92.22827116610509
2001-03-02,93.93685585761179
2001-03-05,94.65413352008166
2001-03-06,95.95326774518992
2001-03-07,95.68540243507948
2001-03-08,97.37305151957071
2001-03-09,97.47428321693535
2001-03-12,93.33908961009477
2001-03-13,92.23326772356373
2001-03-14,87.73847116141891
2001-03-15,89.475207496857
2001-03-16,89.61668542698551
2001-03-19,89.60260988325692
2001-03-20,91.5275253584111
2001-03-21,89.26006970237363
2001-03-22,87.16616683342575
2001-03-23,88.28951729423055
2001-03-26,89.35355092790061
2001-03-27,88.51821505200891
2001-03-28,87.09001991788948
2001-03-29,84.49462181429294
2001-03-30,87.08221377314663
2001-04-02,85.29334474610268
2001-04-03,82.68443774542575
2001-04-04,83.67350765531167
2001-04-05,86.31544212155323
2001-04-06,86.0775071991643
2001-04-09,85.55177205953005
2001-04-10,85.24687528182154
2001-04-11,86.52954438440761
2001-04-12,88.50362763589662
2001-04-13,88.70972087549251
2001-04-16,89.72233456607972
2001-04-17,88.5046709320952
2001-04-18,90.43270209740149
2001-04-19,92.5865717764501
2001-04-20,92.6501472246041
2001-04-23,91.42118855328563
2001-04-24,91.92382306941722
2001-04-25,92.11967069578138
2001-04-26,94.67800069827959
2001-04-27,98.2836024458908
2001-04-30,98.17346082472456
2001-05-01,97.91183782571116
2001-05-02,97.27145443530746
2001-05-03,97.90021119569766
2001-05-04,97.94125387970259
2001-05-07,96.7117871207946
2001-05-08,97.12804252930867
2001-05-09,95.87703087745845
2001-05-10,96.07348303897142
2001-05-11,94.88040299046654
2001-05-14,93.85637113250725
2001-05-15,93.21830725811033
2001-05-16,95.07743822277304
2001-05-17,96.14503465365254
2001-05-18,98.06044649656171
2001-05-21,98.12447196158021
2001-05-22,97.27859396646657
2001-05-23,96.20408889784085
2001-05-24,95.7566313096699
2001-05-25,96.48569501514935
2001-05-28,95.05793329529996
2001-05-29,93.2493178390502
2001-05-30,92.73131486588198
2001-05-31,93.06116025305292
2001-06-01,95.25844116265235
2001-06-04,97.03734445094881
