Date,EM FAR EAST VALUE
2000-12-29,100.0
2001-01-01,100.31418682213977
2001-01-02,102.01989229248315
2001-01-03,101.48722025400087
2001-01-04,105.91971735886843
2001-01-05,109.00134095246403
2001-01-08,109.97163787927381
2001-01-09,111.89469674919907
2001-01-10,109.6785180985812
2001-01-11,108.88569108470293
2001-01-12,110.42258248652062
2001-01-15,111.66080276714071
2001-01-16,113.36254402930761
2001-01-17,113.29555668750436
2001-01-18,115.12795852675617
2001-01-19,117.14404118053083
2001-01-22,119.28768513961113
2001-01-23,119.43259896054045
2001-01-24,119.47110283638285
2001-01-25,119.86640237188115
2001-01-26,118.38717700239515
2001-01-29,118.25918158671467
2001-01-30,118.30613926288002
2001-01-31,121.78912305745905
2001-02-01,121.55702485111252
2001-02-02,123.02523825242419
2001-02-05,119.16559827500394
2001-02-06,118.76013703977814
2001-02-07,117.20059819101255
2001-02-08,118.10468001439045
2001-02-09,119.54964340114711
2001-02-12,119.93371383153504
2001-02-13,120.99765051332335
2001-02-14,120.4916924125078
2001-02-15,121.29961703368934
2001-02-16,120.9501372025632
2001-02-19,119.4197721726375
2001-02-20,121.77074946532942
2001-02-21,120.18318095799043
2001-02-22,118.62443142247395
2001-02-23,119.19271282162477
2001-02-26,119.37623685552852
2001-02-27,118.85525300124304
2001-02-28,118.25498982369803
2001-03-01,116.12017071105238
2001-03-02,114.68403836904875
2001-03-05,115.24465029995943
2001-03-06,115.83845862006494
2001-03-07,115.57088045125478
2001-03-08,115.56572476689632
2001-03-09,114.17446109355745
2001-03-12,110.52869235715612
2001-03-13,108.96591008932664
2001-03-14,109.15527653129674
2001-03-15,109.10050463567781
2001-03-16,109.12027367952828
2001-03-19,107.77588497745022
2001-03-20,106.94366098765467
2001-03-21,107.18813779432789
2001-03-22,106.1532077202834
2001-03-23,107.33100637484819
2001-03-26,109.09753838072504
2001-03-27,108.09272924868856
2001-03-28,107.65267438853857
2001-03-29,106.517611669245
2001-03-30,105.91278645729076
2001-04-02,103.91806924052808
2001-04-03,102.1624450722471
2001-04-04,99.6581060452459
2001-04-05,99.71471827587348
2001-04-06,101.499857597032
2001-04-09,99.39905435473872
2001-04-10,99.30061861537494
2001-04-11,101.82763132282578
2001-04-12,102.41536974663654
2001-04-13,102.72158816095416
2001-04-16,101.6632197444172
2001-04-17,101.56884899778751
2001-04-18,103.99684874228222
2001-04-19,105.75580721590981
2001-04-20,104.59644453519735
2001-04-23,104.90581339355131
2001-04-24,105.06844807004758
2001-04-25,105.519292129203
2001-04-26,105.08564018501949
2001-04-27,104.71881469418426
2001-04-30,105.35233601598554
2001-05-01,105.44460428683242
2001-05-02,106.80093090603395
2001-05-03,107.63916612178873
2001-05-04,106.14330894524427
2001-05-07,106.5705763729212
2001-05-08,105.10292204319117
2001-05-09,105.92538752526056
2001-05-10,104.9733004331948
2001-05-11,106.37439567579273
2001-05-14,105.60078346195041
2001-05-15,105.65006753739634
2001-05-16,104.98517953640359
2001-05-17,107.21538347703972
2001-05-18,107.37687991443458
2001-05-21,107.57452562687978
2001-05-22,108.1226041051261
2001-05-23,110.84446288686705
2001-05-24,111.41301149699777
2001-05-25,111.03304627259422
2001-05-28,110.18418281832943
2001-05-29,110.51809630493044
2001-05-30,110.11403043883577
2001-05-31,109.57856807417686
2001-06-01,108.84940463364536
2001-06-04,109.34316519689247
2001-06-05,109.632787868398
2001-06-06,110.14919214605759
2001-06-07,109.55736893417125
2001-06-08,111.11248152623367
2001-06-11,111.07038007651319
2001-06-12,111.13124235630731
2001-06-13,110.59184462938306
2001-06-14,109.3405174676424
2001-06-15,109.86813463084535
2001-06-18,108.34758571637373
2001-06-19,108.17636734263444
2001-06-20,107.93331874923143
2001-06-21,108.3834442025237
2001-06-22,108.13271863378343
2001-06-25,108.17674551987072
2001-06-26,107.38289671403938
2001-06-27,107.84223396500389
2001-06-28,106.23989200263935
2001-06-29,108.14092326033276
2001-07-02,107.24600207977684
2001-07-03,107.04572879963908
2001-07-04,106.50913846869884
2001-07-05,106.80574228577395
2001-07-06,106.44023374881846
2001-07-09,105.1730603922956
