Date,PERU QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1002.5252698118393
1999-01-05,1022.0864703388105
1999-01-06,1054.111344316382
1999-01-07,1044.6549514995927
1999-01-08,1063.1961280674986
1999-01-11,1047.23830681416
1999-01-12,1024.522793456276
1999-01-13,933.1393630781304
1999-01-14,905.8157250501441
1999-01-15,982.1125844981044
1999-01-18,990.996985127544
1999-01-19,980.1212715623869
1999-01-20,1022.0615528714566
1999-01-21,998.4329319294984
1999-01-22,981.4611553083985
1999-01-25,990.9068821626519
1999-01-26,983.5957112669829
1999-01-27,980.0189200346956
1999-01-28,990.677886003687
1999-01-29,997.4702844942419
1999-02-01,1006.137184941096
1999-02-02,1027.203275774848
1999-02-03,1028.0386891602275
1999-02-04,1032.8912510739017
1999-02-05,1028.85388063158
1999-02-08,1033.890441655611
1999-02-09,1036.243701115913
1999-02-10,1028.308023203681
1999-02-11,1042.7341659914946
1999-02-12,1045.5203063744145
1999-02-15,1046.2899334442868
1999-02-16,1058.8645750527032
1999-02-17,1055.4414169182905
1999-02-18,1054.3054653819256
1999-02-19,1062.280661175117
1999-02-22,1057.847715128041
1999-02-23,1069.282960471742
1999-02-24,1076.056177539477
1999-02-25,1051.1788372160067
1999-02-26,1073.2005837557017
1999-03-01,1073.3432593662462
1999-03-02,1063.462176180653
1999-03-03,1079.4631341417555
1999-03-04,1096.2215261331585
1999-03-05,1106.4974744535643
1999-03-08,1093.8495635104314
1999-03-09,1090.5962752341677
1999-03-10,1091.414004314311
1999-03-11,1129.9827499138787
1999-03-12,1113.5408740255768
1999-03-15,1118.1919384344371
1999-03-16,1109.2869850057991
1999-03-17,1103.920739737792
1999-03-18,1120.241413993824
1999-03-19,1135.6458749678604
1999-03-22,1123.1076887275956
1999-03-23,1115.6784746343626
1999-03-24,1108.6517108795078
1999-03-25,1124.7629166546226
1999-03-26,1140.9866177831625
1999-03-29,1138.1164578651396
1999-03-30,1147.3096490734445
1999-03-31,1155.501319587501
1999-04-01,1153.8447251784362
1999-04-02,1156.4117957141752
1999-04-05,1151.8175090841064
1999-04-06,1161.5564148344008
1999-04-07,1154.439060770624
1999-04-08,1175.8784581735104
1999-04-09,1183.4633344104063
1999-04-12,1163.956108835884
1999-04-13,1172.5732257053537
1999-04-14,1169.715973943311
1999-04-15,1197.8566483445697
1999-04-16,1281.713239620832
1999-04-19,1365.4104851408435
1999-04-20,1344.5043602410526
1999-04-21,1351.3399204211203
1999-04-22,1357.6706042762696
1999-04-23,1359.637752242055
1999-04-26,1354.9414920478998
1999-04-27,1351.9246448971717
1999-04-28,1348.003835785406
1999-04-29,1349.7517538141124
1999-04-30,1359.1153180323709
1999-05-03,1360.038177574806
1999-05-04,1358.1205429538422
1999-05-05,1354.1949064994203
1999-05-06,1385.3134142593556
1999-05-07,1384.5724224517896
1999-05-10,1403.1831484013078
1999-05-11,1412.760615691828
1999-05-12,1396.4186220208564
1999-05-13,1399.6608310050156
1999-05-14,1397.182603376842
1999-05-17,1398.5346516035725
1999-05-18,1415.330847579395
1999-05-19,1384.2111892842322
1999-05-20,1397.6028768811702
1999-05-21,1397.5292204174416
1999-05-24,1382.7150552698274
1999-05-25,1359.485807450733
1999-05-26,1382.8750949531325
1999-05-27,1361.1236560045934
1999-05-28,1364.674700867573
1999-05-31,1374.606483211681
1999-06-01,1362.811741564082
1999-06-02,1369.302850153786
1999-06-03,1390.194690764551
1999-06-04,1398.3974728692222
1999-06-07,1415.8391490873616
1999-06-08,1397.1901989309786
1999-06-09,1402.5849042847647
1999-06-10,1381.6915252868394
1999-06-11,1370.0722025202115
1999-06-14,1381.3149051965518
1999-06-15,1383.428563189587
1999-06-16,1393.3490023929326
1999-06-17,1383.3063003488724
1999-06-18,1361.770021093627
1999-06-21,1372.3432794767966
1999-06-22,1372.8320426752082
1999-06-23,1366.2523386183714
1999-06-24,1370.5308397267677
1999-06-25,1350.3060652987963
1999-06-28,1362.219219130535
1999-06-29,1366.8313277321863
1999-06-30,1402.599732212324
1999-07-01,1427.6679831422134
1999-07-02,1436.2973822656202
1999-07-05,1425.673094608529
1999-07-06,1429.0248484932151
1999-07-07,1434.6292707581035
1999-07-08,1450.2982967027585
1999-07-09,1453.099079793487
1999-07-12,1425.6483680273534
1999-07-13,1412.196547748373
1999-07-14,1429.0652989649946
1999-07-15,1433.0140710750607
1999-07-16,1443.0702754293952
1999-07-19,1430.9030363483657
1999-07-20,1384.8800070445707
1999-07-21,1358.3881703287107
1999-07-22,1369.4565716279865
1999-07-23,1373.5308482473908
1999-07-26,1342.168221065312
1999-07-27,1354.2573241518546
1999-07-28,1355.9798920018618
1999-07-29,1343.135098811177
1999-07-30,1343.2268820350741
1999-08-02,1324.9655664666434
1999-08-03,1313.6168159605327
1999-08-04,1301.2236756194745
1999-08-05,1287.256841222737
