Date,INDIA QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1015.7672521736936
1999-01-05,1037.6093895694048
1999-01-06,1059.8052714225662
1999-01-07,1083.1895535630754
1999-01-08,1122.9650273580367
1999-01-11,1134.9946748106909
1999-01-12,1130.0566688963772
1999-01-13,1125.4635058751785
1999-01-14,1125.1002840026981
1999-01-15,1101.776472421031
1999-01-18,1120.756990182032
1999-01-19,1114.299122741578
1999-01-20,1117.7661093384145
1999-01-21,1169.5393044851432
1999-01-22,1169.2247725658374
1999-01-25,1188.1329847018128
1999-01-26,1186.9523972110737
1999-01-27,1213.7127379994524
1999-01-28,1192.981804066509
1999-01-29,1195.123624668011
1999-02-01,1184.7311258262746
1999-02-02,1171.2188403686366
1999-02-03,1193.8137102626342
1999-02-04,1182.8014851511539
1999-02-05,1179.2037574013998
1999-02-08,1185.0489784215806
1999-02-09,1192.913352895128
1999-02-10,1199.8299961177734
1999-02-11,1221.7822792925779
1999-02-12,1230.6355009662036
1999-02-15,1219.6518566898776
1999-02-16,1237.9563091926946
1999-02-17,1229.8111600304724
1999-02-18,1237.2007683538327
1999-02-19,1244.06057469088
1999-02-22,1242.9027116201844
1999-02-23,1231.2877867535085
1999-02-24,1231.8214717939743
1999-02-25,1234.01253005877
1999-02-26,1225.7867631458023
1999-03-01,1310.7318399928745
1999-03-02,1311.4515280313062
1999-03-03,1398.6462143255824
1999-03-04,1375.3752977117983
1999-03-05,1381.4678855694694
1999-03-08,1415.6260556639347
1999-03-09,1432.8263279760574
1999-03-10,1425.1421950932815
1999-03-11,1415.0121852395162
1999-03-12,1421.8596344558878
1999-03-15,1444.3643005816282
1999-03-16,1437.8283243247504
1999-03-17,1393.9115026973238
1999-03-18,1396.639313857201
1999-03-19,1383.6377897224925
1999-03-22,1407.6215231250237
1999-03-23,1425.9900996919578
1999-03-24,1395.5137880060645
1999-03-25,1401.7388897506764
1999-03-26,1413.5092183392003
1999-03-29,1415.751418274982
1999-03-30,1437.5047515634726
1999-03-31,1453.9192038359647
1999-04-01,1434.9150665693578
1999-04-02,1438.1074616189676
1999-04-05,1388.829656474921
1999-04-06,1374.756311129478
1999-04-07,1374.480229273385
1999-04-08,1363.813241534428
1999-04-09,1332.6455836323573
1999-04-12,1332.2794784650564
1999-04-13,1331.7184244482185
1999-04-14,1329.1931975773289
1999-04-15,1290.9739722176118
1999-04-16,1375.8231612686698
1999-04-19,1324.7971571492185
1999-04-20,1329.2456742621773
1999-04-21,1344.8524764173158
1999-04-22,1335.8134462898731
1999-04-23,1325.8339983730643
1999-04-26,1271.940634351929
1999-04-27,1266.9781313303974
1999-04-28,1276.928817708911
1999-04-29,1315.1379969630614
1999-04-30,1317.2600067157455
1999-05-03,1334.550240270599
1999-05-04,1370.1969668792242
1999-05-05,1387.1475874000703
1999-05-06,1401.7912111447233
1999-05-07,1426.7231566366042
1999-05-10,1456.9858563191333
1999-05-11,1480.4735559156868
1999-05-12,1460.2274465412443
1999-05-13,1498.2249784565104
1999-05-14,1505.249031772714
1999-05-17,1497.453998492783
1999-05-18,1515.571486975078
1999-05-19,1518.2160420459738
1999-05-20,1511.9735162300924
1999-05-21,1504.537549807854
1999-05-24,1515.4108200539708
1999-05-25,1524.7075094850081
1999-05-26,1517.3080434406106
1999-05-27,1485.9998745477337
1999-05-28,1462.218303185318
1999-05-31,1524.4914339223103
1999-06-01,1489.8648283702182
1999-06-02,1513.2677225823277
1999-06-03,1528.0231380580606
1999-06-04,1537.539283560581
1999-06-07,1529.8722143164375
1999-06-08,1514.7081772935917
1999-06-09,1510.5427084884689
1999-06-10,1509.4416907521968
1999-06-11,1484.2735343693644
1999-06-14,1477.4913636751642
1999-06-15,1456.892941124335
1999-06-16,1488.7992966342888
1999-06-17,1517.5142931431258
1999-06-18,1499.4363250129877
1999-06-21,1545.545276843218
1999-06-22,1562.6189986953923
1999-06-23,1555.3886970813314
1999-06-24,1528.9069405223001
1999-06-25,1520.1962012902839
1999-06-28,1557.8342636166342
1999-06-29,1560.9014702646473
1999-06-30,1558.7390437005402
1999-07-01,1560.0137637203572
1999-07-02,1565.668602021151
1999-07-05,1605.5906841638018
1999-07-06,1624.7249770939422
1999-07-07,1623.9905510173144
1999-07-08,1623.9973231518788
1999-07-09,1657.152442933048
1999-07-12,1749.5161242490128
1999-07-13,1748.1022222011813
1999-07-14,1774.9513537341682
1999-07-15,1757.8588093542726
1999-07-16,1770.285052476591
1999-07-19,1837.6773651088827
1999-07-20,1757.2685354338325
1999-07-21,1762.674404957254
1999-07-22,1756.9993795659498
1999-07-23,1734.3772336262396
1999-07-26,1703.3895662328578
1999-07-27,1697.0649042315295
1999-07-28,1727.551651113315
1999-07-29,1704.69332165997
1999-07-30,1666.9175328566168
1999-08-02,1666.5824439563185
1999-08-03,1683.0260695214113
