Date,BRAZIL QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,990.776846607396
1999-01-05,995.3377668357698
1999-01-06,1018.356259170551
1999-01-07,985.1277729351436
1999-01-08,990.5188958427804
1999-01-11,955.0961830967526
1999-01-12,914.8404595618713
1999-01-13,806.9483951361652
1999-01-14,789.4426062878555
1999-01-15,907.8639386694574
1999-01-18,823.2923554841644
1999-01-19,867.8508019083179
1999-01-20,908.1450169496794
1999-01-21,829.8112895426007
1999-01-22,808.0969941811667
1999-01-25,773.3163035090255
1999-01-26,807.6207748152627
1999-01-27,802.9826228121643
1999-01-28,814.64624653696
1999-01-29,796.4737312380529
1999-02-01,903.3494942341227
1999-02-02,958.2509616082001
1999-02-03,932.7922056638033
1999-02-04,927.7182011765159
1999-02-05,899.6753655859469
1999-02-08,888.10765444977
1999-02-09,882.5892741851973
1999-02-10,902.0086276747944
1999-02-11,897.8346135804696
1999-02-12,910.176685983586
1999-02-15,913.5382605369006
1999-02-16,918.1549789376461
1999-02-17,890.2806971913709
1999-02-18,875.8312073770243
1999-02-19,888.3814147563801
1999-02-22,868.2988050873167
1999-02-23,849.4600654354728
1999-02-24,843.5917660714267
1999-02-25,825.4471370517823
1999-02-26,852.4273893895402
1999-03-01,822.3751528631792
1999-03-02,819.8503969429804
1999-03-03,838.0756669724464
1999-03-04,890.7698340773273
1999-03-05,929.3616975844793
1999-03-08,928.1042315558585
1999-03-09,953.9511375080186
1999-03-10,961.8816643685278
1999-03-11,934.3598637611341
1999-03-12,914.9685510055244
1999-03-15,977.3543195913184
1999-03-16,995.3279971033656
1999-03-17,980.6052036215322
1999-03-18,1025.112129416444
1999-03-19,1024.734215912437
1999-03-22,1005.2315950943284
1999-03-23,988.8747770419487
1999-03-24,983.8030405993775
1999-03-25,1046.7882389023594
1999-03-26,1071.0836933726887
1999-03-29,1081.4327268437873
1999-03-30,1114.3151675043002
1999-03-31,1131.970479491388
1999-04-01,1130.3476202736929
1999-04-02,1132.862414515785
1999-04-05,1157.4416727282394
1999-04-06,1181.121667121587
1999-04-07,1194.9960227560578
1999-04-08,1177.6193855642234
1999-04-09,1177.2802386387064
1999-04-12,1176.5336976615276
1999-04-13,1189.3701626941088
1999-04-14,1197.6385983284636
1999-04-15,1243.4325044711343
1999-04-16,1274.3646873530288
1999-04-19,1245.0341397572186
1999-04-20,1199.7300279951373
1999-04-21,1205.272028595822
1999-04-22,1228.1545033649084
1999-04-23,1231.0046259671703
1999-04-26,1199.4988750055797
1999-04-27,1176.5199302118197
1999-04-28,1232.7827469379008
1999-04-29,1256.8857373448363
1999-04-30,1288.7810029840064
1999-05-03,1289.8047906383647
1999-05-04,1274.2724081516342
1999-05-05,1324.7436286019329
1999-05-06,1344.320119628035
1999-05-07,1376.617621927529
1999-05-10,1403.2356687213428
1999-05-11,1386.2984096320686
1999-05-12,1370.6622640046023
1999-05-13,1403.5951381309687
1999-05-14,1399.4607999358223
1999-05-17,1372.1617093626367
1999-05-18,1386.897458223133
1999-05-19,1386.549934532239
1999-05-20,1365.4646459766477
1999-05-21,1319.627968908498
1999-05-24,1248.3786169580533
1999-05-25,1190.9623631901186
1999-05-26,1278.6680453004242
1999-05-27,1245.7627922251907
1999-05-28,1248.5574957478293
1999-05-31,1274.5794939699801
1999-06-01,1256.931888437384
1999-06-02,1273.0352374879699
1999-06-03,1273.7115336152938
1999-06-04,1306.3953053752177
1999-06-07,1283.1351086893355
1999-06-08,1252.2471845124023
1999-06-09,1246.4913397454848
1999-06-10,1255.7539501601586
1999-06-11,1266.5293935808597
1999-06-14,1257.0183242114138
1999-06-15,1277.9325701936757
1999-06-16,1336.8149960566636
1999-06-17,1351.512212580638
1999-06-18,1362.6331562629898
1999-06-21,1371.0600316492878
1999-06-22,1359.596931798832
1999-06-23,1329.1579329633255
1999-06-24,1282.3074957892916
1999-06-25,1252.5324403103962
1999-06-28,1277.237935381118
1999-06-29,1301.802261176186
1999-06-30,1339.4036198440103
1999-07-01,1342.324689331727
1999-07-02,1368.1819213389572
1999-07-05,1372.6129816021626
1999-07-06,1345.707577222615
1999-07-07,1356.8178200303548
1999-07-08,1307.272835294573
1999-07-09,1308.8953025396625
1999-07-12,1267.1207744853643
1999-07-13,1273.2318454539318
1999-07-14,1282.6649784984165
1999-07-15,1290.0732837463238
1999-07-16,1309.1706004327107
1999-07-19,1342.6272985179803
1999-07-20,1281.0351326878585
1999-07-21,1281.4108520455318
1999-07-22,1278.4489153384818
1999-07-23,1252.7420939674198
1999-07-26,1187.4330438505935
1999-07-27,1190.718733251444
1999-07-28,1202.0638757396503
1999-07-29,1179.631408626218
1999-07-30,1159.3149441476762
1999-08-02,1136.829196893846
1999-08-03,1130.1114984582498
1999-08-04,1108.3261527147822
1999-08-05,1097.9145059544292
1999-08-06,1098.4874565152372
