Date,COLOMBIA QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,999.7699564216488
1999-01-05,996.3437209928933
1999-01-06,1005.1508459669465
1999-01-07,998.743220695185
1999-01-08,1001.7602486275496
1999-01-11,1003.3670255132452
1999-01-12,960.8021937673067
1999-01-13,894.4346514977658
1999-01-14,877.7215707743974
1999-01-15,883.68740734644
1999-01-18,884.8543886773002
1999-01-19,855.0544892027809
1999-01-20,879.25635430896
1999-01-21,867.7309429976298
1999-01-22,855.1186262332607
1999-01-25,848.8947933371122
1999-01-26,813.4246786770053
1999-01-27,841.0368647551081
1999-01-28,784.1228442953847
1999-01-29,781.9390829785322
1999-02-01,785.9569556768483
1999-02-02,772.5874922023459
1999-02-03,768.4839616048272
1999-02-04,776.6180625535545
1999-02-05,787.987771907166
1999-02-08,788.3045359865413
1999-02-09,792.6237730688617
1999-02-10,837.1872187417226
1999-02-11,851.3420824783885
1999-02-12,865.9137916367297
1999-02-15,870.8460500373222
1999-02-16,872.3581291350708
1999-02-17,871.1882410266973
1999-02-18,889.0568119786694
1999-02-19,898.0162392301235
1999-02-22,901.3273954168328
1999-02-23,900.418308018856
1999-02-24,889.7159445534043
1999-02-25,860.3903350273108
1999-02-26,871.1891276791764
1999-03-01,869.9501922022168
1999-03-02,872.4562131694772
1999-03-03,898.838973317968
1999-03-04,918.2108172538791
1999-03-05,922.0828620886525
1999-03-08,930.1787620993978
1999-03-09,921.0012200754146
1999-03-10,907.6626178176778
1999-03-11,908.5186914835773
1999-03-12,907.6805589435711
1999-03-15,906.4148437330753
1999-03-16,918.3217700052887
1999-03-17,914.8769234830264
1999-03-18,919.3285814125808
1999-03-19,934.2156401720547
1999-03-22,936.0147624099943
1999-03-23,941.4264063557883
1999-03-24,939.4791564667487
1999-03-25,956.7073549726837
1999-03-26,955.3296921348472
1999-03-29,961.1158210977999
1999-03-30,940.3688347530284
1999-03-31,941.1446919589906
1999-04-01,939.7954117735065
1999-04-02,941.8862659920526
1999-04-05,953.3886799043518
1999-04-06,941.0046766765009
1999-04-07,936.1835595510108
1999-04-08,951.6633713860376
1999-04-09,968.0237360929385
1999-04-12,1016.4981443456293
1999-04-13,1033.754299319001
1999-04-14,1037.8807175010827
1999-04-15,1033.7580615774
1999-04-16,1047.9654281366604
1999-04-19,1110.4005783793343
1999-04-20,1095.7862570229177
1999-04-21,1111.8175716870683
1999-04-22,1142.4666672597152
1999-04-23,1148.0237198354798
1999-04-26,1183.3125162107665
1999-04-27,1186.586580775523
1999-04-28,1206.3196960307723
1999-04-29,1236.492786748596
1999-04-30,1221.2366845494769
1999-05-03,1239.4916078115562
1999-05-04,1269.6349057468042
1999-05-05,1244.3273337103085
1999-05-06,1184.272551390126
1999-05-07,1230.699157473307
1999-05-10,1236.919035415347
1999-05-11,1241.2801562061543
1999-05-12,1278.9227018693657
1999-05-13,1290.1550294768901
1999-05-14,1273.5974770788416
1999-05-17,1280.4485656291627
1999-05-18,1268.0026350461605
1999-05-19,1248.8297644849397
1999-05-20,1242.1595199084554
1999-05-21,1218.0039146438928
1999-05-24,1203.7517771690527
1999-05-25,1153.015758954734
1999-05-26,1107.8027751696998
1999-05-27,1181.6528573853516
1999-05-28,1197.9171963323647
1999-05-31,1181.2074881647843
1999-06-01,1145.9239006881692
1999-06-02,1149.3732799483312
1999-06-03,1144.7139320942522
1999-06-04,1134.8130912929423
1999-06-07,1137.634783522963
1999-06-08,1102.7862539001942
1999-06-09,1085.447815830926
1999-06-10,1036.6187638522
1999-06-11,999.8596609257376
1999-06-14,1006.4080170581375
1999-06-15,990.9796589369996
1999-06-16,968.1289027114155
1999-06-17,998.4091611924366
1999-06-18,1025.6064061932434
1999-06-21,1014.2112732776301
1999-06-22,991.9889563245488
1999-06-23,972.0951884216141
1999-06-24,960.7008819887548
1999-06-25,924.0144269938181
1999-06-28,955.1471302573655
1999-06-29,951.5680787058524
1999-06-30,940.6314189926305
1999-07-01,946.5191129625114
1999-07-02,956.1432854636643
1999-07-05,955.1152246513773
1999-07-06,930.0381142924803
1999-07-07,922.3964382482217
1999-07-08,881.4004493329599
1999-07-09,877.8899876757971
1999-07-12,843.2779916537706
1999-07-13,838.069893123225
1999-07-14,851.9146649720104
1999-07-15,897.820122418221
1999-07-16,932.4858015596615
1999-07-19,934.1942684524153
1999-07-20,913.015608764157
1999-07-21,915.5317040044049
1999-07-22,901.8895553562686
1999-07-23,873.8984008686241
1999-07-26,851.5684277699844
1999-07-27,863.0302570047025
1999-07-28,865.382375261479
1999-07-29,863.2999582613694
1999-07-30,846.7738355084815
1999-08-02,846.6781941625295
1999-08-03,820.5222266532583
1999-08-04,782.904930466294
1999-08-05,781.7909930319815
1999-08-06,792.1184870432501
1999-08-09,783.7505130119721
1999-08-10,773.0394950345027
1999-08-11,779.8683827401861
