Date,CHINA QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,972.5702987120783
1999-01-05,965.3314692217627
1999-01-06,990.2029632089517
1999-01-07,1020.7177150714972
1999-01-08,1025.054318898919
1999-01-11,1004.2827396105799
1999-01-12,961.0732506361736
1999-01-13,862.5645940842971
1999-01-14,843.9495191066702
1999-01-15,878.0180363247074
1999-01-18,881.3458969754985
1999-01-19,872.7755814247041
1999-01-20,834.6227267937021
1999-01-21,818.4631757852522
1999-01-22,781.5230094233333
1999-01-25,771.5200468706329
1999-01-26,792.0633678704831
1999-01-27,838.8718057922638
1999-01-28,840.9419372751179
1999-01-29,840.521471612119
1999-02-01,828.2989238693837
1999-02-02,805.9212110985559
1999-02-03,784.8500400712152
1999-02-04,785.8379726075372
1999-02-05,773.7831008100892
1999-02-08,781.6643799714703
1999-02-09,805.1717400794734
1999-02-10,791.4221651597676
1999-02-11,796.092889479982
1999-02-12,808.5698522401623
1999-02-15,811.3576707736653
1999-02-16,815.4985256082012
1999-02-17,810.8666999768734
1999-02-18,811.2044809236756
1999-02-19,801.1467375737606
1999-02-22,788.2299775016577
1999-02-23,794.3215735481077
1999-02-24,802.347729325308
1999-02-25,791.3670740930056
1999-02-26,827.1761546359736
1999-03-01,844.5333436217647
1999-03-02,827.1079749545764
1999-03-03,848.9984414695455
1999-03-04,857.8425458636596
1999-03-05,850.5833971801601
1999-03-08,847.4971365941547
1999-03-09,833.6979933727797
1999-03-10,823.63360243694
1999-03-11,848.2548560795246
1999-03-12,847.5599051918974
1999-03-15,848.6355448976475
1999-03-16,854.095111626403
1999-03-17,886.7810135445133
1999-03-18,922.0262458318763
1999-03-19,933.8280668257072
1999-03-22,983.0754624718502
1999-03-23,1000.488446003397
1999-03-24,991.4347742703146
1999-03-25,986.9080426974205
1999-03-26,981.339965026332
1999-03-29,978.2016273825014
1999-03-30,956.6063145415251
1999-03-31,956.9128886767597
1999-04-01,964.6071356251747
1999-04-02,972.7738125636242
1999-04-05,977.7966561988947
1999-04-06,974.0006786854674
1999-04-07,1005.7195989601494
1999-04-08,1021.607560599279
1999-04-09,1065.5331708506947
1999-04-12,1076.261576537224
1999-04-13,1063.0680484020193
1999-04-14,1036.319521945843
1999-04-15,1060.0008024157924
1999-04-16,1101.5977507691666
1999-04-19,1147.445520199255
1999-04-20,1170.5912253838708
1999-04-21,1187.031361051445
1999-04-22,1205.5211559901463
1999-04-23,1188.7348192707263
1999-04-26,1179.7513396820373
1999-04-27,1187.986957813758
1999-04-28,1167.1011082345524
1999-04-29,1165.7431401163392
1999-04-30,1195.039291873067
1999-05-03,1197.0745582182615
1999-05-04,1214.3222548882165
1999-05-05,1214.914662610718
1999-05-06,1263.7247041080795
1999-05-07,1280.9014069650793
1999-05-10,1235.2867325920054
1999-05-11,1252.3265498226574
1999-05-12,1261.4959744590612
1999-05-13,1266.4116078033937
1999-05-14,1252.4686653263404
1999-05-17,1225.5610832326818
1999-05-18,1232.3314746953406
1999-05-19,1228.0426838866101
1999-05-20,1220.9263280592513
1999-05-21,1201.4827776076252
1999-05-24,1214.2005067782434
1999-05-25,1215.5711496538647
1999-05-26,1217.720071067498
1999-05-27,1202.4168291040444
1999-05-28,1186.2416013226848
1999-05-31,1251.727278754527
1999-06-01,1313.7296124016116
1999-06-02,1293.6998160162323
1999-06-03,1290.629960610836
1999-06-04,1311.1572295221058
1999-06-07,1334.7078297349206
1999-06-08,1319.9408963914736
1999-06-09,1325.0284881288862
1999-06-10,1400.5372837311106
1999-06-11,1475.3442680267135
1999-06-14,1534.272860730114
1999-06-15,1465.2755568847995
1999-06-16,1520.8018171001406
1999-06-17,1560.1991495418383
1999-06-18,1554.3845094304656
1999-06-21,1629.3770601732247
1999-06-22,1685.0074616816926
1999-06-23,1760.8670025928384
1999-06-24,1744.2903570361598
1999-06-25,1700.8448688489589
1999-06-28,1817.6765477116696
1999-06-29,1894.5091705058433
1999-06-30,1893.8308333487264
1999-07-01,1876.8962364451572
1999-07-02,1904.59829760517
1999-07-05,1926.9246518006714
1999-07-06,1848.3070840663645
1999-07-07,1776.1053612801213
1999-07-08,1809.05371865181
1999-07-09,1826.0323914824828
1999-07-12,1845.588590266349
1999-07-13,1793.2182804948013
1999-07-14,1714.4520329544227
1999-07-15,1679.6019289018934
1999-07-16,1626.3252448130063
1999-07-19,1538.122846639523
1999-07-20,1552.5509241399536
1999-07-21,1583.001286840362
1999-07-22,1562.30132936887
1999-07-23,1583.4943071995988
1999-07-26,1510.8826157187198
1999-07-27,1503.0800171243875
1999-07-28,1532.520864586736
1999-07-29,1542.6251213247665
1999-07-30,1566.308360724616
1999-08-02,1593.155058702537
1999-08-03,1592.3889008889296
1999-08-04,1548.699393680678
1999-08-05,1518.0426760665762
1999-08-06,1479.3190618955373
1999-08-09,1438.4942098468648
