Date,CHINA A ONSHORE QUALITY
2008-05-30,1000.0
2008-06-02,1004.9059189303119
2008-06-03,1006.5964786919341
2008-06-04,984.111515900485
2008-06-05,968.0263974260916
2008-06-06,952.9842923898552
2008-06-09,953.2872213743714
2008-06-10,898.2367387848835
2008-06-11,884.8837578184041
2008-06-12,873.5057087600649
2008-06-13,851.9282198474798
2008-06-16,836.6607501381806
2008-06-17,809.2680263174042
2008-06-18,853.1430000689488
2008-06-19,801.6930406264453
2008-06-20,814.5861899316777
2008-06-23,801.1815345266504
2008-06-24,812.293475621976
2008-06-25,848.6674459853452
2008-06-26,844.2512039359952
2008-06-27,802.3351531628152
2008-06-30,799.3156075425111
2008-07-01,780.3283524882418
2008-07-02,777.095745075586
2008-07-03,803.5120382325986
2008-07-04,792.9176897187001
2008-07-07,829.6673235867746
2008-07-08,837.220904153668
2008-07-09,860.6310433617466
2008-07-10,850.0966533474613
2008-07-11,841.0386632149733
2008-07-14,842.0813953283522
2008-07-15,810.8643169173982
2008-07-16,801.2000785827387
2008-07-17,792.3414072089645
2008-07-18,820.4001859512692
2008-07-21,841.4638879952344
2008-07-22,841.4969228450024
2008-07-23,838.4654614873591
2008-07-24,860.2935390956624
2008-07-25,850.7891636527936
2008-07-28,850.1584005620557
2008-07-29,845.0206829451166
2008-07-30,840.5232844850073
2008-07-31,819.2510062563191
2008-08-01,821.5738735787018
2008-08-04,800.765636187046
2008-08-05,786.4455587806016
2008-08-06,792.1488226814032
2008-08-07,790.5548106513351
2008-08-08,778.6616460460931
2008-08-11,741.1475098314664
2008-08-12,747.6386081919819
2008-08-13,754.8809771653856
2008-08-14,755.1074127921001
2008-08-15,765.3446320474422
2008-08-18,722.3609545744627
2008-08-19,728.2243062581092
2008-08-20,779.2061749289427
2008-08-21,742.5360654828783
2008-08-22,734.2565910075622
2008-08-25,731.5833071291662
2008-08-26,715.6481610571857
2008-08-27,704.7269279490174
2008-08-28,707.1936560104351
2008-08-29,721.6577564097497
2008-09-01,706.806087369203
2008-09-02,697.7997239205746
2008-09-03,684.6197288715781
2008-09-04,687.9076593451139
2008-09-05,675.538618689142
2008-09-08,661.1540925254757
2008-09-09,666.9243033279402
2008-09-10,671.0568594843485
2008-09-11,656.5149817251944
2008-09-12,650.9005712318777
2008-09-15,650.2124914145144
2008-09-16,641.3027710591355
2008-09-17,626.2509613897527
2008-09-18,600.2721205564723
2008-09-19,655.0481534042423
2008-09-22,680.5039926298297
2008-09-23,651.1281131910409
2008-09-24,660.1671679325303
2008-09-25,685.1120552029
2008-09-26,688.1053720763116
2008-09-29,696.3047640883057
2008-09-30,715.5384698845011
2008-10-01,717.8125351544527
2008-10-02,728.1877281095921
2008-10-03,727.9240352875355
2008-10-06,709.7067298810479
2008-10-07,692.0265093245478
2008-10-08,668.2090427044097
2008-10-09,658.3296526810508
2008-10-10,633.1164413409326
2008-10-13,642.885319699908
2008-10-14,623.8913182125307
2008-10-15,612.4921891649711
2008-10-16,590.5430692856572
2008-10-17,591.5652268142633
2008-10-20,613.9179778763953
2008-10-21,616.6126891799046
2008-10-22,617.6082923013383
2008-10-23,619.9020684859179
2008-10-24,613.3499214525899
2008-10-27,584.8159339500069
2008-10-28,598.278504300998
2008-10-29,567.2424022011984
2008-10-30,582.7752547103814
2008-10-31,577.2914090292311
2008-11-03,571.2518693681441
2008-11-04,556.7612549525702
2008-11-05,573.088433183855
2008-11-06,568.099529699686
2008-11-07,571.1760840963544
2008-11-10,608.5453023559813
2008-11-11,615.9996806391721
2008-11-12,619.1826828017818
2008-11-13,642.1406555882535
2008-11-14,666.9362099166668
2008-11-17,685.5999074088364
2008-11-18,636.4383161966064
2008-11-19,675.0547077332578
2008-11-20,673.8369543416924
2008-11-21,669.3774810186209
