Date,MEXICO QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,976.2104605413582
1999-01-05,958.7549824345635
1999-01-06,950.5712330960505
1999-01-07,943.7908540742849
1999-01-08,941.2848169262268
1999-01-11,919.188574307967
1999-01-12,873.5665082516398
1999-01-13,795.1368084702217
1999-01-14,807.6449510601605
1999-01-15,907.1078758224002
1999-01-18,914.7143899611208
1999-01-19,902.3424642435016
1999-01-20,953.9838554406422
1999-01-21,940.1072623130764
1999-01-22,933.9372169589436
1999-01-25,938.8937822237933
1999-01-26,953.8419314062384
1999-01-27,970.0009285316021
1999-01-28,1015.0612952163561
1999-01-29,1019.8806011276292
1999-02-01,1051.7526852260576
1999-02-02,1046.010421650378
1999-02-03,1046.212876070147
1999-02-04,1046.7924193393626
1999-02-05,1048.9372035674364
1999-02-08,1050.9287969554873
1999-02-09,1028.530736097698
1999-02-10,1035.7505125295595
1999-02-11,1080.4689143576782
1999-02-12,1087.032402110317
1999-02-15,1089.3588979480123
1999-02-16,1109.8223523031538
1999-02-17,1084.7060095286677
1999-02-18,1089.1979845851586
1999-02-19,1126.2966721896826
1999-02-22,1142.4924177975113
1999-02-23,1142.95214860224
1999-02-24,1148.578590041127
1999-02-25,1147.4716251385519
1999-02-26,1156.1949165765106
1999-03-01,1149.9430321296584
1999-03-02,1142.0614920169364
1999-03-03,1129.7891059683616
1999-03-04,1167.8378156375886
1999-03-05,1190.8206848760863
1999-03-08,1232.4294759453028
1999-03-09,1260.5030907634393
1999-03-10,1292.633292568213
1999-03-11,1303.3351590270006
1999-03-12,1290.1873567476366
1999-03-15,1314.756781434667
1999-03-16,1351.3078093721551
1999-03-17,1327.0069261849967
1999-03-18,1335.5676843779374
1999-03-19,1318.4636313958063
1999-03-22,1305.820679634178
1999-03-23,1288.3833127306427
1999-03-24,1333.2303768243182
1999-03-25,1347.9797915699546
1999-03-26,1345.0975270713616
1999-03-29,1376.6028331163934
1999-03-30,1382.8276893236057
1999-03-31,1395.0570445105964
1999-04-01,1391.4487357701387
1999-04-02,1397.9189164557672
1999-04-05,1457.5265479257755
1999-04-06,1454.5160002457746
1999-04-07,1448.3618852540735
1999-04-08,1448.1778473994789
1999-04-09,1458.4143108827052
1999-04-12,1474.012511756855
1999-04-13,1473.077388220254
1999-04-14,1459.9021724223865
1999-04-15,1527.5754683738758
1999-04-16,1535.5867489572922
1999-04-19,1550.7611390527486
1999-04-20,1518.8095937997423
1999-04-21,1516.240418127079
1999-04-22,1566.4350572796861
1999-04-23,1559.9189401513138
1999-04-26,1545.6138835438846
1999-04-27,1536.6969941622642
1999-04-28,1559.1315593115762
1999-04-29,1576.8545724161438
1999-04-30,1558.6808776127434
1999-05-03,1598.640429425938
1999-05-04,1588.1389445365685
1999-05-05,1577.7283319863448
1999-05-06,1608.8471409632484
1999-05-07,1653.647662904374
1999-05-10,1687.684864609367
1999-05-11,1679.688407864714
1999-05-12,1652.755544365493
1999-05-13,1700.5550834882797
1999-05-14,1646.2669939517914
1999-05-17,1636.6330028603297
1999-05-18,1646.5477770567732
1999-05-19,1608.6783401569417
1999-05-20,1624.567251886727
1999-05-21,1583.868179196321
1999-05-24,1542.0083470402683
1999-05-25,1489.4322969837046
1999-05-26,1576.7466129791596
1999-05-27,1506.665833447467
1999-05-28,1512.030386796712
1999-05-31,1529.1764999808124
1999-06-01,1513.286933008514
1999-06-02,1523.0869347075425
1999-06-03,1511.4628945948589
1999-06-04,1539.880488912796
1999-06-07,1562.7293864305918
1999-06-08,1532.0854865437288
1999-06-09,1517.2873723339487
1999-06-10,1500.3317242610333
1999-06-11,1458.670743125259
1999-06-14,1437.4761760556987
1999-06-15,1486.382051497516
1999-06-16,1611.1618838342356
1999-06-17,1633.3975295140299
1999-06-18,1640.2804460023683
1999-06-21,1683.1251405982362
1999-06-22,1669.6230461462508
1999-06-23,1624.604311957852
1999-06-24,1586.757863370273
1999-06-25,1548.8833990068686
1999-06-28,1596.329855844131
1999-06-29,1623.9626244116096
1999-06-30,1692.5439544955202
1999-07-01,1702.9784245235612
1999-07-02,1724.7255335348384
1999-07-05,1739.8170000774783
1999-07-06,1726.121140446703
1999-07-07,1733.6761608757038
1999-07-08,1717.4948689497198
1999-07-09,1710.7315576496064
1999-07-12,1672.62973698342
1999-07-13,1693.627994090739
1999-07-14,1701.0399754792384
1999-07-15,1705.9232498377166
1999-07-16,1725.9095426908375
1999-07-19,1758.2283835663848
1999-07-20,1677.939272101902
1999-07-21,1679.0964031023648
1999-07-22,1646.4348171106326
1999-07-23,1595.9795336102097
1999-07-26,1524.4773491282772
1999-07-27,1524.3314467780654
1999-07-28,1554.4925847093557
1999-07-29,1477.383461837589
1999-07-30,1486.367533025949
1999-08-02,1448.5971461951044
1999-08-03,1463.3424340235329
1999-08-04,1436.0983256375348
