Date,KOREA QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1049.119920920437
1999-01-05,1090.318640546065
1999-01-06,1115.8814382354976
1999-01-07,1163.0347241493637
1999-01-08,1110.5508431458602
1999-01-11,1115.7712428766251
1999-01-12,1092.3934135760874
1999-01-13,1077.5329214219942
1999-01-14,1021.7535934017186
1999-01-15,1044.9288693846042
1999-01-18,1062.121221472566
1999-01-19,1063.6155081126626
1999-01-20,1092.7389070400914
1999-01-21,1046.2910234256678
1999-01-22,977.1642465399818
1999-01-25,958.7870277077852
1999-01-26,957.328040877814
1999-01-27,1014.4862355924562
1999-01-28,1031.6730331194801
1999-01-29,1025.345984564152
1999-02-01,1039.7961692772642
1999-02-02,1010.4608898756002
1999-02-03,986.2505818131523
1999-02-04,986.7902199091778
1999-02-05,988.7174918450506
1999-02-08,991.7352181637398
1999-02-09,956.8062797322951
1999-02-10,956.3193628145664
1999-02-11,953.5471358527406
1999-02-12,1000.2049984622936
1999-02-15,1003.899076461331
1999-02-16,1009.4447333351972
1999-02-17,1004.6819299107543
1999-02-18,968.2986826531396
1999-02-19,932.627519151481
1999-02-22,919.3440126811063
1999-02-23,919.7192457545927
1999-02-24,925.2035851889657
1999-02-25,919.8105060803554
1999-02-26,957.7255158730243
1999-03-01,965.1294383854548
1999-03-02,987.8688048041644
1999-03-03,983.8012276758582
1999-03-04,976.230715159193
1999-03-05,980.9185116331499
1999-03-08,1024.4421400151298
1999-03-09,1029.9341809431837
1999-03-10,1009.9728820921929
1999-03-11,1034.8109458412719
1999-03-12,1039.6597842302479
1999-03-15,1048.5704373492135
1999-03-16,1064.770286518095
1999-03-17,1048.2719086890038
1999-03-18,1032.382007699616
1999-03-19,1074.4927564298869
1999-03-22,1090.235268115771
1999-03-23,1100.1258149242049
1999-03-24,1089.7367756318029
1999-03-25,1096.9895402185996
1999-03-26,1118.2076855949974
1999-03-29,1116.9327779651826
1999-03-30,1156.3280350034092
1999-03-31,1135.7851364766038
1999-04-01,1170.79600470181
1999-04-02,1188.8301715827665
1999-04-05,1194.5323248487375
1999-04-06,1219.5744670699555
1999-04-07,1240.1833687550259
1999-04-08,1240.5215236235722
1999-04-09,1244.313204631742
1999-04-12,1224.6873931886491
1999-04-13,1232.2648516006677
1999-04-14,1241.959543118975
1999-04-15,1307.8879882265426
1999-04-16,1358.0252858902497
1999-04-19,1488.6140591841042
1999-04-20,1512.526893168896
1999-04-21,1454.483642223882
1999-04-22,1446.617167736913
1999-04-23,1462.4751486601126
1999-04-26,1521.6960006700406
1999-04-27,1560.8023502346568
1999-04-28,1562.9393061989108
1999-04-29,1486.0443877683933
1999-04-30,1455.8965804025875
1999-05-03,1474.142821763537
1999-05-04,1509.0111018999316
1999-05-05,1497.5550009106157
1999-05-06,1602.405783479392
1999-05-07,1578.0235239638014
1999-05-10,1601.0745601354395
1999-05-11,1553.1820206785285
1999-05-12,1536.2555775954818
1999-05-13,1474.483992051834
1999-05-14,1464.679487585931
1999-05-17,1442.233716064209
1999-05-18,1477.9462988701973
1999-05-19,1509.8116544322745
1999-05-20,1500.5429239066027
1999-05-21,1524.4420753015543
1999-05-24,1498.3612552946533
1999-05-25,1508.131792304901
1999-05-26,1542.700399739952
1999-05-27,1576.3844134982844
1999-05-28,1588.0408248778588
1999-05-31,1607.0956771034994
1999-06-01,1670.964045853262
1999-06-02,1721.9180605597114
1999-06-03,1728.077402141744
1999-06-04,1794.537078397082
1999-06-07,1878.071884045884
1999-06-08,1845.5603909225367
1999-06-09,1747.800372472225
1999-06-10,1838.1322219550798
1999-06-11,1808.2445709415933
1999-06-14,1734.5885448603026
1999-06-15,1749.2928278008794
1999-06-16,1845.932500797546
1999-06-17,1870.2093706861754
1999-06-18,1879.7661196226707
1999-06-21,1972.0993210894426
1999-06-22,1986.7628231825972
1999-06-23,2005.8340633952223
1999-06-24,1964.5994283034304
1999-06-25,1979.76696885154
1999-06-28,2093.941427897226
1999-06-29,2097.3906311577575
1999-06-30,2089.5684544396486
1999-07-01,2190.15929868752
1999-07-02,2206.614985865532
1999-07-05,2220.2296098908505
1999-07-06,2234.173759071087
1999-07-07,2250.6347332737564
1999-07-08,2197.280854042694
1999-07-09,2252.780597129971
1999-07-12,2165.841236643865
1999-07-13,2134.6445458639478
1999-07-14,2038.450731907331
1999-07-15,2090.150463364098
1999-07-16,2169.8332592106476
1999-07-19,2154.2324582775495
1999-07-20,2045.9160405979821
1999-07-21,1932.4442010063758
1999-07-22,1919.4727463483116
1999-07-23,1810.146284375095
1999-07-26,1763.684861694585
1999-07-27,1866.8638872463173
1999-07-28,1889.6428869975828
1999-07-29,1957.1345135474403
1999-07-30,1892.9481562293356
1999-08-02,1855.8860110424316
1999-08-03,1917.5171570357593
1999-08-04,1887.9509339901867
1999-08-05,1836.0653912934065
