Date,TAIWAN QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.3009383324126
1999-01-05,957.8255725297184
1999-01-06,979.3718912768618
1999-01-07,1022.883645992053
1999-01-08,1043.511764982713
1999-01-11,1051.5055439745192
1999-01-12,1039.9227168797154
1999-01-13,1024.88531524161
1999-01-14,1012.3154408365397
1999-01-15,1068.0353692554079
1999-01-18,1046.2920448367217
1999-01-19,1039.8578505031232
1999-01-20,1040.8223444203827
1999-01-21,1045.690799393089
1999-01-22,1025.7734888689904
1999-01-25,996.5461278969849
1999-01-26,1016.0962103952781
1999-01-27,1023.6137048751374
1999-01-28,1019.8340025734083
1999-01-29,1016.3443956898925
1999-02-01,997.4008796888362
1999-02-02,975.6295026246099
1999-02-03,984.9892617044306
1999-02-04,957.439267488898
1999-02-05,957.68643485334
1999-02-08,1004.1746359689018
1999-02-09,982.7490840854297
1999-02-10,986.9897271955331
1999-02-11,988.7803284995823
1999-02-12,990.7966125593392
1999-02-15,994.4559423703311
1999-02-16,999.4815918107537
1999-02-17,993.2282917924639
1999-02-18,994.2018714760957
1999-02-19,1001.6663589113562
1999-02-22,1079.322442871651
1999-02-23,1058.652637182965
1999-02-24,1079.1636116590498
1999-02-25,1071.3067976772143
1999-02-26,1088.8568294687252
1999-03-01,1091.085867842184
1999-03-02,1075.5163654062594
1999-03-03,1098.183487264458
1999-03-04,1094.0747740094478
1999-03-05,1092.3174949200643
1999-03-08,1109.6273152375536
1999-03-09,1112.6840068251447
1999-03-10,1112.7200921140363
1999-03-11,1115.11784063285
1999-03-12,1113.5064847068656
1999-03-15,1152.5537038157277
1999-03-16,1175.3849643063254
1999-03-17,1185.700753934432
1999-03-18,1216.5889566207907
1999-03-19,1234.1948918327266
1999-03-22,1249.0265615459434
1999-03-23,1221.3818618610744
1999-03-24,1207.1453170962081
1999-03-25,1221.1398316003897
1999-03-26,1253.9264494433753
1999-03-29,1227.8460615228646
1999-03-30,1224.054549511388
1999-03-31,1213.97649577788
1999-04-01,1243.3366227674023
1999-04-02,1281.7998694505682
1999-04-05,1269.9568311935761
1999-04-06,1268.3886908522627
1999-04-07,1261.7132039990727
1999-04-08,1297.8403827165944
1999-04-09,1317.5673393002119
1999-04-12,1323.7897561724483
1999-04-13,1339.7834963455828
1999-04-14,1342.8254778412718
1999-04-15,1359.3059996953937
1999-04-16,1362.6262415708454
1999-04-19,1406.4188958101315
1999-04-20,1402.596772457546
1999-04-21,1386.4193068780182
1999-04-22,1397.7833177183586
1999-04-23,1406.3518568445159
1999-04-26,1418.3723359947214
1999-04-27,1394.104072748953
1999-04-28,1381.9039252047307
1999-04-29,1327.2053565245556
1999-04-30,1336.0562703684877
1999-05-03,1330.3022452004961
1999-05-04,1367.1142148924275
1999-05-05,1347.2953583592025
1999-05-06,1326.8480802513366
1999-05-07,1296.519004282745
1999-05-10,1304.1181618447442
1999-05-11,1315.5996992141047
1999-05-12,1324.8941535573967
1999-05-13,1326.9845465197973
1999-05-14,1358.958258199848
1999-05-17,1356.8882040947096
1999-05-18,1347.564452121447
1999-05-19,1346.4924939989419
1999-05-20,1355.9570243528294
1999-05-21,1375.8834107223927
1999-05-24,1372.154830305958
1999-05-25,1352.1945760471822
1999-05-26,1380.5433397450242
1999-05-27,1390.274962312744
1999-05-28,1369.964522782588
1999-05-31,1355.325630432674
1999-06-01,1351.508382310668
1999-06-02,1380.739362851074
1999-06-03,1392.5935722304112
1999-06-04,1407.4858557853227
1999-06-07,1461.305683620801
1999-06-08,1476.484461932729
1999-06-09,1507.6684414107317
1999-06-10,1501.3731348354697
1999-06-11,1497.9658666545097
1999-06-14,1509.8673514329928
1999-06-15,1521.276003001758
1999-06-16,1557.4387582807017
1999-06-17,1626.7079855378934
1999-06-18,1616.2284551286816
1999-06-21,1643.678386220013
1999-06-22,1682.8909928735895
1999-06-23,1651.6453536049967
1999-06-24,1680.8094937856338
1999-06-25,1603.0102384898294
1999-06-28,1633.5205181703925
1999-06-29,1705.9241018257248
1999-06-30,1697.0171799668758
1999-07-01,1707.4194346426254
1999-07-02,1739.6412799292482
1999-07-05,1722.9912996849034
1999-07-06,1701.4605157589358
1999-07-07,1697.609018348414
1999-07-08,1737.1795490169188
1999-07-09,1718.8660888517381
1999-07-12,1723.7056912222613
1999-07-13,1660.4984610621443
1999-07-14,1577.9383553192663
1999-07-15,1580.540507757266
1999-07-16,1486.569535733022
1999-07-19,1543.797861196706
1999-07-20,1593.5935257251
1999-07-21,1582.0124494518625
1999-07-22,1555.685102109629
1999-07-23,1563.0789337068247
1999-07-26,1503.8178020289774
1999-07-27,1456.37265872449
1999-07-28,1478.5011934147499
1999-07-29,1447.457899108149
1999-07-30,1468.4533508456536
1999-08-02,1426.8972773517523
1999-08-03,1430.5070887935165
1999-08-04,1402.3242609698648
